group,ASCL1,ATF3,BACH2,CEBPA,CEBPB,CTCF,CTCFL,E2F2,ELK1,GLIS1,GMEB2,HNF4A,HSF1,HSF2,IRF3,JUN,KLF3,KLF9,KMT2A,LHX2,MXI1,MYC,NFATC1,NR2C2,NR2F2,PBX3,PGR,POU2F2,RFX2,RUNX3,RXRA,SP1,SRF,STAT4,TFAP2C,THAP1,TP63,TP73,VDR,YY1,ZBTB7B
progressive,-0.0953680411017586,-0.0818223341143988,-0.144539740454718,-0.414905788011674,-0.0505810792707193,0.252357304163356,-0.228554443330077,-0.447713020541753,0.179852537283037,-0.213521057540637,-0.135535368757918,0.0283441961238396,0.430643863759994,-0.0553573112142392,-0.230590214322397,0.069216213738879,0.0571581855535992,-0.105468597179038,0.147593396943198,0.272323519664956,-0.141407785081918,-0.199662155015997,0.110636323544158,-0.465251970629433,-0.139606910742558,0.386953086309434,0.114551267760158,-0.112672094536478,0.355711831465755,-0.0974821109783986,-0.385622005275994,0.403317553132314,0.0887126359345587,0.0236462630646397,-0.230511915438077,0.122302857307838,-0.193241646501757,-0.229728926594877,0.0286573916611196,0.265668114497756,0.369100940684475
progressive,-0.0295839371585526,-0.0574128949941401,0.0155177119083219,-0.124207671932852,0.14236445049225,-0.067098269603586,-0.103372240722614,0.0290693191615929,0.118903147964191,-0.0032064659810563,-0.0545099216779575,0.156048011078074,0.0219966205367115,-0.123495123937062,0.139289937843747,-0.33232446803664,0.0501818523701942,0.276824896364529,-0.153659655758851,-0.0867065348210744,-0.119233031295576,0.204751986123666,-0.191279550869928,-0.0815867455179886,0.217591045381147,-0.0222077458687975,0.220625972029883,0.0124959805928409,0.0856904941604105,-0.137429395854739,-0.193087311525914,0.113268740664146,0.0912457294609237,0.171051104989437,0.0443891010710842,0.0018077606559864,0.112384653336036,0.0552224696737477,-0.16624800368448,-0.142272083159462,-0.16413675036362
progressive,0.144798645939195,0.229950474569968,-0.126687836353682,-0.120248931448795,0.160035944651171,0.085097936062786,-0.0944083092657476,-0.11714091719998,-0.109897080441462,-0.0074381171092919,-0.0830459333283679,-0.030564470744325,-0.105343001325403,0.0601011332277621,0.0696171780677339,-0.192521064815521,-0.108202842655457,0.173351651215984,-0.0751355884841376,0.178676566887562,0.0069306942279134,0.175737143675043,0.0082347215398815,0.079924642339043,0.189865009668203,0.0849099405595906,-0.22465093397049,0.0649389732119964,0.0887847847735915,0.30595046527795,-0.0512274783709195,-0.212293195297847,0.0124092744227877,-0.125703472101681,0.209375926173043,-0.105956952373239,-0.222099050171787,-0.0937093556544108,-0.164762542833264,0.0359970929912806,-0.129040647605332
progressive,-0.208807791832614,-0.35886062521871,0.426501021615551,-0.243905271736394,0.0698617558844224,0.343088972856885,0.0991837011204915,0.130393801921005,-0.0593102983184126,-0.116177101200486,-0.204365072857452,0.098073021376701,-0.086966223938796,0.364302955963284,-0.369967422656615,-0.383850919453996,0.0438718498797247,0.361081984706291,0.289109937308667,0.302215958285395,0.184594973417981,0.488921223216577,-0.420503350999083,-0.0172155360287527,-0.429610924898165,0.373077325939229,0.434164711847706,0.0283223334666577,-0.278669547717036,-0.369967422656615,-0.0396512668533208,-0.177153419134585,-0.169378660928051,-0.367190723297139,0.406508786227323,0.0628644734985422,0.105514575660097,0.475037726419196,-0.130393801921005,-0.057977482625864,-0.358638489269952
progressive,0.0452012605625014,0.025215099079853,-0.0390427340591272,-0.322451151827613,-0.168023194790172,0.0562401288232665,-0.233559212675136,0.0483386231208241,0.414712850764955,-0.120381763348975,0.0542647523976559,-0.483386231208241,0.0749481055599316,-0.354986763543552,-0.325588514385936,-0.0304440366770575,-0.418547405002905,0.301186805598981,0.201488395412281,-0.141994705417421,0.0755290986262877,0.219847776309133,-0.102951971358294,-0.153265970904728,-0.0084824987687984,0.0904025211250028,0.0216129420684454,-0.0895891308321043,-0.277947082944739,0.251802394958716,-0.0788988584111528,0.302813586184778,0.0479900272810105,0.149431416666778,0.217988598496793,-0.368349604069741,0.155125148717068,-0.145364465202286,-0.398212647680443,0.0194051684162924,-0.112015463193448
stable,-0.186875560292707,0.0429230376355753,0.072837068549471,-0.0135858582810748,0.180679426315788,0.0740944784102224,0.0183683345738104,-0.0457244950895006,-0.0205670825538993,0.0548389973037226,-0.0815416953113806,0.257853059675983,-0.0173162750655094,0.0526630813119168,-0.0126142609001573,-0.176303662007109,0.0286335139806649,-0.197814145811817,-0.254317402502446,-0.0684783594609549,0.105303468177649,-0.0072267369179176,-0.141154503755659,-0.194020322120162,0.204123614477563,0.232509277597468,-0.0698332866692532,-0.113038835774308,0.137297685783078,0.0398100473294729,-0.217567254229212,0.187874528551145,0.0016881917119736,-0.105097842741002,-0.139732318461394,-0.109718156900088,-0.0052992219552649,0.0386612957262136,0.0890795524551809,0.206845435056694,-0.0877088079056022
stable,-0.125655391965541,-0.138002864879867,-0.143548706205323,-0.343102264131178,-0.210248139331309,0.222010142460665,-0.294957980654071,0.055483868462602,-0.285368155277647,0.17047352825847,-0.127795326454953,0.211227316333998,-0.0321889590762696,0.0399188572517445,-0.0652586683507985,0.0167495268917535,0.122166331449893,0.267184651666185,-0.190632356014006,-0.146116288189844,0.0737403436704525,0.194160447848652,0.0933917642790143,-0.0339623385698747,0.134369558185313,-0.0440459949823164,-0.239855940312102,0.115369790902631,0.0201741008803613,0.0793065491623422,-0.0851697320813907,-0.228141453571091,-0.0449080780280115,-0.248261250007629,0.175754635420287,-0.114472070565677,-0.213394403045322,0.0609771023581041,-0.0357323240357408,0.184842144691345,-0.0143177060167907
stable,0.120400712996182,0.117844808949598,-0.134565409318987,-0.0729504893942434,0.13991549311569,0.0786881683353637,-0.147060587212357,0.186955882507549,-0.14011882171604,-0.393822082802474,-0.123817586584873,0.100627006612167,-0.0026893384405638,0.125085213327678,-0.0171320230841589,0.10740992163946,-0.154761657950604,-0.0457425810599389,0.0105333746009326,0.180717824589006,-0.381347555470077,0.0766834754162901,0.307291466811432,-0.0331203227913504,-0.0164664396189515,-0.0661389812825259,0.0413042989554289,-0.0706169760042917,0.182673273862682,0.283303457484229,0.100488806704116,0.109818094749853,0.066536107455084,0.118715309519846,0.0445194324484597,0.0087939619651278,0.288054675012715,0.0275271977770413,0.0653240783764365,0.233244909180928,-0.215197907395195
stable,0.047681578193526,-0.274663486367291,-0.150659815538562,-0.0155817890756984,0.0723445844144132,0.0600165888068098,-0.404185628331273,-0.029795944335621,-0.0235476203177027,-0.0276098931904644,0.0540912473420936,0.0232778348909104,-0.223166037375528,0.279893465393937,-0.206057607688631,-0.0415422790555574,0.0296313839940348,0.298347022420052,-0.377731749618559,-0.032596685353523,-0.125477114313518,0.105936815990747,-0.0385834081179428,-0.163896838965585,-0.0948279699120177,-0.0623113725400126,0.0296965650884819,0.0113415104337963,-0.157312671550717,0.081994893895425,-0.0569109873337134,-0.172186529636501,0.101125398969699,-0.157957175197604,0.104697206028639,0.110629854790939,0.0605111467072784,-0.243705681715853,0.0025680766628352,0.167665358475479,0.189373293553496
stable,0.0755901119831151,0.125179016914764,-0.266058284211801,0.231895932746094,0.364962397158767,-0.222266777598804,0.19828097511305,0.164715780555702,-0.003906401442182,-0.12363636156817,0.0214478856252288,0.068797452150531,0.182705132420018,-0.114728771018481,0.195494242874041,0.239186223335644,0.130652955241388,0.417586849707907,-0.078974001130483,-0.387679241214258,-0.0480462495850544,-0.0928081361741341,-0.0595166385331176,0.109254832691856,0.193677890611115,-0.106841323520572,0.184148261615219,0.357373528115037,-0.0444881896727485,0.438611749189715,0.0003234599920278,0.483249228089553,-0.422737328042504,-0.0528235048519267,-0.0661848906764603,0.252423201470936,0.359239643453659,0.173449200340453,0.0150533303982175,-0.46346840550016,0.0221196871471328
