group,ARNT,ASCL1,ASCL2,ATF1,ATF2,BACH2,CEBPA,CLOCK,CTCFL,DUX4,E2F4,E2F7,ELK1,ESR1,FOSL2,FOXA1,FOXG1,FOXH1,FOXK1,FOXM1,FOXP1,FOXP3,GATA4,GLIS1,GRHL2,HIF1A,HNF4G,HOXA4,HOXA6,KLF3,KLF4,KLF9,LHX2,MAF,MEF2C,MNT,MXI1,MYBL2,MYC,MYOD1,NFATC1,NFE2,NR2F2,PAX5,RARG,RBPJ,RXRA,RXRG,SIX5,SRF,STAT2,STAT4,TCF21,TCF7L2,TFAP2A,TFAP4,USF1,YY1,ZNF143
progressive,-0.171128705584565,-0.0401718060617702,0.179099302025392,0.227321410492398,0.24246554372997,0.0024708848966565,0.16212193160643,0.0300491485819194,0.126413659551523,0.371110970284925,0.155506336560543,0.0129123662341404,0.406580124446607,-0.0187309016359444,-0.0412876895634861,0.168896938581133,0.297303247242863,-0.156861337955484,-0.164831934396311,0.0223176700343168,-0.0205641388173348,0.404986005158441,0.149050153443473,-0.271637926703399,-0.002630296825473,0.080503024052357,-0.250037610348756,0.256493793465827,-0.0420050432431605,0.194721671049414,-0.27665940246112,0.0115573648391998,0.175990769413469,0.161563989855572,0.019767079173252,-0.0620909462740456,-0.0313244440124518,0.197511379803704,-0.0703803665725062,-0.146898092404449,0.223973759987251,0.0140282497358563,-0.467236363361304,-0.335243286301201,0.372067441857824,-0.123384832904009,0.0588230017333064,-0.192569610010391,0.262870270618488,-0.427941322908024,0.0029491206831061,0.0830536149134218,0.0974803944713194,-0.0878359727779182,-0.289890592552893,-0.118363357146287,-0.361785372449157,-0.0037461803271888,0.0151441332375721
progressive,-0.424680813132261,0.0171163628997458,0.274731459938183,0.0497020175964905,0.118378294296625,-0.221748476705021,-0.0433509114242984,-0.40926422761055,0.149988882900544,-0.257575567331971,-0.373727021497683,0.362013051814947,0.322443815642555,0.0634978851530985,0.0247851259541354,-0.210640629188096,-0.0569886601550428,-0.313259747173639,-0.0620089328762153,-0.350127786737525,0.167592778846703,-0.214962543761704,0.0658564909722321,-0.19565887043751,-0.0884938362083855,-0.301848838573808,-0.0278289133520116,0.204184110465328,0.248286086312479,0.141608585129768,0.431638041470264,0.254979783274042,0.300689300517474,-0.0730772506866745,0.352921219327784,0.172323167053792,-0.0368548629950647,-0.0002898845140834,0.348085418570119,0.355003117201656,0.0153638792464231,0.0465001113727505,0.0199361486276485,-0.252239056959071,-0.141964352487961,-0.207175191587916,-0.198505009303057,0.214000654237699,-0.0470930569697394,0.0893634897506359,0.0420991373862108,-0.402847238594248,-0.399012857067053,-0.107020091972083,0.0045854459500473,-0.0350101433599881,-0.134704063067053,-0.233172561873673,-0.451534660391446
progressive,0.330113349916443,-0.0379061866438242,0.31243306813955,-0.061571363315384,-0.248626956904416,-0.33946613742256,-0.177852138868642,-0.0093973212351945,0.114225101749727,-0.0018821566201149,-0.0092303001844907,-0.148038411718057,0.0596795798961891,-0.138257270786212,-0.0517539066536767,-0.183208865556679,0.161762392139736,0.218844771217483,0.105247211541112,-0.137950465482201,-0.131929098324353,0.0312787224772368,-0.178515057471951,0.165926256675112,-0.201246747699395,0.166400083029827,-0.0929066725872126,0.207043176478741,-0.0919497844119995,-0.0856483791475828,0.294935852078494,-0.0391150151949584,0.336258300129146,-0.287720996634712,0.433300191654473,-0.187428612486714,0.235899232787521,-0.451484667249845,0.236388869007391,-0.353884421377882,0.170347148919257,-0.256583388943989,0.336438626511911,0.0711824307968167,-0.263118654986054,-0.0894255281199192,0.120746671126435,-0.142377071192466,-0.0763519436360795,0.194530763941267,0.162947662426455,-0.198868693526674,0.0335743618578336,-0.281045633272703,-0.183156974761638,0.137718248304395,0.0228521426159314,0.0291940117431475,-0.0339465980889242
progressive,-0.2025135316457,-0.042587730641812,-0.215933103019812,0.0947133384586132,0.0814046726330469,0.166580133916671,-0.207171564684648,-0.303548486371457,0.311644591415343,-0.261626189020923,-0.012088704791556,-0.190646637951237,0.212605936563421,-0.0206284320296277,0.150831546023084,-0.010646932660453,0.366321026848711,-0.0930497552304174,-0.059556279569409,-0.0417004862534409,0.196635537572741,-0.105027554473427,-0.424435534287017,-0.0938260940702421,-0.120554331269921,-0.247430278806986,-0.37985150377137,0.320295224201961,-0.0126432325342879,0.37186630427603,-0.0861736112205415,-0.247097562161347,0.366542837945804,0.0312753646900807,0.0047689385874945,-0.161145762037898,0.354010510960062,0.0051016552331337,0.312088213609529,0.0644361237054499,-0.351792399989135,-0.468465037059932,0.056672735307203,-0.266838749802603,-0.206173414747731,-0.0356006810833897,0.0288354426220602,0.355452283091165,0.38384410351904,0.307984708313312,-0.0847318390894385,-0.20096085396605,0.0108687437575458,0.275378477040675,-0.024731937325844,-0.044029502772915,0.0465803303894819,0.199629987383494,0.186654038203567
progressive,-0.375089070330863,-0.0051491788178428,0.52189787973736,0.358039567134006,0.351402847768786,0.0919986615454588,-0.106988493215179,-0.332293673044791,-0.414566107934325,0.0167062246090012,-0.25402615501358,0.171982572515951,0.230111080059599,-0.224389770261996,0.0185370437442342,0.0952025950321165,0.435849380381408,-0.102297019181144,-0.107560624194939,0.143604875919839,0.196469778449692,0.176788472745938,0.436993642340929,0.362959893559944,-0.37383038217539,-0.168206508049533,-0.243155666398134,0.0201390104875631,0.217295346112968,-0.0178504865685218,-0.094172759268548,0.212832724470837,0.259289760027375,0.369825465317068,-0.0229996653863647,0.343736292639998,-0.179763553840691,-0.139714385257469,-0.127356356094646,-0.345452685579279,0.351173995376882,-0.136853730358667,-0.288811718583007,-0.442486099746628,0.0342134325896669,-0.112252098228974,0.353462519295923,0.229882227667695,0.209514364788228,-0.0389049066237015,-0.108018328978748,0.107903902782796,0.0612180148343538,0.3993474238727,-0.296935978495604,-0.0357009731370437,0.497982804783379,-0.202763219227056,-0.0950881688361645
stable,0.137591779550482,-0.170933542426761,0.121099243885787,0.0013555921260064,-0.0714341206141723,-0.0369799892798912,-0.138461198086871,-0.162923723039251,-0.213351914374525,-0.119208066946668,0.204005938854738,-0.0070224161567938,0.058292925135792,-0.267817043731249,-0.0567124503499483,-0.0629073311681078,-0.191062525143531,0.3760113352737,-0.123243225616579,0.142291457583455,0.0770789080605204,-0.0547428450699369,-0.170315970569679,-0.153151250642986,-0.156229528804728,-0.189127275035533,0.181211487533178,0.134132720159485,0.173362494150116,0.132545401713878,0.132559910272577,-0.212925554371243,-0.153279637700155,-0.110944895274704,0.0971055096272241,-0.0663948601837221,0.0728688254470479,-0.035708026676198,-0.0727334578569206,-0.0709651930471592,-0.182561741604568,0.109902879639073,0.0973435321138078,-0.177341261063574,0.133099327535157,0.0472946164026416,-0.202721520790275,0.0968042517244232,-0.14548375111686,-0.0064649316324376,0.0502137110382776,0.0021068890948724,-0.009967927319118,-0.0805189420773742,-0.0400578568220466,-0.068922086861285,-0.293907401595038,0.205224794658665,-0.242328791053475
stable,-0.140352717516891,-0.0231726021136732,0.220459709010927,-0.0625675454432656,-0.0780215755055214,-0.150789929035116,-0.308812114490321,-0.0529189082300083,-0.0166512445852169,-0.0049560290901137,0.166267599440562,-0.104032707397893,-0.347080764326521,-0.0036828277497574,0.21528585104428,0.407554450801561,-0.0904023609531241,0.262831646986471,-0.0869187875245365,0.291325014913756,-0.070561358633248,-0.300107402408707,0.199507610561137,0.0956319425858608,0.0374648781677525,0.0129380221085014,0.0002836841182756,0.137971797238505,0.0789013339913644,0.149138482203726,-0.1431355236295,0.199522807924616,0.13441054839658,0.0570711656516743,-0.058508160798416,0.0860120115036196,-0.182506826615902,0.139101467923782,0.359255541069185,-0.334426426336295,0.150877736024107,-0.0540468903193426,-0.0831008720994097,0.107163364274579,-0.214914359937014,-0.204961775454176,-0.225346505667414,0.0142601927311791,0.0963968765476399,-0.125021954958409,-0.115059238899918,-0.0509550711493261,0.0111194042788412,0.167007204463209,-0.0343629274220833,-0.0649265139744032,-0.227499465493613,0.0745650196120077,-0.167750186677741
stable,-0.332900162269501,0.0248284774243691,0.0669257873219997,-0.0886733587886003,-0.0139940894654648,0.11496428159855,0.154347872795783,-0.155342272621538,-0.0362790465748271,-0.0080986065048449,-0.0902476938534651,0.201187098819718,0.0231958336533982,0.0157149842510827,-0.0648975898960928,0.238394356959315,0.162687593679931,0.0314772458314407,-0.114363859516754,0.174850474591469,-0.327560975883353,0.072994620489962,-0.131798162642479,-0.0994084643560267,-0.182805673197513,0.109287850263572,-0.156892969021765,0.0189251149088701,0.0924555451306179,-0.1373674320311,0.0696268987345905,0.071590483810488,0.19572656728843,-0.0232982678668278,0.116491339334139,-0.152054922325935,-0.19837882546077,-0.244274080810176,0.1771119068418,0.147390225837446,0.263203923451974,0.0088897138147169,-0.0525818456198983,0.103825742821308,0.242559489668462,-0.0611327385748096,-0.0742742602023446,-0.0384979292288107,-0.218002068931937,-0.0654917083339848,0.38249250476823,0.0857090702430441,0.0892863881582024,0.165943425756018,0.353432706373729,-0.123827204926677,0.137335913811583,0.366172370702425,0.237500815436013
stable,-0.0887873261981759,0.0470946797955587,0.096041394306598,0.0377693447152653,0.149363776138387,-0.356799773259244,-0.368059970565358,-0.182448153599183,-0.149221000045388,-0.043605208914116,-0.116264628736936,-0.0577904336833039,0.0424945672981866,-0.398091604017416,-0.172569090547663,0.0023333610168299,0.110293228612074,0.130779136300729,0.363386008364711,0.286186135020498,0.0740431605375295,-0.0708986112113858,0.110773975700064,0.068294467949212,-0.0641157331705302,0.213457788807954,-0.07512339345211,0.142176607172933,-0.0342955125945162,0.054071883918367,-0.0115309795514584,0.378468434627027,-0.0068321111763727,-0.155331700983096,-0.0423054541364651,-0.169358221291911,0.0088147585043133,-0.0259363053970756,0.150104879631259,0.0315888485677951,-0.0114608947350165,-0.041141814498185,0.0033802891632666,-0.0724500341935328,0.0532751759430289,-0.0354498848190519,-0.359784170091617,0.158128722293825,-0.0339529078926533,-0.263016442232803,0.0960749886814213,-0.0270304394322728,-0.102745499330626,-0.231250933590505,-0.166867024634747,-0.435026012675648,0.142993877222516,0.0028934603350065,-0.0649095450790732
stable,0.2356847936295,0.378879443490952,-0.258252980015097,-0.0160145427408713,0.104217716605978,-0.168916469279098,-0.0267073297401607,0.300531372850997,0.0788901013173383,0.20676006566368,-0.254951520434671,-0.185670144761855,-0.167438203795325,-0.219374597791874,-0.277273329239639,0.115353983250399,0.115649636347154,0.265053001240451,0.0822408364138898,0.130087362572001,0.311322710882538,-0.0227160129339743,0.204394840889643,-0.182467236213681,-0.0237507987726153,0.364490992782231,-0.244554386532136,-0.358331553266511,0.126391698862569,-0.288113942787306,-0.155168600280011,-0.242386263822603,0.0982553791547611,0.197989023793295,0.176751276343093,-0.353995307847444,-0.0234551456758607,-0.227800711049378,0.152606273441472,-0.0349363409331623,0.0301566158689638,-0.152556997925346,0.0170493285795122,0.380899739652108,0.129003301217234,-0.35369965475069,0.178968674568752,0.115698911863279,0.0736668966080079,0.172119377827272,0.260963133402013,0.27668202304613,-0.0013797144515212,0.0203015126438122,0.169655602020984,0.0615451196410715,0.107322074121901,0.128559821572102,-0.20907601492159
