group,AR,BACH1,BCL6,CEBPB,E2F3,E2F6,EGR1,ELK1,ELK4,ETV1,FOXG1,GATA1,GATA3,GATA4,GTF2B,HNF4A,HNF4G,HOXA4,JUN,JUNB,JUND,LHX2,MAFF,MXI1,NFE2,NFYA,NR2C2,PAX5,RXRG,SIX5,SP4,SPI1,SPIB,STAT5A,TCF7L2,ZBTB33,ZFX
progressive,-0.249717209280278,0.011822286939048,-0.0109832859304704,-0.0247123933435584,0.0900781991936496,0.142935262734038,0.33560040343104,0.140875896622075,-0.0523231538076576,-0.213335074635595,0.126002696924563,-0.102434395865429,-0.100298756934504,-0.041568686334072,0.0440856893598048,0.333922401413885,0.316913562785448,0.315998288957909,0.108459948563395,0.0212038436713248,0.056060521936776,-0.197470328291582,0.0101442849218928,0.119214416036981,-0.018305476550784,-0.313099921837368,-0.338346224913658,0.0180003852749376,0.108536221382357,0.235530464953421,0.0224242087747104,0.113570227433822,0.0144155627837424,0.16444419768121,0.163147559758862,7.62728189616e-05,-0.0867221951593392
progressive,-0.0415932960071184,0.0454958768670456,-0.237056112366496,0.245387609004959,-0.180443015023474,0.111364766315356,0.158452485375266,0.028794371279002,-0.125550134243709,0.185552314965089,-0.268225409497757,0.0983219302834938,0.12017124812427,0.0481018765860101,-0.0353157892949329,0.083250779199433,0.130197286451912,0.25844328247386,-0.0815819123843326,0.350397843985894,0.0049552506971443,0.128451395014576,0.185898925765149,-0.0957416054386077,-0.182599704446065,-0.181636896668123,0.12688522769579,-0.110530332907805,0.0797076465766044,-0.152059441729728,-0.0449310296373193,-0.122340774983901,0.001373605763198,-0.183819260964793,0.0131968852763326,-0.036689395058131,-0.0357137498431492
progressive,-0.0413303977490715,0.0871990419004674,-0.0210845562108193,0.197255409372507,-0.0453416921006386,-0.176779040763344,0.0376394211864393,-0.109572807845529,-0.139356658771718,0.0872475982544205,0.170062695055125,-0.208706076664728,-0.0571606169471253,-0.164754637758701,0.209942722218977,-0.135810349314434,-0.0941253360343501,0.264472740885511,-0.153077682442343,-0.201759280959176,0.230740641794317,0.232280803097562,-0.220734410421834,0.0135588608631382,-0.187016338721782,-0.0889649517128049,0.0936939552199448,-0.0648735240150476,-0.039402941717868,-0.0096267210758724,-0.0321075422203643,0.222327135905072,-0.114419348558667,-0.254948373520829,-0.128516568362062,0.0116501337113165,0.158006846030779
progressive,-0.493919262809379,0.321362365357299,-0.568598176175324,-0.471603966211863,0.457463580249081,-0.580750070362091,0.491930771033363,0.455033201411728,0.521537204142939,-0.539212686596417,0.623171228250438,-0.470499248558521,-0.591355359834178,-0.660731628464079,0.499221907545423,-0.667801821445471,-0.619525659994408,0.46552801911848,-0.582849033903441,-0.555120620804547,0.501541814617442,0.623834058842444,-0.529049284185667,0.502977947566787,-0.580308183300754,-0.491709827502695,-0.492151714564032,-0.626264437679797,0.581302429188762,0.58229667507677,0.473481986222545,-0.654103322544025,-0.456027447299736,0.583290920964778,0.461661507331782,0.611792636421012,0.501983701678779
progressive,0.0564416302650703,0.260338400263739,0.0772068484447831,-0.101285665270195,0.355438681395296,-0.0736723432227043,-0.188322856363884,0.211849406748346,0.152867350854907,-0.0983034264890657,0.17352211574643,0.211186687019206,-0.167226278319602,0.177167074256698,0.163691773097523,-0.149553752209208,-0.239462728795837,0.319983175886318,0.111778727648241,-0.174626648628329,0.223115642143722,0.167557638184172,-0.0615224815218086,0.125695841960176,-0.175841634798419,-0.0977511600481159,0.0513607790083321,-0.333568930333684,0.378412965338808,-0.0247415365545514,0.116749125616789,-0.135967997761843,-0.104157450763134,0.0899089765866287,0.170539876965301,-0.14270564834143,0.174626648628329
stable,0.0184068035200356,0.035891489692454,-0.0603941930425774,0.185136618314315,-0.0052931547645621,0.215422841668693,-0.109925240162506,0.17232931370749,-0.175536136058643,0.0514368457224438,-0.271651478570915,-0.0047888404042653,0.053872845034069,-0.245545699360614,0.268163930167607,0.0964367087908011,0.0799269856729034,0.211193039097863,-0.28571246039202,0.0655795103747782,0.263783101541007,0.0403765343451044,-0.193256079515093,-0.0229210876754904,-0.0256087076626254,-0.23740115656798,-0.275995824882088,-0.168691141626891,0.0130535602359487,-0.0850920499549965,-0.0978491913781112,-0.0760480571357268,-0.196189955131352,0.17589733780659,-0.0247928182334537,-0.323663591392112,-0.0394241044854055
stable,-0.230745182469562,0.460476957043143,0.265434914293534,-0.249782655186538,-0.0560907172279734,0.0930477626260958,-0.241501238452276,-0.0826814789110673,-0.119258703673871,0.111139830268261,-0.257989434678052,-0.0395079804947166,-0.0603649433293539,-0.0810593628353396,0.218439989048475,0.294296306761567,-0.149962806735088,0.326202898733728,-0.112081918132283,-0.134298937390332,-0.0282642945260481,-0.0722073858454025,0.0426012795552811,-0.0420340365103948,-0.0273868922724081,-0.233712427520152,-0.18940112580324,0.374377092414208,0.0332334762876842,0.0834245341277605,-0.330034277194802,0.261505678114189,0.309923686787647,-0.0269606306860461,0.0723234882230108,0.221012486015196,-0.374025468070595
stable,-0.0439377499526504,-0.220276002499716,-0.112647881961286,-0.136173913794671,-0.0617817991922719,0.244679789753027,0.143299038751446,-0.0050119522109361,-0.0787277890609715,0.174735802260864,0.102481849882451,0.097287162112562,0.0191481876304384,-0.210742516586486,0.30303178306957,0.0014790647378487,0.0972824765854094,0.200281296297034,0.166945332448415,-0.033182903294967,0.0557983810183559,0.170376700166528,-0.130698094395624,-0.0957487473641132,-0.171032673967897,0.140935971224133,-0.133660909398474,0.0222187697577991,0.0238665134731427,-0.116187016803911,0.0343121153387522,-0.0497368707252294,-0.156224846323184,-0.0687210649053255,-0.1329065395269,-0.106812838813871,-0.216018420160354
stable,-0.0486605171150352,0.165586420413917,-0.104148032153672,0.0580794317929977,0.110606150574633,-0.164974683277629,-0.0949366660207761,0.0013624141008079,-0.0330648084617072,-0.216081287740533,0.110786427872422,-0.0996192827111216,-0.138415359087416,-0.0136307435205782,-0.0001550155108378,-0.0232018030517704,-0.196374797392395,0.200059286432401,-0.0160768308684469,0.0531361593918361,0.173855349654072,-0.170912925605761,-0.0120748470969838,-0.177586056281568,0.0260170569680418,0.150471259844186,0.121469867226756,0.015888515729355,-0.0376920214602162,-0.115588463919264,0.338609566427398,0.14205994598667,-0.108867393261402,0.213406121915538,-0.2026150329009,-0.126847183058263,-0.0882560716351877
stable,-0.1783526828906,0.311759811269304,-0.0752807751312449,0.197905816308982,0.133964404795833,0.185645735132153,-0.0173724865687488,0.124224182200802,0.124296870429123,0.317405263668911,0.288790331119829,-0.0142226633415001,-0.044267131047565,0.176874688914737,-0.109807683583779,0.250943993573963,-0.0233813801099618,0.0923625087867092,0.264149021718967,-0.313698164024534,0.106512483899888,-0.175857053718241,0.143777315619185,-0.175009024387828,-0.194852910719495,-0.0137865339715733,-0.125193358578417,0.0986136964223259,-0.0229210213305947,0.0771464396581537,-0.275391467699301,0.0258043210539993,-0.0177116983009141,-0.0481196071485846,0.379674845930675,-0.0608885059236622,0.187341793792979
