group,BCL6,BHLHE40,CEBPA,CEBPB,EGR1,ETV6,FOXG1,GATA1,GATA4,GMEB1,HNF4G,HOXA1,HSF2,JUN,JUND,KMT2A,LHX2,MITF,MYC,NFYA,NR2F2,NRF1,PAX5,PBX3,REST,RXRA,SIX5,SP4,SPI1,STAT4,STAT5A,YY1,ZBTB33,ZFX,ZKSCAN1
progressive,0.242191246071295,-0.259230967886818,0.135939114039392,-0.122913193362637,0.0608128738571765,-0.051119165446568,0.31307648882387,-0.269984925654837,-0.0759592932487521,0.195918934830032,0.0514220938343995,0.123064657556553,0.0360484781519502,0.0870919115015603,0.157749957963261,-0.271196639206163,-0.0138589737432918,-0.226741898291888,-0.171381735415679,-0.0146920268098284,-0.214094638099923,-0.232270341369813,-0.137983880657255,-0.0088606553440717,-0.0723998846917319,-0.0715668316251952,0.190163295461233,0.119808177387364,-0.402440363234166,0.105040418480578,0.150025284073557,-0.0884550892468021,0.176985910590562,0.214927691166459,0.0556630912640407
progressive,0.0260118021997417,0.017810225190369,0.0013056606367316,0.483601488265179,0.104275382502473,0.229365277291485,0.0855904914486628,0.0172651435653256,0.0790114829975585,0.421766414614915,0.204659135728475,0.161217397844208,0.0501094805534011,-0.0350880450725561,0.219300281703475,-0.550785967630983,0.0868961520853945,-0.552586004625312,0.318619224313113,-0.452316338251064,0.134064727126934,-0.479405627384031,-0.016174980315239,0.323144669432659,-0.463217970751931,-0.267901280550361,-0.142152217284553,-0.198384358882046,-0.131478758487194,-0.0904074918560224,-0.0688450768746575,0.076957919666,-0.21675234201432,-0.0508066779807821,-0.234930180393671
progressive,-0.029670442811847,-0.169135081203459,-0.27443295393471,0.214837631770074,-0.0187761905213249,0.0451313711872046,0.197386657111993,-0.254146697870396,-0.218156649154145,0.0289775630628539,-0.0049313940060232,0.17750037222454,0.0642759582303091,-0.150910834045949,0.280147583316765,-0.0581101638131553,0.216288916341104,-0.088166783049643,0.191186605726827,-0.0906075345423905,0.17811462188588,-0.0856063237626329,-0.0286434235090867,0.291538216774661,0.0847998672203639,-0.0047540548024871,0.0359114186285984,-0.032396209212957,0.0998355340397916,-0.0844522394644262,-0.279234830544892,0.0294510296140406,0.268373992209747,0.218768446415091,-0.0151600495019424
progressive,-0.527589306110467,-0.189949667171957,-0.324282947644574,-0.382855323400769,0.452375806774943,0.341252514452444,0.497044085856303,-0.510948182531137,-0.547076937670472,0.602802805445992,-0.547514861975191,0.488504561914278,0.510619739302598,-0.683928282895225,0.511824031140576,-0.0076636753325861,0.603021767598351,-0.0634990241842853,0.718195859739503,-0.408473895226842,0.0585723757561942,0.11637838397913,-0.488176118685739,0.0493759653570908,0.0521129922615859,0.358988448793572,0.626450717900829,0.479855556896074,-0.49266484280911,-0.470221222192251,0.455660239060337,0.34869722763267,0.506459458407766,0.519487706473162,-0.458068822736293
progressive,0.0957870621400286,-0.0584816771141297,-0.0054860860332204,-0.166338128527243,-0.126618865646727,0.148892374941602,0.19289078492803,0.052117817315594,0.119267510362212,0.0295151428587259,-0.152403470002863,0.0815232384536555,0.0329165161993225,-0.112464763681019,0.126399422205399,0.0668205278846247,0.0996273223632829,0.254444670220763,0.0935926277267404,-0.0213957355295596,-0.0658330323986451,-0.20781293893839,-0.207154608614403,0.0031819298992678,-0.0684663536945909,0.116085580462944,0.162717311745318,0.0262234912387936,-0.13067856931131,0.149002096662267,0.0251262740321495,0.10478424323451,0.105991182161819,0.0243582219874987,0.144393784394362
stable,-0.0439612700768958,-0.151055778213814,-0.238623020319231,0.188218674680933,-0.189543912412753,-0.0969347964265811,-0.26934124198392,0.0368800973453448,-0.360315800369451,0.114184343424037,0.218652098172562,0.178730111121988,0.212159845949551,-0.377832154078402,0.316077461784464,-0.100890385839107,0.0578847955464918,-0.168434597194362,-0.0813381983015876,-0.220993120497297,0.0519645385311403,-0.255340286594554,-0.0480841134469274,0.464815939748792,0.282447288748067,-0.499255195475242,-0.176801026632035,0.035135458653947,-0.0640516022203175,-0.163134845697852,0.196753424236797,0.455575791629521,-0.396433059744468,0.0104808926167819,-0.0945108801085654
stable,0.137524096543675,0.295112669011368,-0.244661882041847,-0.274567725072767,-0.182725934997728,0.155976042829713,-0.182140158925155,-0.0597524502792209,0.0755832131843369,-0.154618556144678,-0.267303114509823,0.276738058330417,0.103254550859769,-0.135439326083142,0.0358590391842006,-0.152905654763925,0.0434198286602434,0.066901880153738,0.185612033962032,-0.266401414263279,0.411823615156247,-0.21496171881169,0.440997238096452,0.0454453633381561,-0.21128416397405,-0.361952022505674,0.0735922327129524,-0.205225659762779,0.182225721722272,-0.339460524932654,0.0112465715057134,0.0576907159563739,0.17499401992745,-0.304014490788385,0.0763236604670832
stable,0.0943562405217591,-0.0175778209475705,0.132646899043608,0.0536910397034435,0.119675379753497,-0.0400847571458459,0.168916868630816,0.0994281387079378,-0.119167879537193,0.172888407020789,0.0686227203794612,-0.0205933344652404,-0.0852724522464518,0.0463765182372684,0.0024009260997608,-0.210216832716619,0.175118614393353,-0.167127425972106,0.181149641428693,-0.121916451045064,-0.0552057804102093,-0.0046047496690307,0.146001759475697,-0.207612596132651,0.214469281012252,-0.111299298201843,-0.0853671235406247,0.210178033005892,0.0930711941024947,-0.0311856554935972,0.209906435030806,0.307981239828601,-0.351176181786289,-0.285236849400679,0.0793236805978523
stable,-0.0730411330220829,-0.0739670568369366,-0.253103460324718,0.190088359502103,-0.29306531511463,0.214637768144614,0.108196526145504,-0.114817409949649,-0.0692465880949349,0.128658556812355,-0.235161508019738,-0.08971947501139,0.286658699394762,0.0449203039508505,0.266033253602302,-0.162804318722665,-0.0983870475565446,0.196370699733091,0.251150478159232,0.303389037105853,0.121900541434273,-0.0330827065215191,-0.0731319826898162,-0.0463093325185205,-0.221090380079907,-0.190305198803391,-0.226309093540547,0.423849411323009,0.235894304867963,-0.0893180794668452,0.0036311298015398,0.0414523035841399,-0.279245023678793,-0.0384219814909115,-0.198326253115589
stable,0.0979459390043709,-0.117347371011626,0.126783303203741,0.0172831615151483,0.181184340841951,0.258332715014723,-0.170929985959704,0.18693737092847,-0.0057530300865187,-0.174131462953458,-0.315213091978923,-0.0708417052076342,0.0299205707010157,0.272823610881184,0.0378640850464181,0.190259204200184,-0.0065955240322432,-0.0339886128960854,-0.0526679072355772,-0.223116468083439,-0.175046170665958,0.0139853994990267,0.0594800725681495,0.0830699030484355,0.172061334972535,-0.339813915194078,0.0273690176082501,-0.13718208561954,7.22137667763855e-05,0.22244247292686,0.18614301949393,0.18874271509788,-0.192858899804134,-0.225427308620283,0.0436893288997132
