group,BCL6,E2F6,EHF,ETV7,FOXA1,FOXP2,GATA1,GATA3,GATA4,HIF1A,HNF4A,HNF4G,HOXA4,JUN,JUNB,KLF4,LHX2,MAFK,MNT,NFAT5,PAX5,POU2F1,PRDM14,REST,SIX5,SP1,STAT4,STAT5A,STAT5B,ZBTB33
progressive,-0.129951576305094,-0.102541108682575,-0.033060536157524,-0.0148886941125108,-0.143771338532604,0.463305619870337,-0.516217748177875,-0.45406699429283,-0.245014458497678,-0.0975782106450709,0.191796921080139,-0.0593257196175431,0.320984974610233,0.195003716735142,0.0401612979650292,-0.158583680367615,-0.0380234341950276,-0.0748252319500544,-0.072992777290053,-0.565617671720411,0.119567666565087,0.173090613092626,-0.02748681990002,0.113612188920083,0.229209537055167,0.355725260872758,-0.0826895165325601,0.406575877687795,0.212182979172654,-0.0649757881525472
progressive,-0.110335281223636,0.323177743495988,0.325838274274393,-0.307982019627025,-0.238450071014494,-0.26409605279671,0.271629959664403,0.0215528575077472,0.168073915520355,-0.109618984475604,0.0253517884749881,-0.209644708932924,0.142517470831643,-0.401752938552422,0.294423545467848,0.466513839182525,0.229777763957965,-0.223778778693197,-0.210987765335484,-0.162548197749823,0.0144282630675008,0.301612094974883,0.0330008144629007,-0.347237639621847,-0.384676935719875,0.10818639097954,-0.12854968424502,-0.274584683750035,0.474162865170438,-0.275416099618286
progressive,-0.0666220988578335,-0.121781105729085,0.14420112900403,0.0183036356835838,-0.0929053907662804,-0.172562884301335,-0.143087729902943,0.0530271089739006,-0.0772365705433583,0.24856791297194,-0.218846048668008,-0.114556559415417,0.293323020274226,-0.162971853331935,0.0219795746673714,0.178084398700552,0.234058204608815,0.225020823098794,-0.0929005260639176,0.0481342222244478,0.100514325784103,0.17291607713637,0.100422745831687,0.0701971917894663,-0.0765964374864189,-0.359952763664343,-0.0963078253727846,-0.200824102416477,0.124470282308213,0.171908620442294
progressive,-0.475110608846691,-0.491417744771855,-0.46023585648252,0.453624855431778,0.200313331837496,0.0907910810968629,-0.235351637406431,-0.350603422391041,-0.561714722611417,-0.497257462366678,-0.526786600393327,-0.662091755231856,0.584412492885632,-0.483484543510964,-0.540559519249041,0.0166376859777018,0.54750107035232,-0.414840315934089,-0.498469479225981,0.0513454414940997,-0.475110608846691,0.513344231590151,0.172547127424378,0.464533007165503,0.507614697346174,0.0380132560417691,-0.541551169406652,0.517421015571442,-0.402279413937678,0.451972105169092
progressive,0.391953455772736,0.0774739717200531,-0.151817681956468,-0.276357370984086,-0.452546374491739,0.053661625433803,0.0857468056410978,-0.159307950506603,-0.0185579787958569,0.223254720815218,-0.489662332083453,0.0446062261418488,0.0100615547688381,-0.127893540617231,-0.10832940634449,0.136948939909185,-0.138961250862952,0.485302325016956,0.0276133780878111,-0.145445363936204,0.0737847349714792,-0.19206390103182,0.28004660773266,0.0814985936275883,-0.102739653695135,0.0807160282566787,0.150476141320623,-0.124651484080605,0.176412593613627,0.287984056494743
stable,0.0303102369517823,0.172444634707906,0.154731072873366,-0.0353327474184417,-0.262440724915906,-0.0518397182993087,-0.0133745397699389,0.105673168503127,-0.226125496529281,-0.25848431653979,0.10956639050061,0.264762353793787,0.241813733269996,-0.214069938803519,-0.0064532114058224,0.299877982060119,-0.0119665590392629,0.304698161676051,-0.0688078153050892,0.0198007289159631,0.0555568250712423,-0.0280997892124741,-0.0335644698904573,0.214113631512148,-0.102726263354992,0.0586950370636198,-0.0991185900132854,-0.0475601183184428,0.170862017581818,-0.223297301109513
stable,0.117849699454502,-0.0101024493019795,0.0804949441828289,0.165138751856187,0.180297420428126,0.165153735713095,0.0370051319438197,-0.13331303978357,0.0924054455517085,-0.165589932436417,0.396805828383947,-0.297103244518037,0.366398588098622,-0.0580674401375149,0.0543481138783484,0.302698882636684,0.108771147041237,-0.339176249842744,-0.115394011794578,0.207949295915367,0.433479650602801,0.0305770573302827,0.130717502792505,-0.282180987910647,0.0919292918766317,-0.474535418530753,-0.401292661091402,0.0944382554722288,0.218864203236358,0.222501950719026
stable,0.131415893497558,0.202050727152637,-0.140837511618883,-0.310677818547495,0.24210235497358,-0.024146114201649,0.143912525580985,-0.115022059548412,-0.103913942140921,0.272390696455185,0.0197512312329829,0.0900599979585443,0.0953394739848013,0.165305012363502,-0.0046928675788951,0.154262420367684,0.124173775378797,0.12978399872112,0.0094668618579573,-0.0036194989305308,0.0759657939333652,0.0244877824196603,0.099171150438846,0.124523244241055,-0.0881582008911662,0.111680263553068,0.024333329663573,0.155833470118997,0.164808891389403,-0.328985930594813
stable,-0.0815701573221269,-0.0129186133865014,0.111236813784023,-0.139396701025742,-0.191487003334211,0.244180243240226,-0.022126487850452,-0.303781975475795,-0.10075207957465,0.180168272505163,0.0399680378651517,-0.423171954008329,0.149588875428488,0.127918183111739,-0.0625603797888267,0.070784529087668,-0.224520684053899,0.091809750554042,-0.213215747793336,-0.370027516758107,-0.053716049681833,0.0479208939837817,-0.246873345350141,-0.268996959332159,-0.0475010218055098,-0.234371155499791,-0.0853013007105623,0.0131485228612568,-0.120099249262154,-0.152944404212542
stable,-0.0917898406449431,0.0684112687791216,0.0333557284576632,-0.1460852804682,-0.0020939711365593,0.0355236044578658,0.117016034101846,0.0071441368188495,0.118962195511119,-0.025866702275145,0.0917159357812998,-0.0754322308252323,-0.050821911232023,0.0507233714138319,-0.0865672302808186,0.0176878973652896,-0.0448602522314657,0.134605391648945,-0.210062257428725,0.169389947470378,0.159363520969441,0.0507233714138319,0.127682969421025,-0.0037691480458068,0.0478164467771966,0.1180753371474,0.128963987057509,0.0033257188639472,-0.0603063687329095,-0.112877361737823
