group,AHR,AR,ARID3A,BHLHE40,CDX2,CEBPA,E2F3,E2F4,EGR1,EPAS1,FOSL1,FOXG1,FOXK1,FOXM1,FOXO3,FOXP2,GATA2,GATA3,GMEB1,HIF1A,HINFP,HNF1B,HNF4A,HOXA4,IRF2,IRF3,JUN,JUNB,KLF9,MAFF,MAFK,MEF2A,MEIS1,MITF,MXI1,MYB,MYC,MYOD1,NFATC1,NRF1,POU2F1,PRDM14,RELA,REST,RFX5,RUNX1,SIX5,SPIB,TCF21,TFAP2C,USF2,ZBTB33,ZBTB7A,ZBTB7B,ZNF143
progressive,0.0577469170901655,-0.05337688012118,0.107690196735714,0.0292636404173136,0.0306682951573446,-0.0390962235975309,-0.0372233506108229,-0.0811578294240163,0.0598538992002121,-0.0476802247866096,0.305278296833415,-0.176284169873897,-0.113152742946946,0.0010144728678002,0.304419896714507,0.197900245595486,-0.0195090936115424,0.0378476416063922,0.0562642259756882,-0.13180343643958,-0.181746716085129,-0.309180115555724,-0.102851941520051,0.0905221943575567,0.121658707761578,-0.0823283750407089,0.0287954221706366,-0.0817040840451395,0.10940699697353,-0.0288734585450827,-0.0498652432711023,0.0704668461248911,0.0341018956329761,-0.031760804399591,0.068593973138183,-0.0955165223221115,0.113230779321392,0.0426858968220547,0.0163096022592494,-0.233953050589616,0.0080377465679554,0.227866213382815,0.466891628311432,-0.12142459863824,-0.0714032826182451,-0.35631408572121,0.0307463315317908,-0.0486946976544098,0.0437003696898549,0.0528306255000568,-0.162393695222479,-0.0164656750081418,-0.0496311341477638,-0.143977110853183,-0.103242123392282
progressive,-0.0507864709459353,-0.0155442462509149,0.0018188703081983,0.0659695230930945,-0.0542952136681335,-0.0752057723177045,-0.297443344442818,-0.248488643594501,-0.0435109897131419,0.0122290003700144,0.0380285792097072,0.133783716073227,-0.070716645599598,-0.0114550130048236,0.0220328403290977,-0.0084622618594192,0.101108549472756,-0.0134286807860601,0.161182868800981,0.0103069317464573,0.184699184913361,-0.0951101473925275,-0.024019407899754,0.269760396347828,0.153920287357607,0.125579450002205,0.0317592815516618,0.376699650638355,0.0228971262202274,-0.0050438176631599,-0.0021413650436945,-0.0760829579982541,0.0285085346178605,-0.313155287956191,-0.116872092143808,0.0872154762675815,0.120574331707304,0.15958329491292,-0.0531084330415076,-0.317902410462695,0.0467359370681035,0.193548440455375,-0.0676722952965142,-0.402421830741528,0.0019349684129769,-0.0965420240181305,-0.0961937297037946,-0.0630670704736291,-0.119890642868052,-0.0962582286508938,-0.0623059828978581,-0.206293432402184,0.258331182921844,0.169554832134461,-0.301055285480375
progressive,0.0683653050477303,0.0335833704885677,-0.0691606402701078,0.0053539047129377,-0.010581702501705,-0.150857013748307,0.185564929025892,-0.0102000136560633,-0.0079601666973172,0.0488314208209937,-0.0747530515570203,-0.0042790977480506,0.0478672903057046,-0.0528281487170972,-0.0533512183069176,-0.0207678522288378,0.140341262818125,-0.0509872226060534,-0.0005231479171025,0.0204406008442511,0.0846363096842975,-0.0703118946623182,-0.172094281378732,0.184318663640502,0.073203189626236,0.0814477626848349,-0.0605328901475075,0.193201369066317,0.0481769963791024,-0.204696994295489,0.0557483464481075,-0.0182810393496509,-0.0835770115212649,-0.0805563982146107,-0.063103983182227,0.294542929839108,0.303811710438361,-0.222424573069867,-0.0254040440559528,-0.132456446966182,-0.0750597028664164,0.192440889484471,0.127052412792704,0.0921583918928658,0.334684252020955,-0.0898402176520262,0.0262166896076729,-0.0945062521736188,0.0683913097053853,0.0879663157552211,-0.0703833291435875,0.0645900867053872,0.135243018353941,-0.0583247657380093,-0.142631552546539
progressive,0.0545836275190392,-0.330280972218056,-0.332837842753571,-0.292483755606094,0.0817086888523295,-0.287703519387522,0.362075101485765,0.233675733289247,0.312494046753603,0.198213050644495,-0.0174534206119942,0.169642801617217,-0.0242346859453168,0.0480246987540222,-0.0562511517813316,0.0514709155627599,-0.178758600917749,-0.206217167103498,0.308714325092407,-0.128732873048976,0.315940263562341,-0.441671592939191,-0.185539866251072,0.215444134688183,-0.184539351693697,-0.489140450272449,-0.476689602447332,-0.241346344895792,-0.0595862003059165,-0.091825002710237,-0.0803746694424955,0.377527492983008,0.0104498187103659,-0.127398853639142,0.300932545201709,0.110501274447912,0.368411693682476,0.0990509411801709,-0.354737994731678,0.159637656043463,0.33517237672078,0.0896016370271804,0.0620319025572787,0.115281510666484,-0.178091591212832,0.0797076597375786,0.134735960393229,-0.16030466574838,-0.329169289376527,0.121840439431501,-0.145296947387748,0.117727212917846,0.0777066306228276,-0.222670073158117,0.0132290258141867
progressive,0.316014540421898,-0.083321080033169,-0.324873713130674,-0.453387788121268,-0.34606844277572,-0.375561637996074,-0.303791124912322,-0.4207546329535,-0.34775056417612,0.311192459074084,0.202863840888295,0.34674129133588,-0.315117409008351,0.376570910836314,-0.0278110738199541,0.212956569290697,-0.0017942628270938,0.0761440287247938,-0.129074782124061,-0.152848764583054,0.081751100059462,-0.0552857233598282,-0.471554699245593,-0.0622384918148167,0.156325148810549,-0.277550031066075,-0.18637905116437,-0.0963294855295992,0.36075896967255,0.117636356601338,0.315902398995205,0.232581318962036,0.32307945030358,0.375337355142687,-0.0376795193689701,0.352909069804015,0.350778382696841,-0.390027882039518,0.154755168836842,-0.357731151151829,0.0401466307562241,0.357955434005216,-0.130981186377849,0.347638422749427,0.0116627083761098,0.0152512340302974,0.230002066148088,0.369057435247859,-0.271494394024633,0.126271246456727,-0.314444560448191,0.401578448988935,0.199836022367574,0.321173046049793,-0.129635489257528
stable,-0.035119062523613,0.167813681391434,0.113633888563003,-0.0980892694736443,-0.0696273847757271,-0.039522842810149,-0.0688541614640835,0.0722812744314246,-0.0275864630921792,0.0110782406466526,0.162819981524473,-0.152697315340046,-0.118598602761998,0.223731389551264,0.05546305502991,-0.0428839555476155,-0.0669933632304661,0.148962246660939,0.0418116219158395,-0.0022686388293576,0.144030736701303,-0.073140230000431,0.19073154677989,0.029742153074535,0.121840098588001,0.0606861907475277,-0.0809241746371808,0.0167674604618379,-0.16935876718524,-0.0589720899320643,0.224620419451821,0.11879143229959,-0.306975506289272,-0.0934311501569319,0.0522147550564971,0.0184023610014518,0.0750776429338822,-0.179081077336078,-0.137327698922066,-0.163684516494356,-0.174650624791696,0.0052357914317998,-0.0597522534740659,0.0755314795661122,-0.0734762187995242,0.0304184853270638,0.0223865975587028,-0.114139708881443,-0.135901821790879,0.140984247740064,0.0896325307410187,-0.295870729467721,0.0585367605807888,-0.152612671746268,-0.199557206385072
stable,0.0543165083044772,-0.0455850832493889,0.012329493476747,0.13638617387728,-0.12313651864024,-0.0825971575709194,0.086882819395874,0.087445702230925,-0.195448424886858,-0.07307702243558,-0.0070680557191739,-0.103840086121274,0.0004685072698927,0.227391183137031,-0.15806895997239,0.152505857461901,0.109784061448295,-0.0838594307549112,0.0273267819471641,-0.0306164445041091,-0.0580999573005539,0.0068708781991111,0.111803024431502,0.109077929987558,0.0801231695414136,-0.0640776381865601,-0.035459933330267,-0.0502078006641944,0.0904050503098162,-0.017154444245463,-0.155621936390072,-0.0960254522705805,0.156719052335037,0.259430002230311,-0.0874035702821937,0.105842196324989,0.16600661911338,-0.292936698417392,0.0876765853099729,-0.187868044671111,-0.0826376042417016,-0.101082971396294,-0.0179768598846993,-0.165627431574797,0.0662920934118807,-0.0074876899285383,0.0416297359024883,0.130130422129647,0.175396987846626,-0.146250105714267,-0.0653466524823489,0.250995186094291,0.33727973181818,-0.0047609102066443,-0.0858851348499153
stable,0.0116859526048139,-0.0285119491940862,0.153476990177939,-0.021823393654643,0.15886428882215,0.151121731047225,-0.0359898176858144,-0.0852838380252038,0.123048817370776,0.0947571784183915,0.0496157683902204,0.129404530099014,-0.157745302990195,-0.0071862347904823,0.0156230075716331,-0.0359803078912086,0.315571439234541,0.0082164625394487,0.104308182134194,0.141805302265034,-0.0506396562761162,-0.0279556262096444,-0.0120013607925744,0.116701029471375,0.141752998394702,-0.0284437956660777,0.071123753857103,0.0450257075271333,0.149008971678961,-0.116049608540875,0.19618706271855,-0.145309661577288,-0.0148257697905099,-0.0673895745085418,-0.219720634436477,-0.291253309461631,0.274839403971946,0.0639581236215999,0.162630167486064,0.154023803367775,-0.161978746555563,0.129041572938225,0.194415070990328,0.23350983661495,-0.0103862806753487,-0.102225537115514,-0.135351321659202,-0.0517618120396058,0.175763193836733,-0.0820568477222876,-0.0566546013643122,-0.162281475017183,0.141456609796153,-0.26592872642627,0.187988034802545
stable,-0.0741083316138498,-0.050467531033502,0.0526550114278233,-0.102044611531038,-0.206205634275041,-0.177408982146003,-0.025303819424088,0.0451254492218294,-0.166439671562359,0.210649053540418,0.170418095326862,-0.0622931527329184,0.0833261494749227,0.0029608291187956,-0.127963687010868,0.30986018032252,-0.133771054401707,-0.335395192144734,0.021786039986091,0.0986855049183549,-0.0229968267737714,-0.0454584591001852,0.0438537459929865,0.236578571838734,-0.108061705526451,-0.271242637564899,0.041001986311701,-0.122625666295273,0.15987607006623,0.0488691996487107,-0.0227412677991795,-0.0299056214364888,-0.0078434269171271,0.157666543721773,-0.13334260876553,-0.143236599123508,0.201991086781459,-0.0084459195280547,-0.214318253846448,-0.0643123877183144,-0.0081030469877964,-0.11695637617107,-0.0186140338712649,-0.123506053909219,0.0577354426207877,0.109331958363837,-0.214177565875192,-0.0667737020195764,-0.0175155073822985,0.218961827132789,-0.0302191960693308,-0.200071638728254,0.0707361714780607,0.0674005612069691,0.0731119126834038
stable,0.061062280721228,0.0074962637308174,-0.0110706411388893,0.180158550192956,0.0384990233327742,-0.108323493116845,-0.0603424408265469,0.007396975469482,0.151613175059049,-0.212948498498949,-0.086107744643065,-0.0897317661818046,0.0239781151124822,-0.025492261097846,-0.126642177333214,-0.105444133538121,0.121007568502434,0.119220379798398,-0.009928826133533,-0.326658379793236,-0.065058633239975,0.101348492758038,-0.0272298056712143,0.139971626417482,0.0654557862853164,0.123018155794474,0.0441088100982204,0.111302140956905,-0.0421726890021815,0.0190385241110495,0.0349246459247024,-0.0174250898643504,-0.176981325830226,-0.139102854130797,-0.110011393559546,-0.193661753734561,-0.252415582379743,-0.0061558722027904,0.0831787409336728,0.0098791820028653,-0.151513886797714,0.0851645061603794,0.077221445253553,-0.122273493834459,0.0598956436505379,-0.207437999994838,0.159332837377871,0.103061215266073,-0.0685585444520454,-0.0389954646394509,-0.0285453751339074,-0.0264354995805316,0.12448265764917,-0.0585552521225109,0.152730167999071
