group,ARNTL,ATF1,E2F2,E2F4,E2F6,ELK1,ELK4,ESR1,ESRRA,FOXA2,FOXD2,FOXH1,FOXO3,GATA2,GTF2B,HOXA1,HSF2,JUND,LHX2,MAF,MAFF,MEF2C,MEIS1,MNT,MYBL2,MYC,OTX2,PAX5,RBPJ,RXRA,RXRG,SIX5,SP1,SRF,TP63,ZBTB33,ZFX,ZKSCAN1,ZNF263
progressive,0.19616424959709,0.164446338747153,0.0566662915664335,0.377040009791692,0.0892208859160087,-0.018939471946365,-0.0125502524945792,0.0965989131400947,0.407388802187675,0.14862541439035,0.260360692660271,-0.0886884509616932,0.218830766223663,-0.002433988362585,0.0086710835417092,-0.0253286913981508,0.417809314864992,-0.0794088703293377,0.277170424789374,-0.009812015586671,0.0248723185801661,0.10002170927498,-0.186732544692073,-0.135770913350448,0.0648810022901581,-0.147104171663735,-0.0528631847498943,-0.0077583379057398,-0.0132348117215563,0.0483755187063781,-0.178517833968348,0.156764062977744,-0.0991850257753413,-0.109833724861651,0.165206960110461,0.204226836048153,-0.0079865243147322,0.115234136541137,-0.143225002710865
progressive,-0.105247345401488,-0.0031927688745846,0.227256727394545,-0.20542680370046,0.152822135576351,-0.10325819971375,-0.111734240892707,0.0913993438938645,0.109073600163887,0.206744454347114,0.170230327773491,-0.187435804486531,-0.0490064682813235,-0.274932875311458,0.010629893197526,0.0940346451871725,-0.154013089045442,0.0464851944478221,0.126519801514296,-0.100800274469031,-0.268838741070684,0.514073797961402,-0.154697253804281,-0.280989000398964,-0.081580312632741,0.0640200838225253,-0.0060941342407747,-0.0452815712609747,-0.0797558732758355,-0.359680617383271,0.236404263614585,-0.167873760270821,-0.186979694647304,-0.0052199237155908,0.0347276963699865,-0.0595856826078244,0.0728255376631457,-0.437345987229319,0.224722783843287
progressive,0.119976344462746,-0.0360829948035877,-0.431709201166545,0.0553099868284221,-0.229593855289125,-0.0144464926156573,-0.122909371502012,-0.135797872992918,0.114493508413523,-0.0985004354417741,-0.204900798747526,0.288904963052649,-0.121876352317891,0.339215501561864,0.267965972817345,0.19995917009501,-0.157775626087843,0.215768675197804,0.38081311408577,-0.187675745672362,-0.425064917349039,0.414483305685642,-0.350783264017308,-0.292816712396983,-0.303909740926831,0.0931703811608308,-0.0849315764423988,-0.162879073224757,0.095310627816523,-0.0238081476030184,0.0786597891266021,0.0298946822383799,-0.263610658559791,0.292567283715637,-0.06350605860114,0.244330671555683,0.371606078842848,-0.30607495342536,0.0041503033334018
progressive,-0.590576037548337,0.571617111124907,-0.61906922176852,-0.588493843316862,-0.633973348899078,0.584000687343679,0.614028119944949,-0.559123945736058,-0.639014450722648,-0.635617186450242,0.718357009858851,-0.499178669703595,-0.630576084626671,0.622904842721237,0.691069306509522,0.696767943353558,0.644713087566685,0.636822667321096,0.567671901002113,-0.582247260622437,-0.637261024001406,0.610959623182776,-0.604822629658428,-0.68558984800564,-0.625973339483411,0.605370575508817,0.62323361023147,-0.716822761477764,-0.622576075211004,0.601863722066332,0.389589499625967,0.660165160547631,0.478575905729001,0.607014413059981,-0.678576141120672,0.614685654965415,0.627507587864497,-0.631671976327447,-0.550904757980236
progressive,0.230145532872376,0.039820223275821,0.0663670387930351,0.212703616892058,-0.0777755876103502,0.0454148000996967,-0.145678392590332,-0.112440024401423,0.0768980069320952,0.192519261292193,0.338307351467306,-0.110246072705786,-0.255924465296117,0.26601664309605,-0.157086941407647,-0.162133030307613,0.28477493009375,0.0548487923909381,0.312747814213129,-0.103335124864527,-0.13975472301211,0.112110931647077,0.174090067048837,0.0,-0.112878814740551,-0.115840649529661,-0.079750144136424,0.123190387710047,0.0572621392561394,0.115401859190534,0.137341376146909,-0.20875450383991,0.0868804871472459,0.159500288272848,-0.238701944485363,0.103225427279745,0.145458997420768,0.213252104815967,-0.0843574426972628
stable,0.399266393626977,0.038113255870434,-0.204769087957542,0.213770082119505,0.174153242310259,-0.0499235148335766,-0.265127661776212,-0.315624909081746,-0.34677107104828,-0.124039681924806,-0.316460869788914,0.573749651969156,-0.0961338831837142,0.0124377955016443,0.244823685110178,0.227316321298983,0.233910915266934,0.225173481124006,-0.0490767666774235,0.0653409102876611,-0.169701355338902,0.110303397193452,-0.244518307079027,0.147058633097184,-0.199271484326525,-0.0686798255161788,0.044292732820026,0.0632597317037974,0.0100293976318938,-0.204339987209016,-0.0990531533288663,-0.19779506877775,0.364068678906984,-0.0259864318920073,0.163173217383835,-0.223055012593032,0.0835545190614359,-0.133297044473148,-0.279386938015778
stable,-0.0208576349656199,-0.0347227079290466,0.0840455958805463,0.0730469470868803,-0.121662685071084,-0.229878009019888,0.0439534818044723,-0.10496407863405,-0.10312548871908,-0.0668996759758272,-0.0250051517505519,0.253151465617968,0.105699185693076,0.184691126109667,0.25913757231787,0.166815032750344,0.0916762373881136,-0.13768374316736,0.0149718448889855,-0.150080246547542,-0.128000722219826,-0.284256196970151,0.0752933816341512,-0.0001545862719205,-0.100893854985078,0.152181962031738,0.123928854036047,0.239858690767609,0.143901729275143,-0.322011427084533,0.202886259221676,-0.161541009622161,-0.0669375002764035,0.0823500804938433,0.036789888182282,0.0273338130382061,-0.0643029555145236,0.0394836361972378,-0.011819271662691
stable,-0.193280451928738,0.0030884045183072,-0.0612903261312682,0.0673461429265828,0.240648914397621,-0.004641138281655,-0.219158830923674,0.0956831463120355,0.278224761234123,-0.0283509640286796,0.266421812977066,0.151403175795769,-0.143405278409334,0.10511588758568,0.162093926142416,0.0519615140905351,-0.002323671505989,0.0341678987065561,0.129951871886341,-0.161381933337844,-0.0241922435296431,-0.0385810131488384,0.0199032236938222,0.0664480082123187,-0.12349895235035,0.0510401116375594,-0.106122605080598,0.0299548868171928,-0.177624366141056,-0.201189931908069,0.14671395085411,0.0188298053479314,0.105373383894087,0.100153654509806,0.106735322200001,-0.348961789282262,-0.257851529218328,-0.163832801815456,0.147492644509655
stable,0.157506720600443,0.128590325244294,-0.251466451058782,0.142318904891467,-0.165229938692801,-0.191677735953787,-0.105043587470027,-0.153466132483303,-0.0304438547001834,0.106511387123741,-0.134257710371648,0.121844212989093,0.180132301338044,-0.127878405303344,0.0554992119162798,-0.218306795910243,0.0938937908006173,0.117853579158107,-0.337984705598667,0.102521324198882,0.12018002162753,-0.157211562132543,-8.87759028209491e-05,-0.260818178879738,0.0701772084534284,0.187023709202685,-0.1170012163098,-0.106613293867494,-0.201531290260785,-0.21350890081502,-0.200237616975947,-0.389000877149021,-0.323175400652202,-0.226603774660706,0.347727789570001,-0.250005502278597,-0.156967499763051,-0.181920664782331,0.241251513173098
stable,0.152669864209232,0.0247956253937805,0.118783311173503,0.181746402619592,0.159451984831003,-0.0518760077346115,0.0377345647360248,0.115921352471408,-0.30735993456112,0.0789082899291889,-0.0577923257238162,0.077777936492227,-0.201924413973017,-0.113396094793089,0.046103990184168,-0.208441983790393,-0.0575999251388014,0.194565091596202,0.015993298629354,-0.0430496308970582,0.0819626492162986,0.0453584379172357,-0.209019185545438,-0.12498823004023,0.0193603088671128,0.0238817226149602,0.0884561689605476,-0.0244829744431314,-0.242184236387361,0.104930469052439,0.0569024730181228,0.123617375872,-0.0146464945342505,0.0075757730349571,-0.216113957117858,-0.215584855509067,-0.0678693063639656,-0.17801864128493,0.196080246203193
