group,AR,ARNT,ATF2,BARX2,CLOCK,E2F1,EBF1,EGR1,EPAS1,ETV5,ETV6,FOS,FOSL1,FOSL2,FOXP3,GLIS1,HIF1A,HINFP,HNF1B,IRF2,JUNB,KLF9,KMT2A,LHX2,MECOM,MYC,NANOG,NFYA,NFYB,PRDM14,RFX2,RUNX3,RXRG,SIX5,SMAD3,SPI1,STAT2,STAT3,STAT5B,TBP,TCF21,TCF3,TP63,XBP1,YY1,ZBTB33,ZEB1,ZNF263,ZNF384
progressive,-0.350462615796774,-0.0827265245319959,0.0757712776623425,-0.0144832787756313,-0.0578512886687647,-0.0979462412114729,0.165616701931513,0.0261026323696407,-0.409295821670666,-0.0570330243311584,0.0468865465448404,-0.172080990198603,-0.253089159621625,-0.0757712776623425,0.0109647421239243,0.0527780497756057,-0.101137472128137,0.106047058153775,-0.0559692806922702,0.0573603300662009,-0.0968006711388241,0.205220695871658,-0.265690430420762,-0.448081551273204,0.0423860926880058,0.132231516957176,-0.0135831880042644,-0.161525380243482,-0.454218533805252,-0.0366582423247618,0.0421406133867239,0.0183291211623809,0.183045732322527,0.0306849126602359,-0.303330589950652,0.158088670025535,0.197119878929355,0.212585074910114,0.0746257075896937,0.0538417934144939,-0.346698599843785,0.112265867119583,-0.16267095031613,0.0010637436388881,0.144178176286228,-0.306358167999795,0.385647982313844,0.385320676578802,0.142541647611016
progressive,-0.200683566389868,-0.0558385903086,-0.117470979660451,-0.237204949064853,-0.440615009122134,-0.0091337537858305,0.198815918227691,-0.139528313429815,0.0007497857585383,0.112522393654098,0.158368384671632,0.419566478009712,0.19900677278441,0.0303049771132856,-0.159554409416957,-0.0492813730384738,-0.0977039005717129,0.411386997007476,-0.147162495698568,-0.0750603706638553,0.505682780494923,0.256399464483435,-0.43831112197317,0.169110769721236,0.0684486235203809,0.204487025055908,-0.0397113802658573,-0.178121831292033,0.131253405149219,-0.197343611647288,0.148116768482163,-0.136706392484043,0.0676170429518203,-0.207704287583454,0.0769143863576955,0.0182947725083352,0.099080779873756,0.0411155245045746,0.246379600255695,0.131198875275871,-0.196811945382143,0.448044704365832,0.145771983928188,-0.199265789682814,-0.137551605520941,-0.0968859524714892,0.25832164251896,0.144654121524549,-0.0412518491879452
progressive,0.0782340461866185,0.116038332197842,-0.0633333869494428,-0.01069056955501,0.0514739927364638,-0.0908256333418279,0.118783562339735,-0.0882296047806155,-0.040137119826409,-0.0979275496396035,0.0704276458115962,0.151403053950979,-0.185564926770342,-0.0564907182659297,-0.0137244139714903,0.0002740888296952,0.0601190007260751,-0.0267321077572653,0.0123929674848426,-0.226847346349406,0.0748311449502,0.0971831205889046,0.0435109701730441,0.0212468576874072,0.0441273542693174,0.208966523687741,0.120727366848257,0.0455958451708127,-0.151607831146898,0.151779136665457,0.0528282536447076,0.0043783953805845,-0.0727033251588387,-0.107974657774439,0.0985789842659415,0.0222536131151445,-0.133914260416119,0.12834304181644,0.109074486569172,0.16001830056709,0.114091291041274,0.0985190668057633,0.0931007600906234,-0.0835352809736368,-0.0651912229281435,0.203214210682728,-0.114488451439372,-0.0012241634453009,-0.130711084046961
progressive,-0.0999680028380037,-0.213340806056558,0.109283203102454,-0.0908800025800033,-0.226518406430658,-0.219702406237158,0.179147205085832,-0.0973552027638286,0.125187203553955,0.227881606469358,-0.113486403221779,0.225950406414533,0.0046576001322251,0.00249920007095,0.26809600761101,-0.0165856004708506,-0.254350407220784,0.0581632016512021,0.0474848013480517,0.0725904020607777,-0.150292804266681,0.306720008707511,0.430544012222766,0.296268808410811,-0.159608004531131,0.28400000806251,0.157336004466631,0.291156808265686,0.114963203263704,-0.0707728020091776,-0.198572805637307,-0.255032007240134,-0.173353604921356,0.171649604872981,-0.362384010287763,0.173808004934256,0.318648009046137,0.138364803928055,-0.27241280773356,0.13529760384098,-0.0303312008610761,-0.14756640418928,-0.0838368023800531,-0.427931212148591,-0.0969008027509285,0.0645248018318024,-0.0994000028218786,0.236174406704784,0.0719088020414276
progressive,-0.248681376416353,-0.0034065941974842,-0.109124567459413,-0.417534895471657,-0.0186227149462474,0.0757399443240673,0.2961465889013,-0.016692311567673,0.155908461104864,-0.0538241883202517,-0.443765670792286,-0.0399707052504823,-0.0232783936828093,-0.220179538297401,0.0253223502012998,-0.103901123023271,0.278659405354214,0.193153890997359,0.0176007366870021,0.0118095265512789,-0.0996996568463734,0.497589859112538,0.124340688208176,-0.158179523903187,0.30352754299585,0.489527586178492,-0.163289415199413,-0.105377313842181,-0.408109984858617,0.199967079392327,0.182025683285577,0.271164898119749,0.164652052878407,-0.0220293091437317,0.0803956230606291,0.0965201689287214,-0.142395637454843,0.293648419823145,0.0791465385215515,0.416512917212412,-0.373135617764445,0.276161236276059,0.145120912812831,0.164765606018323,0.413674088714508,0.194743634956185,0.437974460656563,0.243003719420546,-0.0233919468227254
stable,0.0563294242450381,-0.0267629290802928,-0.421850985657886,-0.0029759585882087,0.114997190968502,0.317744666804193,0.0746635962279052,-0.196377010219453,0.176848592986956,0.424835279097203,-0.0932055838317385,0.320468496146377,0.353336703663479,0.0262276927249565,-0.218999185269156,0.199821943096687,-0.167189334037579,0.350640518244138,0.0323000484998885,-0.039201166303353,-0.0005013412941625,0.0633013882829229,-0.174846978493304,-0.183431597306455,-0.056415967782379,-0.0139596253786902,-0.37035508048472,-0.252561130226837,-0.210443460606515,-0.177462038028525,0.017571394192275,0.108031200240578,-0.238936426948514,-0.158167135541244,0.104745740847882,0.169010499004736,-0.144641755905295,0.019968358456829,0.0705474300080848,0.0150346822574722,-0.0314857335466103,-0.0087815991276759,0.0492416057767483,-0.0622553644688347,0.228602322887738,-0.200706548627645,-0.131884849541528,-0.104860206136436,-0.145126010754686
stable,-0.129966799186605,-0.267297921893765,-0.132090925942882,0.0251183974794214,0.0316583819528542,0.0166321519362275,0.242415538498375,0.0570504189499925,0.0535512536171882,0.169133165406816,0.158180743710199,-0.0407141397422963,0.126802842263004,0.222619429638546,-0.404061242601663,0.111049757277442,0.0967640642056366,0.227459428608163,0.0855260312624026,0.142803913061497,-0.23945339071909,-0.0382223098840873,-0.305470634615267,-0.248661360490262,0.239470493188947,0.195051958475559,-0.304791666561932,-0.174424669580665,-0.20508939803481,0.0656290178304159,0.0281917113127788,0.213418300855317,0.0138170853977154,-0.0218518257366765,0.0770893828817948,0.269844479655518,0.0734260338383605,-0.0341758655158493,-0.0109045347810166,0.229398848689981,0.136523886129895,0.162235739313365,-0.0027962538216691,-0.272681779404845,0.300430536748319,0.158462934462844,-0.0870789355254457,0.22168050404338,0.0024901196112233
stable,-0.404300080928025,-0.121515653122334,-0.232549298636817,0.0787674442908061,-0.144450330447289,-0.430869712329808,-0.0117872720656399,-0.0757867181206944,-0.0878883387171223,-0.143393991729615,-0.108683212083769,-0.288535250673509,0.139506920557028,0.0006989068857114,-0.277438907104474,-0.362360880751876,0.491280478964851,0.409463694357619,-0.113503754781792,-0.0735288340036129,-0.19786245415829,-0.118040266827632,0.0500564132528936,0.0167274906002577,0.51331998103208,0.297244460221941,-0.231258395279419,-0.0268919583216773,-0.146018881745586,0.14703692419555,0.303127724348922,0.290443681347735,0.189359087048801,-0.268806290091463,0.134914559787445,0.286781600747946,0.436216828708847,-0.11023101957039,0.210873611112835,0.266465430727676,0.464265653450937,-0.211165620154126,0.422490808090378,0.0214092093278315,0.230218013339958,-0.452403384527698,-0.101390964440616,0.060854365069353,-0.430316012125832
stable,-0.3710008737565,-0.423071089369443,-0.382389838075416,0.471478153446227,0.0823069317932465,0.162640403119779,0.514030050207957,-0.265470089986857,0.424451747927578,0.282216890782759,-0.0831018386141644,0.354203546732514,0.470551349669436,-0.435403895379272,0.333225468091638,0.45252553028585,0.159013383711844,0.262076019990965,0.417642751178851,-0.479821443737325,-0.102888144537944,0.164535430430105,0.108458661184309,-0.453739041031308,0.300790273475359,0.411734413821452,-0.223897873287123,0.522261419028704,-0.295005607873912,-0.471800992543119,0.321558315761114,-0.479495079554753,-0.410805553744681,-0.422173955063795,0.215273751170158,0.403369091744852,0.200552112097615,0.234150291231268,-0.249647742910627,0.30121357751414,0.326523692699021,-0.039314693078613,0.290121895420933,0.158123887091837,-0.180258487593006,-0.285219088753853,-0.21672461768476,0.453929395658047,-0.328605549550405
stable,-0.111134388375446,-0.146930973886576,-0.337645335464892,0.227925003868964,-0.34078768386382,-0.0737142561915364,-0.0516916311623776,-0.360532106303756,-0.214229602096966,-0.0856028076341501,-0.104640201684327,-0.083193673861638,0.162197549858038,-0.0551744006378569,0.0318162775391534,0.0445951610281302,0.117864251196485,0.186184142636527,-0.0453283756545469,0.234366818086768,0.0423431446755646,0.12221116648167,-0.238111449928824,-0.467529069287279,-0.103723683401306,0.0637373000249377,-0.0260029330011352,-0.130852624578724,0.326385253702064,0.237718656378958,-0.400727979573386,0.25240913514395,0.0471875984572464,-0.1135173359113,0.440792921659727,0.0082748507838456,-0.0643133972314079,-0.474835029314788,0.179401907342173,0.138341888262837,-0.106054258463845,0.0256101394512691,-0.0407719704761002,0.214596209410174,-0.170027234618702,0.0825652041818523,-0.122315911428301,0.0150308998415424,0.0140620090852061
