group,ASCL2,ATF1,BHLHE40,CEBPB,E2F2,E2F7,EBF1,ELK1,EPAS1,ESR2,ESRRA,FOSL1,FOXD2,FOXM1,GATA3,GATA4,GLI2,GTF2B,HNF4A,HOXA1,HSF2,JUND,LHX2,MAF,MAFF,MAFK,MEIS1,MNT,MYB,MYBL2,MYC,NKX2-1,OTX2,PAX5,RELA,RUNX1,SIX5,SRF,TFDP1,TP63,USF1,USF2,VDR,ZBTB7A,ZFX
progressive,0.205651319275493,0.204642082903057,-0.401753709796404,0.324818844789982,-0.280101910134382,-0.108531726820362,-0.0326837317534852,0.154335531415508,-0.0650569292385288,-0.0597778466750205,0.0417668591054039,-0.0092383944861395,-0.0436300647160539,0.141991794244951,0.0232900701331249,-0.0158372476905249,0.161943620992328,0.0930050133982787,0.172579419686455,0.0805836426606121,-0.07460585799311,0.243614133592486,-0.17715980014597,0.0128871721403291,0.209921165466566,-0.0410681570014102,-0.216597652238061,-0.0516263221284268,-0.119788594051372,-0.401210274826631,-0.394766688756467,-0.0519368563968685,0.426130649869075,0.0322955639179332,0.406799891658581,-0.377920204693506,0.0251532757437749,-0.108686993954583,-0.223429406143778,-0.10635798694127,-0.0742953237246683,-0.553139165661716,0.144786602660926,-0.239421920968524,0.220867498429134
progressive,0.143756412129001,0.106393496604092,0.0543967724985924,0.187463239352411,-0.109312474379475,0.313498213076195,-0.0128564754462449,-0.0029708707136126,-0.13680275840631,0.0757247701107283,-0.102177195372982,0.172297528154974,-0.239771321087285,-0.0362601905875425,-0.1294599076469,0.0864795815586971,-0.222802330286388,0.122947343899156,-0.242962736788371,0.178446841335115,0.117265067163076,0.1436655994871,0.134649201469805,0.115358001683158,-0.0556681494852039,0.198477515491525,-0.100451755176866,-0.0426819416933863,-0.01231159959484,0.215446506292422,0.0990246993755678,-0.194157428383957,0.0722479432493825,-0.0947824516753437,0.201954342352871,-0.14613051405298,0.113567695314257,-0.168418531022353,0.0043979265149112,-0.14650673785514,-0.278159122142218,0.0474171723067863,0.0882439414584845,-0.0437327736925244,0.150684119382578
progressive,0.202567491042639,-0.015779989058894,-0.291800476336065,0.225565703146724,-0.211726853287104,-0.151070680523848,0.153187044196297,0.192626065313958,0.182411550379746,-0.183782899359515,0.146241133652412,0.0946567108970344,-0.269967242899151,-0.167478867959972,0.0789481009564236,-0.289782443418509,-0.0376741161070532,0.289666714488975,-0.132219369947791,0.0925937844752698,-0.113297689968944,0.0658179160317511,0.234746813109491,-0.224205228026105,-0.269628677527446,0.108445929356672,-0.157472975780611,-0.265083249061539,0.409701614576529,-0.370781587222054,0.223114735294118,0.0405426401510521,-0.34607237338058,0.0429585786431073,0.101121919196028,-0.0182423744636079,-0.156996390068113,0.107875517773787,0.198749135401812,-0.162110521367611,0.0372575696311525,0.158360438028167,-0.288806281548451,0.257470382599594,0.226346679245023
progressive,-0.481597121423518,0.516517885620359,0.273509149959433,-0.137804408080571,-0.641724296490677,-0.488559172513395,-0.454854004538596,0.424574607735006,-0.41153457553492,0.052049620052886,-0.440598376116468,-0.402472858243335,0.57829227544958,0.143440354200947,-0.149518335311156,-0.546907791171407,-0.212287303867503,0.436841078702884,-0.251407400467761,0.615202197100671,0.470104211687849,0.479718472716726,0.409103383090836,-0.420485784079047,-0.593542482598833,-0.507456168328774,-0.411313558040003,-0.633215122936383,-0.10354669636848,-0.3550646055837,0.489001207503228,-0.0555858999715534,0.58437025655979,-0.496847328572771,-0.0323790630052985,-0.181234345831705,0.668577922123058,0.509776852025399,-0.465462844294598,-0.448112970943636,0.601278094920918,0.29384275949177,0.189964536880915,0.0499499538511772,0.46535233554714
progressive,0.315960689940279,0.144010839268251,-0.160024662877733,-0.245318148911216,0.052470826294899,-0.0479278976113579,0.0191938736879609,0.490409151388255,0.14026292310433,0.292110314351689,0.0779112269227288,-0.0065872465911345,0.161841834351149,0.623516961816007,-0.0295290364430167,0.135379274769523,-0.428966040943362,0.0519029602094563,-0.569001817613515,0.0717782731999484,0.0977865399132208,0.19954814242454,0.101761602511319,-0.101648029294231,-0.0179445682999871,0.235664425458691,-0.0069279662424,0.0358891365999742,0.151733818030271,-0.284500908806757,0.115617534996119,-0.0171495557803674,0.0143102253531543,-0.0450885671841448,0.0365705759025054,0.041454224237312,0.0143102253531543,0.352758412276962,-0.139127190933444,-0.130382053217628,0.370021541274417,0.0277118649696003,-0.287908105319413,0.237822316583373,-0.0342991115607348
stable,0.196756566751618,0.0566126329485922,0.0838777027816112,0.0608740841509236,-0.0929242897965281,0.134039314137427,0.0098097325017748,0.160022860108668,0.165778628815396,0.264287119042858,-0.193408060141338,0.0404830381069084,-0.18112154025451,0.32277911170084,0.0357496040744986,-0.15991170128129,-0.0088003232725006,0.231882620145733,0.0309580735680491,0.0879960216872453,0.203601338217627,0.211504091374813,0.0985208714432411,0.0501511349424648,-0.266765811230338,0.215046751775385,-0.204240127317431,-0.10445120168672,-0.169115162381846,-0.0201177068956648,0.0327242335903173,-0.116417306593774,0.160657431431668,-0.0263661391445415,0.0135186549428065,-0.0474925749828992,-0.0035383065664515,-0.273056829419202,-0.0900013704714847,0.054047136193343,-0.11850592245556,-0.20018303420411,0.0745112450161856,0.177654255607142,0.0323008232221409
stable,0.231811828826284,-0.0463027744682243,0.182564840275862,-0.412370092094725,0.0040939557735301,-0.126481686266433,0.204822358054487,-0.176442423685266,-0.0607848063430928,-0.0580728973171236,-0.003718564269625,0.121044401254713,-0.114117333817181,0.210761287318062,0.0310901600252175,0.100589772716816,0.0818387145912598,0.310492541348817,0.250246413396978,0.218787595347746,0.126138278792008,0.0355578239326802,-0.0203788768891268,-0.0695703142304505,-0.07814876761117,-0.461497561377087,0.356160685337345,-0.18506801142522,-0.0731710426019888,-0.14983171115732,0.159480787840657,-0.154811119536474,0.107191949749622,0.321862022144221,-0.153501457697737,-0.402727748891278,0.130276002184828,-0.0040838555536941,0.339847146932213,-0.14083073191346,-0.191232512265133,-0.137915135120798,-0.158477499336946,0.444596526851493,-0.360414561258279
stable,-0.0851055043703811,0.0276642080428878,-0.0605130150528876,-0.0456572650606781,-0.0513587622983063,0.220671835976993,-0.308333722428448,-0.186094308769225,-0.0409833178593028,0.0801254784348028,-0.0908116864865941,0.0391499687064746,-0.0402618465572529,0.150906185719245,0.163933271437211,0.0076800776265832,-0.036731009730554,0.132250999194812,0.0044834288055958,0.0880975801598349,0.10482415833355,-0.0084015489286331,0.0567042087634943,0.105047470879423,-0.228169203338772,0.151949352017447,0.234440694137543,-0.138730186277506,-0.163553796271847,-0.114340708365352,0.101897670844283,-0.0978967845329154,-0.131857469393693,0.0659724602303043,0.192600043497233,-0.157772656098278,-0.0282888585208531,-0.103493652815484,-0.0330440102843639,-0.0044568811602823,0.0890376791291727,-0.106785560834361,-0.0554955100886314,0.103693540968433,-0.166545872061301
stable,0.216326838227914,0.139791143361981,-0.0894453752069947,0.0149380114770848,-0.235205566239766,-0.244780152321427,0.372345781504256,0.032918519658204,0.287937572471657,0.191230196384612,-0.0165278778398739,0.305687627710939,-0.241464334400481,0.161266710641031,-0.421322354215791,-0.083363258864367,-0.0049427984279254,0.136086921606479,0.0576109338070225,-0.0332220500622472,0.142393449053517,0.191257816212847,-0.176926577837304,0.0259773115748438,0.020171105808024,0.0215161339017697,0.105409060513856,-0.280756704837047,-0.160587147783827,-0.0380051713581878,0.168149802002479,-0.141221044886242,-0.0110582887296707,-0.043361404090009,0.134067509373323,-0.0269394022583701,-0.172352619198937,-0.271817662511341,-0.007815548270931,0.234087250902784,0.0430316923904512,-0.114557553203679,0.0619078310434059,0.169386077022549,-0.102144166651219
stable,0.0885347048877944,-0.12696703923981,-0.346137212463154,-0.190413628365462,0.0680013500834505,-0.0595073364053946,0.238694094518122,-0.0157570108810313,0.246326396663621,-0.435632110201511,-0.154197123668592,-0.15065179622036,-0.0990968262439856,0.127754889783861,0.214664652924549,-0.0821334192173754,0.0420515227887522,-0.0059827400688915,0.138858658389088,-0.133885351829762,-0.207672479346092,-0.0424700683902796,0.269026340464107,-0.216068011706141,-0.0319571876930915,-0.133343704580727,-0.109191161339646,0.0370782162294267,-0.0205579751338455,0.104390197086832,-0.0991706872324905,0.401951499443307,0.214443069959035,-0.0210750020533793,0.0342468783367414,-0.20092650906265,-0.0546325111640755,-0.224389683077686,-0.391364757757614,-0.123692535416095,0.187976215744803,0.148756030848736,0.408377405443227,0.107221534979517,-0.115715548657573
