group,AHR,AR,ARNT,ATF2,ATF3,BATF,BCL11A,BCL6,CTCFL,E2F6,EGR1,ELK3,FOXA2,GATA1,GMEB1,HNF1B,HNF4G,HOXA4,HSF2,IRF3,IRF4,JUN,JUNB,KLF9,KMT2A,LHX2,MAFF,MAFK,MYC,NFATC1,POU2F1,POU2F2,RFX5,SPI1,SPIB,STAT4,STAT5A,TCF12,TFAP2A,YY1,ZBTB33,ZKSCAN1,ZNF263,ZNF384
progressive,0.285815220152248,0.169428925555556,-0.0282125297998588,0.0944005084311353,0.0369760949148014,-0.43102903157441,0.383828777358843,-0.0677254461953015,0.179345591343517,-0.0392054228826376,-0.074336556720609,0.413886268235531,-0.0249069745372051,-0.224162770834846,0.101165365712845,0.184111740791994,-0.3873649527561,0.270748038024803,0.181267425798548,0.144906317909357,-0.252452174012906,0.11377259973785,-0.188262903214862,0.124688619442428,-0.508594270179472,0.249684732397661,-0.131376603345937,-0.235078790539423,0.210709929649627,0.0076104644419237,-0.332707980855011,0.164201535837871,0.370222189417221,-0.424571667805505,-0.361612371058681,0.306494158888385,0.0254450881846138,-0.0139140814544263,-0.0955536091041541,-0.0840994757521678,0.169813292446562,0.118385002429925,-0.357076841744808,-0.177577503644888
progressive,-0.0481659415809892,-0.105607519033949,0.0075267380469485,-0.126166784576991,-0.0577913570179647,0.0120868271907108,0.178543035736738,-0.045186337879099,-0.0065033089493428,0.139976599995317,0.22410506277825,0.0676758684290176,-0.172648602326477,0.0917458844208083,0.0356386512343468,-0.218547454134289,-0.0006347851364896,0.350077525374683,-0.0723655055598186,-0.100917881903148,0.148034484789124,0.0150275664964894,0.0243679763619797,0.123407412453067,-0.282051877380661,-0.0370766338904763,0.18012352117861,-0.0450179254959487,0.125959507797729,-0.108431665151393,0.209790010210473,0.0679220096043911,0.037011859896957,-0.0148721089120429,0.0444997335477939,0.0262593769727448,-0.140844571508476,0.0240829707904946,0.0528167143156786,-0.042996976898145,-0.124664027927342,0.0544490189523662,0.0752673804694855,-0.0402894239690361
progressive,0.0444069097763945,0.0227443319916904,0.130877382880512,-0.0803164139990107,0.139224157529523,-0.153189605120574,-0.0195391804958372,0.0780611562542127,-0.146756247967642,-0.144834808246542,0.0689277362390441,0.0603032212558037,-0.148649337301288,-0.245820991269622,0.0943197140304535,-0.0708641300106689,-0.0772296487364802,0.239207406653592,-0.0651780859555862,0.130701750672523,0.0271467421576995,-0.120342565828385,-0.0160463192987379,0.178651991566539,-0.016559040728977,0.0328415872946016,-0.345136838003334,0.127121190199949,0.0880281088147891,0.0806949384029242,0.0328207139324105,0.134816918451365,0.14435339685959,-0.0575166274032901,-0.12354265475505,-0.0266700039115361,-0.17097012696613,-0.0222753044278289,-0.11890604234983,-0.0132712525268374,0.0622458458818138,-0.0351854010573522,-0.0377959732734779,-0.111824209026736
progressive,0.354846060424714,-0.416621788479695,-0.406643494837421,0.43343913731499,-0.533894767691149,-0.355070291742518,-0.230285563384632,-0.436466260105343,0.161334433159925,-0.403504256388166,0.512592792499776,-0.116039706963532,-0.364712238408086,-0.419648911270048,0.49510274971107,-0.429739320571225,-0.493084667850834,0.291052250509497,0.354509713448008,-0.399580208326597,-0.110658155336238,-0.506874893895776,-0.488600041494756,-0.0784809612313743,0.0967558136323943,0.444202240569578,-0.110321808359532,-0.24385155811177,0.455189575141971,-0.392292690497969,0.413706781348244,-0.0021301975191373,-0.0923833029352177,-0.456422847389892,-0.318744818258281,-0.548918265984012,0.529298025676168,0.389377683366518,-0.380520546313263,0.436802607082049,0.400028670962205,-0.367290898562832,-0.160661739206513,0.46202863033499
progressive,-0.0397391911134803,0.0031432128564334,-0.134596864816562,0.0840809439095953,0.0762229117685117,0.273908548917774,0.130780106348036,0.238098373874835,-0.184214724907405,0.0487197992747188,-0.260213121471885,-0.199706273985541,-0.0568023466198334,0.171529615879655,-0.0309830981562728,-0.0286256885139477,0.0660074699851029,0.126289802267416,-0.0639868331488242,0.0125728514257339,0.148965837874543,-0.0908164000305242,-0.091938976050679,0.406709292102088,0.204645608474222,0.035473402236892,0.129545272725865,0.184663755315466,0.206890760514532,0.0986744321716079,-0.226423583265225,0.35922432644954,0.128983984715788,0.0988989473756389,0.0261560212696071,0.205655926892361,0.0253702180554987,-0.0614049083024682,-0.151435505118884,0.108104070740908,0.0085315777531765,0.0854280351337811,0.17388702552198,-0.115849845279977
stable,0.0820244660554028,-0.0097209309644768,0.207350072364981,0.0403604642856226,0.0137870890954443,0.0824064560492094,-0.139945282628643,-0.137015928875857,-0.140740398709612,0.217256067641912,-0.0803710181887745,-0.0071575273998287,-0.215025860712652,-0.102798575372777,0.207249924670768,0.04298007456425,0.0049044064624716,0.211064433077516,0.0412205483189604,0.164096916739527,0.217144328155368,-0.263056856602912,-0.112274191662332,-0.0798512745698196,-0.063463849920206,0.10245203469738,-0.187491445065226,0.200128655319046,-0.0694589631680985,-0.149874191913672,-0.266593701146837,-0.0601061390042869,-0.182552802378892,-0.203649055692454,0.0034709330735752,-0.139818716430978,0.032796550212778,0.259909280620071,-0.0940435372437334,0.255396973272626,-0.195974884804178,-0.105747338638305,-0.198383820996595,0.126796281264561
stable,-0.202203069477213,-0.13470533909265,-0.212932540495137,-0.127705524771172,0.0456228913789671,-0.0931827222742991,-0.157113465341713,0.122151287820349,0.0521196045273633,0.006969628251093,-0.169117459331444,-0.297190247958965,-0.0471204558708406,-0.0889181013304758,-0.0725287421153813,-0.0239543238543344,-0.0870029628649444,0.194948350561374,0.0771757199507468,0.0731978666755801,0.101809230388742,-0.163777878881136,-0.101804199377011,-0.0319720795493478,-0.143206071913822,-0.0389199067496074,-0.205211614492242,-0.351691198038916,0.114393467731427,0.221835754254775,0.143303338140617,-0.110705736132738,0.032668036172111,0.203714050000369,0.0712508651357535,-0.242669173832092,-0.110893560570688,0.317218705659352,-0.219628817108856,0.205967943255775,0.242439424296384,0.262910611029083,0.041913358729444,0.106063789309103
stable,0.0222263509126053,-0.0083968655558705,-0.178639352435116,0.0393041098071183,0.191608908372188,-0.108985069442408,-0.110965417850464,0.115578907802671,-0.0211655620664515,0.0998302733943887,0.073495719524342,-0.217858724671683,-0.0591452550301472,-0.06226485299783,0.017228403464381,-0.0509822024004259,0.109335004224497,0.0248139852429417,-0.139798160837488,0.0041050645289025,0.0138530235707766,0.0867257650301436,0.0241376538928053,0.0715247864019025,-0.2006664131355,0.0904997253481905,-0.177274136020687,0.146442214054374,0.0086495090532533,0.158849991282979,-0.131123544355923,-0.0345619442848158,0.0692839484251163,0.0607929300130782,-0.147011838834187,0.109645708649849,0.0122743940157017,0.0124642689423061,-0.0542885368661742,0.138542789421921,-0.273918904448076,0.0292376002685443,0.0267017500090999,-0.317544630353282
stable,0.0671219260675125,0.025916535109228,-0.114213718827605,0.0123444982568965,-0.087788239565735,0.119888735302378,0.0258847260996879,-0.0260371201726665,-0.392058766185919,-0.21084948981052,-0.216724613872582,0.136270086042731,-0.239872608460563,0.0047366506933393,0.159395814324034,-0.0038861934473618,-0.132920018992528,0.113771573594997,0.21707133207657,-0.220717512088311,-0.365762547171908,0.0300190298214628,0.0345495002984193,0.31647188433415,-0.211983336414219,-0.0625446095946878,-0.184565416054697,0.0896398130937846,0.0411128556578041,-0.0157949082735586,0.104500982350933,-0.0102315125049898,0.0850260608463957,0.0377486191397144,-0.201848407629106,-0.0817069352872902,0.150381430193175,0.104436785986225,-0.0641049860990382,0.105130511567014,-0.209596214834639,-0.0648380391825312,-0.0072573701129876,0.01711324713259
stable,0.331073359280975,0.0663486594257158,-0.17810421741129,0.152274391509206,0.21462823636217,-0.052155902061651,-0.0413872714742311,0.109472806801144,-0.148056264320586,-0.0884814209095373,0.0675148475308051,0.153043579408308,0.0012158131308377,-0.0134980070035862,-0.0346134554595638,0.0643140333700282,-0.273557954438488,0.0414120839871054,0.0021338761071845,0.0891017337313933,-0.02592907595358,0.241549812830719,-0.0684825355329004,0.0558777789927868,-0.0189319473230446,0.116842123124793,-0.10388999140444,-0.111705932959825,0.115254122300841,0.0667704721445779,-0.0687802856873913,0.19830160289092,-0.004466252317363,-0.0727751002601438,4.96250257484786e-05,0.0111408182805334,0.110117932135874,0.0897964840918719,-0.0674155974793081,-0.0356307684874076,-0.0088580670961034,0.113542058912519,-0.305739783636376,0.0103964428943063
