group,ARID3A,ARNT,ASCL2,ATF3,CDX2,CEBPA,E2F1,E2F2,E2F6,E2F7,E2F8,EGR1,EGR2,ETV1,ETV6,FOXH1,FOXK1,FOXP1,FOXP2,GLI2,GMEB1,HEY1,HIF1A,HINFP,HNF4G,HOXA6,HSF2,IRF2,JUN,KLF9,LHX2,MAF,MAFK,MAX,MECOM,MEF2A,MITF,MYB,MYBL2,MYC,NFAT5,NFATC1,NKX2-1,NR2F2,POU2F1,RELA,RXRG,SIX5,SP4,STAT4,STAT5A,TBP,THAP1,TP73,USF1,ZNF143
progressive,0.403477505809877,-0.226224195210024,0.182348107601222,-0.39245145259796,-0.11033657386546,-0.15269182654848,-0.377623312071589,-0.282343003971367,-0.0833417539328356,-0.496248436282559,-0.445984841985475,0.0704146570636914,0.132008471557849,-0.401044169928627,-0.108815738939679,-0.130031386154333,-0.368498302516899,0.497997396447208,0.440433794506372,-0.368878511248344,0.357015998827247,0.391843118627648,-0.442106712924732,-0.387736864328037,-0.243257546378778,-0.408876469796402,0.01908647831856,0.371616014114751,0.358384750260451,0.160067875938521,0.0823532112310775,0.472751536679232,-0.364392048217288,0.355343080408888,-0.638522543589435,-0.144023067471524,-0.509327616644282,-0.404009798033901,-0.29618260179598,0.0351312867855566,-0.376786852862409,0.346446196093065,0.407127509631753,-0.254131516098117,0.0520125544617332,0.386748321626279,-0.408116052333512,0.0900334276062749,0.266070070265503,0.191549158902202,0.354506621199708,-0.459976523302666,0.545599529624175,-0.382566025580379,-0.254815891814719,0.293977391153597
progressive,0.028743685779094,-0.113826526640513,-0.0073613434063636,-0.164603210795326,0.0252862783906632,0.0494626141879926,-0.0430070860014762,0.184378050101849,0.116862921321128,-0.0213823423727304,0.0208847818998566,0.0547954418203323,0.238790753096894,0.0588524733683802,0.113341724128482,0.0993589990446444,-0.112410392986949,0.0626798616212555,-0.0335151631343453,-0.0973559991923063,0.38988328335957,-0.0448825062453851,-0.224859059856428,0.220393773561406,0.0430963917273766,0.197046705218867,0.179568298864069,0.148859887115166,-0.130143958558605,0.0624757342477688,0.226032792253976,-0.0066979294425318,-0.0189328138908901,-0.0962588145598154,0.0227346862220797,0.130462907579678,-0.290243609176382,0.0893439997829539,-0.0529582954589521,0.227066187082252,-0.0492074549711342,-0.0773387586297682,-0.0446528629502126,0.0773260006689252,0.0763946695273922,-0.0547699258986464,0.234720963588003,-0.032622105875341,-0.220559627052364,-0.131789735507342,-0.103683947770394,-0.0867286178101557,-0.11813871740542,-0.0479826907302141,-0.0543106393083014,-0.381258901829758
progressive,-0.0468117921682231,0.280804666643251,0.189789106031406,0.149993406039022,-0.101080791452356,-0.234585418081448,-0.300596531977747,-0.259633691303175,-0.233363975664888,0.0542851742688391,-0.0088124397631141,-0.203525365186689,-0.0658113143233041,0.0955313852707238,-0.0124148399284889,0.21736152412847,0.127626714210442,-0.0480860728681581,-0.132995037587097,-0.225731154429306,0.0747633210973154,-0.140190903164389,0.157444682327206,0.269854664139289,-0.0734164070136741,0.0428439913959521,-0.139465493612166,0.181438885712218,-0.226902454393276,0.169104535588579,0.253498981746373,-0.245465251961278,0.0663060377841167,-0.0353794670250564,0.146964601640839,0.193645530480412,-0.105222973964511,0.256594796795484,-0.335603512212131,0.184104215096922,-0.0367558811998532,0.0579721464971084,-0.0517086532525477,0.148136902913385,0.135163024703941,0.220613081173184,-0.0490731320539455,0.0142030229996742,-0.0329552989599541,-0.165830025470328,-0.0852127463364764,0.0868594368033472,-0.0902794447602205,-0.151451542398456,0.059866699348674,-0.0795924783170823
progressive,-0.263948471903346,-0.355014548776132,-0.366356514819538,-0.305462269945717,0.0441565862466591,-0.394766488015643,-0.158347059906972,-0.0569300625673884,-0.367788025096861,-0.244788257422252,0.309646684602507,0.355014548776132,0.130597783761939,-0.394105790964571,-0.1271841823314,-0.0996551385367244,-0.165724843643945,0.256790920516731,0.154603109950896,-0.438042144860873,0.327705737331814,0.169909258300736,-0.379900804366519,0.262847310151559,-0.541221001003315,0.0025326720291101,0.472068042991091,-0.097232582682793,-0.547277390638144,0.0051754602333989,0.555866452302083,0.0216928865102041,-0.0382103127870093,0.119365933893712,-0.100315835587797,0.258332546969233,0.0744385344208019,0.0487814656041646,-0.10593176052191,0.452467363809282,-0.16187077751269,-0.531090312886875,-0.206357712284886,-0.233556407554025,0.37043081330115,0.116282680988708,-0.039421590713975,0.361511403111675,0.0531861126113126,-0.398840786497255,0.470196068013053,0.13731487044784,0.14920741736714,0.193914584489693,0.188408775730757,-0.0025326720291101
progressive,-0.141552991780346,-0.0684897848330435,0.0979381613736354,0.0873412076942558,-0.187844947327109,-0.100949927156196,0.0592313937236907,0.0822100511758193,-0.15203839857889,0.0841063481500241,0.253769153900935,-0.151592211055547,-0.0032348595442316,0.0379259394840957,-0.13943360104447,-0.112885443405603,-0.0267712514005382,-0.0224209230479507,0.170332087035924,-0.0414954396708342,0.009704578632695,0.0990536301819912,0.105523349270455,-0.0188514228612123,-0.0159512039594873,-0.0391529551732871,0.0429455491216966,0.0122701568919133,-0.0291137358980853,0.239491153153981,-0.0391529551732871,-0.0624662532679224,0.339660252144328,-0.0189629697420479,-0.0300061109447699,0.355276815461309,0.19966891669568,0.0910222547618297,-0.175463243554361,0.148580445272987,0.0831024262225039,0.284109905488211,-0.147799617107138,0.0101507661560374,0.0126047975344201,-0.177136446766894,0.146014867013769,0.0885682233834471,-0.107642740006331,-0.119689803136573,-0.0661473003354964,-0.0301176578256054,0.24406457526824,0.304188344038615,0.141887632422852,-0.0095930317518595
stable,0.0612426410288031,0.279827499231034,0.233853924588857,-0.0261392881632552,-0.13968593700822,-0.186215925873977,0.298978347888064,-0.172817947875957,0.258476157469441,0.0996022953692788,-0.249072529546018,-0.175709374399362,-0.0792893614851311,0.0788694742059939,-0.0160400420728967,0.364874817673105,-0.0224977665450834,0.264308401146152,-0.0650004782496431,0.144595820710263,0.112626564319371,-0.0399594288894865,-0.220886006465835,0.271193910044262,0.175476341644189,0.077161950450829,0.213698933640439,0.246220588756546,-0.278183821899889,-0.1652791173937,-0.0133531382662665,-0.048332813782142,0.298643455324341,-0.148301054902508,0.171313340638221,0.172632164151558,-0.0834561102895744,-0.165818398824253,0.063067417336255,-0.0485721374847551,0.0433335183164832,-0.0916477269561961,-0.214878553210421,-0.0494290448360576,-0.114457363874371,-0.134215355884339,0.0253375269895123,-0.0923354479763448,-0.0409574140833808,-0.207826802679959,0.124238314794252,-0.0718598864083745,0.0071740893806795,-0.164161738048391,-0.125039005168431,-0.298724300691442
stable,-0.0236327772905766,-0.226198255596371,0.174255881321306,0.0969897137727536,-0.168256090299587,-0.190227693065775,-0.131579279917306,-0.0688939805743389,0.0529420631355505,-0.188042635158446,-0.0060760525268301,-0.135949395731964,-0.118488826779011,0.0561019420212635,0.120904327060482,0.201031958909528,-0.136156628082811,0.0988697256596363,0.114027528729979,0.0899454717027669,-0.258945940606596,0.21035575683883,-0.109993958253096,-0.113739061297601,-0.181044813135049,0.113375990218917,0.053608522375874,0.167271322168363,-0.119526646392052,0.225903156728765,-0.0296607519120102,-0.0355212827939596,-0.321523479127123,-0.0483879249933398,0.168833025164345,-0.0724102991035085,0.0447522406300824,0.020300481088959,-0.357097813402899,0.153572434847982,0.0828680724566447,0.091483964675454,-0.115781543347547,0.303943544340081,0.119176838183822,-0.04813593045471,0.0201496159375425,0.064444287536955,-0.154953431234025,-0.186558851526383,0.0664718488576407,0.105739892554912,-0.163622374934651,0.0496512134041023,-0.318148078596529,-0.0222783066454415
stable,0.096678199908545,-0.0481163678359074,-0.0034500114837671,0.112038928239431,0.0361916328834373,0.0774422442315588,-0.112901820502188,0.0319768558743746,0.100036314923896,0.0684986930172062,0.0377180487995058,0.0636484285655354,-0.133992838787376,0.0878343329989152,-0.0522906480961765,0.088097561866074,-0.243167400833286,-0.0430324682950424,0.0045574418065474,-0.187499946914623,-0.0305329910231546,-0.0126972883140722,0.0749548093152716,-0.103132758639349,0.0489418784843934,0.0114652526103883,0.0213822833630499,0.121322029116745,0.101766772151194,0.148545189709649,0.176237178048203,-0.0979304839866257,0.123731585669968,-0.250567402891695,-0.044717756071763,0.0267231815020285,0.0225862828560305,-0.186649515189956,-0.0074389412399421,0.0417521480062584,0.0573838930406092,0.211773075114635,0.101896050233881,-0.0114512345050366,-0.119547960006131,0.254740125584703,0.0718022931784117,-0.135653205487915,-0.0069046956693181,-0.0170506888093901,0.007390656654842,0.175517581973485,0.070761838247867,-0.0387413704901762,-0.0712649324732651,0.0379641444267903
stable,0.0507892975863227,-0.157043779361669,0.12417181970651,0.0254508065417071,-0.222081633475439,-0.13653083316524,0.0457342384614713,-0.175867684323065,-0.0651630959468433,0.0402181400199142,0.0406142604047971,-0.140646865793947,0.175352928899054,-0.0769771925309375,0.14518400972377,0.127891444698423,0.244931948469397,-0.0006173043561373,0.211154858043559,-0.155214846446115,0.0403341897918451,0.0119327316232216,0.186937511206483,-0.0346043759287122,-0.0959771829136045,-0.0753746141210303,0.228485914824942,-0.135340748499127,0.0749598223619506,0.183503989117647,-0.0391001555833917,-0.0729335473837314,-0.0245129290532062,0.0801389743122331,0.0906207965344077,-0.0559808013687662,0.0654569546515099,-0.131781122821484,-0.0370664120554938,0.165749810271772,-0.32796728379742,-0.118049045229512,-0.20136962170488,0.0197439728314319,0.158255982424908,0.0637050052480283,-0.0031172577351339,-0.124462231388247,0.350168122221241,-0.0727890596726392,0.0036848675107168,0.0049887039334751,0.0243308113418097,-0.0540024974596372,0.0334438782094032,0.0192984451179051
stable,0.0132152042356158,-0.198300674546521,-0.119808170267945,0.0145464061274819,0.0982426996197153,-0.0098024866582864,-0.0426468678812364,0.267716802289645,0.218607554315168,0.0657613734581834,-0.0151999052380343,0.0594442153895099,-0.191596257745668,0.267353747228227,0.0583308465344947,-0.0103349674150329,-0.179712255401918,-0.160833392208181,-0.185206488664711,0.0113757252577645,0.105528004518837,-0.0100203196951373,-0.114822214091138,0.138590218778638,-0.0020331083439408,-0.115548324213974,-0.0757090821410371,0.112813309417958,0.0748135463228726,0.396819182129892,-0.222189697587826,0.0706989222934684,0.0480684901317454,-0.0747167316398278,-0.0279552397291873,-0.0048891414937626,0.0852453284209503,-0.0676734634483183,0.0121260390513618,-0.0327959738814275,-0.0700696268536772,0.192419182551549,0.0082776554003307,0.157638507667703,-0.135927814994905,-0.263214919528062,0.0115451509530929,0.118113913314661,-0.166545458507825,-0.153693309333627,-0.0219769330511706,0.0075273416067335,0.0699970158413936,0.0881739725830556,0.19747774974064,0.131716376282456
