group,AR,ARNT,BARX2,CEBPA,E2F3,EBF1,ELK3,FOS,FOXA1,FOXA2,FOXM1,FOXP2,GLIS1,GRHL2,GTF2I,HIF1A,HNF4A,HNF4G,HOXA4,HOXA6,IRF3,JUN,KLF10,KLF4,LHX2,MAFK,MEF2A,MXI1,MYOD1,NFATC1,POU2F1,RXRA,STAT4,STAT5A,TCF21,TCF3,TCF4,TCF7L2,YY1,ZBTB7A
progressive,0.314103788720987,-0.268931931976707,-0.0810138979819972,0.332607922809006,0.0811693949071066,0.16972489375691,0.102550222109649,-0.114989976118401,-0.133183116356201,0.0083190854933528,0.131239404792333,-0.0045094108281725,-0.0485927890966874,0.353055768460892,0.227336504509942,-0.0081635885682434,-0.0286114342201295,-0.0126729993964161,0.104027442898188,-0.050769746048219,0.0394962189777875,0.0941533881537414,0.183875113941865,-0.278961483646263,-0.0189706248633467,-0.0738610394269648,-0.0346758142993961,0.0630540031318615,0.218084437465933,0.19025048787135,0.0016327177136487,0.109858577589791,0.118177663083144,0.124475288550074,-0.123153564686644,-0.131083907867224,0.158606863611588,-0.0324211088853098,-0.155263679721735,0.0460270898323823
progressive,-0.148237647545078,-0.232493157363756,-0.360236221439425,0.0691871113059321,-0.232701356306937,0.0811455381049074,-0.0627199316333633,0.38989155840881,-0.143605221059294,-0.0270138128777723,-0.243085278598104,-0.369787347957867,-0.0183865691696976,-0.072960717151093,0.278322949731537,-0.0640211750282464,0.154262404463386,0.131789931033756,0.0529736186056892,-0.0488226521760123,-0.097996640068643,-0.304269743025505,-0.0486665029686263,0.418948323416549,0.194705049176352,0.0040598793920351,0.259337808600193,0.0076382987279635,0.254679357246512,0.035094534359996,0.0058425828430249,-0.0481850429125196,-0.264178434029158,-0.105075404136807,-0.287457678363616,0.42928019597192,0.432455229855435,-0.0705404044366105,-0.251738547174076,-0.0545741479813954
progressive,-0.0438259050191439,0.111209576940681,0.0202968756024332,-0.101263618351259,-0.183817894170365,0.241258938262276,-0.0874088194922291,-0.065432388897705,0.0038653080136663,-0.0434187777287122,0.0298232359170713,-0.0367387453087092,-0.0362631437936311,-0.0582531298059302,-0.107689970810043,0.0895429070071992,-0.20330872590213,0.0013553868584423,0.0442323351738042,-0.0044388183748452,0.120648640364848,-0.122541054145772,-0.181769786733854,0.0747029778438109,0.200173706338652,0.0192477637261763,-0.0493539593068601,0.0878363960986185,-0.158691261944455,-0.0270102156203978,0.125422858505213,-0.119716260000517,-0.101897392226889,-0.07065106982203,-0.173769998839274,-0.0752723828498921,0.0969590373421513,-0.0633771551844205,0.112337929916275,0.0263138544444121
progressive,-0.391161588460602,-0.388511890994315,-0.102234160574236,-0.254702168946827,0.363118956942399,0.276562173043694,0.199500138399183,0.0617158701522654,-0.0487985950041168,-0.0727562762617941,-0.015014952308959,-0.0422847553994949,0.0502338477983555,0.0812573889661312,-0.235933478560628,-0.353182591443823,-0.237589539477057,-0.465021905333348,0.397785832126319,-0.152136796189305,-0.363670977247875,-0.533693231334617,-0.104442241796141,0.136349015452679,0.343467034067438,-0.127847902748342,0.363670977247875,0.274133283699597,0.200935391193422,-0.381666839206407,0.519451107453325,0.054650010242167,-0.381556435145312,0.358813198559682,-0.208332463286806,0.0289258640069652,0.155228109899973,-0.0189894985083893,0.175763265263697,0.0730874884450799
progressive,-0.0119152096795196,-0.227502554908958,-0.118372597096535,0.12906287867816,-0.0023384990959804,0.360797003379845,-0.409794127295626,-0.0988851046300315,-0.383068423341563,-0.181846143987434,0.375496140554579,-0.183516500484563,-0.351999792494966,-0.0092426392841133,0.267925182139477,0.078729469564676,-0.352890649293434,0.0713799009773087,0.0986623904304143,-0.0925377499409416,-0.0790635408641017,0.0610236906951095,0.123940452086965,0.251221617168188,-0.0501106949138673,0.176166931897196,-0.112916099205914,0.380618567145774,-0.10768231551491,0.0061246404894726,-0.10690281581625,-0.0702663299792228,0.138305517962274,-0.198883780258149,-0.386631850535438,0.37382578405745,-0.0493311952152071,0.0767250417681213,0.29620988549086,0.426163620967489
stable,-0.0738950915239101,0.264667072216684,0.103722511325958,-0.159547733829194,0.0664185456192268,-0.0673230988264746,-0.148121373957564,0.156447775974574,-0.113312826463844,-0.101173626702662,0.201065837214074,-0.0477796900686424,-0.0933161155318577,-0.14044928593854,0.170699240798848,-0.272307025692442,0.098739195750488,0.291276935410033,0.193451181144717,0.186973267450545,0.172930472043393,-0.22668882807232,0.18709866054065,0.136572492593312,0.0235306902347994,0.182561946745206,0.0363784908606759,0.035136183092294,-0.125665891866164,-0.134011574609134,-0.164461994322326,-0.372677972527146,-0.15962595067493,0.062722389429974,-0.164554842640954,-0.132692280679652,0.126982040712689,0.0642290209095592,0.29101056055777,0.345574194566664
stable,-0.107285476843716,-0.207674825055397,0.121127383494661,-0.081209276447855,0.158932823527581,0.113412896003114,-0.289086123146395,0.0735101973867173,0.112736637112932,0.0160127832908207,0.0927142378200687,0.0539175220974891,0.0861913356135011,-0.278444033877097,0.258079225019585,-0.103554924636863,0.224488846727497,-0.141355228526313,0.290387279492062,0.0355421128105888,0.136513557282173,-0.100108572368669,-0.193973306325959,0.0403307105722081,0.0490433219447075,-0.207863150315954,-0.0218628507028526,0.0380725194933465,-0.290385567444239,-0.0604370002084102,0.0831747073489415,-0.241965430907193,-0.15122689627515,0.0690400405202218,0.129533538306799,0.0536196257762443,0.0270229628421163,0.0935223243926409,0.0142425258415842,0.295511438627038
stable,-0.100368944853726,-0.215327302856936,-0.0143805892204188,0.155763809826495,0.0464562587459059,-0.218974656144307,-0.231760018959229,-0.0392887306542789,0.168662220181964,-0.044747984799862,0.136935113906497,-0.091342412761992,-0.253118153598967,-0.0858878689305983,0.0993185447894762,0.104118354948535,0.0477123425297617,-0.0945799687148803,-0.0135971069602388,0.239221156635333,0.164702416053359,-0.149868066566022,0.146977503758424,0.102348846918028,0.143576656913634,0.153663009697996,-0.142780613815616,-0.160266870191618,0.0770890020246886,0.249235284602123,0.0945783986101505,-0.135978920126037,0.0907002399274958,0.157525467333353,0.069491265237091,-0.102220098330183,0.134378983406351,0.163184124779623,0.190846229909587,0.143824733460946
stable,0.0521236535774386,-0.0092836014883484,0.0538702740449434,-0.355952635271871,0.0045896131933739,0.0003521575450125,-0.122443559285719,0.146718432292049,-0.0547130813057904,-0.090339397148523,0.110316097688386,0.16282226721989,0.001332011338155,0.113996115120997,0.0315088481920561,0.133737754836479,-0.0296937044584035,-0.0694432705059178,0.235102169642161,-0.159369504163617,0.047526812191433,0.0292811192229906,-0.100742211983952,-0.0157244993785331,0.072409720761935,-0.123122142009976,-0.0746941187612324,-0.100146030655696,-0.0049166166280284,0.0749283122024969,0.263428878310072,-0.0265633187935011,-0.111886350255679,-0.234725436242201,-0.111759423193068,0.0940029343019337,-0.0876137902709914,-0.252744453089716,-0.0653362114526309,0.0707324909436937
stable,-0.278629179797131,-0.052324961010139,0.205809863197401,-0.0124253218671191,-0.0217566890860512,0.162519249759968,0.0915315543119651,-0.0303207555522329,-0.0033909742944129,0.121010754199891,-0.305336196320281,-0.0618295896893696,-0.0762350425313284,-0.109030961802111,0.102051000115801,0.0298504744457085,-0.10799139304032,0.118114812649188,-0.106803314455416,-0.202592150363287,-0.0833140107663803,0.102793549231366,-0.306524274905185,0.153757170196303,-0.382462297790288,0.151282006477753,-0.0116332694771832,0.121060257474262,-0.418698694629854,-0.068883806287236,-0.276624297185106,0.062497883893378,-0.162048968653444,0.2366999064049,0.0449737247660466,0.0475973983077092,-0.103065817240406,0.131530200003727,-0.171726858792973,0.193038018409685
