group,ASCL2,ATF2,BATF,CEBPD,E2F6,EGR1,ESR1,ETV1,ETV5,FOXA1,FOXA2,FOXO3,GATA1,GATA3,GMEB1,GTF2B,HNF4G,HOXA4,HOXB13,HSF2,JUN,JUND,LHX2,MEF2C,MNT,MYBL2,MYC,NFATC1,NKX2-1,NR2C2,PAX5,PGR,SIX5,SPI1,STAT5A,THAP1,ZBTB33,ZBTB7A,ZFX,ZKSCAN1
progressive,0.0085320294887492,0.208413458191195,-0.0982425919772485,0.181243500207605,-0.047630261709037,-0.0241050541866605,-0.0641973092600064,-0.20286349726162,-0.0861486472650408,-0.220258897190138,-0.0444825226743528,0.152748178419938,-0.217939510533002,0.0121767799499625,0.0858173063140214,-0.0375243627029457,-0.013005132327511,0.232270006664591,0.0755457368324204,0.352463936646874,0.0976627453129645,-0.0807643568109758,0.0699129406650908,0.293568082603178,-0.104703740522127,0.115472321430257,-0.144381819406698,0.200047099177955,0.0786934758671046,0.198307559185104,-0.187041966850444,-0.178924113550469,-0.0436541702968043,-0.287603945484829,0.114892474765973,0.269297357941007,0.0723979977977362,0.0675107187702002,-0.0896277272507444,0.0554996092957474
progressive,0.0734516526214563,-0.0873695607033798,-0.0099270587963565,-0.151165932795239,0.157331008214878,-0.0963096352678219,0.138106271871502,-0.0082820850764991,0.177828811176231,-0.173952394845089,-0.0061936836582454,0.129824186795002,0.0943499709232962,0.0112144295336362,0.0735517814565781,-0.131411944037647,-0.0742526833024304,0.22008317959761,-0.127793001853961,-0.0486053973919588,-0.161236032784626,-0.0642970162674676,0.1569734052323,0.13418694318245,-0.119768390924918,-0.147990418309949,0.0164926495564828,-0.212659341679297,-0.109498033265287,-0.0066943278338542,0.0468030783597673,0.188685637727289,-0.196695944537029,-0.0758261364257722,-0.128594032534935,-0.285453004812811,-0.0955372128254541,-0.0087398168941986,-0.172550591153384,-0.183335897107927
progressive,0.0706288246244086,-0.0883880160019095,-0.200138600491092,-0.0873949477854611,-0.167023607644496,-0.125776333846638,-0.0137087092388935,0.0689191814584151,0.0416193653328997,-0.105698884466757,-0.0214613167235002,0.0212107009188347,-0.240611198667819,0.0042388766566821,0.0225878104538432,0.179600136704338,-0.0152205628845984,0.195194027308481,0.0635188682561391,-0.0376778322550512,-0.197448992664369,0.0643955703048177,0.215854296474813,0.205685195526081,-0.0627490549607163,-0.198212377800383,0.0549653780389642,0.0944102124208925,0.0173846274734546,0.13023442722164,0.0424853537825627,-0.170352734920151,0.0437213734597654,0.0128573077663517,-0.0845363947434921,-0.0377416193753442,0.182189119112614,0.191713096576004,0.313886611898288,-0.0400131496035572
progressive,-0.427885780706973,0.425875878814299,-0.47947326261893,-0.486954564108327,-0.63825551214015,0.593591025636291,-0.332080457156194,-0.413816467458257,-0.122827337885613,-0.442290077604467,-0.550713118592586,-0.477686683158776,-0.46674388396533,-0.55596119575679,0.519224655607365,0.449548056661345,-0.491867657623751,0.34938794567644,-0.105966494230406,0.5971641845566,-0.406223504752601,0.413481483809478,0.606432065506151,0.401757056102215,-0.423419332056587,-0.438940241116678,0.62251128064754,-0.677001954182249,-0.32716736364077,-0.128857043563634,-0.50515534235865,0.0927904707117679,0.498455669383071,-0.455242778690587,0.467190528830369,0.504708697493611,0.446086558957295,0.477463360726257,0.467078867614109,-0.440391836928053
progressive,0.0390610706655536,-0.0353814045883638,0.389195450472002,-0.265785111267789,0.130628145740239,-0.434059071490047,-0.0459958259648729,0.156244282662214,-0.0924162287848062,-0.0566102473413821,-0.18596466251644,0.0570348241964424,0.291825825044825,0.0067932296809658,-0.124825595387747,-0.103455227016376,0.0585916059983304,0.247952883355253,0.424859906297072,-0.123834916059273,0.252623228760917,-0.148601899271128,-0.0893026651810302,0.430379405412857,-0.105578111291678,0.0614221183653995,0.0273144443422168,-0.150017155454662,0.244273217278064,-0.404763268490882,0.317300436348446,0.0018398330385949,-0.128505261464937,0.205353672230863,0.215118939897252,-0.300317362146032,-0.254038484944452,-0.120579826837144,-0.0148601899271128,-0.0812357049348833
stable,0.0662435784096309,-0.0925193303622526,0.026953693696843,-0.0144156859768871,0.0698474274122205,0.0399747856536992,-0.154681919846233,0.068765127343655,0.11377199213731,0.0450532594382552,-0.0266358903813312,-0.0569868319290283,0.145283524716335,-0.0694174070500818,0.0314036650303299,0.0226871261927916,0.0716054944760416,-0.0175983585964649,0.150051009398805,0.138427556110532,-0.0832453308731893,0.0614478219906077,-0.0475123205853333,0.127355619159944,0.0558751002577946,0.173621663604703,0.0950494333088749,-0.0628292225335805,-0.0596878701443497,-0.0023227768785649,-0.214519992652476,0.0501968307085159,-0.0681508332524947,-0.139523484605949,0.120246944724334,0.0635497893575283,-0.190841470897883,0.0177355127645645,-0.070057508162301,0.176087248998678
stable,0.0838672859217716,0.0609400461338177,0.0406120027346843,0.101670194158903,-0.138676120492544,-0.115392681470844,-0.0935834135353408,0.0044877576726921,-0.085997427874075,0.187940943227189,0.0515307436027824,0.047580811505796,-0.218880902411887,-0.0764929037657015,-0.122668315324489,0.19279724367143,-0.143303183806157,-0.0403369181779299,0.0434580698795665,0.076193132133341,-0.0499225569632951,0.103676900733176,0.142594312063751,0.0022976613939166,-0.152007141319873,-0.01688772307716,-0.0858387252451782,0.0588628050578133,-0.0026538606276627,-0.0746660601708454,0.0899050392700222,-0.151866072316409,0.172627902901194,0.0673939530422865,0.211312550376054,0.0177905646993283,0.0761296510817823,0.150709306488006,0.0181961380842867,0.0463323508251414
stable,0.105627048931055,0.133174874460149,-0.12941887444306,-0.0852813657306699,-0.0141829577249418,-0.122693814613247,-0.0510838954746807,0.130340250265672,-0.107517344880293,0.132446954771111,0.0680244228324225,-0.0252083178798643,-0.104769612000047,-0.125261207029992,0.153712374335348,0.147851309271579,0.0667767947167503,0.0608665458902082,0.132292845647755,-0.106084457924842,-0.142367319722402,-0.0395585003982339,0.102471090819794,-0.0314792476334075,0.0129320506917514,-0.0193997154963862,-0.0515068758345276,0.303944177725135,-0.0801154311807575,-0.033599067808919,-0.134519230642608,0.241231601272185,0.137229255971394,0.0301562044148168,-0.137239092723949,-0.201151752988558,-0.166250954924917,0.344017468173725,-0.170369275327766,-0.0504149963009695
stable,0.0445356721902167,-0.103765427581896,0.103150928579454,0.14258665045004,-0.0485315716318684,-0.173558484051811,-0.0104880317246787,-0.102408772753379,0.0328141262994404,-0.160638951129816,-0.146335064257195,0.0771131516420729,0.0964462356419809,-0.0819478527597675,-0.013888701118399,-0.0874087948990591,-0.198445844189422,0.145119313658537,-0.148613919205497,0.2283112182939,0.0939186907495256,0.124029141869187,-0.164818808871562,-0.126511826226922,-0.0263364457322964,-0.0242063230266239,0.12474480288281,0.0872841488495681,-0.0711852384333116,0.0916591047557345,-0.0666187972916954,0.102406966288893,-0.0393944742648367,0.0976523517633836,0.0185933367931465,0.084437762975444,-0.0028102565844165,0.0396720676407561,-0.0922323561524272,0.0875292258647508
stable,0.214293454457568,0.027612116336046,-0.336244749365081,0.0587123592294903,-0.0695495157856819,0.158882833343478,0.46051258633743,-0.0052188763759546,0.414661029605829,0.0822771836821428,-0.11601349168385,-0.0991053973025681,-0.0672329737208449,-0.210033147211891,0.0868836408915314,-0.0349078924942684,0.0235115706120816,0.420279309786065,0.130179013275727,0.355416131970629,0.309458067557885,-0.0554638749546613,0.211071597103025,-0.0194110248881172,0.105495858171084,-0.0846736065078363,-0.297236311146848,0.0864576101669637,0.412344487540991,0.324821800562608,-0.332037695959974,0.403131573122214,0.0225796284020897,-0.0991053973025681,0.0815582568344348,0.33784236458221,-0.269278044847091,0.199648648300552,-0.0001065076811419,-0.0034348727168273
