group,AHR,AR,ARID3A,BARX2,BHLHE40,E2F1,E2F6,EPAS1,ETV1,ETV7,GATA1,GRHL2,HNF4G,HOXA4,HOXB13,HSF2,JUNB,KLF4,LHX2,MAFK,MEF2C,MXI1,MYC,NKX2-1,PAX5,PGR,RARG,RBPJ,SPI1,STAT4,STAT5A,TCF7L2,ZBTB33,ZKSCAN1
progressive,0.0422334515550884,0.0419104423653745,0.221665056441143,-0.130495712644403,-0.0683971959219117,-0.441795819231144,-0.0950454540733059,0.0781682239107563,-0.312753647940454,-0.0425564607448022,-0.403599982547479,0.511727308804197,-0.083659380135892,0.139216960766677,0.0115475785322708,0.431863286647443,0.198004633294602,-0.403761487142336,0.113133968697283,-0.157063218498369,0.461580132101119,-0.433962846380583,-0.150441530109234,0.296441683859903,-0.171517879738064,0.305405188874463,0.0620177644250628,-0.419588937438316,-0.195824321264033,-0.0361770292479533,0.287155169655629,0.436304663006008,-0.112326445722998,-0.147292190509524
progressive,-0.0953701206984705,-0.252357757849865,-0.0430758760476386,-0.0391682318886748,-0.044203585435796,0.120428872335316,0.135351352378608,-0.0311562500728126,0.386568287940453,-0.083162010926674,0.153289799390227,0.195015046752049,0.129660353838372,0.101887231930031,0.217320089417813,-0.239598906283852,-0.0573295981979531,0.168251618133105,-0.216952928221669,-0.105217908495054,0.284641717310835,0.216349734828003,0.0594538879756449,-0.0737731746252709,0.124900371188359,-0.0032782249655737,0.0167582860240128,-0.093835911414582,0.158731652833079,-0.0328740399547732,-0.0904003316506608,-0.0098477877965834,-0.122435146014247,0.0296876052882356
progressive,0.0233628940378387,-0.105935377239307,-0.0660651878369839,0.077057068980833,-0.0633714655724308,-0.248703293134865,-0.20811170440315,0.100805461778869,0.12407225932164,-0.182914631109577,-0.147456932052323,-0.103860599066642,0.0934772495739411,0.25616790036505,0.0661382338907202,0.104940154563755,-0.11869125301925,0.0993977156877653,0.125374688741143,0.140656415985323,0.164840382640241,0.137933840926965,0.0161328449192705,-0.0006643296160264,-0.0489301256254812,-0.0616529359447559,-0.078878610235975,-0.0934208952191,-0.0845529135332362,-0.228894538697483,-0.238225754769827,-0.0972634037890406,0.198067434850861,-0.139663339385343
progressive,0.499467463478609,-0.407259809274281,-0.415998809308227,0.124250654328797,-0.335891308997055,-0.21690646238102,-0.470449501827429,0.157750154458924,-0.436053694001514,0.41700715546599,-0.28715457803851,-0.147442615957346,-0.452523347911643,0.507982386588608,0.0124362692790771,0.326816193577188,-0.428995270897172,0.0852612695619609,0.472354155680982,-0.18665607764813,0.0025768846253943,0.381603001482311,0.414318232378622,-0.135454500526164,-0.531510463603078,0.239426193237727,0.0672230771842005,-0.0875020388014343,-0.422721117026647,-0.504733271191372,0.554030194459785,0.148226885191162,0.434261078609935,-0.421152578559016
progressive,0.421875508462676,-0.0225216974798457,-0.165894359271647,-0.441494925339449,-0.406203193206082,-0.104830375382993,-0.333181813232768,0.419437592756095,0.0657076328535703,0.0759236605763869,-0.170305825788317,-0.169493187219457,-0.0002321824482458,-0.212446940144936,-0.0060367436543916,-0.0784776675070911,-0.111215392709753,-0.204784919352823,-0.0843983199373598,0.49129806048818,-0.240541016382681,-0.10111545621106,0.257142061432258,0.0842822287132369,0.0246113395140581,0.414213487670564,0.524964515483825,0.114930311881687,-0.134549728758459,0.0452755774079372,-0.0589743418544412,0.156142696445322,0.320179596131002,0.154285236859355
stable,-0.078790283417009,-0.0637571069979739,0.12472702412714,-0.0387315052517887,-0.0289075212080282,0.105091682198424,0.0340442866064252,-0.0253491644091711,0.193232538078529,0.0091842124146748,0.0747327077238881,-0.0169305689646317,0.264002990670819,0.0676007317364103,0.0948954345934319,0.196258514972637,-0.0127950163347192,0.096884817724603,-0.0747229952940386,0.204571106182819,0.0250493278248176,-0.0083359010418208,-0.0358680034341636,-0.0810742306706153,-0.219320540901251,-0.0857181596286496,0.0776224331021068,0.144196838501422,-0.0314979649978848,-0.0026986680081794,-0.131417778301455,0.156105803735872,-0.306820237662292,0.0794904108601593
stable,-0.0869357187885306,-0.033024642112504,-0.175638790562872,0.024742941801346,0.0975909162694571,-0.109606532859885,0.113250208572442,0.0743497137103893,0.0798220378880335,-0.0030256129631841,0.184027757962764,-0.144975727054721,-0.0358357208982198,0.323020365179202,-0.1035416857159,-0.143608497336411,0.118642508096586,0.390341530599201,-0.0004239603983302,-0.0780257398147869,-0.101927571428281,-0.0047146439476966,0.0391678112577872,-0.239735132712037,0.145442253758105,-0.0665702957988596,0.0442195803415055,0.0552817116987409,0.0380985456748499,-0.239675539884963,-0.0008904871017137,0.0571171707726365,0.131289808654004,-0.0023717945175664
stable,0.0598994624118617,0.0417069330610121,0.306540922280736,-0.0139801115266415,-0.0220420557723651,-0.0734159681817593,-0.0736989275574271,-0.0066087799944123,-0.0065991881511693,-0.239242951447457,-0.0713793001331668,0.144346050323047,0.214016403718423,0.200501496589066,0.117747869010267,-0.0605053471767099,-0.0352596157611898,0.0868269636759841,0.147743161471602,0.0438778869150062,0.0165075622211664,0.0563728613795266,0.0143765743806846,0.0879412161327101,-0.0526192533904409,0.241748021174415,0.195982139781082,-0.0165810996860292,-0.164116437887366,0.111863273180699,-0.123702805023616,0.0478696923446259,-0.21310517861034,-0.114803173134672
stable,0.0925947682422406,0.0397808741635855,-0.0030824862336228,0.0295309208978018,0.062249154412303,-0.113734558638954,-0.144742498038584,0.110088372221407,-0.19057879371696,-0.063221825133019,0.203876094231617,0.152295312760646,0.0683302657730875,0.0782385736157175,-0.138423091209792,0.153047700434108,0.0118952845517063,-0.142630024955402,0.034532763441277,-0.048559714639264,0.0187255354445055,-0.1104781491951,0.0039370427198863,-0.127266906480172,-0.119303054222215,0.0771466075182046,-0.106779697228808,0.149111838856566,-0.0402090382634757,-0.0337809663389871,0.124744872289026,-0.0089052227065425,0.151871577944548,0.10658569459872
stable,0.0534979244866,0.0188094294426201,-0.056829021844614,-0.0908162332342751,-0.104115576821534,-0.185840168394463,-0.0798711990579436,-0.117665378856764,0.0686506605888439,-0.0684753396752642,0.0539737955377449,0.251986244503597,-0.239463322105048,0.120620788542821,0.42254844757183,0.279386398711621,-0.199590337188069,-0.0484637096823834,-0.20510042304343,0.0168808993932436,-0.0901399954247535,-0.325621028207063,0.105317777371794,0.40529186050663,-0.149047822387527,0.286148776806838,-0.198713732620171,0.103614659925592,-0.164876796299292,0.157287905325772,0.111278688433504,0.238060754796411,-0.255442571085596,0.051694623661209
stable,0.0591794013646308,-0.232557819221771,-0.140490337999488,0.198256148288975,-0.116069079685669,-0.0936724960888527,-0.191674114845334,0.21433574676874,0.0632729255197359,-0.0186270073964314,-0.0481651709041322,0.0875542972167442,0.222765756044991,0.110930087131238,-0.0472080519470033,0.026077810355004,-0.0717250221565356,0.103081711682781,0.0006699832699902,-0.0347949553183933,-0.13215604061895,-0.0862879552119275,-0.0618814218051408,-0.003975724898843,0.0423782824402606,0.089137224722765,0.0602616820315381,0.0413549014014844,0.286782289369881,0.0127223196762978,-0.0182809720811618,-0.134423676301994,-0.0453895259284584,-0.0566908920760957
stable,0.0142606115970314,-0.0171116268171502,0.206274301401901,0.0050603663263883,-0.266552370553565,-0.0271500932361518,0.0812605247670257,0.0390213249967382,-0.0130831614664419,0.0792064646639154,-0.0639847407702194,0.107099393375354,0.0672982826827605,0.111860749072158,0.0513476558768439,-0.0386033324677433,0.0435370234928938,0.0104398993696715,0.0938103239510432,-0.134399726865091,0.129886483377243,0.0206835857187366,0.0093998515192914,0.0375769826254961,-0.017258333109733,0.0583929511488592,0.0392917981093799,0.0354980440624093,-0.0648959085029841,-0.0399754788303673,0.0099227995626559,0.0712612915699481,0.110271436114843,-0.0055592490335468
stable,-0.116024324242934,-0.225098842741058,0.244073986281453,0.0884920234659686,0.0205247526781956,-0.0925672289238871,-0.0053118097761568,-0.106432093007408,0.0366289352530862,-0.0955996181322585,0.0757836754498094,-0.125620913391965,0.0331971710883175,0.122149742562511,0.012099955474189,0.0525741698869462,0.0911807401974959,0.115754574032962,-0.0363744609207785,-0.160359742743973,0.0781262857634385,-0.0728084722660148,0.0666534525871411,-0.0056290797876612,0.0045543905005004,-0.120981729021217,0.10627133699588,0.133948329773416,-0.0807159990450399,0.0073829313504901,-0.0875807791156908,0.096652541032278,-0.148544094765298,0.0177468609825229
stable,-0.0503002012932407,-0.083222508978541,0.182391749828581,-0.24837815428288,-0.152057966006264,0.132164887716563,-0.124877766976545,-0.0568378654479964,-0.0605690836012769,0.18129375751541,0.0380923707273411,-0.0582732179947937,-0.0145183640086274,0.146230644206784,-0.0272640152368306,-0.0120849001288016,-0.0258461243998484,-0.03733243711619,0.130962125144502,0.155240886471352,0.0927964152359381,0.0718682067884012,0.312684043784578,-0.0563992272974423,0.023004754978743,-0.0035328531297814,0.0076761676346971,-0.0486434342659885,0.148828946627264,0.273798212963241,0.173884404806687,-0.0734481422924671,0.0415239459401952,0.0913177576487994
