group,AHR,ASCL1,ASCL2,ATF1,BCL6,CTCF,DUX4,E2F2,EHF,ETS2,ETV1,ETV5,ETV7,FOSL1,FOSL2,FOXG1,FOXK1,FOXM1,GATA4,HIF1A,HNF4A,HNF4G,HOXA1,HOXA4,JUNB,KMT2A,LHX2,MAFK,MAX,MEIS1,MNT,NFE2,NFYB,PAX5,POU2F1,RARG,RFX2,RXRA,SPI1,STAT4,TCF12,TP63,USF1,YY1,ZBTB33
progressive,0.0629012385339335,-0.416870185416906,-0.0432097227951736,0.40889791183846,-0.270977578931356,0.587716008202989,-0.493324289034196,-0.115518244151673,0.182644787682182,0.447802606901273,-0.523300037689151,0.0802807949349443,-0.246901312724451,-0.148603179502221,-0.474270555181712,-0.247220203667589,0.156416007609097,0.0363535675177106,-0.377407431203601,-0.419261867490439,0.519393623635712,-0.0184956747019931,0.458086839817468,0.483040056118002,-0.35285282858199,-0.511899686471974,-0.4686899636768,-0.306773087298576,0.593216876972116,0.117511312546284,-0.167338022411567,-0.236776525279826,-0.227847578871967,-0.0306932532770145,0.0268665619593607,-0.43002443682134,0.406107616086004,-0.198669057574857,-0.0094870055583499,-0.138717560264949,0.356520074428075,-0.436561701155666,0.109539038967839,-0.0768527172962128,-0.168932477127256
progressive,-0.178338457832299,0.181309211257009,0.191793439711033,-0.0549922427677395,0.195390316054854,-0.336867452245114,-0.210657057869735,0.23718069046435,0.161819470179199,-0.0804234906949718,0.0171051452795004,0.420368270478687,-0.0955037278105438,0.0102044714050602,0.122373726275304,0.108559056762187,-0.0910409367913595,-0.453299671670996,-0.0059281850851851,-0.239325494506405,0.0029840751889471,-0.137334067512749,-0.195483568404508,-0.0218476933476485,0.0519815240503197,-0.0898419780100861,0.118683597581829,-0.107693142086823,-0.26706140764653,0.177579117270826,0.0705653851600573,0.31059693317099,-0.0364217034222383,-0.176833098473589,0.0717643439413306,0.036408381658002,-0.0314127200693628,-0.0457069730949889,0.0780388948966614,-0.141450492661787,-0.10241772344922,0.180736375394846,0.108026186192733,-0.0370611481055842,-0.0129753983662254
progressive,0.0936460551053736,0.122368723623192,-0.0768118802971397,-0.0278287611230301,0.0610481793708766,0.0235695692608378,0.0114117167300809,-0.0875778478180477,0.0363359907816923,-0.0543242554113917,-0.0966540930422593,0.0978374523978905,0.0092740123469523,0.102986358991869,0.0063552069358471,0.0861388942329865,0.172767143434483,0.0327768154271528,0.0439080983771874,0.0605560556626487,-0.0814068807337457,0.0706315786046444,0.108137005936527,0.0455225900603932,-0.130061073629313,0.127063082262263,0.0568297275359688,-0.0586356577939876,-0.0910404337098406,-0.0094980429435929,0.0034819670698214,-0.0755956124922845,0.0382140664860868,-0.002438073089147,0.0857031737081643,0.0437086700106157,0.0632781223400514,-0.0901974711258707,0.152610243643658,-0.0585930983091738,0.0891588773040858,-0.0236587226797693,0.101829658644383,0.150837617369109,0.282773997963098
progressive,0.529996195293699,-0.0623524935639646,-0.39133505437167,0.102870359417804,-0.580643527610999,0.230389087230028,0.210580352812595,-0.411481437671218,-0.426450538111664,0.293979626695082,-0.12031555166043,-0.103658206809407,0.409230445123782,-0.532247187841135,-0.273833243395534,0.513676499324792,-0.428588981031728,0.19504850423529,-0.547441387536325,-0.235791469343874,-0.223636109587722,-0.436242355693009,0.347553249324048,0.418797163450383,-0.636918341296888,0.213056444614774,0.32549352235918,-0.547666486791069,0.284638007623225,-0.520654576221842,-0.475522175645759,-0.458302082657877,-0.439618844514162,-0.417108919039807,0.406416704439488,-0.0014631451558331,-0.204165024052404,0.494655612298961,-0.403602963755194,-0.676873459013869,0.440856890415252,-0.0003376488821153,0.15892007384895,0.525269110944085,0.548341784555299
progressive,0.0432813767576016,0.178190348991403,0.432123107308608,0.208349180668242,0.129959240317373,-0.122361977375879,0.117757575593156,0.083569892356433,-0.220090405214187,-0.161269172439893,-0.274422346250325,0.133067211520711,0.0721739979441921,-0.134103201921824,0.297214135074807,0.199255487147363,0.0138132053481707,0.196492846077729,0.275573446696006,-0.0910520452533588,-0.153902129587536,-0.258422050055361,-0.00782748303063,0.0240579993147307,0.108663882072276,-0.0869080836489076,0.312523771002363,-0.194881305453775,-0.0057555022284044,-0.213644242718374,0.0872534137826118,-0.238623122389649,0.342682602679202,-0.175082377788064,-0.217673094278257,0.0307343818996799,-0.180032109704492,0.253702538228069,-0.249673686668186,0.151369708607038,-0.435921738779355,-0.267745963665376,0.289156431955041,-0.196953286256001,-0.0983039780611484
stable,0.0605040190781015,-0.015208285218168,0.177948883674198,0.0793251513818631,-0.0557167677474636,0.226754926252867,-0.03985689907765,-0.183665224185462,0.232272433909317,0.162510546206706,0.103864705489856,0.0895495724604107,-0.0197041555333767,0.0519386660002622,-0.207283736778969,-0.146001452883943,-0.250454470519237,0.200493032837959,-0.0840845133867386,-0.302013508682254,0.110901140753879,0.127134948393493,0.120776459625369,0.292277913945305,0.180688558983556,0.0657640014180573,-0.0072391531990427,0.105487420240068,-0.0996394032604029,-0.302401322938504,-0.165465288456023,-0.0321855307057205,-0.108645157930134,0.0814339174163839,-0.126833577171821,0.0397529731821469,-0.019672519880273,-0.252411302167141,-0.0784009185514945,-0.122558740169745,0.304478869578514,0.0332089718341996,-0.133725986962502,0.307598866489439,-0.100026662505195
stable,-0.0142100936433276,0.0933062960714142,0.294379718115591,0.0373886991551725,0.075896330182872,0.218166129810325,0.357677830599553,-0.313942263307684,0.11128084496271,0.218575495129543,-0.158687054616894,-0.20258807372528,0.40968087165078,0.0825195199100406,0.102397617535697,-0.112290612750113,-0.142314147537035,0.251873952470203,0.174829693704693,-0.206738014648845,0.146315693532384,-0.0817638997583188,0.258558546995254,0.190402632723248,0.137814540403306,-0.0966119210240932,0.212637992312063,-0.260265941514156,-0.129245159721026,0.222977877999958,0.132470617298691,-0.242555774391521,0.0833297221043246,0.229561836884035,-0.0053967994583469,-0.124806957385179,0.140959830605958,-0.240979717912535,0.0391864951820681,-0.215327863597086,-0.0460518927231068,-0.017856856362021,-0.413307166103513,-0.0972310860694093,0.228448022077998
stable,-0.195430371860076,-0.0450739358720075,0.141508376789203,-0.0443518730334044,-0.0099176048163105,-0.100047943025613,0.007604772191999,-0.0352758778832803,-0.10716177624567,-0.162937544122935,0.189998164014691,0.099681332754358,-0.100067070518027,0.0369766307503653,0.0356982766740746,0.196442535000281,-0.105374949662725,-0.0280393099202378,-0.277278505854408,-0.0854839515105653,-0.0392288929820347,0.0243524857575688,-0.0422765401065583,0.0978323418210696,0.0083284289883032,-0.167859685503965,0.0071759975704002,0.152301064383423,-0.217632608678847,0.110018148446061,-0.185294394838713,0.125619806424532,0.0881681762792356,-0.106562448150053,-0.0148301824511337,0.0130130706718675,-0.139833127245336,-0.148805515144888,-0.127256800983573,-0.250668975992066,0.0274096966282991,-0.0450117715216642,-0.10295691583014,0.0129493123638231,-0.063645137047648
stable,0.0148106619019764,-0.0297840847756891,0.198610028865974,-0.194563879087514,-0.0021358345173968,-0.0459900920894154,-0.00319686009531,-0.0514348131727588,0.0388456185877234,0.127015729712865,-0.0925080576006781,0.185052186551849,0.0661390206013293,0.0537231444564671,-0.108963631737733,0.152871849703985,0.179118009501248,0.190444120293008,0.0452575210850961,-0.112540267433761,-0.0171306655909956,-0.225122764741271,0.0217005831091331,0.072726001116948,0.0180996065830976,-0.0518609243293945,0.0068321483937656,0.0008533953653199,0.0976287230556097,-0.147907493434523,-0.0916382395066785,-0.0266306276061753,0.101113274165827,0.0823230331891453,0.0702831202258433,0.0450237904644225,-0.0846805745437181,0.013266925406085,-0.0087873328956858,-0.0435319615216795,0.0277998672355673,0.160224833207307,-0.110706493818866,0.0210257849182049,-0.0604288964920015
stable,0.115697311572127,0.0274688141639875,0.157246778374797,-0.0321110694055205,0.0992570595841567,-0.0660944295990625,0.0320597737674925,-0.0527319158927716,0.17717513374867,0.0916909529750285,0.282536374258158,-0.0321880128625624,0.0547837414138911,-0.140703935110771,-0.103591540997522,0.0066940807626524,0.107746487677789,-0.0358300031625496,0.0400362454808446,-0.195000367963396,-0.0730706363708688,-0.1682496927318,0.151886384200872,0.0155938739605083,0.0741734925884706,0.0796621258574653,0.0779950176215557,-0.0251092148147001,0.0944865652475538,-0.0674794118258182,0.0387538545301449,-0.142832704088932,0.111644956167916,-0.0471406913477209,-0.081021460265207,-0.110824225959468,0.146269511836808,-0.0459608916730772,0.18763944390638,-0.0196205815457054,0.0701467850032735,-0.174995069132481,0.0278535314491975,0.0867152760863136,-0.130496103143201
