group,ARNT,ASCL2,BCL6,CLOCK,CTCF,E2F2,E2F7,GATA4,GMEB1,GMEB2,HNF4A,HNF4G,HOXA1,HSF2,IRF4,JUND,KLF3,KLF4,KLF9,LHX2,MAFK,MNT,MYC,NFYA,NRF1,PBX3,POU2F1,RXRA,SIX5,STAT1,STAT4,STAT5B,ZBTB33,ZBTB7B,ZNF76
progressive,-0.10872091142011,-0.119760499764589,-0.194829700507045,-0.273401115482923,0.091362110437067,-0.13788065166794,-0.282080515974444,-0.0461378657707188,-0.192774053022211,-0.0168258553388265,-0.0223075819650505,-0.0290836051557996,0.0784191447918158,0.0047203757059151,-0.122501363077701,0.22688257425205,0.214548689343046,0.172369848357933,-0.133693221606241,0.192241107377995,0.0454526499424408,-0.356159960520499,0.0200996642961547,0.0381436811074755,-0.324183221867526,0.17214144308184,0.0656284493306264,0.0012942965645251,0.4007751244506,0.26198085167829,0.008222589939336,-0.241272106645888,0.202367074618103,0.0499446203722633,-0.185008273635061
progressive,-0.0193471210832398,0.0936324038167091,0.121190877280492,-0.22160435125905,-0.112915673015186,0.157522599710735,-0.0227695821065456,0.0152350597044918,0.424793818952402,0.0386431606586691,-0.165912737368615,-0.0149924225423918,0.0559853325603454,0.0839779988405181,-0.042653059021796,0.203355482593736,0.134165580264368,0.422137580546254,0.316999067095222,0.209306478253664,-0.0206880106632663,-0.0379407899262742,0.368668012245578,-0.43389909771963,-0.476335060333231,0.317088459733891,0.0872344449634397,-0.308085343982284,-0.0790230925828963,0.18407221339526,-0.116401985923255,0.287920918774076,-0.146642238547091,-0.0864682223462817,-0.0304956601628889
progressive,0.112406694048234,0.127993888241179,-0.119453580970232,0.0338376251184534,0.0833666885473473,-0.165722702618262,0.0936509258845092,-0.152438208550329,0.0156356152771068,-0.124234391994889,-0.174920318396348,-0.0792318517951619,0.12298916825409,-0.0490723785857515,0.106838886198666,0.2160885718217,-0.0708304081748145,0.217945612923689,0.154339815554621,0.184885886400958,0.139913570827014,-0.143551937259261,0.245026877625119,-0.0715645890082438,-0.0193705154631298,0.18741889509029,0.166851422763249,-0.0516794838704335,-0.0372392833844932,0.190113744314107,-0.102398641939527,0.0819417362282331,0.095602033423884,-0.185723000590051,-0.255025985711911
progressive,-0.412380962427902,-0.512669018159834,-0.467313717433648,-0.30482725172527,0.402363165422846,-0.407096849721939,-0.483276141232912,-0.466763289026776,0.285121914759281,-0.424820644423191,-0.209823308699301,-0.57409682836666,0.465442260850286,0.436930069374358,-0.522576729483516,0.419976874442725,0.558794918655641,-0.276645317293464,-0.0175036233385041,0.509916876125478,-0.410729677207288,-0.447828551830407,0.506724391365626,-0.166779807281973,-0.0614278102068258,0.0437040155055732,0.408748134942552,0.255839123513733,0.474799543767096,0.0893895732758827,-0.548226693243714,-0.559235261381138,0.401482479971852,-0.467754060159145,-0.555052005488917
progressive,0.0126525174346012,0.139177691780614,-0.232264070049465,-0.049367411776078,0.0546769503423839,-0.387709284245995,-0.0073429788682953,0.174649928159763,-0.0968143521558326,0.220854210577191,-0.469837678665237,-0.0664257165316565,0.222661713067848,0.0686850946449781,-0.131156899478322,0.196565895858983,-0.0392002102661306,-0.0606643023426863,-0.0553547637763804,0.016380491321582,0.267171461900285,-0.0846137103438957,0.106190771326117,0.143583479101591,0.023271594567213,0.259489576314991,-0.0793041717775899,0.177474150801415,0.278920228089558,0.167645856008466,0.0398780237001271,-0.050723038644071,-0.0012426579623269,0.191821201821008,-0.318120438355688
stable,0.310819571420634,0.243179129177291,-0.0079047435258554,-0.125160857005073,0.177206463164526,-0.172058601030131,0.231096348290299,-0.250779224145564,0.0650246018507636,-0.185339424459047,0.143466769736977,0.176308502138317,0.295811331567328,0.20024799533981,0.168287030395292,0.254131835851345,0.090510441699036,0.200304814713645,-0.194371287053103,-0.0631505027875374,0.254069643487077,-0.0874208378749773,-0.0013569487339959,-0.153177241022792,-0.150774171051382,0.406915102350596,-0.174721723738525,-0.458108955201569,0.0062540265399045,0.265551052419793,0.047247122728,0.0960039214430699,-0.200205414390624,-0.235448739191005,0.0189315974678926
stable,-0.0362956040258707,0.368150585795202,0.11297226089344,-0.432830789028936,0.198213793033739,-0.189114233819554,-0.262159012769001,0.0147427095436653,-0.150375306271738,0.0596975448319336,0.393692917735327,-0.126144025977535,0.36476370237657,0.181936557131778,0.081233885631741,0.0669331594081026,0.0856272329401722,0.193184784321224,0.430816205881098,0.237866483849926,-0.182461308863795,-0.0516176924534663,0.235527448527087,-0.0873438498048455,-0.0550178188180169,-0.124647573088755,-0.0896431562899287,-0.304518230657262,0.230814615148375,-0.0192105484228874,-0.256030839545259,0.0961239229487486,0.218624483430482,-0.0463718305015378,-0.240882564782843
stable,-0.199412022265174,0.0700950792180642,0.0026558499966571,0.0486562336542196,-0.18141126117672,-0.183514394595589,0.315084360303003,-0.158848246302121,0.204380226080202,0.106084110624853,-0.0480504313034242,-0.0358812985145082,0.0750913872658613,-0.0780938561333344,-0.0693737372436635,-0.0019563668699655,-0.12992430674417,0.251253402299864,0.184765032953804,0.215103552227787,0.0723730834186067,-0.187804974131635,-0.0191264917454735,0.105481430966588,-0.0233530560846569,-0.0686523952692628,-0.0944505196048104,-0.264537336321945,-0.0692909858916218,0.0008040933264423,0.0076115630415659,0.184327855999621,-0.127407416565092,-0.153158700512692,-0.0203974276051319
stable,-0.131600699582028,0.131689740852272,-0.0308381514145884,-0.123955788456784,-0.0632144189651733,-0.24784522680574,-0.0535824513639586,0.0644029763079843,0.105948484084417,0.108308364975798,-0.0944590006939419,-0.0727053566835169,0.0151617177132974,0.282790191387924,-0.285238826319646,0.198282557948461,0.0107828978265998,-0.0631153246482884,0.237865998250572,-0.0711712617661767,-0.137548081974547,-0.266234546950446,0.125623445279491,0.0942579397611319,-0.0289743165674398,0.0008444559178019,0.199817227325609,-0.259125032366285,-0.243697914221678,-0.179770590634741,-0.131785388410309,0.0210306863420211,-0.168922778849834,0.112810693721222,0.0206822764684517
stable,0.156253482070691,0.0510492742665735,-0.0357636075422668,-0.146014511661711,0.0060657407636137,-0.139948770898097,-0.0260098963943758,0.227610856413843,0.0412227742295192,0.0241416482391828,0.141695704238018,0.100084722599627,-0.170059108048676,0.0225160297145343,-0.0289942408500738,0.0512191150079547,-0.00511948520449,-0.0368797038427717,0.0609485631927912,0.0412227742295192,0.0117918000444652,0.0533542557567467,0.264393508404397,-0.0154312445026334,-0.130801633826567,-0.01023897040898,-0.0247967482416531,-0.0016256185246484,-0.0537667261286725,-0.0344534075373262,-0.0246269075002719,0.0044886481650741,-0.0085890889212771,-0.059929518744504,-0.143248533873503
