group,AHR,ARID3A,ARNT,BHLHE40,CDX2,CEBPA,DUX4,E2F6,EBF1,ELK1,ELK3,ETV6,FOXG1,FOXP3,GLI2,HOXA4,HOXA6,JUN,KLF4,KLF9,MEF2A,MEIS1,NFATC1,NKX2-1,NR2F2,PPARG,RFX5,RXRA,RXRG,STAT5A,USF1,VDR,ZBTB33,ZNF143
progressive,0.378527545002224,0.0486834559323669,-0.542629081852899,-0.312105494372188,0.0734549736379212,0.158240767677437,0.414708026698349,0.0117996819354533,-0.27108011015952,0.131124942302587,0.100023793889935,-0.0597798455670316,0.436978949556654,0.369306601502995,-0.30780759697848,0.177776664921565,0.039696943200068,0.11760610140965,-0.049152317466226,-0.46464178005434,-0.133078532027,-0.249590623190979,0.0447762764835413,0.130890511535657,-0.18504401869638,-0.199500582657035,-0.0547786558725348,-0.136282419175037,0.100883373368677,-0.0675942044646828,-0.376495811688834,0.117215383464768,0.194655680140491,0.151598562614433
progressive,-0.057132282152253,-0.128489124312372,0.0205957066293056,-0.144794058727239,0.0089456099501024,0.0342611660152905,-0.0219219453137684,0.0193864890052365,-0.123730267856358,0.111183009714136,-0.18411313501955,0.395622200511288,0.0811346018730219,-0.0685093296905373,-0.200886153675992,0.136771614920243,-0.0945400144581318,-0.178522128800736,0.161710103124163,0.0854123717474169,-0.0806925223115343,-0.126317733525065,-0.002158388447263,-0.359215648388779,0.0463663445960251,-0.0366405942432974,0.0325448571295151,-0.0908993592458809,0.174335375306647,-0.0600578086620975,0.0585365348769783,-0.0144846068087414,-0.0522564046358454,0.0067352121426643
progressive,0.094104084314149,0.109890200225964,0.237017203316026,-0.094945673235988,-0.0638068050584737,-0.201815521680124,-0.0023213957876513,-0.227019236221842,0.110613435826327,-0.0283135339399121,0.150103863976258,-0.135752821122072,0.2079613067548,-0.0627561460872205,-0.0933421262550444,0.23813547045113,0.0929969030442492,-0.147871233179713,0.135821522258548,0.216059219008565,0.142843949448561,-0.132003066251492,-0.0770227177713294,-0.0278489425044888,0.2547444386112,-0.36118904263444,0.238469529727248,0.239414248423275,-0.122851216108597,-0.379105986749657,0.0938844748858436,-0.195389701404833,0.252126378825126,-0.100762863897675
progressive,0.0479976013649925,-0.180657638471013,-0.268319924297354,-0.411757200598755,0.19010161096181,-0.0633301684676984,-0.0422201123117989,-0.0819959023318621,0.416756950740942,-0.160769743460982,0.148659237561018,-0.0578859960906506,0.0269986507678083,0.149214765354595,-0.250431929344197,0.312428831107312,-0.114660936594149,-0.37764779407317,0.213211567174585,0.0819959023318621,0.486197924937979,0.243654490262566,-0.113994303241857,0.0536639848594707,-0.427867506612468,0.134771042721611,-0.398646744670354,-0.129882398138139,-0.189434977609519,0.257764896219404,-0.134771042721611,-0.390424933325425,-0.0042220112311798,-0.0358870954650291
progressive,0.190037497895255,-0.228067367986124,-0.189813792777073,-0.256925328231548,-0.295178903440599,-0.40266921272685,-0.174378139622544,-0.25435271937246,0.0098430251999896,0.445956153094986,0.0197979029590701,-0.0334439151681467,0.309496031004221,0.0881398165635438,-0.296185576472416,-0.129077853190774,-0.088027964004453,-0.138137910477128,0.0252786783545189,0.103687322277164,0.183438196908898,0.172588498677092,0.124044488031688,-0.131874167168043,-0.0610714972635722,0.104022879954436,0.0062637433090843,0.212631714831595,0.291375916431512,0.0382535752090508,0.21900731069977,-0.333768036326922,0.360836355626894,0.101562123654439
stable,-0.001392215912902,0.161919614757869,0.232955728905582,-0.0562252254085388,-0.136674190353679,-0.201033934453316,0.0299604319557919,0.21290686618725,-0.0872423519667163,0.0080763507659708,-0.203868769399255,0.0183100912983438,-0.104267299926281,-0.137153564893552,0.278887819834779,0.0867449957731737,0.289981955250311,-0.272788361175269,0.0648775339905322,-0.0965567123429076,0.0721407598265507,-0.369244539727206,-0.28065383618457,-0.0746670459424771,0.199023667307847,0.0132624231538554,0.0885986045722792,-0.362926712955331,-0.0337897068395175,0.135178579932177,-0.248749342262729,0.104616443701699,-0.348667397820006,-0.292114824579891
stable,-0.117312723436118,-0.183715390398125,-0.310198582425623,0.273767239746959,-0.211657239875857,-0.208509620293337,0.111464742181842,-0.0407189655074169,0.0592499032312159,-0.0909749493225543,-0.277193975168527,-0.0158440274177804,-0.203342614429511,-0.295603850600691,-0.0004136294964208,0.237537667554354,0.253963466540271,-0.144708111180775,0.109642082124443,0.363511389104554,-0.0710417067206454,0.232849866594918,0.0694998439230115,-0.295386947328177,0.238519617253175,0.0465047341951578,0.058027510369842,-0.233828453452304,0.128835499610802,-0.0351433744093207,-0.222889130266473,0.0301007936785637,0.223931611111111,-0.160415943520465
stable,0.106948114069217,0.0930596672955226,-0.252892345751908,0.132343457320947,0.0718033484190203,0.0304696959608965,0.167914229657694,0.148372941390145,0.130776192868952,-0.124654901217932,-0.434030074476984,0.159941145103514,0.0688747489465367,-0.0938739531391869,-0.350686817991671,0.170723358620297,0.152967840079393,-0.0185886681492855,0.355438914720237,0.0129075310083538,0.0392099069469454,-0.0900241731563031,0.428366229120377,0.0651412955127479,-0.257037658048708,0.0136432178323593,0.035949619611502,-0.10244281826238,0.166365828970418,0.105159200381785,-0.247948467415375,-0.0579086137237531,-0.208403728644683,0.0827993512692742
stable,0.144128269451709,0.0472228834481638,-0.0723827857111852,0.0255339644877,0.0370330328611194,-0.0579290329845118,-0.0803771295549375,-0.0699731966993367,0.0440817497278654,0.0210772137827818,-0.0857675814583146,0.171645112777382,0.191254583180904,-0.18700987863601,0.125201768024505,0.233631819194449,-0.303027633688508,-0.102085536982783,-0.11345371266483,0.105339820162957,-0.0971215043806339,-0.0380222907352498,0.0151809343454109,-0.0180754080606335,-0.0572283207766964,0.0605768466946587,0.204207723919151,-0.115320533316453,0.0673535976359969,0.0092078645291013,0.11449765459669,-0.0015756571314803,-0.103469799912212,-0.086292606587043
stable,0.0347956110216219,0.120100186734701,0.0135985674169307,-0.108395090730254,0.332832929454172,-0.0349431542485687,-0.0577385828118504,-0.0046230211109999,0.176142022436663,-0.119091974683897,-0.0819110814933022,0.144002189500083,-0.0343529813407815,0.0460088962695792,0.18206834205236,-0.163748391373131,0.05036142146451,0.042787535814574,-0.121477256852871,-0.0396399469730421,0.116165700682786,0.0460826678830526,-0.0333693598278028,-0.102173684660664,-0.066812491269079,-0.129788858637541,0.0745093296081374,-0.0626812809145684,-0.177371549327886,-0.162789360397977,-0.0872472282012117,0.185289702507365,0.0577385828118504,0.0246643094379412
