group,AHR,BCL6,CLOCK,E2F6,E2F8,EHF,ELK3,ETV1,FOXM1,GATA4,HINFP,HNF4G,HSF2,JUN,JUNB,KLF10,KLF4,LHX2,NR2F2,POU2F2,RBPJ,RXRA,SIX5,SP1,SPI1,STAT4,STAT5A,TFAP2A,TP63,ZEB1
progressive,0.0148466815666208,0.0125024686876807,0.233249181454543,0.0557922665187751,-0.483298555208157,-0.297793176054695,0.438524089220401,-0.141824879175878,-0.0366478613407641,0.202852554457619,-0.0945499194505853,-0.29052611612998,0.17972298738541,0.127134478467853,-0.104864456117922,-0.146982147509546,-0.241297645672238,0.393280780656856,-0.203712099179897,0.402110649167531,-0.130650797786263,-0.0388357933611082,0.111897094754742,0.179097863951026,-0.036257159194274,0.200899043725169,0.212073125114784,-0.036100878335678,-0.105098877405816,-0.130103814781177
progressive,-0.37760812075006,-0.0052026182039853,-0.160758288122139,0.324666905357747,-0.14394781824695,0.40116369362338,-0.0367451250537757,0.064993511834711,-0.307202840230801,-0.173215813620627,0.466627794039356,-0.161634105759493,-0.188523014416774,-0.428300968476329,0.34945123730437,0.0948235991248981,0.410353242863083,0.0742745644096597,0.41851011160501,-0.169856334026596,-0.0159477241428696,-0.455346739994031,-0.295398909984071,0.139346507674582,0.38373884421154,-0.0273333534284756,-0.411765008606878,0.148823638825057,0.268065556555595,0.406732325168349
progressive,0.0270231548385124,0.10532189610302,-0.0529950334115354,-0.0359545932471673,-0.182687088294316,0.179523022350693,0.0021694877239125,-0.0338991315930996,-0.0251665300811009,0.0657650082667282,0.148428632836091,-0.110528194156695,0.0619376539347746,-0.0795079845853208,-0.0070080359528812,-0.0596644560354575,0.0919313138884024,0.150029565156495,0.0092945421434992,0.249023565614127,0.0579067378690164,0.0590457386108919,-0.0729621952001117,-0.229238388803045,-0.105989358097499,-0.0349952938114975,-0.176898060325688,-0.031920527289977,0.0566518998697225,0.0239768160871673
progressive,0.54380984076045,-0.56778833045764,-0.101713407459707,-0.409976409892415,0.136175515908226,-0.492953137030597,-0.035242803461916,-0.34328275017651,0.445665324790557,-0.453806858501696,0.113869944096887,-0.411872383496379,0.453026163488299,-0.489607301258896,-0.437077679643192,0.468751591615294,-0.0752813048632698,0.511466761634008,-0.0711547740781721,0.0749467212860997,-0.0258744633011535,0.244915178488505,0.486149937628138,-0.369380269195777,-0.415441274986193,-0.518046905318353,0.647196166106007,-0.425924893737522,0.0356889148981427,-0.0550947623740079
progressive,0.190312577735567,-0.336283814361162,-0.0154679096895253,-0.239580734524426,0.223998247726089,0.297556751582943,-0.0260090037001648,-0.133711485982786,0.148835664345877,0.141502729381954,-0.145627505299161,-0.0849016376291724,0.288848891313284,0.001947810849792,-0.13760710768237,0.332388192661578,-0.281286802131739,0.155710290874555,-0.18000063794255,-0.117441536531581,-0.272349787644457,0.146544122169651,0.209332377798243,0.522586193288334,-0.248517749011707,0.326201028785768,0.107129596738564,-0.208874069362998,-0.490962911256415,-0.214832079021185
stable,0.0305136841030997,-0.100863047638403,-0.017170925666749,0.106115414286971,-0.222152450895955,-0.0119005415442311,-0.256688945546523,0.23889082069188,0.200264905438633,-0.106619494069537,0.245898799082492,0.182843236592741,0.225401329039645,-0.190472681338627,0.0264429634544451,0.17426760147243,0.220296924071094,-0.0667294892234528,0.0470961754501508,-0.182150246325725,0.0918496697987069,-0.252534962328855,-0.0948989907687953,-0.0614806714712694,-0.0084912805831792,-0.0017269475789417,0.0166826794218964,0.0737601259525177,-0.0215297894025951,0.0275597738473396
stable,-0.0679939355307231,0.0328241291001993,-0.271283127580265,0.148724472478321,-0.0507365741681319,0.0614533341602036,-0.23652274846558,0.0560813065869732,0.119726782834062,0.0796336129305806,-0.114540703500108,-0.0854935413885186,0.0105478712242883,0.0248010596569148,0.0702696690279252,-0.173605711651254,0.170306409864456,0.0498699530162739,0.19561584177187,0.0103994538222969,-0.0644148584114352,-0.14713111784085,0.164513013345342,-0.344429023501956,0.212735021415366,-0.192152769058736,-0.0688434972110879,0.0133968029636643,-0.000793265424437,0.135162192641172
stable,-0.0512681127775712,0.0446984340293634,-0.0102135385199138,0.0270220055742405,0.124022215503941,-0.118675573275037,-0.0887719358501535,0.0337747452724345,0.0451876486370848,-0.0311535018420302,-0.0616252594565259,-0.031380749917875,-0.0912448367866036,-0.0009673824339782,0.0639024745498874,0.008097290813609,0.238122843140964,-0.0162450811996281,0.0501097788354178,-0.0841433344164534,-0.064440610618381,0.0186785293451329,-0.013069920584352,0.0370430144743414,-0.0292013777460577,0.0858019297477929,-0.142168921227132,0.12653930356625,0.0049536924310892,0.110063818067502
stable,0.0245507517128979,-0.21850344199304,-0.181782127360605,-0.180864795194094,0.0430985541337408,0.136951970082505,0.178612630861673,-0.132629823235582,0.0784628477891088,0.0338554544967016,-0.0174903303943938,-0.0568477341838716,0.29957727054762,-0.139645866931772,0.0751564229686953,-0.0984768634945537,-0.129767174638306,-0.0380479719731817,0.0108094545298886,-0.113933122213555,0.13006030051201,-0.144450036505274,-0.090243646723193,-0.0711630208765439,0.0530843950284518,-0.0361887831646702,0.0148770139645906,-0.17740450848579,-0.0128622115199395,0.111416443895501
stable,-0.0194159994887563,0.219576852455858,-0.454503007189545,0.281395609448794,0.278791931356432,0.247324621840172,-0.0619179447297885,0.401536755710639,-0.186299366742051,-0.169834202424638,0.244696146813597,-0.002554084223936,0.162667888437089,-0.0155724746857458,-0.0204326737914881,-0.236860315602299,0.0238546507128781,-0.208889373810067,0.317276773254963,0.150393406001669,-0.0518255925051093,0.0701753238227078,0.264781663526104,0.134672149710645,0.150889344685928,-0.329774428098301,0.230512300443778,0.114462648327074,-0.103700778878645,-0.0457255466887184
