group,ARID3A,ASCL2,BCL6,CDX2,CEBPB,CTCF,E2F4,EGR1,ELK3,ESRRA,ETV5,FOSL1,GATA1,GATA4,GLIS1,GMEB1,HIF1A,HINFP,HNF4A,HNF4G,HOXA6,HOXB13,JUN,JUNB,LHX2,MAFK,MEF2A,MYC,MYOD1,NFAT5,NFE2,PAX5,SETDB1,SIX5,SP4,SPI1,STAT1,STAT4,STAT5A,STAT5B,TBP,TFDP1,VEZF1,ZBTB33,ZBTB7A,ZBTB7B,ZFX,ZNF143,ZNF263
progressive,0.351851956336755,0.0150737908042162,0.0756813641931889,0.163156212383459,-0.237509833345188,-0.0709171090685403,0.221498812024648,0.107156689033081,0.515867296693512,0.213610455178918,0.0347556316470269,0.484938689654809,-0.399103994868107,0.0852098744424862,-0.0550622928340538,0.0801332091457294,0.0354585545342701,0.0310848121247566,-0.0563900360655133,-0.270703414131675,-0.0361614774215134,0.333810268897512,-0.040847630003135,0.139959757104432,0.444637777452863,-0.0327249655283242,0.26031577590908,0.0581863945551349,-0.0604513683029187,-0.366691439511891,-0.0486578843058377,-0.0688083404068106,0.0460023978429187,0.223763785772432,0.230011989214594,-0.257660289446161,-0.0531097292583782,0.220952094223459,0.24008721726508,0.159251085232108,-0.236885013000972,0.0094504077062702,0.100908485590919,0.199395792347999,-0.0947383846917834,-0.283199821015999,0.215797326383675,0.147145191062918,-0.408554402574377
progressive,0.117589760296691,0.216331837074498,0.156040075983699,0.0886804335733185,0.149857306873567,0.0932752072488478,-0.38973573199065,0.068244754619831,-0.142685294705815,-0.283248923380153,-0.0117667858432819,-0.145952400067169,-0.13676285271611,0.162001567041468,-0.400513274776311,0.38767914773928,-0.185470056947925,0.0797642296987077,-0.237027843148412,0.0452058044620776,0.154165720716628,0.253962122332161,-0.0631944084835551,0.124618592548209,0.230766975902152,0.254691038269356,0.0177803423251362,0.118045332757438,0.0808185545364354,0.200165522896006,-0.160491669742994,-0.313993556302534,0.0763929934891833,0.086688931102055,0.0151770711208703,-0.249224168740398,0.188320638916596,-0.248625416363416,0.0193683377597384,0.115142685364681,-0.108061787689078,-0.177425948926744,-0.0557100037712906,0.103336850453336,-0.0663703993527595,0.0371747127969173,0.105614712757068,-0.357611365330009,-0.0557360364833333
progressive,0.153139339303079,0.0955384172867504,-0.0175069058775482,0.0829671363328432,0.163871476498235,-0.0019172864374242,-0.203979524209277,-0.133403739110898,-0.0784992046437558,-0.0634139465800626,0.0672466589149427,0.0837684088792292,-0.252765362900379,-0.122449499957016,-0.0053176557971501,-0.0695079902015215,0.0801557829181097,0.170653997430496,-0.152807000351226,-0.0633958063153708,0.102198762761087,0.0757610324677789,-0.145691985422114,-0.181205739771216,0.094342245132074,0.0943800761114312,0.119262317468668,0.0239552273179877,-0.22857477727639,0.0617720975804585,-0.151211819895829,0.0738865384496275,-0.199224526707567,0.107398971972733,-0.116161727611349,0.0320684219401401,0.104901972290158,-0.140753259598526,-0.10980108411692,-0.0059634182111782,0.192634726707031,0.0022098563474533,0.0302570312359166,0.197613764229935,0.0320660962651796,-0.177751104662412,0.178466714847754,-0.102454276916746,0.0235690877520484
progressive,-0.120445292932884,-0.405681139286431,-0.486460822335776,-0.0035654480794193,-0.29024975771523,0.276767907164926,-0.0645123261869936,0.26317463636214,-0.0036768683319011,-0.181169330535495,-0.2235090264786,-0.276210805902517,-0.327129861286724,-0.544510773878822,-0.0797769007770076,0.370472339502165,-0.361001618041208,0.193536978560981,-0.395653316563064,-0.538271239739838,0.0688577160337859,0.0289692656452821,-0.62551329743313,-0.402449951964458,0.479775607186864,-0.277213588174853,0.331475251133516,0.506739308287473,-0.0516989971515804,-0.10395509556557,-0.237547978291313,-0.346851245976012,0.356656228194415,0.547519120695832,0.334595018203008,-0.424399741703383,-0.0325347137247014,-0.51197606015412,0.437658751748723,-0.427296668267911,0.0594984148253102,-0.197548107650328,-0.196545325377991,0.386739696364516,0.116434163843538,-0.451363442803992,0.358884633244053,0.0934815918322757,-0.166239016702927
progressive,-0.0452661351403689,0.232044965038871,-0.147114939206199,-0.410308383376314,-0.224313867700541,0.094565886283345,-0.255462346831785,-0.520112374558397,-0.271708855731175,-0.007619052449369,-0.42274536605102,0.0307002995753987,-0.0071708728935237,0.127058904082125,-0.0300280302416309,0.136582719643836,-0.0571428933702677,-0.278767683735737,-0.270140227285716,0.0627451378183331,0.004369750669491,0.422297186495174,-0.162240999215976,-0.125378230747705,-0.114285786740535,0.263081399281154,0.166498704996505,0.0205042146799196,-0.422073096717252,-0.0117647133409375,0.044930000473485,-0.237871299264859,0.218375488585592,0.0537815467014284,-0.135014091198378,-0.145322220982818,0.0608403747059909,0.180280226338746,-0.0135574315643184,0.0354061849117737,-0.0690196516001665,0.0429131924721814,0.118655537410026,0.0201680800130357,0.0295798506857856,0.359888183343725,0.0237535164597975,-0.10868354229247,-0.0007843142227291
stable,0.20582080475581,0.250127249916826,-0.0812993955545282,-0.179800528580244,-0.0488544098719635,0.132463187863792,0.135998872372291,0.0290796809572061,-0.0907733762319561,-0.391168742341917,0.18019452338408,-0.0010340336878455,0.0707958399781871,-0.253903033453589,-0.149366591820963,0.116151451686455,-0.214521793570156,0.363806235582912,0.117173730385297,0.27444683590176,0.145951024384004,0.0471526387628017,-0.264462526563808,-0.0738236278928521,-0.0407857583971074,0.184488337125886,0.227662114783281,0.107566391384349,-0.266550726047102,0.303445583084104,-0.021903462842891,-0.102343122822382,-0.149429014866015,-0.186579644249952,0.180646212214403,0.0384519201780878,0.189074674444615,-0.229074740185924,0.25121303257925,0.0841222142931235,-0.0453076459485418,0.0098858106369931,-0.0561270999649957,-0.211155813270717,0.250356809989431,-0.121251360421295,-0.104579273029339,-0.210985028143128,-0.2550548872611
stable,-0.159610217408193,0.201997100048146,0.21454852296543,-0.0510289010426446,-0.396766757800728,0.456407436901731,0.066184353610818,-0.135574183720924,-0.333241874472075,-0.0211934413199764,0.0069603192539565,0.398638299111108,0.0113754095265604,0.0190194965662665,0.135286900449761,-0.184452660277673,-0.166431095074392,-0.319176754319016,0.295204561358672,-0.157202749995468,0.0798933097084008,-0.180921260067242,-0.197156964935752,-0.0871392322143903,-0.0262788592252929,-0.361252833419992,-0.0865445054425099,0.226999144734938,-0.406080783855262,-0.0658668299953225,0.0382002749689752,0.428829922889253,-0.202076060947237,0.0187204531611967,-0.236412291918119,0.166061490865879,-0.0674208476902078,-0.230851428599124,0.0747608512674553,0.22716042657138,0.0174604388139924,0.379094636576405,0.392407108159401,0.202653987527822,0.418544845777807,0.0097189106647691,-0.298667080784789,-0.0858741778097972,0.0706397643425324
stable,-0.0141074524560144,0.0723475591925864,-0.0291608399538366,0.152281423297581,0.110406149655765,-0.021640421064241,0.0379770172920776,0.0699976243789414,-0.257515520162567,0.0943001545077722,0.0242727245470823,0.0281866680451092,0.0457296059763457,0.0003294301140623,-0.21067840151704,0.230659122292338,0.114693447283063,0.0979191796179719,0.0200387632239662,0.0752967430708592,0.151391961989612,0.102609636956289,-0.0438895034820829,-0.0739288237400859,-0.0328128080754424,0.0300283392542009,-0.0238868206991807,0.0538414303564247,-0.0674406192078857,0.121429508758224,-0.126391353761935,0.0137795910567809,-0.129106799130707,-0.0655597301280724,0.0325335768359039,-0.0166017090339154,-0.0672853164398278,0.0895798915877069,-0.0156385181289901,0.208187282368797,0.136790364362504,0.019635603512947,-0.0596911679532754,-0.249135445546751,0.235048386383512,-0.175142304498682,-0.220224031250705,0.166559865669942,-0.0061603431329666
stable,0.0217348693988362,0.0855202166015323,-0.0261433243832774,-0.101480191816271,0.0011525542298745,-0.09238618391083,-0.136199120048678,-0.187594148475618,0.0837011841054969,0.105607507852579,0.0622514946663692,0.127520470404391,0.0846482240324236,0.106545599825304,0.0703069625970826,0.175999620336417,0.0953144740841526,-0.142705148684133,-0.102578769677254,-0.0275097635829333,-0.0058092427824831,-0.178547478134339,-0.0795213349187168,0.0084416731797923,-0.0745249127501397,-0.0922078021141702,-0.0938383502846088,0.0026970865825063,0.094374072961956,-0.235992189532463,-0.133878713473681,-0.171505726821536,-0.0604367918255926,-0.111940638921369,0.372022164382367,0.0241106955611446,-0.135035597358815,-0.178799175426713,0.0412867266162196,-0.0212193517793631,-0.0670796375672236,-0.135562083438276,0.236671945408084,-0.101102068590342,0.209927664874895,0.201721813584861,0.023678884610007,-0.0572314037157111,-0.0558268635497783
stable,0.227230746609934,-0.0571465243887255,-0.0012567799671517,0.110744493576081,0.005076405357515,0.0209216900414092,0.125628711226271,-0.261681303356566,0.0991377609382676,-0.0886153090564281,-0.0383933958592645,0.236890702435885,0.148694320035174,-0.028413084355412,0.109980568498009,0.0690982554488944,0.0220306135418372,-0.0544358224987902,0.296821856947908,0.068777899770993,0.152785015614531,0.0437408714057731,0.0286102263110437,-0.0378266127368235,-0.0866438895001116,0.0095860275925891,0.266363424802817,0.119615881579506,-0.163036397307377,-0.0518236915866708,-0.174840271900822,0.0921885070022518,-0.179719535302706,-0.244924237127875,-0.0888370937565137,-0.0913013682019094,-0.192755547118849,0.147585396534746,-0.213307595993449,0.120601591357664,0.245836018672672,-0.238492480825392,-0.120034808235223,0.227107532887664,-0.0096845985704049,0.236644274991346,0.0391819636817911,-0.158354275861125,-0.121316230946829
