group,ASCL2,ATF1,BCL6,E2F2,E2F7,EGR1,ELK4,ETV6,FOSL1,FOXG1,GATA1,GATA4,GRHL2,HNF4G,HOXA1,JUN,JUNB,JUND,KLF10,KLF9,LHX2,MAFF,MAFK,MNT,MYC,NFE2,OTX2,PAX5,PPARG,RXRG,SETDB1,SIX5,SP4,SPI1,SRF,STAT4,TCF7L2,ZBTB33,ZFX
progressive,-0.0878329072424929,0.0824443853257756,-0.253876361161912,0.0886796749722628,-0.0703587004554238,0.281742717359793,-0.260034671923875,-0.0271735462371604,0.254954065545256,0.252875635663093,0.0275584406597831,-0.149262057093071,-0.0463412884837693,-0.220698461931838,0.125321624005941,-0.13124899811433,-0.0205533621680505,0.254338234469059,-0.460410708341236,-0.0287901028121756,0.383277866047653,-0.252259804586897,0.0223238765121148,-0.231398526880748,0.0143950514060878,-0.268117454798951,0.0928365347365876,0.0215540876668694,0.119779144320174,0.0805199132126622,-0.0202454466299524,0.310224904633871,0.138100118837013,0.107231586142675,0.048034823943309,0.166351369457517,0.334704189912672,0.247333155977327,0.159346290965785
progressive,0.0266231302611128,-0.0365839880081697,-0.012894356429109,0.107848449324155,-0.101277412276358,0.0974443073318104,0.0411341704083305,0.0629724383747183,0.0821640386412991,0.0490089846481503,0.109060962112737,-0.0144197757437761,0.188917315124155,-0.0528812029084591,-0.0176009920923126,-0.207404875707043,0.128030920256674,0.0383180116735605,-0.0974051940160497,0.152893951308555,0.173232875504116,0.0862318234804113,-0.119347764157799,-0.117040078527918,0.193402308664714,-0.0452410685632034,-0.148969581960565,-0.0475878675088451,-0.0325553164848181,0.103585097906239,-0.044093744634223,-0.173206799960276,-0.259647227791411,-0.0486569648063041,-0.0406126595315212,-0.141133881036506,0.144080417490479,-0.304223369986682,-0.122568093822097
progressive,0.0608151664911185,-0.162871753677168,0.0294371028794755,-0.187950188842612,0.0554081379627941,-0.0862397973142905,-0.177250004791911,-0.009618157783696,0.0955716436095991,0.0991202460640178,-0.160732756307272,-0.0726897628783642,-0.0638379983499561,-0.0465068836674959,0.042973795246585,-0.0980183618341226,0.002686875463225,0.152355488493702,-0.198750826260276,0.139403752760006,0.248553278495678,-0.237769861655207,0.146542147427807,-0.11249954856119,0.187453662200193,-0.146043914241702,-0.0636830131552127,0.11229685771341,-0.285829312226001,-0.137971342046226,-0.22810004213993,-0.0704008999447831,0.0656238187470451,0.0933646172027719,0.0521052002289722,-0.0746712152379872,0.0090949470036436,0.200090928474685,0.236897895401898
progressive,-0.64487897932795,0.493155702306623,-0.600837389481411,-0.690682232768351,-0.515837121077591,0.265680890749248,0.340551593488365,0.386795262827231,-0.539619579594722,0.55987871092413,-0.465409500703303,-0.676038404144377,-0.204352976887942,-0.573091187878092,0.667670502073535,-0.574412435573488,-0.637612117003271,0.602048533202191,0.123977075418008,-0.171431888477654,0.589826992019776,-0.638492948800202,-0.484897904210397,-0.654788337043422,0.592469487410569,-0.496458821545113,0.655779272814969,-0.462326589414045,-0.469593451738724,0.453628375419354,0.456601182733995,0.733732886843343,0.537307396127778,-0.455610246962448,0.529490013930018,-0.452307127723958,0.463317525185593,0.651154905881082,0.6277027592878
progressive,0.316306512897721,0.190315329251376,0.0407423159770253,0.0371995058920666,-0.184004698787544,-0.47252229508137,0.502414755173209,0.0114034199609609,-0.19330457526056,0.131637537219248,0.205040133666986,0.155772930923029,-0.450158306420068,-0.130973260328318,0.184115411602699,-0.0807096422479659,-0.192418872739321,0.113037784273214,0.105730738472987,0.517139559588818,0.0367566546314467,0.108941410112481,0.313649405334002,0.393916196321348,0.165294233026355,0.142930244365053,0.0555778332077899,-0.218547097115891,0.416390897797805,0.325938527816202,0.17880119647526,-0.135291060119361,-0.172490566011428,-0.0621098893019326,0.271689248390272,0.173819119793287,0.252757356998774,-0.0389709109345459,0.0464993823650832
stable,0.277670320485194,-0.1020936111199,-0.202717279204703,-0.113905045281669,0.188304864757997,-0.126777384275994,-0.150835776262165,-0.0781137296047154,0.12385560561219,-0.178241876351984,-0.0219614462223698,-0.250464753164642,-0.168013353820397,0.289311761234742,0.12571634431354,-0.198808917152479,-0.053324419997949,0.137854522569707,0.241262947601309,-0.119335915899479,-0.0760447557298888,-0.181870924904159,0.177359748375048,-0.0683609994454924,-0.0351497189192189,-0.176418298372702,-0.0148392897958389,-0.0688488183788164,-0.162630454316529,0.0348568924293261,-0.030262475882784,-0.0806033628533475,-0.0373792271133777,-0.0065920418349989,0.109894254766436,-0.139845526493141,0.0406566676698434,-0.111736210411904,-0.0784895258522429
stable,0.113853692137945,-0.20016988335073,0.264481512623317,-0.0160749785089442,-0.23302777539301,-0.132718570612992,-0.0291592244207533,-0.0596824371272732,0.329778895393225,-0.164901999736052,-0.0010945378391306,0.0268881420848202,-0.164046787448903,-0.122961451955298,0.20916049079998,-0.0148465522491248,-0.209848342561269,-0.0717357421997788,0.0573360425547027,0.179445629433369,-0.109810261833145,-0.0200179924982282,-0.237754036643324,-0.109567589070646,0.08522667418943,-0.0240999157239767,0.111234499908222,0.350894772941101,-0.0646095310086196,0.0082910404511514,-0.239454419586071,-0.0170373015326447,-0.200899575243484,0.215592155808817,0.0673826949221355,-0.305896548352868,0.134770410660047,0.173957877790388,-0.294003909385189
stable,0.0187369652855816,0.0675404421763295,0.0258359375095999,-0.0893822292352301,0.169509490491596,0.115412315963131,-0.145171946545821,-0.0485905390384173,-0.0089919271024563,0.133817348714198,-0.0702428740375239,-0.0484417956856865,-0.0129641574801217,0.0305346617363928,0.169390495809411,-0.0793616244196771,0.0654032350555123,0.0135199879034844,0.107607204243517,0.138423695490347,0.0973298214295656,-0.160537917742671,0.0439137348846585,-0.0616470739691824,0.137892916579024,-0.0110210995776058,-0.194202452764422,0.0717490961988617,-0.0512225135220024,0.0241418290079705,-0.363060603943006,-0.129380099644311,0.145464736092776,-0.0299522140814888,-0.008528474129737,0.164283118792484,-0.0269679527098569,-0.177236316236088,-0.0945083948861864
stable,0.17551191754243,0.0644821167572652,-0.168658304405087,-0.0500299638559969,0.071391059067646,-0.257288723465806,0.0176197480577107,0.258130764317982,0.191613283242126,0.295681694271634,0.0579258979250035,-0.0040361479040331,0.0741944038349196,-0.23495907955321,-0.112826846217804,0.0937302126818575,-0.10273734097605,0.240745300727355,-0.0601655767419495,0.163637758297414,-0.0930446496471799,-0.0197600072668535,-0.0292065990448136,-0.30860912501381,0.120450168840487,-0.0893952296088624,0.082717401865027,-0.133352240378354,0.0148993970499946,0.0157276056089115,-0.0894914793161269,-0.10063367970949,0.375714478553198,0.0972692625468747,-0.187498464170179,-0.242683838993129,-0.1152175275695,-0.217202737599561,0.0640167177236358
stable,0.235877487450957,-0.223586043608222,0.021700925902704,0.0102962395315894,-0.0316276831544517,0.184174600425105,-0.126264411097912,0.231024953509036,-0.247922609773797,-0.0242380375576172,-0.062910516181051,-0.0098282286437898,0.117766318661552,-0.115303103462608,-0.212797161036844,0.220162174481689,-0.309527621899408,0.0993661011254345,0.101410569740559,0.248833999397407,-0.0556932956481427,0.0401257755908113,-0.117101250557837,-0.032637601386019,0.0573190176794463,-0.0210112256469994,0.288984407140208,-0.185652529544472,0.198313455667048,-0.0370713887441197,-0.252898304475666,0.0682803253147508,-0.104834438867092,-0.0151487734735107,-0.215629858515631,-0.124170678178809,0.172129478102265,-0.225999994503188,-0.0537719877929657
