group,BARX2,BCL6,E2F2,EBF1,ELK1,ETV6,FOSL1,FOSL2,FOXA2,FOXH1,GATA1,GATA4,GMEB1,HOXA1,HOXA6,HSF1,IRF2,JUNB,JUND,LHX2,MAFF,MNT,MYC,OTX2,PAX5,PRDM14,RXRA,SIX5,SP4,SPI1,TFAP2C,ZBTB33,ZFX,ZKSCAN1,ZNF143
progressive,-0.103476241774717,0.169373463792491,-0.132712872216981,-0.238867862854209,0.0059697831793105,-0.136463120624497,0.102328206547926,0.0339053070312126,-0.106996883136874,-0.0345175924855009,-0.21935126399877,0.145570866757035,0.0107915311318306,0.21452951604625,0.0896232833714446,0.451943200946525,0.113196273361543,0.253868856484271,0.124676625629448,0.197232451962607,0.100108671776131,0.0012245709085765,-0.191262668783296,0.193635274918663,-0.283947379426182,0.284330057835112,-0.111818631089394,0.120237556085858,-0.081357429738553,-0.162026038341032,-0.0095669602232541,0.106614204727944,0.0777602526946095,-0.128656481082321,0.0180624209015038
progressive,-0.315194978849587,-0.120201258733078,0.223063221147479,0.0649681360225913,0.183230047411711,0.095474580097614,-0.10892242286427,-0.131212158455681,-0.0459446696420564,-0.188818429889695,-0.0397566205511379,0.035967237911957,0.265116437237515,0.128494520401319,0.233921014500823,-0.134184973792143,-0.0023348721312125,0.261518437559908,-0.0035086876288712,0.216428611812886,0.0499892295633371,-0.103359558114496,0.254934863681735,-0.046365712157521,-0.206668080772571,-0.0344744508116735,-0.185194912483879,-0.139913703775282,-0.0267170614358417,-0.0720365467367538,-0.144443100532552,-0.129081428150148,-0.0203503882474535,-0.212077839153086,-0.569861906385117
progressive,-0.0959524184077665,0.031520444336786,0.108244024412638,0.168573294580588,-0.345638428513469,0.103943482371135,-0.0076579558210204,-0.181743771757068,-0.051879424398019,-0.0563911626828036,-0.0905907515117949,0.0173457294073543,0.12433562738224,-0.0448464589865075,0.2458528481911,0.114422531740642,0.022068433623269,-0.114693225289829,0.213717854262357,0.0392058840745985,-0.0026038324185376,0.0159529550541653,0.209775677929194,-0.144989867622195,-0.120425003813886,-0.0492281476761922,0.0075737383441464,0.286412890948088,-2.73303753574728e-05,0.0322439315765861,-0.130383163866537,0.324462761561639,0.0641261963039895,0.169180627725119,-0.354494314607181
progressive,0.459666104306135,-0.506126979365035,-0.49437446487023,-0.118843183956807,0.1822188929615,0.553246873928316,-0.379814907691903,-0.294032535538237,-0.491189203932386,-0.266793062690466,-0.487454760074224,-0.469771070039986,0.478997343101327,0.469002213951541,0.318196584032228,0.274591460158982,0.0581035529696405,-0.568404322529092,0.512607337824787,0.458567738465499,-0.471308782216876,-0.468892377367477,0.479876035773836,0.526117237664609,-0.461203816483025,0.463510384748361,0.454284111687019,0.542592725274148,0.499207274569029,-0.491738386852704,-0.242519177612413,0.606627453783222,0.528423805929944,-0.482951460127617,0.289419399007567
progressive,-0.185758310290778,0.135979939559262,0.20110020282222,0.151873698728527,0.452861762996471,0.0248339987019756,-0.0045253064301377,-0.0780339425879857,0.0373061847167456,-0.128364179957323,-0.0430455977500911,0.0513235973174163,-0.0498887440590799,0.0496679974039513,-0.17792180403371,-0.0185427190308085,0.456283336150966,-0.144478685781716,-0.000331119982693,-0.0267103452705693,0.2194221751979,0.0178804790654225,0.270304279205059,-0.107945114357921,-0.0061809063436028,0.304961504060261,0.0707493029687395,0.136752552852212,-0.0415003711641904,-0.0558489037475541,0.119092820441919,0.175493590827294,-0.128253806629759,0.338956488950076,0.18862801680745
stable,0.0886068355510956,-0.0397484363358557,-0.0289298529993741,0.156200975530187,-0.0592727711568291,-0.180336696496603,0.0804754474242119,0.0069009348783946,-0.157905844605429,0.505236242229486,0.270300192500029,-0.250958335610724,0.0186039064872278,0.0113749936523543,0.0793327497155486,-0.147036215680133,0.0307168505416594,-0.0349193360648908,0.121531508292434,-0.099781666185893,-0.0110354935944632,0.158840474599055,0.0785546059364518,-0.0896048371024888,0.0082614806905034,-0.121904770787021,-0.15547012595805,-0.132227099895236,0.0559935275037347,0.0474766848912343,0.14396557565377,-0.221117298754319,-0.102188713557665,0.0060697358416322,-0.289442690239318
stable,0.121661422289662,0.0064102979310514,-0.14341301493316,0.0418807236338159,-0.302611471384745,-0.0169289538173966,0.0608829149671756,0.175250717506435,0.0205749350604972,0.333816099033081,-0.0551222646030767,0.212613738927209,-0.0453361194937544,0.19502353669345,0.322172160753979,-0.168099622477354,0.0420166192983315,-0.0660983254090109,-0.0345324141647668,0.0219057182142289,0.0881482256087624,0.157433470077083,0.0637218085441898,0.193830306468436,0.367219916276689,-0.190833972792288,-0.208918039758067,0.0532644714332968,-0.0937066897402894,0.052447440182002,0.0370630566003189,0.196699030801075,-0.140479657296666,0.0250644637821151,0.0071544095574842
stable,0.103601416636575,0.0954343544465113,0.0202286103130151,-0.106700823739377,-0.127811644809063,0.0304572761231652,0.0292949984596145,0.0382400242798994,-0.100329301607864,0.062062826564537,0.0093993565803341,-0.0819506888075151,0.0987266965296079,0.0374044913410417,0.14277499727274,0.175556828723006,0.222818119258952,-0.084843157584678,0.0924438622519405,0.223543181362318,-0.122165184780916,0.025156231946837,0.0884700240287699,-0.10724073049875,0.0881852893401089,0.0430462835874068,-0.0424223567559692,-0.0537728461208985,0.278243360130441,0.0240577473009645,-0.0314904118240991,-0.336791347013638,-0.213560352059318,-0.0089636969474101,0.172460533474725
stable,0.309910086680096,-0.137706671278588,-0.0804464497130219,0.492297638213071,-0.177044555845506,0.0078711882075399,0.490277892981358,-0.511627233490095,-0.0882829580322353,0.0557156767871217,0.0045089587037475,-0.245528163749749,-0.0394998195826577,-0.144589912584792,0.017846385177107,0.0320983862260867,-0.390648879253391,-0.0099992722639425,0.0658831895010451,-0.312372645361929,0.127429100076092,0.013731516113434,0.284601793299832,-0.156115959767046,0.224165352540588,-0.316736579078129,-0.076775253931411,-0.253301331115903,0.263912803722536,0.273488752060377,0.451021692448928,-0.243225533809124,-0.22375234659779,-0.111563194472014,0.177083248282896
stable,0.0551455813529174,-0.0853374233865067,0.133232112556257,-0.111042927447233,-0.190317731951493,0.132844104947793,0.0871077081001228,-4.85009510579748e-05,-0.009457685456305,0.0548545756465696,0.239303692520048,0.21122164185748,-0.209160351437517,-0.256521530145629,-0.0722179161253245,0.223346879621974,0.239691700128512,0.0618872135499759,0.0013095256785653,-0.110242661754777,0.170796099150658,0.0658885420122588,-0.0692593581107881,-0.128115262219641,-0.0695503638171359,0.2948130310059,0.0485494520090328,-0.266706729867804,-0.282275535157414,-0.12023385767272,-0.100081712508131,-0.009627438785008,-0.0545393194646927,0.151904978713577,-0.106920346607306
stable,0.0438336931616801,0.0579367691400984,-0.199236969289882,0.233108459460271,-0.0274261930037817,0.108648282160534,-0.0844695546158355,0.0216332251433656,-0.202753875114565,0.0909999382136853,0.148851620922541,0.0009004980639814,-0.0424935818696132,-0.0170172862484685,-0.0298582468301254,0.134245116892606,0.0772868417117944,0.0596243166930715,0.23272557051968,0.176072188384154,-0.242737407262529,0.202321352422417,0.0415150879103263,0.0172583644703218,0.0657859924222045,-0.0581140325385199,-0.11222900280865,0.100657248159691,0.112902603722652,0.25981850833443,0.0229024310760639,-0.177944089871486,-0.0463933766348872,-0.07966926178658,0.106223318870128
stable,0.0488785567773444,-0.0289762715004325,-0.0712799114535159,0.119413280246244,-0.123802602901059,0.15151912706209,-0.185215750583977,-0.0269714254347376,-0.0741302272295378,-0.0329040988733911,0.0065612454244794,-0.0780355763815278,0.0045853785609331,0.109998044578119,0.222430029732599,0.137416386435316,0.245935643749784,0.0931907470165205,0.151975132957092,0.0319607127829086,-0.188107601232894,-0.207203244169914,0.0784863457882566,-0.0037652284615184,-0.0850279841344855,0.202848300845779,-0.228518116787704,0.0231160460671508,0.000746645870556,0.0930361069722003,-0.17501691609964,0.195546702262504,-0.125115890357777,-0.0571884471281938,-0.336561225578982
stable,0.15893848845122,-0.211829213201329,-0.0831802539474681,0.0998543362893155,-0.364842877357091,0.190945926468672,-0.0920068452426043,-0.139871800572549,-0.0534519312612356,-0.0070263037415057,-0.0335717895004155,-0.210982092261908,0.0416221495674829,0.0616988269418455,0.307426255653012,0.196131808857581,0.0409462972817899,0.0188240406190296,0.209167915658247,-0.0818707276432128,-0.217850438615234,0.276626653871116,0.150711837449933,-0.0711546922044945,-0.126307932093228,-0.0984094528590892,-0.172701514796729,0.283012039065564,-0.123505966251444,-0.0973148401593759,0.126645336007793,-0.17145561145285,-0.144518143368378,0.0503249394262729,0.180117134166191
stable,0.0487588158450422,0.0417374593947452,-0.125958405800108,-0.0888452305161352,0.0726595566861589,0.0986808368616452,0.0439544795318963,-0.166482381295083,-0.228925843962791,0.0733138595951617,0.0225337029876235,-0.030779414414061,0.0646598033625864,-0.0306224632489731,0.456183657145102,-0.12655563555817,0.330593509057019,0.0658936705305504,0.180715338032147,-0.0451251585684612,0.0549668798944291,-0.167112903724527,0.158305293538229,0.0091480107651247,0.22448772703485,0.0252969947123533,0.250282752933392,0.0456809423478635,-0.302679982150927,0.275049782672721,0.287383698256449,0.0072611995727041,-0.063888636382609,0.224815218210488,-0.103970974400063
