group,ATF1,BCL6,E2F2,ELK4,ESRRA,FOXD2,FOXG1,GATA4,GLI2,HNF4A,HNF4G,HOXA1,HOXA4,HSF1,JUN,JUND,LHX2,MAFF,MITF,MNT,OTX2,PAX5,PGR,REST,SETDB1,SIX5,SP4,SPIB,TCF21,USF1,ZBTB33,ZFX
progressive,0.272997052128449,-0.0126210461196957,-0.173176050999947,-0.0401578740172137,0.166138861648359,0.0450533100878836,0.224425147364772,0.259381620556899,-0.494439043137657,0.102268719163838,-0.179754293219909,0.0432175215613824,0.123303796029997,0.453439766045796,0.18648551781708,0.110606258721697,0.327994216734881,0.0277663014633306,-0.207903050626261,-0.248290398209287,0.069530490441233,-0.240641279348866,-0.0381691031135041,0.119938183731412,0.313919838031705,0.317055976764478,0.130493967758794,-0.170728332964612,0.200177440577235,-0.473862913403122,0.323787201361649,0.0673887371603149
progressive,-0.0774302711063415,0.0030498544544129,0.115572754662798,0.199591740877407,-0.220503190195639,0.0195216422250823,0.0014284128457377,0.0722699688438115,-0.0743032051467535,0.0031399345437838,0.0696962520046444,0.11244568870321,0.475185340015417,-0.0444480898124154,-0.116589372814269,0.0259044599862166,0.189914565562139,-0.0071420642286886,-0.486007819324115,0.0929626522307148,-0.0243602298827164,-0.153444997951141,0.356588468066598,-0.505542330133393,0.0015056243509127,-0.12523706139387,-0.0552577005369171,-0.104891829780254,-0.456834738952156,-0.0247076816560039,-0.165644415768793,-0.0459794513317198
progressive,-0.135986798819399,0.0320316221093696,-0.268149176489744,-0.103784488446617,-0.011590582665319,0.0463686638909593,0.143866958469961,-0.192019044392805,-0.0888230828996745,-0.15006456435652,0.0394286799103176,0.100023554063411,0.302668058705423,-0.18616196545348,-0.154529027876118,0.250199104408403,0.308112937073782,-0.237451085401227,-0.16789801233028,-0.108911469578683,-0.131495921097951,0.0872895145022428,-0.197308449695892,0.0588594147508828,-0.133535529993972,0.0566522069717831,-0.111059747427926,-0.189378705490982,-0.137077427311549,0.232734605680943,0.124605985078709,0.274266458487637
progressive,0.517550050513988,-0.552619497789387,-0.506411641159222,0.59849651057733,-0.470239381076421,0.47851047713194,0.535195055432427,-0.687493504134711,-0.0747707083418887,-0.635109895783093,-0.46108603477498,0.470459943637901,0.402967799824869,0.197734336367266,-0.548097965279037,0.455020564334267,0.484465666291913,-0.766124057302508,-0.416422116075179,-0.466930942654213,0.457226189949071,-0.574234628814476,-0.0298862270806074,0.115905626058001,0.503544327859976,0.537069837205012,0.505749953474781,-0.456233658422409,-0.064735111794526,0.283092047660219,0.578645880044085,0.465828129846811
progressive,0.172240484465312,0.0650090544479971,0.0976252810782637,0.430377812350744,0.0231217770974835,0.0403234856627611,0.322922983520893,0.0691419324799144,-0.422670553318249,-0.467462015231732,-0.040100086850225,0.0888010279830888,-0.0688068342611103,-0.258919223729308,-0.0570783966029665,0.197484550281888,0.100306066828697,0.0415521791317095,0.220494627973104,0.163416231370137,-0.0457967565698948,-0.152357990149601,-0.184415719748528,-0.0694770306987185,-0.0504881316331524,0.0457967565698948,-0.0230100776912155,-0.0974018822657276,-0.313093435769306,0.13426268633418,0.348278748743737,0.0091593513139789
stable,0.12240973114982,0.165155505728426,-0.153227335136977,-0.175834377662109,-0.336893082975806,-0.310717981025894,-0.221465478900471,-0.24101758844015,0.059890685767156,-0.0473367216771674,0.173051487838744,0.26410249005752,0.154702371737753,0.108860743282415,-0.225944970413576,0.188857585919856,0.103047149948697,-0.142957941332475,-0.0659628614434626,-0.102998421782108,0.117050171257826,-0.0828008659474201,0.0938836970742884,0.166856414880406,-0.234492052363094,-0.12450988820816,-0.0368429360116051,-0.270103457998673,-0.118362735767241,-0.0905891615017412,-0.198473726154039,-0.0290083352382051
stable,-0.0585487491003629,0.0197415527366796,-0.132563299976938,-0.0194394797765529,-0.0710789357557852,0.103701146538089,-0.160312289524048,0.157653713692657,0.138070707537259,0.338428525670372,-0.377017094643025,0.309277650562453,0.0695401994616591,-0.127977131499434,0.0437705388135003,0.0591512261092345,0.0965799016714556,0.0607633945041649,-0.168953912659607,-0.0446183457955135,0.233716018834842,0.376471360621138,-0.241114302990874,-0.163111053911521,-0.330758208959088,0.0306378751492065,-0.22506271331961,0.244617347981515,0.191056975001697,-0.280949548765817,0.176076826437623,-0.195392806771914
stable,-0.0209488695525755,0.10861833622635,-0.175621330412345,-0.208256133751231,0.10271296114208,0.0409616162384239,0.176282857238166,0.0217118096889581,-0.0731439601917251,-0.0529751930280889,-0.0014478700338713,0.0230941511221585,0.281615402202303,-0.0099213421825298,0.0254235368555312,-0.0539081954852602,0.187194929454648,-0.139972211442598,0.0301431563086139,-0.117954601617175,-0.163490738264339,0.0299964970594933,0.451251787086706,0.174905196419299,-0.448622842035981,-0.163481377035672,0.0807483982791052,-0.126676146325517,0.165024419560994,0.12984336202461,-0.253188471149356,-0.26696039872369
stable,0.156740763733192,0.0351692076667615,-0.194534470579501,0.114479781484027,0.195954375736144,-0.165984788408471,0.22284644925888,0.0246304453739202,-0.0379108361030632,-0.0469952434578622,-0.213705773927796,0.0425064369416305,0.191385760559673,-0.148138653317973,0.0181656568129697,0.297323144582904,-0.0389362912626935,-0.0527426153211878,0.0867161284919078,-0.204054954750503,0.0862028267490694,-0.117088778261944,0.213181563087515,-0.237464926913845,-0.0530985963956395,-0.0268412600951725,0.487918856822503,-0.335269865874924,-0.007938090878762,0.0656664508128557,-0.228862529417114,0.0573258716547539
stable,0.014080583676221,-0.0681899078205934,-0.113252639343974,-0.0410014923628818,-0.142435196185883,0.0067363068710072,0.0429226773549741,0.175995136554078,-0.101239153444055,0.0150776543683195,-0.262934837145598,-0.111331454351882,-0.178913392238269,-0.0036721384026068,0.119235063496565,0.0473973360707334,-0.203524015174945,-0.113739015291339,0.0321251313234679,-0.119648483051826,-0.0261913447656131,0.139395346514851,-0.0258508816024575,0.0905632013993901,-0.0597999227285447,-0.174025313967249,-0.207852761106495,-0.133996573499098,0.0894445367204503,0.132172663696478,-0.132659039643843,-0.143237716499035
stable,-0.0450765461261615,0.040964474248574,-0.0898121951018493,-0.0706083222918382,-0.251468464666004,-0.0942509600819739,0.149064381068537,0.0410923106800016,-0.176925621095783,-0.184105767327632,-0.123873502053334,0.036866606418923,0.271304417609184,-0.0650900496685473,0.0083306741146978,0.198146468712763,0.196669247727377,-0.261432604293387,0.177706843732285,0.294556444081069,0.101317473930332,-0.0409928823444468,0.088697177338842,0.0774546733971824,-0.0048719884421847,0.198203284904508,0.197450470363879,-0.0810411955011231,-0.084954410707601,-0.0058591697737644,-0.0326053920380033,-0.0522993045018202
stable,-0.142145739228029,0.0321325364069094,-0.154690566206876,-0.135315747357351,-0.144765906852517,-0.062082612278694,0.0124220898809505,0.0372653143741824,-0.0945337904910163,-0.316145971975987,0.0415740387797619,0.103226780157393,0.300903212532563,0.0816504252515087,-0.116216493666695,0.230099265974954,0.206821652199894,-0.233029686951855,0.119870515734312,-0.151849194181216,0.0335910226994944,-0.0344444507727606,0.186808101910467,0.0437555440462177,-0.129196758971817,0.0198258101438171,0.147965444924771,-0.0166090473833747,-0.251605289225081,-0.0082337890319604,0.092009746776349,-0.0117159224434442
stable,-0.0539622814931685,-0.294459601828422,-0.346895344894903,0.0577912781853727,-0.270622335883715,-0.0788428297496542,0.228370024236474,-0.174440130121634,0.0261721782292476,-0.219761223612976,-0.0062175991642764,0.0630337462564647,0.267434000630723,-0.0329226141863669,0.237147270326272,0.310321931237834,0.0523400248132455,-0.268590349990302,-0.157894578081736,0.127699278812402,0.14935437294814,-0.0182106586874454,-0.111103812891087,-0.011682447238418,-0.198285681726229,0.263027006967252,-0.108218892727662,-0.0567227168361873,0.120111324799646,-0.345754567244657,-0.0486019704577195,0.0359231337440455
stable,-0.136579317952627,0.137807464601815,-0.222978514124481,-0.163957236704216,-0.220713159783224,-0.0810419945749507,-0.103605523907734,0.153885888640994,-0.131724694967856,0.0188518123913441,0.192571485203156,0.115210520951536,0.0034887275165171,-0.0873538909574532,-0.132167264193466,0.250432808458918,0.0960920759450706,0.110675038795094,0.0336413984699649,-0.049051536159225,-0.0563910932859401,0.0741750113671071,-0.117810018467752,-0.140148512601073,-0.111326958948689,0.047817252186415,-0.156220117391784,0.0139699124126994,-0.10536352616293,0.015890212781447,0.0541816567821254,-0.147338046261479
