group,AR,CTCF,E2F1,ETV7,FOSL2,GATA3,GATA4,GLIS1,GMEB2,GTF2I,HINFP,HNF1B,HNF4A,HSF2,IRF3,JUNB,MAF,MEIS1,MITF,MYB,MYC,NFAT5,NFIC,NFYA,NRF1,OTX2,PAX5,PBX1,POU2F1,RUNX3,STAT4,TBP,TP63,VDR,VEZF1,YY1,ZNF76
progressive,-0.259144658043508,0.133475794915068,-0.130671363108221,0.0622280679303072,-0.260357385311334,-0.570436588603522,-0.255430680785792,0.0058362499764112,0.53329681602636,-0.134764317637133,0.527839543321144,0.102475454131273,0.184334544709509,0.16303602206832,0.262024885304594,-0.102248067768556,-0.39148352114499,-0.198811476469179,0.0189488635597769,0.0304697726041212,0.278927271599915,-0.142268067606805,0.0397926134755314,-0.0303939771498821,0.0643503406490022,-0.10361238594486,0.396182839307814,-0.186153635611248,0.115739658623117,0.207300567343959,-0.257249771687531,0.170160794766796,-0.0322130680516206,-0.0561644315911786,-0.174556931112664,0.248609089904272,0.300149998786865
progressive,0.0523158234465422,-0.307228235551338,-0.507280280267639,-0.550295795606345,0.553832711685659,0.561746243345131,0.109720734776989,0.173716014917093,-0.314785531058937,0.513425353887454,0.255154143779281,-0.524824910747401,0.160624336335748,-0.283831154005085,-0.340510870312076,0.219581419470786,-0.505778999341887,0.524150606602784,-0.133944793104377,0.65170859441286,0.21939057867514,-0.590932162359326,0.509061461027006,-0.0190331886858043,-0.157392765529468,-0.549825054977084,0.569239925254181,0.734838844996446,0.522623880237612,-0.222265913329546,0.506555085244182,0.213309118653873,0.505537267667402,-0.347419307114477,0.356108924676244,0.126743733748651,0.061158113644827
progressive,-0.228055298408192,0.0950828628562144,-0.12106740826975,0.0449545622260545,-0.0233839315425832,-0.250938525828579,-0.0645400645461763,-0.149725693787102,0.13625262567075,0.0835868064742238,-0.0654447623904569,-0.145076167100469,0.0618619598399797,-0.014911702318497,-0.0862915582265321,-0.0069374971976016,0.189605678312254,0.139158378848469,0.212533394048132,-0.0777727732437219,0.059611892454945,-0.227416764737142,-0.361429353951135,0.114932155618448,-0.316996170279605,0.0024349121244416,-0.21796908516703,-0.306371426362283,-0.0389661746162529,-0.129340014363913,0.0771136417123155,0.377877396307519,-0.009481218093666,0.106223701862021,0.177934272115333,-0.121889867816548,-0.281196552976291
progressive,-0.0379982590828443,0.263250186844835,0.101949219614202,-0.104905856488083,0.188786739650788,-0.0755584978880765,-0.37658793367695,0.269053955523194,0.339465715149329,-0.311322912312756,0.209921218045569,0.261936126011999,-0.345488493966495,-0.0632939301149395,0.18046435437616,-0.0626368996985214,0.0198204175619447,-0.305081123356784,-0.67279914641209,0.290626454195587,0.0821288020522571,0.0627464047679244,0.0144546691611972,0.0124835779119431,0.0728208711530013,0.148050853832869,-0.316469650574697,-0.183201981111235,-0.000219010138806,-0.230398666023932,-0.132610639047044,0.220433704708258,-0.199189721244074,-0.141152034460479,-0.304533598009769,-0.130201527520178,0.212330329572435
progressive,-0.517183635776043,0.549192457659596,0.314388017678188,-0.215292212942804,0.0084406824829918,-0.284023484590023,-0.526172414524164,-0.533845762235975,-0.0731160417682536,-0.232283197161813,-0.139874166861007,-0.0783777659134952,-0.623295072705082,-0.284790819361204,-0.558619713419821,-0.322499842402102,-0.371499648504665,-0.193697220096708,0.0470266595480971,-0.0264182399792341,0.61167543188434,0.0676350791169602,-0.0340915876910448,0.511483434618698,-0.512579627148956,-0.206303434194683,0.17824090542006,0.260893822201565,-0.429707471861401,0.572979835566209,0.0903262644933148,0.537463197585828,0.277446329408471,-0.627789462079143,-0.173308039033896,0.522664598427336,-0.508304476280947
stable,-0.118960870036557,0.318545835803056,0.210913944350588,-0.19406616389089,-0.149571881284899,0.338018787596482,-0.153028010475329,-0.0706475386952175,0.0918001258420902,0.0733064173141379,0.279581279963528,0.111526348580777,-0.0437076904645815,0.215762464203259,0.216021464054698,0.142226357720457,-0.123078887736222,-0.257190582930118,-0.0686857214048631,-0.281940390235875,-0.0383503638049929,0.262064949475782,-0.16593963269895,-0.300005763104167,-0.0872192658153156,0.275256755180668,0.0059968324656124,0.0763712488895072,-0.0455675865171008,0.330883501565771,-0.188942390080876,-0.211046375344585,-0.157845754111085,0.190297209777013,-0.204278938382714,0.220033563605241,-0.0592139742657685
stable,0.0156353268106179,0.199434056851783,0.0275278658920365,0.17747834653545,0.0666944666777785,0.0011190457367354,0.255063320176923,0.071290959402013,-0.259499949224481,0.115291376308293,0.0100681154723374,0.123645489473996,-0.032775349876964,0.0669663997360426,-0.233529518120684,-0.245995588743169,-0.0464956087257459,0.0688386176402127,-0.164923279639352,-0.111378836427571,0.192762632489036,-0.216908639983751,-0.101234909314748,-0.270111930813346,-0.197481083069705,0.0926681939398568,0.16520180501418,0.0091765046570591,0.0109877436330125,-0.180415223564703,-0.130269119541654,0.205490747694939,0.102157833633705,-0.153241694687981,0.491565973067962,0.0740465477257563,-0.180782745213145
stable,-0.119782034138261,0.0052985796373383,-0.228141478733305,-0.0136289087948405,-0.0600640160821797,-0.0960385014324952,-0.0246729175382006,-0.0457260440679354,-0.155443104236236,0.0894164405563136,-0.0186171763011488,0.0424584573281888,0.0208110830675314,-0.0258893410918384,-0.0339186674822414,-0.0289350546578985,-0.040953443492693,0.152592887312725,-0.0693718284524265,-0.120982942085347,0.141213741467852,-0.0665138537256396,-0.0470433190641581,-0.0323128022041608,-0.117819309909496,-0.0199546215858884,0.15832124925154,0.0089447471769416,0.144489086010875,0.150467249215169,0.121878192583369,0.0054196013684401,0.0556032791986225,-0.117380218244088,-0.124644625231502,0.167962647162644,-0.10423694793431
stable,0.0378491678759134,0.0184906451609998,0.0770075747196718,-0.175042338043279,-0.347658044768049,-0.244737187913115,-0.152900326463017,0.187059587304609,-0.0285543134679122,-0.20531984523337,-0.10726509788714,-0.0418174237967691,-0.0114074510852913,0.278160751236143,-0.274676108662764,-0.162600000072153,-0.0607091768404166,0.145612153412404,0.125923323352135,-0.132147775427129,0.0649731962960928,-0.404427514291357,-0.0550713985724268,0.210161688428889,0.0503060656349504,0.0416758227221831,-0.161133172811624,-0.138201792337753,0.0750862536874877,-0.116863994925048,-0.118964886674802,-0.0353457408133247,0.252624881642418,0.187195764144483,0.503794069979769,-0.0669427644686095,0.147120947120441
stable,-0.260032342843835,0.0589888185154995,0.061420602462465,-0.103651781105806,-0.0315650371729877,-0.0744703737422204,0.0443740377649248,-0.130521789866336,-0.0738202928851109,-0.137046675506214,0.141549087368417,0.0249438432579827,-0.0321428868237518,-0.0036597144548391,-0.0750723004617663,-0.0786838607790418,-0.0429053365692327,-0.0065730397774413,-0.0091011319995342,0.09898082976213,0.0292777156387132,0.0976084368415654,-0.0351043662839177,0.0543900983781688,-0.0228732153427447,0.176171912276698,0.100377299751477,0.0748074527051661,-0.0002166936190365,0.180505784657429,0.0772392366521316,0.07394067822902,0.0694141892980348,-0.0618780667693199,0.165939158044417,-0.0809711823133163,0.0473595942938725
