group,AHR,ARNT,ASCL2,ATF3,BACH1,BCL6,CDX2,E2F6,EGR2,ELK3,ELK4,ETV1,ETV7,FOXA1,FOXA2,FOXG1,FOXP1,GATA4,GMEB1,HIF1A,HNF4G,HOXA4,HSF1,HSF2,IRF4,JUN,JUNB,KLF9,LHX2,MAF,MAFF,MAFK,MXI1,MYC,NFYA,NRF1,PAX5,RUNX3,SETDB1,SIX5,STAT4,STAT5A,STAT5B,TCF21,VDR,XBP1,ZBTB33,ZEB1,ZNF143,ZNF263
progressive,0.287383943955782,-0.231891251433576,0.0329390982149966,0.0519275195389358,-0.0227861055887271,0.135864092166798,0.0949421066196961,-0.115635610674765,-0.0791313394764978,0.249639612589421,-0.14803218256622,-0.365352727024692,-0.305054801351122,0.202904845004379,-0.0476648127111127,0.252662259249151,0.271960695615113,0.0215460454206331,-0.0620030084046995,-0.264985357169585,-0.0547951586776532,-0.015423248340669,0.497109119884678,-0.123696001767376,-0.440376367194378,0.0601429181525585,-0.0523925421019711,-0.342876636477988,0.21360036395419,0.514779977280018,0.0099204813447519,-0.0923069787624964,0.0131756392859986,-0.156325084940349,0.0491373841607244,-0.250957176518021,-0.222358288891354,-0.0649481513039227,0.0680483017241577,0.0368142862402903,0.181591310865264,-0.0337916395805612,-0.0268163011350325,0.348534410994917,0.0477423164716186,0.122533445359787,0.549501661986649,-0.402864547109535,0.0192984363659627,-0.461457390051976
progressive,-0.039622919284568,-0.0392174024480472,0.152932172121454,-0.227010941322018,-0.209181281703376,0.0703375493539525,0.0637838740282448,0.0496169471265653,0.0940668248845588,-0.28086619344964,0.161905867278012,0.136920797673019,-0.021126119063908,-0.0973894467063746,-0.0581589630700526,0.0816920207765359,-0.0344035251628966,-0.0358686182496816,0.327395980143337,-0.224656327432542,0.172737091169601,0.0725482701724048,-0.13773183134606,0.0183267447730867,-0.0141538457134046,-0.145659031440629,0.152749035485606,0.220090992724614,0.136319063012375,0.0322582102858186,-0.0046569030258521,0.0626196482717818,-0.143461391810451,0.293424134193511,-0.449312654865085,-0.466121981798287,-0.0966438189747073,0.199187253861379,-0.0445937708290169,-0.0605920640891776,-0.206722018307702,-0.0314733389893267,0.135547272904158,-0.134867051113865,0.0740264444474646,-0.0139837902658314,-0.0474716322494874,0.185779035879642,-0.305341096711914,-0.10122223487091
progressive,0.0664515871921349,0.186709849017677,0.111220800674737,0.166637409700668,-0.0313809034565052,-0.177587621369112,-0.13202264076468,-0.13236988459966,-0.0573177218425791,0.141435181873106,-0.202734412850737,0.174645091579983,-0.0659390565498339,-0.120087942498874,0.0290506897323644,0.128895559055102,0.0426885026317391,-0.106253153646912,0.0396183512972804,0.202412174346265,-0.130817588280288,0.175290197653845,-0.215249816669381,-0.0583472652147251,0.06636068731142,-0.175107768827497,-0.208318936664211,0.0021557268423877,0.302219378407011,-0.214680748817535,-0.207039104087639,0.0826923920909099,0.116664728478939,-0.026303563233526,-0.224484175139658,0.138837301026168,0.119156926419579,0.1643224508008,-0.191307841772803,-0.0844903382609334,-0.203701836062187,-0.180543518787759,0.0722750770415018,-0.173850503954875,-0.182624544171081,-0.0541364619169005,0.0176146826806534,0.0372290841039209,0.0082225075489621,0.14207556996008
progressive,0.539241842280414,-0.43763592864876,-0.467630702716492,-0.446822519968397,0.17000728032486,-0.548207069953795,-0.0102934095509192,-0.416385018608152,0.0976213679990405,-0.0236859101494271,0.192586372243005,-0.408526609166053,0.431437746553583,-0.0429445473737276,-0.232763874038528,0.444166156213321,0.402328427070875,-0.419373427832613,0.410186836512975,-0.488770930933971,-0.667522075285956,0.392367062989341,0.15429046144066,0.499507067777403,-0.313672286745216,-0.611517072783105,-0.457558656811829,-0.0035418183401012,0.665419120646521,0.0519097750471088,-0.286887285548201,-0.328614332867518,0.422251155233945,0.515887977600371,-0.191036826719211,-0.285337740024406,-0.450142974662242,-0.3568381977652,0.296184558690966,0.518544341355447,-0.557061615804048,0.540791387804208,-0.409412063751078,-0.0532379569246468,-0.0346434106391153,-0.426014337220302,0.475378430335464,0.140897960842153,0.0971786407065278,-0.0262315920813748
progressive,-0.122445358541907,-0.289312754136226,0.198646237485661,-0.0899831006959129,0.472012619346662,0.404012731858738,-0.368361199557699,0.230425079377002,-0.0613935332596165,-0.407771519609327,0.462900406617962,0.278719806839112,-0.212997972533363,-0.534545179197366,-0.444334273183236,-0.0145795403659201,-0.278150293543569,-0.126318048951604,0.195456963030616,0.295121789750773,0.0736950204433616,0.201038193326945,-0.268582470178434,-0.276327850997829,0.273138576542784,-0.158438598820272,-0.281339567998614,0.504474877192656,-0.202746733213576,-0.0956782336513504,0.417681050951788,0.628287067643868,0.393305881902515,0.325647702391918,-0.0659496396239665,-0.397064669653104,-0.0056951329554375,0.284073231817224,0.0289312754136226,-0.153199076501269,0.055242789667744,-0.137594412203371,0.152971271183052,-0.464495043845485,-0.421667644020594,-0.100917755970353,0.134177332430108,0.334987720438835,0.406518590359131,0.259470257449734
stable,0.0355288185280248,0.247152340637746,0.164183465372303,0.0007259490860317,-0.0774873537903378,-0.0407864414420736,-0.117806169455446,0.320412610770458,-0.148586438242991,-0.245358948965425,-0.172655395857528,0.0746484136714612,0.0687222621510611,-0.189524899372276,-0.115632453167111,-0.312077828481304,0.0763794277003887,-0.243367821540535,0.0665782888450075,-0.173231253042237,0.194432216050577,0.22848696686882,-0.0457587520446167,0.138026027145505,0.116305388141208,-0.197869871386841,0.133669781833346,-0.110360371858898,0.0305515507617682,-0.0761211043913227,-0.16088763999784,0.271580554922513,0.0288256315955462,-0.0764026988300433,-0.120266988142182,-0.259965507244997,-0.125573218800421,0.216435964182506,-0.102915675854288,-0.126015507962851,-0.154428593378247,0.112646588223729,0.173084190518739,-0.0402294490192741,0.110399891469614,-0.0064761212946055,-0.155074814747888,0.132692118989866,-0.367767294132811,-0.0656530893174947
stable,-0.0458778423785769,-0.175785183270957,0.254178950684243,0.0092914782649359,0.274192934230591,0.193899062061461,0.0305444388837439,-0.0840651892113636,-0.406935136243496,-0.318077196216856,-0.29283877437045,0.187474736500558,0.0168409105775105,0.26041122630113,-0.179702662217486,-0.13944865404024,0.056800895389139,-0.0054385824854206,-0.0372644873672919,-0.0665189624677751,-0.151676966847303,0.438630175234312,-0.0307823768674811,-0.0638081690101982,0.216895768189657,-0.19157576760597,-0.185246617238562,0.301407940899041,-0.0037067338752195,-0.150036894316543,0.0866417176638317,-0.287231935739387,0.0052448329843775,0.212026537308179,-0.109704706516069,-0.002804269094045,0.329562802603254,0.0951598974816218,-0.189549895630151,0.0995872435361596,-0.237247963584317,0.0136219495689521,0.0613998967033729,-0.079520573721984,-0.298760031051452,-0.0884381494410472,0.152037272936962,0.0707253661088427,-0.0556825868655744,0.110338641287026
stable,0.0513379787174335,-0.114737136416957,-0.104080973403361,0.0707154243168912,-0.0606384524839658,0.0431847490203058,0.0097078170144762,-0.0607832502791334,0.112886588771024,-0.339716312862427,-0.17196249801483,0.140498414480286,-0.228702548321207,0.136927796322527,0.0223593254691723,0.0698100403009534,-0.101762617496118,0.0644938926783726,0.110184757384271,0.147509173661696,-0.0021544638973284,0.124767963897576,0.0382170708168645,0.0224468406200978,0.0567798299204344,-0.105283908932446,0.0573049208259872,0.0456574498300904,0.0825490639065749,0.0516753098446371,-0.0291059480132437,0.0062453994069528,-0.0876647222743082,0.11416749234366,-0.0337633452270401,0.0370157264723424,-0.0059701244776782,0.0423827920009161,-0.2827885027777,0.0023629090749872,0.237302900880336,-0.0112067128721449,0.0451419060319114,0.0292507458084112,-0.242571312966048,0.106634824625822,-0.205280311564431,0.0468349264061783,-0.0743910606557603,-0.0926276269240626
stable,-0.0147707198798267,-0.0998757887173654,0.114845048437372,-0.0196176688984999,0.0893985660893382,-0.110359160809469,-0.0939087587419242,-0.215389371749326,0.102142305476943,0.234144358687398,-0.0735013229570443,-0.104899900867763,-0.0977064920565189,-0.083832422605352,-0.156392584727089,0.109577593208524,0.0732685218170102,0.0282922200572816,0.0480955442045634,0.0958891790061392,-0.21938447357761,0.152979632164701,-0.211145948705006,0.318335500030538,-0.282844600192805,0.0298615047232476,0.0653316135157706,0.325395084790215,-0.130031003558166,-0.128662894216984,-0.0850239544780551,-0.0526865583850104,-0.039380875113474,0.12040592095215,0.118694905780805,-0.0248947875708965,-0.134556716286754,-0.031750561521185,-0.0513155207276017,-0.0904313832225463,-0.0869797768859646,-0.0010500941989464,-0.0520244660861208,-0.0588784830466732,0.187552212033696,-0.0799500609518015,-0.0943272151307403,0.0552160379417587,-0.0479324369907282,0.128644152993132
stable,0.199935011647881,-0.129610475913174,-0.0231190360863307,0.123855522724301,0.100786098303392,0.103613963232407,0.0312801550481362,0.105201536525889,-0.140401013142309,0.0283530667882789,0.0882591527845113,-0.104209303217463,-0.0992977483407528,-0.0572270560634816,-0.166075049997837,0.142137421432054,-0.0676951174673781,0.0421203039426926,0.155830241088336,-0.0675214766384035,0.138962274845091,0.204524090699352,0.364769770010185,-0.0093766047646276,-0.0802964804843909,0.148363685442429,-0.145535820513414,0.312578297986966,-0.07950269383765,-0.0038697099028622,0.0621138051074807,-0.0490907429343867,-0.0970652233967939,0.0472551113137982,-0.003596845743045,0.038920351523018,-0.0969163884005299,0.400316528284554,-0.440204307283287,-0.028204231792015,-0.216852589556548,-0.060005309327075,0.207029479803128,0.087415754472349,0.271351004021857,-0.123185765241114,-0.135092564942228,-0.101654302448265,-0.0305111742341059,-0.0204400061535799
