group,ARNT,BACH1,BCL6,BHLHE40,CEBPA,CEBPB,E2F2,E2F8,ELF1,ELK1,ELK3,ELK4,ESR1,ESR2,ETS2,ETV5,ETV6,FOSL1,FOXA1,FOXG1,FOXH1,FOXM1,FOXP2,FOXP3,GATA3,GATA4,GLI2,HINFP,HNF4A,JUNB,KLF1,KLF10,KLF4,KLF9,KMT2A,MAFK,MEIS1,MITF,MYBL2,NR2F2,PAX5,PBX3,POU2F1,PPARG,REST,SP1,STAT4,STAT5B,TCF21,VDR,YY1,ZBTB7A,ZBTB7B,ZNF143,ZNF76
progressive,-0.110008498511474,-0.0439573707441244,-0.0968903302789339,-0.0926710364029708,0.0284610550542237,-0.0911367477208024,0.0411189366821129,-0.093438180744055,-0.397841055286264,-0.0293049138294163,0.35334668350338,-0.0121208805891303,0.0158031734263344,-0.116605939844798,0.225847294015187,-0.0792460104339974,0.0764842908060943,0.263437366728313,0.0566152523720136,0.399758916138974,0.172530762309836,0.0983479045269939,0.358486550588645,-0.0049097237829388,-0.0642866957828556,-0.239272319984161,-0.0873777404494899,0.15726458992226,0.133022828744,-0.0855365940308878,-0.390936756216506,-0.233672166294246,-0.0068275846356493,-0.121515663627737,-0.407813931720358,0.0692731339999029,0.321740336650712,-0.121975950232387,0.0087454454883598,0.0766377196743111,-0.139927127813757,-0.0191018940929965,-0.136244834976553,-0.0875311693177067,0.130030965813771,0.134403688557951,0.259755073891109,0.0620619771937114,-0.151741150666454,0.0341379231782467,-0.0636729803099882,-0.201989105007469,-0.137779123658721,0.0994219066045117,-0.0154963156899007
progressive,-0.18698872077543,0.0078329295201903,-0.0238711737344819,-0.0222917469623779,0.0550488013984528,0.354369436014253,0.409495282621101,-0.180555445874421,-0.355448068931787,0.107426702239201,-0.0825796225317121,-0.0555367543849564,0.215495447881697,0.216741012084088,-0.270171864106239,0.229016881955075,0.139105123757742,0.10487136949409,-0.346241166528547,-0.0496941594149784,0.115182586550996,-0.137949445631812,-0.190198937791902,-0.132813098405458,0.105153868591539,0.0445449713205581,0.0332321665545127,0.313869338134449,-0.0501307489292185,0.222570766186,0.169859002775538,-0.111792597381602,0.372629150403942,0.255314979754009,-0.422785581069293,-0.230853126088496,0.239251053803586,-0.438939393096177,-0.153910644637708,0.298999612914153,0.0448788338902712,0.0833885972198629,0.174391829202796,-0.118598257456522,-0.430669874061747,-0.0668880817551996,-0.202667420683877,0.40940539654464,-0.435472358718388,-0.208818196487436,-0.0487824577823005,0.322845104912503,-0.127253002532929,-0.426599318884861,-0.0143304087615286
progressive,0.0755051171676595,0.097283560179411,0.0974144225624877,-0.147949758105305,-0.201680458796076,0.133185538826465,-0.0942350086872628,0.099742224313998,0.080413618033478,-0.233110041276417,0.0238048741153715,-0.0566031687159872,0.0482313058336761,0.0648203197394893,0.0076846417877514,0.147133378161649,0.0234538686819474,0.10240724836036,0.0143303601472542,0.138090400324234,0.0197819786195225,-0.0065818358352196,0.0279772160013614,0.0647341364067293,-0.035287467480133,-0.121222703745821,-0.241067867968012,0.0726993967011495,-0.0477753781937023,-0.118781926718033,-0.211717603578061,-0.174141128461164,0.0113617973188445,0.0255860737591075,0.0298813023918091,-0.0257120578403299,-0.057332281259804,0.0470647722235869,-0.113195961361364,0.136701942696453,-0.132715828047919,0.200772165450816,0.0242247952416585,-0.201623932441256,-0.0046482473335576,-0.230169354458604,0.0600021836080202,0.0478386412510832,0.023674940932648,-0.121696828226045,-0.115253752976904,0.0172667106967526,-0.184748879693381,-0.0851125067862855,-0.235791248895598
progressive,-0.238212825680061,0.157740001041971,-0.453654494937805,-0.137400715693882,0.112529306980187,-0.229811816514546,-0.263084234393756,0.0809149830152226,0.0056375193084376,-0.0905319277178515,-0.0791463495066931,0.150997085790702,-0.0290719132964529,-0.354942637243005,0.113745242517301,-0.243297647017083,0.194660225532523,-0.355495335214421,0.103796679031822,0.195765621475354,0.0065218360627023,0.331950401632122,0.257888873462451,0.0296246112678684,0.129884023282632,-0.443153233480912,-0.177416048824361,-0.0339356554449089,-0.26927445167361,-0.451775321834993,0.11551387602583,0.278780856781955,-0.221189728160465,0.0174652558967284,0.0861103439465278,-0.309289784804088,-0.0380256204333833,-0.029182452890736,0.0688661672383657,-0.049853357021674,-0.150886546196419,-0.147017660396511,0.284749994873242,-0.338914396071957,0.2660688034394,-0.194107527561108,-0.493006590502586,-0.306747374135577,-0.0558224951129609,-0.0299562300507176,0.360911775334292,-0.0412312686675929,-0.425356358801334,-0.105233693757503,-0.386446421613686
progressive,-0.358941560929363,0.251756854445372,0.13638673177994,-0.0079641887170767,0.241027322423754,-0.549750248942661,0.0973400843198274,0.499531614532205,-0.173442332060783,0.369118024290073,-0.413805972091448,0.656824341694472,-0.472763091344253,0.200874537641826,0.3996474143722,-0.384272105598955,0.106078569162176,-0.226868764704507,-0.453737529409014,0.13981575747757,-0.175875834168779,0.386594993974769,-0.0102870770928908,0.423871821719976,-0.365910226056806,-0.0304187763499461,-0.391793839387305,-0.350977372212287,-0.537250897206138,-0.340026612726306,-0.453184460748105,0.363034269020084,-0.0318567548683071,0.515791833162904,-0.0699078787387851,0.530724687007422,-0.346552822925022,0.138377778959209,-0.383387195741502,0.256402631197,-0.19711367074765,0.361375063037359,-0.51623428809163,0.452742005819379,0.0185831070065125,0.3791838739186,0.252641764302825,-0.0559705484839007,-0.408164671750185,-0.367680045771712,0.318125093754345,0.369892320415344,0.112826006825254,0.312262565948719,-0.544772630994488
stable,0.231516372493723,0.118725563890603,-0.100887740164894,-0.0865961335315527,-0.0971884237445532,0.137220798286953,-0.033388995780905,-0.142396391149728,-0.118249689130858,0.0101011863827801,-0.140862298147698,-0.261408207657067,-0.220457371917371,0.0435727965017545,0.11192450360294,0.174915712667073,-0.0607652041344543,0.172348603512837,-0.0532261403961091,-0.256477762397796,0.362743251228246,0.14273682152161,-0.0536350341998656,-0.178183224292675,0.0325174347298525,-0.190841816351159,0.137205703987012,0.337041971085997,0.069349682914243,-0.0613519950446573,-0.0209856591160653,0.159909956967778,0.144183987528445,-0.12176612193495,-0.103922233535158,0.174417870310094,-0.339529969936079,-0.131943857981716,0.04908747203106,0.106704706004623,-0.0373474759404094,0.16625212358313,0.109085966590837,-0.138929958214191,0.273288499874847,0.140462973051939,-0.0132740890926811,-0.004528424752809,-0.0365670197711431,0.153335985031905,0.181700196178908,0.217850774996324,-0.0967087754098237,-0.176156410214002,-0.0200440173867157
stable,-0.200150502860839,0.398608662154911,0.183208708436534,0.105395952900687,-0.370134230604023,-0.132092923013108,-0.119447077642902,-0.285283395362995,-0.119961122828863,-0.0714339220918812,-0.156513407301989,-0.0299614908388461,-0.0636231056298825,0.0406613080050583,0.0585727785756074,0.0971428573014169,0.0650584266036686,0.318879920016848,0.0602834808990152,-0.0690072282594568,0.143852541130895,-0.0068361333821253,0.0437405721871924,-0.331507406630412,0.133287911172679,0.0271809736966047,0.317913581826357,-0.0384148637832955,0.210177721942823,-0.0430396014790643,-0.0364705045571783,0.0019994354960415,0.286708702469522,0.261390308083086,-0.120163069151918,-0.272342140908649,0.245154491300538,-0.0397266803942209,-0.10948995563173,0.288532895288531,0.376456318800187,0.0478095402500883,0.0822305399749302,-0.163317830104461,-0.0303770663300934,-0.153766269717278,-0.261325217945903,0.0928602600703296,0.0085785462851865,-0.0377439346769443,0.082664474222819,0.197633684223084,-0.02433536641718,-0.0710951195829526,-0.058702958849974
stable,-0.144312428268333,-0.257118135004782,0.0844790794899211,-0.0496435880048127,0.241954781889223,-0.0373316776982693,-0.183137122673408,0.0439313123446012,-0.151137423927013,-0.122014208102116,-0.311217298024559,-0.10148914090111,0.0699088640388065,0.0365648242534738,0.0475386535492005,0.0845714149047026,0.0373285476842089,0.0290371404382363,0.160710571930715,0.194367613122087,0.141127638961886,0.0961759420335978,-0.0431096836537489,0.0401752954721335,0.0230932437375561,-0.0143292043684646,-0.0563699882205904,-0.0464634937194566,-0.00650416921749,0.0365163090355378,0.130839282745385,0.0406807927428864,0.175980345524327,-0.0393614918164321,-0.147217081316375,0.0850596970981234,-0.0980868156174658,-0.0306913528691523,-0.124638724891753,-0.0715380363572394,-0.0075448988925696,-0.0915904714351267,-0.0157956159557572,0.122081503404414,0.152837021561804,0.104817910854334,0.0116076571429556,0.0961493369140845,0.0390344053471214,-0.175972520489176,0.159359970863657,0.172786166175699,-0.0521256891547018,0.0388904247003434,-0.0927125814757765
stable,-0.225340793070773,0.0451794988889642,-0.0827880894897922,-0.146525644840675,-0.189074564138045,-0.0170230237026461,-0.144175287927275,-0.150062844155758,-0.0497575252944806,-0.0643760483391211,0.216059748849323,-0.162079011475672,-0.136582491742383,0.125324624845577,0.212217270974235,0.14469541347385,0.141562564251454,0.230551840490339,-0.135739807717311,-0.0138783665359479,0.113359145286569,0.136884314318691,0.307905971612033,0.0009454995400924,-0.0804472365315614,-0.119900170432649,-0.137056825504958,-0.0020707102324901,0.107653604199523,-0.0024128526186094,-0.0989626691945362,0.0434900988578395,-0.0289398314912379,0.187007309889253,-0.0847104804219023,-0.0031040493582445,0.0081134977287498,0.201747080361971,0.0247048114677655,0.0742284818653362,-0.004216300111774,-0.0742808976180919,0.0651308927785309,-0.0657374179175607,-0.249123144889768,-0.154732742127917,0.0031679850566608,-0.122581725783792,-0.0248335468605225,0.164612535525076,0.0231539387832093,0.041972634015699,-0.0178225079314906,0.124354357422314,0.193405775707783
stable,-0.0692190143440544,0.166155016391494,0.0980623107350328,-0.0559971297505668,0.0477212093939024,0.151292638709555,-0.0285005067904065,0.0838855122542378,-0.246269843039441,-0.186330632882297,0.0243135766691355,0.0367274572041321,-0.139686762233049,0.111382135214398,0.0962993927892345,0.117821682710856,-0.0276925027319156,0.0059498480670694,-0.113438872817829,0.0888069915195915,-0.0083738602425421,-0.236328944622856,-0.210130025150575,0.0421386358988743,0.0066109422967437,0.304739954908419,-0.137605539658148,0.179915570357309,-0.0193431274608429,-0.0825143538519502,0.121347518602453,-0.0219140494651322,-0.0495086123111701,0.178838231612654,-0.066231847824785,0.242866432005191,0.0455665319045933,0.258536813745621,-0.285592707219332,0.19595322666978,-0.0730141849218147,0.055948159807628,-0.085526005342689,0.0900802100360014,-0.0927001019832295,0.054381121633585,0.102885850114509,-0.024925700955871,0.104550828174429,0.146199764643915,-0.0335444109131074,0.104281493488266,-0.0573927731243238,0.0307286391941239,-0.218528370364586
