group,AHR,AR,ARID3A,ARNT,ASCL2,ATF3,BATF,BCL6,BHLHE40,CTCFL,DUX4,E2F3,E2F6,EGR1,EPAS1,ETS2,ETV1,ETV6,ETV7,FOXA2,FOXD2,FOXG1,FOXP2,GATA1,GATA3,GATA4,HIF1A,HNF4A,HNF4G,HOXA4,HSF2,IRF2,JUN,JUNB,KLF4,KLF9,KMT2A,LHX2,MEF2A,MEIS1,MXI1,MYOD1,NFATC1,NFE2,NFIC,NKX2-1,NR2C2,PAX5,POU2F1,RUNX1,RUNX2,RUNX3,RXRA,SMAD3,SP1,SP4,SPI1,STAT5A,TCF12,TEAD4,TFAP2C,TFDP1,TP63,ZBTB33,ZNF143,ZNF76
progressive,-0.139288514255928,-0.277891628496381,-0.206610026887005,0.155128870169123,-0.297082828929675,0.0271113783898908,-0.0322899562845891,-0.259690450307662,-0.0603913569190546,-0.0669407348447024,-0.256339605787563,0.204249204611481,0.0377731564083872,0.282994050833804,-0.0892543131262698,0.272179961700758,-0.285126406437504,0.173786981701491,-0.0213997115942678,-0.297539762273324,-0.226258160663948,0.0033508445200988,0.112100980308762,-0.0914628242872441,-0.297768228945149,-0.35549414135958,-0.288172628728503,0.23562529420877,0.198232915586758,0.294493539982325,0.0064732223683728,-0.085827313048896,-0.130454469612031,-0.188180382026461,0.181554848543539,0.107227024643164,-0.375675364037448,-0.165790648187619,0.0152311114549948,0.0264259783744161,0.164039070370295,0.112862535881512,-0.0801156462532729,-0.0185819559750937,-0.0068540001547476,-0.321681073929491,0.0164496003713944,0.0670168904019773,0.126113602847357,0.0047978001083233,-0.295712028898725,-0.0498057344578332,-0.122458136098159,-0.204325360168756,0.185819559750937,0.0874265797516704,0.198766004487683,0.142563203218752,0.243317005493543,-0.0424948009594356,0.31155238481192,0.152920359008148,-0.290000362103102,-0.135252269720354,0.0399055120120865,0.0772978906340989
progressive,-0.201138157541473,-0.103794514266912,-0.111677478619563,-0.0799778985631555,0.0647151377952553,-0.0098311273923414,0.0079087678366211,0.0716562749830239,0.0780555390074352,0.0738366693784382,-0.356281604907491,-0.205589258526195,0.266820925985581,0.131249421210353,-0.0121405392076027,-0.118412187935577,0.135003828127901,-0.0627153677876268,-0.143144827320247,0.085977208586041,0.166703408184309,-0.13118491250043,-0.202608956127729,0.118812141937103,-0.0190042659434631,0.131081698564552,-0.112658011010401,-0.071953015048672,0.0067476110579981,0.211149909321601,0.0054703386015128,-0.0629605008853361,-0.202789580515515,0.342850891501419,0.250874372892492,0.190520023888065,-0.270755957290915,0.0950471332012851,0.182637059535414,0.160678294677454,-0.0627798764975503,-0.0174302534213297,-0.102465634842488,-0.0369118838182268,0.0405243715739428,-0.123650295181365,0.0029028919465575,-0.0860933242639033,0.0249132637724558,-0.099911089929517,0.139790374404225,-0.160213831966005,-0.150485918509541,0.174650881246884,0.0965695387554797,-0.200583382636131,0.0153917781877471,-0.260292644541323,-0.117857413030235,0.178585912552218,-0.031441545216714,0.100452963092874,0.242539847570376,-0.0829582009616212,-0.386394270699781,-0.0314802504426681
progressive,0.0622381411676815,-0.044838661620804,-0.0277421918247428,0.159854597305679,0.155978276482735,0.0474655681278813,-0.102707744339214,-0.01161015921878,-0.0795690350893742,-0.0766506011440114,0.0789203229626265,-0.0867980370463506,-0.181699427177033,0.0351386505946703,-0.061143005977231,-0.042204125926206,0.0595707768479951,-0.0219816928717229,0.0763831172057908,0.0147768114773116,-0.0380033719773884,0.0951173192562643,-0.103042426777616,-0.108292540791761,-0.0893060361156076,-0.16253868418791,0.0120868678450643,-0.0826061452850568,-0.0886335116762957,0.161650153560517,0.0508402891369735,0.0848810302911858,-0.123167298706836,-0.133306565984153,0.0779222865224376,0.0850925668542557,-0.0551260430235201,0.147764107523105,0.0355387590957482,-0.0111831559051296,0.0684249498718499,-0.070803406878258,0.140005686189702,-0.0561287802762217,-0.0235452910009355,-0.0225460215607433,0.0590373502215579,0.034954085906673,0.137134491556967,-0.111535407862998,-0.0299101911430838,0.180185457297954,-0.0347479437186176,0.0424918002394811,-0.202228800169843,-0.0132357926606598,0.21103550269357,-0.152548995223496,0.0765325413936934,0.162679015000788,0.175322428222352,-0.0581574505941873,-0.094054550315901,0.0916479654969172,0.0411922182359797,-0.0700839513763196
progressive,0.364529144076982,-0.525402713710471,-0.445131323242219,-0.442926065262322,-0.193952439331945,-0.301238240053936,-0.393748812310618,-0.337735259621233,-0.393418023613633,0.478430718738664,0.084351117731062,0.290101687255456,-0.54513977263055,0.389228033451829,0.376878588764405,0.360339153915177,-0.566861563732536,0.172340911128954,0.517132996285857,-0.260992281920815,0.109601321600883,0.36177257160211,-0.169804864452073,-0.370042289026724,-0.467294165940184,-0.314800576630303,-0.510848011043151,-0.441492647575389,-0.569728399106402,0.449872627898997,0.374673330784508,-0.0208396879100271,-0.424732686928171,-0.374011753390539,0.121840503389312,-0.316123731418242,0.163299353411376,0.606776733168672,0.396284858987499,-0.0739864052255459,0.531467173155188,-0.0144444397683256,-0.369049922935771,-0.415470603412603,0.051492773830596,-0.218210277110813,-0.526615605599415,-0.458032082424616,0.352841276783527,-0.0424512161130181,0.0750890342154944,-0.248201785637412,0.183256938129445,-0.258676761041923,0.0661577393969114,0.205309517928415,-0.475784409162788,0.578108379430011,0.28017802634592,-0.340932883692083,-0.084351117731062,0.0069465626366756,-0.0037489385658249,0.418999016180439,0.225156839747488,-0.057446970376318
progressive,-0.286657682323204,0.0847891688710779,0.10049493460756,-0.418124826285225,0.359475323465075,0.254147845553982,0.303791244944821,0.361122781409462,0.251292251783713,-0.198903089152231,0.0912691701189971,0.373863122846048,0.123120023710464,-0.0468976361501947,-0.505000775219192,0.0018671190036377,-0.041955262317036,0.0728176411418714,-0.151566130883533,0.120923413117949,0.382320073627231,0.0722684884937426,-0.353983796983788,0.309282771426108,-0.0291050903508234,0.10126374831494,-0.162109861727605,-0.223175636199521,-0.155849521538937,0.332786504766018,0.0935756112411378,0.472271277390719,0.288414970797216,0.102252223081572,0.393303126589806,-0.0682047588975899,0.0363539053061228,0.193082071082066,-0.12762307542512,-0.217025126540479,0.129709855488009,0.044151872909551,-0.0269084797583084,-0.141242061098713,-0.0721586579641169,-0.0892922205857336,-0.0408569570207785,-0.0760027265010181,-0.17902376328997,0.159693590075839,-0.432073303547695,0.114882733988533,0.273917340886617,-0.392644143412051,0.0321803451803444,0.0069193233664221,0.0066996623071706,0.16068206484247,-0.178694271701093,0.25085292966521,-0.350469220035764,-0.0314115314729641,0.0166942405031138,-0.0573315364646408,0.0217464448658982,-0.0941247638892666
stable,0.0641354786417381,-0.0502934330932576,0.112660666663765,0.234299394372206,0.161021329260692,0.0961345984940504,0.150162516787916,-0.0556296216970421,-0.0069764694554932,0.016047277676083,0.035806861880273,-0.0231138059835507,0.14086078154092,-0.0151012564817598,0.139749428424315,0.172016439757203,0.0690004040589217,-0.114098247890433,0.112275026594638,-0.113848637012646,-0.0932994920674144,-0.135647449341173,-1.47857816674551e-06,-0.0642030899888174,-0.0641885730395439,-0.175601185314379,-0.152568163465211,-0.0863429162090738,0.176324882118902,0.289794331039877,0.169876802733725,0.104925014527746,-0.194666241028789,-0.0128136272254105,0.153218200193791,-0.119037102215953,0.0044467566283886,0.0565564213751976,0.0200579881614786,-0.178926104362798,-0.0004286532521592,-0.377550633560162,-0.124343181591615,0.0007382137537969,-0.113233010830492,-0.0689049685590681,-0.135402408614084,0.0019128768991777,-0.130674453301619,-0.108863946763956,-0.182536926662188,0.267299780475799,-0.304099440386943,-0.0410859236003423,0.0898954018789753,-0.0482669745076343,-0.0466287098988803,0.0993772548299203,0.165856548698344,0.0129706253434795,0.106346196978383,-0.0589285984194453,0.0004544611619787,-0.13663997853965,-0.211281427137099,-0.0431744824689689
stable,-0.232017436337564,-0.362147939285038,-0.0553621679333593,-0.237521345416559,-0.0591280876614014,0.0219974114514802,0.131984468708881,0.3538804780255,0.151521523452864,-0.119333099134165,-0.0400002639657367,0.117792269680985,0.2429639526786,-0.318782702610259,0.0483605063536383,0.104950367431951,0.153474897566089,0.0464170730755946,-0.0660601633948497,-0.24637365914596,0.149877972036138,-0.17635207293116,-0.156594663007314,-0.110919838958628,0.107629422513449,-0.0536308058058609,0.0854215967172868,0.123557954086434,-0.104103739635634,0.170712305771346,-0.0708400483114363,0.125464937635478,-0.216355650508624,-0.297312155423414,0.15708507754295,0.145757495853278,-0.345826744722371,-0.209542864797357,-0.254165617122635,0.361843087006129,-0.129277247927702,-0.103127880981953,-0.0388587247256923,0.0476861863671389,-0.322265308535619,-0.354372549366999,-0.110533803192401,0.159591824814629,0.376138007997571,-0.402897079501138,-0.0508324607021816,0.230531281477884,-0.0577198026773117,-0.134560801826833,-0.0516939997512717,-0.398753408036187,0.36199385633972,-0.126740678150477,0.385662984907608,0.16655703666535,0.269901959215439,0.0413704424149628,-0.0694947219501648,0.177894559190204,-0.273010127015618,-0.277962319742023
stable,0.111723314161352,-0.123537066121966,0.0855638459589248,-0.22367297531455,0.0325674295922691,0.104692508290501,-0.0230655389759559,0.0101637604407451,-0.0458953648776449,-0.0041429304576466,0.110446404924595,-0.012346057644886,0.187438724454379,0.153814488562251,0.0333526195019135,-0.0211798343818198,0.159786927119506,-0.189627265713468,-0.0482431295378938,0.0850112470960736,0.100398159500378,0.0484382562550022,-0.109375549501103,-0.125666288859054,-0.0423175213927443,0.0480386367383641,0.117444429506972,-0.0168495822757491,0.0969982715814801,0.109119543248257,-0.0112767632351317,-0.0595089656768674,0.172406162168344,0.0659059999705509,0.125831756315162,0.157820049811053,-0.123195204113592,-0.0968609023726357,0.0133107641342702,-0.0003949364754275,-0.201484726058714,0.0447651909321527,0.30603986514037,-0.0795024296186678,-0.0374455975199804,0.0361827374068545,-0.0513027164621543,0.0880286866494387,-0.0500929308160819,-0.122826804871692,0.129639068819382,0.112250936804414,-0.0107569456607548,-0.0197249695790592,0.136960223245291,0.0945303088634924,-0.0508562665334101,0.0384368412428914,0.0238538509130741,-0.113822877637439,-0.0112330548504994,0.0556673108704361,0.38203313587856,-0.275253552221867,0.0993522802966764,-0.134128544326613
stable,-0.140166361294992,-0.0671853111656707,-0.0099737484995109,-0.195257041336577,0.200904878532908,0.0744531752929742,0.280933232484093,-0.0752762558078061,-0.0668067975164912,-0.30611702642203,-0.12797351190989,0.0503196274969565,0.0361385762960193,-0.214433726018149,0.260300505161139,0.23099786239427,-0.0436551451427381,0.173941955568668,-0.204779043272992,-0.247117719092636,-0.0442045355910541,-0.0007185441200661,0.275603312290525,-0.0880564044437224,-0.216014121019238,-0.0682183260337274,0.0758069790427711,-0.0194744985314963,-0.164721213736948,0.210391269170007,0.180226775522116,-0.237131047137728,-0.0176207006517893,-0.133933522351029,-0.048496845910202,0.241633004622203,-0.206277302535336,-0.155844523006683,0.0172235197892588,0.0520482114532626,-0.10758834055476,-0.0045513538028808,-0.188616682765766,-0.0134401064248499,-0.136559855675572,-0.132556169193621,0.100677163796411,-0.138380626947042,0.0830217134089985,-0.132604416760436,0.0339171779072457,-0.181491838211521,-0.134507323770651,0.016173848023135,-0.0322210461833806,0.240703090209423,0.197558277960913,0.157903947421149,-0.0851494885431192,-0.0361382891081216,0.144436845333914,-0.0303936695902628,0.0662146160714168,-0.104862640217611,0.0992639121517881,0.105476935130809
stable,0.20655643541955,0.0520801589246671,0.108099559568462,-0.0597169710918108,0.0648404020393883,-0.229394370539647,-0.352115042010394,-0.109114578907133,-0.1428760554815,0.159237200535792,-0.174462490615857,-0.118418922844951,0.0786398316198917,-0.0739272418332049,-0.0374107127681599,0.0037942389564606,0.109984595483137,0.242444619179703,-0.215159932671142,-0.364657780981114,-0.0464008840535317,0.243411304264152,0.130236648002334,0.164070625958035,0.0390540774117225,-0.0603211492695912,-0.15462127925755,0.291600555723913,-0.10686703608579,0.149981190852197,0.0546418743984558,0.161484743357135,0.192853674347491,-0.255954043234872,-0.151407051351758,0.14188520326994,0.0552943868304586,0.0848266161603626,0.0314414323716899,-0.0128810787502773,-0.237466190994793,-0.199112960269296,0.194738710262166,-0.278840312609192,0.0545210387628997,0.238747048731687,0.0529501755006708,-0.0132435856569455,-0.123083178377415,0.0782048233318898,-0.245489677195716,0.382203115263856,0.126418241918763,0.245707181339717,0.15024702925042,-0.20297970060709,-0.119868950471623,0.0152736243342875,0.199016291760851,-0.0748214255363198,-0.167695695024717,-0.0884516852270447,-0.236717010054345,-0.204671399504875,0.0549318799237904,-0.528680072684926
