group,ARNT,ATF2,BARX2,BATF,BCL6,BHLHE40,CEBPB,E2F2,E2F6,FOXD2,FOXP2,GATA1,GATA2,GATA3,GMEB1,GTF2I,HEY1,HIF1A,HINFP,HSF1,IRF3,JUN,LHX2,MAFF,MEF2C,MEIS1,MYB,MYBL2,MYOD1,NFE2,ONECUT1,PAX5,PGR,PPARG,RFX2,RXRA,SETDB1,STAT4,TCF3,TEAD4,TP73,VDR,ZBTB7B,ZFX
progressive,-0.176217244115278,0.048306657653223,-0.0513305485861321,0.118309732750069,-0.0085424918854682,-0.0220744038102365,-0.111883964517637,-0.257862299303824,-0.0367402748348457,0.0076353246055955,0.519958045913721,-0.288101208632915,-0.070532256010105,-0.0789991506222505,0.0959329398465415,-0.0942697998334415,0.105458196285205,-0.145751542966219,0.0851225297613914,0.20260069250491,-0.109086865404696,0.126625432815569,0.0598730404716004,-0.239492161886401,0.312594725189479,0.190429531499951,-0.109313657224664,-0.387965206692239,-0.0402177494076912,-0.0077109218789182,-0.236165881860201,0.0269126293028911,0.213864686229997,0.0728001742097868,0.110750005417796,-0.0022679181996818,0.0182945401441001,0.0085424918854682,0.0608558050247958,-0.0392349848544957,-0.0793771369888641,-0.037496247568073,-0.157393523057919,-0.0784699697089914
progressive,0.0877047766187753,0.143875820250393,-0.131449606047589,-0.384579940989441,0.14162341075131,0.192163430635222,0.335672285293068,0.071355826771501,-0.20145145632245,-0.261064384132442,0.0273958795815392,-0.232238604138563,-0.0154378628588812,0.0206133431123914,0.415164625030356,0.221900297617493,0.0717101383780983,-0.0151088592241838,0.155644027183803,-0.273857563927793,0.151240440073236,0.146722967089121,0.102358092348763,0.179964988179515,0.0037455798411711,-0.177320305115986,0.0543868316126816,0.210119436698133,0.0660411526725419,-0.409837296945447,0.313654349740237,-0.13653650839945,0.06888829951127,-0.289472582589973,0.505336928909362,0.0459086610262468,0.216724817363983,-0.0394551281917965,0.383276580436601,-0.301152211621733,-0.361170066982121,0.104724387721394,0.139016689645631,0.215649228558241
progressive,0.530154697089163,-0.478645318824682,0.512197930181285,-0.486154100045824,-0.105927017162688,-0.456422439175764,0.461369699186115,-0.516301434617732,-0.492947037077268,-0.391380725805018,-0.363484861376075,-0.460574657169311,0.523766097900369,0.183220649705699,-0.0805601216461589,-0.474675010733825,-0.281733095828427,0.464818098191952,0.509493102263998,-0.465583268687895,0.468692281260547,-0.450415046549364,0.543249299524326,-0.509215986462764,0.55474248206668,-0.416748004289764,0.472988342116093,-0.589913287323962,-0.512447548864596,-0.490375941661073,-0.54605055883845,0.146012836506517,-0.469103972092948,-0.558688203598058,0.389717035280257,0.174209407578811,-0.493162418402051,-0.372034779989743,-0.461724404347948,0.493543624964444,-0.503254473428663,-0.535844302689771,-0.483621684419463,0.507836994509917
progressive,0.103644524755037,0.194593416065951,0.17314217335002,-0.130677468381747,-0.451242212845848,0.308744671947159,-0.178067203565412,-0.321111970043589,-0.488781887598728,0.527853793974175,-0.132756925583801,-0.119732956791986,0.255335455389125,-0.234759773600374,-0.0333807603487712,-0.08427273924116,-0.187260593300811,0.0146656455302798,-0.177191642638231,0.152128711097678,0.240122584279357,-0.0658859597703615,0.364233345707248,-0.49512970432079,0.122797420037119,-0.481449064833588,-0.131115248845337,-0.368392260111357,0.0443252719385322,-0.324504768636415,-0.203458470453658,-0.556637859455247,0.273393899512231,-0.0994856103509279,0.307650220788183,0.45113276772995,0.0896355499201429,-0.486045759701288,-0.313231921698961,0.0558170091077813,-0.0321768640738975,-0.206851269046484,0.199627891397241,0.130130242802259
progressive,0.103148123580497,-0.102491129162787,-0.041390648315741,0.1818779546361,0.0941691998717917,-0.145852760731659,-0.0082124302213771,-0.0643854529355971,-0.176621999294419,0.0018614841835121,0.164358103497162,-0.209690718319164,0.037777179018335,0.13972081283303,-0.482343401668887,-0.55165631273731,-0.453654645428876,-0.143881777478528,0.305173907026376,0.143662779339292,-0.296085484248052,0.231043036894745,-0.0505885701636834,-0.0868327622073614,0.30024644889355,0.291924519602554,0.274733165672471,-0.0136873837022953,-0.122310460763711,0.104024116137444,-0.0918697194098061,0.372406335772051,-0.13906381841532,-0.248562888033683,-0.10030114777042,0.128661406801576,-0.114098030542334,-0.0305502404235231,-0.236189493166808,-0.146947751427842,0.141144300738069,-0.153189198396089,-0.0681084213026214,-0.0706268999038438
stable,0.217804229597965,0.18069139686617,0.142363797405326,-0.0248130037049659,0.128357868210589,-0.0316234384829655,0.163048083926848,-0.10525242776715,-0.130471506455559,-0.114775039088676,-0.0090142527932852,-0.0757909096185711,0.152863888272651,0.204699167046811,-0.130059579097641,0.0346707964736837,-0.243921115734209,-0.148943728434126,-0.0190202170430235,0.238573641566392,0.224084758468975,-0.195278041219018,0.196906464416624,-0.243778397602131,0.271059241216301,-0.0481804709146621,-0.205035412562089,-0.198012696200868,-0.282619409914625,-0.190404609383658,-0.0288240083563605,-0.0534115626355367,0.0523328636130268,-0.0692909167047563,0.288622217015105,-0.129972857548606,-0.269300203661098,-0.13348228710581,0.0134886590962734,-0.316147397263598,0.0082602275456146,0.0695125088837331,-0.242317432119609,0.194002356592027
stable,-0.173082974157344,-0.140023807109982,0.117178682920385,-0.0554866532965413,-0.0466126691846041,0.15017865718879,-0.0190502093609236,-0.0874096478367046,-0.116553870253619,-0.0306026667206551,0.199292221284318,-0.0169521541956777,0.0923703315620547,0.172731105971323,0.184771903757448,-0.0002449923351266,-0.0796734804758255,-0.154797338191278,-0.0380264277481512,-0.38379940178032,-0.188686848387895,-0.134998997874096,-0.0039659161901042,-0.0242772605915792,-0.148100332949863,0.111640869600206,0.0571604935459303,0.14281244469639,-0.245482319796925,-0.110491543142129,-0.198448724184184,0.181720187153454,-0.150688372785362,-0.136723809683142,-0.0830228052184633,-0.251663032466329,-0.187448732761382,-0.114230553679565,0.227466339823885,0.210764110694914,0.0561871011808632,0.0137360132056927,0.0586616881900286,-0.0390063970886579
stable,0.048248563558093,0.106481192820319,0.166967137936554,0.0008157220503843,0.0145434246929736,0.0989117264174186,-0.107805578050411,-0.0671140744762018,0.273750737220419,0.0362593103802961,-0.0547510779255101,-0.0440412367088674,0.139311679144722,0.0670551439858698,0.0979564321530902,0.221764739933379,0.0090396270564452,0.369799682449607,0.0879072327491161,-0.0415180812412338,-0.246348059216064,0.138992213855028,0.279080844990706,-0.0558180299609938,0.396144713232742,0.0886810831353172,-0.250060680106977,-0.1465229101985,0.164085747119798,-0.327544970079224,0.079374718070001,0.0802633278321117,0.144258738727852,0.0149900557775947,-0.0014453478155098,-0.151536654283847,-0.183847621811903,0.0693689411325873,-0.148714193957422,-0.250166134668623,-0.0642885125450226,-0.113514081600724,-0.0045019793008853,-0.035862304971744
stable,-0.0746191282706593,0.0774124431504942,0.0128068320778205,0.134899183070186,-0.060158742841226,0.0746459596214364,0.201427231882047,-0.15241291913007,-0.0939710972986753,-0.0128402285463409,0.105445495914502,0.0471826449015884,-0.0867623125765999,-0.322630437580044,0.0910036640786913,-0.0785359346043088,-0.199682337761831,0.0277270611891886,-0.137550348878883,-0.289616743968066,-0.098197035046065,-0.250074183480299,0.0066707305070244,-0.202030937274531,0.000935671998375,-0.0606559791503076,0.161221594502204,-0.136898975022784,0.0297214297836507,-0.132733835974495,-0.109383710240793,0.0409743270356158,0.220484912371221,0.0139494480050613,-0.21357070162789,-0.142447641275503,0.0530498620848099,-0.138340446527297,-0.0674954046393453,-0.0871830509919767,-0.360442090502788,-0.124263121446192,0.123592908556569,0.0851809755201637
stable,0.143957001245565,0.0582265594892789,0.0998547061868533,-0.172685947264202,0.0768427243424931,-0.152124092923104,-0.0251258173373704,-0.0929847408345704,0.0394182277730638,-0.165767940196169,-0.101416061948736,0.105907962371382,0.008983800845293,0.0171989342385824,-0.186233711105767,-0.238286910121141,0.0414600006924486,-0.056569120295896,0.111096467672407,0.0897899667371801,0.0895257373005539,0.144245251540066,0.0292574048918902,0.0719905110517199,-0.118879225623944,-0.202375727597844,0.0341096181826634,-0.0992061430242252,-0.100239039912855,-0.0994223307451013,0.0408354583876956,-0.26725606471853,0.0886609864170497,-0.0201775206150967,-0.0611330832921678,-0.0142443687199432,-0.184552251054509,0.0227237315498589,0.163822250708285,-0.0631027936379273,0.0585868723574056,0.324906123618806,-0.29336673722878,-0.0191446237264667
