group,AHR,AR,ASCL1,BACH2,BCL6,CEBPA,CEBPB,CEBPD,CLOCK,E2F6,EHF,ELK3,ELK4,ETV1,ETV6,FOSL2,GATA4,GRHL2,GTF2B,HNF4A,HNF4G,HOXA4,HOXA6,JUN,JUNB,KLF4,KLF9,LHX2,MAFK,MEF2A,MEIS1,MITF,MYC,NANOG,NFE2,NFIC,NR2C2,PAX5,PPARG,REST,RXRA,SETDB1,SIX5,SP1,SPI1,STAT4,STAT5A,TBP,TFAP2A,YY1
progressive,0.255656066916835,0.129191936601424,0.0369769296548356,-0.194735059862556,0.102747370106469,0.139345437777137,-0.0331883098131516,0.106157127963985,-0.208298318895785,-0.151165931683191,0.163137970382912,0.274750710918922,-0.14146706488848,-0.0412201838775217,-0.049403602735559,0.0816826437867065,-0.0864563047872283,0.445390148588368,0.159728212525396,0.146543815476336,-0.172685292383956,0.343855136831238,-0.0501613267038958,0.211556531959633,0.117598759885871,-0.254671025757997,-0.0406897770996859,0.146543815476336,-0.229590362406049,0.110551926980338,0.162380246414575,-0.245729882931623,-0.118508028647875,0.462363165479112,-0.147225767047839,0.325669761591155,-0.151544793667359,-0.0150029345730685,0.0581932007682659,0.0968371231534424,-0.102747370106469,-0.0543288085297482,0.199887582847247,0.0738780869128375,-0.427280545745119,0.108354527472162,0.279524371919444,-0.417733223744075,-0.147983491016176,0.0396289635440144
progressive,-0.118982874725696,-0.235192196554664,0.473323341362284,-0.422025335492522,-0.0315268994407908,-0.128753923462794,0.523170957185132,-0.449557300944448,-0.0918325908650637,0.102825020694298,0.502229360542863,-0.126616506551554,0.207469390307092,0.125089780186382,0.381923322967352,-0.407508712303684,-0.0430536834978353,0.0360561876574661,-0.0906493779320558,-0.181235142265563,-0.120293314855802,0.416427338820227,0.0357762878238513,-0.120865837242741,0.250370401168411,0.45103313643078,0.149135720437833,0.181985782728439,-0.135586023946936,-0.041145275541371,0.0198092745880998,-0.429760749076058,0.231209985285509,0.127265365256751,-0.144835441175933,-0.0584100061875183,0.200789962459467,0.0066412596884958,-0.403093928564396,-0.499812043798009,-0.238843617111366,-0.0172138397673083,-0.207901962777224,-0.101082008094061,0.0455473365609487,-0.106501886690419,-0.105878473424641,0.0529265139926108,-0.10057309930567,0.267393400140072
progressive,0.0941687401550802,0.0009368285489977,-0.0119469254619622,-0.151081900058532,0.0255222231309043,-0.189677715725941,0.285823479748994,-0.084235777206231,-0.044487567965065,-0.241751605933919,0.247733055398984,0.125814945236249,-0.167551160104753,0.103865787266359,-0.0244755769882459,-0.0141647800807878,-0.13824898468184,-0.133140316302057,0.311939409045346,-0.172532501512306,-0.0614143757196993,0.276943920948567,0.0677856392445002,-0.210361437116571,-0.0228845274040066,0.167070112967208,0.139086516623423,0.223480799783022,0.124481775008312,0.234440672425878,-0.217538362442138,-0.135546473536027,0.211258715972747,0.0799967412954084,-0.275784922960086,0.0410605678831712,0.0881784592052098,0.0675977974024764,-0.292343035422997,0.0417546457933148,0.109199466519867,-0.234409339853701,-0.0477141317396481,-0.463108625610166,0.0639113052583591,-0.149944020838063,-0.134204318232245,0.0910115995306155,-0.184276993983436,0.0641841597410699
progressive,0.415906674382482,-0.445048733798495,-0.117887878090434,0.175622146744798,-0.524886979594815,-0.433611850103154,-0.364000817611321,0.0244133478881309,-0.207733397120177,-0.417666194950996,-0.32507142503295,0.136032933953234,0.383245573829442,-0.473640943036846,0.174412476353944,-0.0239734677460024,-0.506631953696483,-0.214221629216572,0.369389349352395,-0.551719668264652,-0.460004658630863,0.298678616505241,0.0004398801421284,-0.583940888675564,-0.437350831311246,0.0546551076594642,-0.0759892945526958,0.55007011773167,-0.226098393054041,0.419645655590575,0.0546551076594642,-0.165284963404778,0.40435982065161,0.0107770634821479,-0.251281531190897,-0.0043988014212848,-0.436141160920393,-0.457585317849156,-0.0972135114103952,0.228297793764684,0.183759929374175,0.42459430718952,0.49354551946816,-0.156707300633273,-0.51169057533096,-0.445488613940623,0.632437674345229,0.178701307739697,-0.434601580422943,0.225328602805316
progressive,0.0989949165633621,-0.0167191414640345,-0.141892713740819,-0.0193590059057241,0.296654766634875,0.180610725552267,-0.315023823374966,-0.0313483902450647,-0.102074758412,0.111314283957914,-0.0442177293983017,-0.347362162785664,0.460546350723108,0.0265086387686336,-0.0710563512221466,-0.142442685499504,-0.0466376051365172,-0.146622470865513,0.0501574243921035,-0.326793219010832,-0.0907453401830819,0.161031730943069,-0.0545571984615862,-0.23230807086869,-0.20865928524522,0.0081395820285431,0.417758547897388,-0.0202389607196207,0.585939911703366,0.158501860853116,-0.31524381207844,0.0862355717618621,0.241877579469815,0.0670965545596121,0.147612420031147,-0.0009899491656336,-0.127923431070211,-0.126383510145892,0.25067712760878,0.200739691920151,-0.0347582151489138,0.014299265725819,0.0676465263182974,0.0948151311973535,-0.0806258598232716,0.0472975712469397,-0.0208989268300431,0.236707844938172,0.0306884241346422,0.272895986659668
stable,-0.0125962818589482,-0.0953100215732502,-0.193513357310044,-0.0569942926207558,-0.163566412933793,-0.200311382517785,0.110718219326901,-0.207296530182632,-0.115112656573123,0.249314075972263,0.246710667958335,-0.136210713611758,-0.253093548629098,0.131548691251875,-0.0271387709306906,-0.277210024559741,-0.290526460560749,-0.126485157562602,0.285125972789789,0.14708266202848,0.196552626990129,0.259149766953315,0.229562765989196,-0.350257953752263,-0.0261558433952955,0.336839936988826,-0.136403984378168,-0.031456220651704,0.19834258695124,0.0998645821791957,-0.424736701447152,-0.19967757202379,0.0406778826556542,-0.272034217396205,-0.235500696188742,-0.139853720533804,-0.263882895846898,-0.136815252807106,-0.297337717999386,0.146005237652246,-0.415294635920511,-0.0940390591128107,-0.122631236899619,0.0896615965466256,-0.140028680031198,-0.142045058165406,0.210759632228061,-0.0143823657120193,-0.0363965208370826,0.444713493991031
stable,0.002420954284841,-0.156317404068655,0.131437849332279,-0.0551241554032356,0.112027307888311,-0.184515663008723,-0.293410747834574,-0.182865387422601,-0.402427953053798,-0.0417239176439243,0.154607718561432,-0.377452682333426,-0.0938676753386234,0.0033071522745886,0.0265281800469123,0.348345121545405,0.134040333931593,-0.0935953798669133,0.430018910578173,0.364159712487213,-0.214761913951168,0.274937562923523,0.0587646633462209,-0.131992341929216,-0.126648749581352,0.232268037368751,0.347463874382416,0.0660753841927416,-0.387045734315554,-0.0872550210650323,0.252817268967143,0.0086375424177629,0.218423875476773,-0.117880835392286,-0.118329710351711,-0.173864784375891,-0.319331626465793,0.441362904957176,0.0733762033857457,-0.176166918818531,-0.362964912962861,-0.240743852779074,0.163091785349686,-0.335897092799286,0.1175342775192,-0.442856404362616,0.0454964476337994,0.0262426823705132,-0.188327799612665,0.112502587257114
stable,-0.130206311065434,0.0057816254782076,-0.0608547959828344,-0.0882172171540399,0.162510638038077,0.122485555148462,-0.007537261617233,0.0505386842500669,0.0550685053953114,0.131408354232366,-0.213840835835322,-0.428521391347413,-0.1339446186635,0.1449573867207,-0.0931389074817771,-0.0514763712224605,0.0216118964217671,0.0774128239795948,0.148285164699012,0.0647392770061165,0.0199137966309648,0.0801963392044446,0.185341683027599,-0.0867679231933918,0.0729234337817504,0.266949995318169,0.144445779732445,0.0897411528637342,0.156724347450554,-0.107569645630719,-0.039365747439706,0.0677233919315281,0.15176844632117,-0.0937780274579857,0.034388075800184,0.0592017922487476,-0.0998862105882707,-0.0649911929091476,0.12355075510881,0.123505659052094,-0.162278937608746,-0.297022845001616,0.0703545135854085,0.0988116804092923,-0.0483212022888178,0.065378396982325,-0.074263875191706,0.224845828710328,-0.0185795753667631,0.319519557156869
stable,0.0415810050782522,-0.0332986888670044,0.0627369712594573,-0.201929394344583,-0.0196632031764411,-0.136802456855681,0.151258447058257,-0.0100031720294314,-0.108157204809509,-0.127628375015054,0.070964052950015,-0.0764834983698535,-0.0467890766197964,-0.0864949698868498,0.134484610311283,-0.238753648291282,-0.0574968465245593,0.0485339723329954,0.096774600708958,0.0336112075022042,-0.234003765701162,0.199903174621859,-0.0894976672499601,0.0392153649330493,0.0218202113756178,-0.0493258579223707,0.265155462991913,-0.0699123075430926,-0.0289094047021147,-0.0471267799069171,0.0066275701043565,0.102026745391364,0.16819426690736,-0.152292162543918,-0.101852456152502,-0.148452934072118,0.0027834764157082,-0.0249039002897918,-0.0238988037267682,-0.0607602622728958,-0.137098376515752,-0.141546043282821,-0.151110487228222,-0.116156479875874,0.146626760618629,-0.116464419483452,0.0408652458230922,-0.0152441553320085,-0.101820689148375,0.0415283462605995
stable,-0.137020314226817,-0.329948582753538,0.126094385280373,-0.227490864951124,0.0694869785755076,-0.168254481965547,-0.100407598684428,-0.106196170311683,-0.26916858066736,0.292877605290659,0.3321916542591,0.0054509049489985,0.243674746458991,0.317093129931343,0.0755890978325723,-0.211427578685491,0.0154120719575666,-0.140807004832979,0.189865149373966,0.0415088823771081,-0.150937005180676,0.0741660739742054,-0.200188102109237,-0.0733219072785641,-0.177974458489646,-0.0253973580145816,0.0911700031292672,-0.0966932652236063,0.0978027414521636,-0.0959696937701995,-0.0899640507069223,-0.0090205241191391,0.130942314018199,-0.0590434305980016,-0.401437442350138,-0.0529413113409369,-0.0867562172634852,0.0632160259793146,-0.0953425985105802,-0.125708480505222,0.0641807879171905,-0.0379633822554144,0.269433890200276,0.118303932632025,0.0373362869957951,-0.0732495501332234,0.243337079780734,0.0839825266920921,0.158341553053873,0.0277369057139305
