group,ATF1,BACH2,BCL6,CLOCK,CTCF,DUX4,E2F4,EHF,ETV1,FOXG1,GMEB2,GRHL2,HIF1A,HINFP,HOXA1,IRF3,IRF4,JUN,MAX,MYC,MYOD1,NR2F2,ONECUT1,OTX2,PPARG,PRDM14,RARG,RUNX2,RXRA,SMAD3,STAT2,STAT5A,STAT5B,TBP,TCF4,TCF7L2,TEAD4,TP63,USF1,ZBTB7A,ZBTB7B,ZNF384
progressive,0.41875532372035,-0.0585721395941679,0.0392583115987828,-0.187541211432739,0.35655691438011,-0.189354346305776,-0.110285899451199,0.27031475998439,-0.407088194972117,0.250449108331994,-0.207485695036137,-0.0294043177235863,-0.337243086384724,-0.12187419624843,0.195818566287905,0.0804874219726049,-0.351275173663004,0.0781224634425577,0.400072151332977,-0.131097534515614,-0.289707419930777,-0.101614384841026,0.140793864488807,0.487023793287711,-0.408901329845153,0.355847426821095,-0.178869696822567,-0.044934212070896,-0.0758363368635121,0.11383333724627,-0.177608385606541,0.164601113691282,-0.0914450631618234,-0.170671173918403,-0.170671173918403,0.308390592318149,-0.267161481944327,-0.358448881204147,0.0546305420440893,-0.242408249329833,0.0895530963377856,0.278907442643561
progressive,-0.0736891326177833,-0.0282259940239177,-0.0474734596311802,-0.0769219461777893,-0.055433244278926,-0.0244362672035746,-0.257375425777283,0.0254142612217277,-0.0278864127676146,-0.0633386959256634,-0.0929773479758022,0.2673862812131,0.0015892402794987,0.0420401595303299,0.0301276490592154,0.0915782731998332,0.0860091405964616,-0.0542107517562347,-0.085832558343184,0.102458456651786,0.207837312107779,0.120592095738374,-0.0730778863564377,-0.138657818573702,-0.105147940201707,0.0900297826710909,0.05111377069875,0.0088834456648903,-0.0749931246419874,-0.0929909312260543,0.0506247736896735,0.0442270628209221,0.054455250260773,-0.0555826600316994,0.0917820219536151,0.081309336009226,-0.0598613838611191,-0.0012496590231955,-0.0738792981213131,-0.0187177188474296,0.0482341216452993,-0.0124558404811995
progressive,0.0109299133047843,-0.09168252884299,-0.130616817078177,0.0497620714452651,0.0111441393504322,0.0655345138853694,-0.0191955147400264,0.0714402802907899,-0.0265818087478587,0.0846861788579577,-0.122367081286062,-0.122899337735911,0.168024176684317,0.160159441850309,0.0460616294345842,0.0316749193723754,-0.0198915301395448,-0.0729762180538736,0.0433857571718083,0.136849782475536,-0.100454794409268,0.010406187627873,-0.161984070536836,-0.0397379348820532,-0.0918216521960438,-0.0786470294326754,0.0204686728058808,0.0894206781116802,-0.0399278442384854,0.115499649617298,0.1002542813818,-0.209873198824543,0.0632245878635774,0.012421204031931,0.0108128742891494,-0.0730386441773355,0.111040128268838,0.0643297614567186,0.0068757232611524,0.0812862273445031,-0.132205773196436,-0.173585363644523
progressive,-0.126545102905109,0.408656318981565,0.0739023400965836,-0.388184133444916,0.40179476229071,-0.11462174209805,0.321368319111019,0.0014622989669034,-0.273337422275035,-0.049493195802887,0.0659159380465723,0.348364607730775,-0.401232339611132,0.368274370587846,-0.0226093917190461,-0.321705772718766,-0.107985154479026,-0.284248422258853,0.254440020241206,0.392458545809711,0.36040045307375,-0.368724308731508,0.368386855123762,-0.0839134637930767,-0.0154103814204444,-0.125645226617784,-0.463998710652066,0.165914690475587,-0.148704556480492,-0.368724308731508,0.36040045307375,0.0788516596768723,-0.372098844808978,0.3844721437597,0.37851046335617,-0.141393061645975,0.278736679998987,0.0759270617430653,0.116871432816363,-0.0430815772556949,-0.367149525228689,-0.322493164470175
progressive,0.148325906791637,-0.186607336563433,-0.427417431488767,-0.146921083680746,0.131936303831235,-0.0341840290316954,-0.386092218310039,0.44848977815214,0.0032779205920803,0.363966254313496,0.500351164662555,-0.403652507196184,-0.272535683512969,-0.0652072060638847,0.480449503924924,-0.0984546863549857,0.0537344839916034,-0.370287958312509,-0.116951523981725,0.216576896262454,-0.505033908365527,-0.0286818051807033,-0.0487005345109085,0.27312102647584,0.133575264127275,0.226059452260972,0.0026925776292088,-0.0847576610237927,0.225357040705526,0.0538515525841777,-0.225942383668398,0.250995062479298,-0.0278623250326832,0.0200187293302052,0.148794181161934,0.365839351794685,-0.572114211910601,-0.125848737017372,0.377663279644689,-0.0059704982212892,0.211542946781759,0.0501053576218001
stable,0.127311679756776,-0.166555643138338,-0.0844979665276691,-0.0817605832012181,0.175024628827182,-0.108964408339074,0.0052726365287197,0.186045559935352,0.0796527349180216,-0.0366657873354344,-0.0141133396562063,-0.0730343409906869,-0.0261196726536055,0.14606741954479,0.108650482441836,-0.0804916941634997,0.254310555782167,-0.131190305755223,-0.0146793320580628,0.0242480402823611,-0.114768250128222,0.14755456984082,0.048965987515458,0.128862793506399,0.016657289643832,-0.102778749618611,0.0186816768417485,-0.226207454984261,-0.226153310481878,-0.0982761994061715,0.0894164194591924,0.151551163524512,0.0388590604941527,0.0955137076187707,0.117627668991133,-0.0106660461573152,0.067950789408114,-0.137437122514648,-0.0471473774807444,0.20357757786121,-0.0990117791224876,0.106818686958355
stable,-0.0389541708724057,-0.218339232106245,0.0788723080848036,-0.14508635124676,0.427687723091176,0.169836144221162,-0.104110076915152,-0.0686076931500723,-0.031453040258718,-0.226085206745898,-0.0312116206247234,-0.11941539683201,-0.147702586713027,-0.291797576484022,0.377871380885003,-0.0334272022303185,0.144098414162967,0.0795708840470005,0.0722786413435776,0.153200448023356,-0.180573325247968,0.248903642648344,0.20158539438542,0.26735597878706,0.071792377683617,0.0623924217217029,-0.0758074772702633,0.0156066664103546,-0.362062675348326,-0.127531205804592,-0.0947255307171101,0.428165425771208,0.0349510566576598,-0.0620397093486329,0.164757770927349,0.201530604113875,0.160328319912144,0.0780812735393748,-0.234892742896734,0.371419826410596,0.147944006347021,-0.0768176729018716
stable,-0.0293451520478306,0.0830791786816255,0.0547876980838184,-0.109929301082149,-0.121249432370417,0.393249489053206,-0.108151733216078,-0.116584322133671,0.0537372439511996,0.119819334784049,-0.126968214057185,-0.186749188753024,0.177843654176947,0.106150561790385,0.168437826744447,-0.0962798319929126,0.142499813828143,0.133449499968857,-0.110122340126428,0.0870348704306451,0.163454202084641,-0.21668632720331,0.0088572748150068,-0.132764211361666,0.0717912205674041,0.0337480509160969,0.188737490909099,0.0395923079816472,-0.0624191749676529,0.0239995791800014,0.149362351852265,-0.102429734211905,0.0319930042718592,0.243365931781387,0.0854519502675564,-0.210936981001197,-0.305020993865435,0.121682161561342,0.051079739774957,0.147779431689177,-0.158195496786737,-0.372449532032131
stable,-0.154831319439345,-0.161281926816002,-0.121135745450368,-0.0884094368078466,0.150243304014698,0.0121140230021681,-0.0973681154341693,0.0780165922756181,-0.0122455704273502,0.0448400326732687,0.101994399200687,-0.056806064822107,0.183726309323438,0.0118769386654194,-0.0949329932111959,-0.166704670447714,-0.270007966528964,-0.101964801030021,-0.0304397752157197,-0.019742876748468,0.0852851854597715,0.0174183739512159,-0.240822077452366,0.0109247146899535,0.0534752242222118,-0.0688886958250839,0.0633631060245935,0.084681861132459,-0.055422126114907,-0.0693649572985273,0.113943091007115,0.0044618494850405,0.0436330850472229,-0.0480979242464721,0.0062165127541173,-0.129277933126299,0.0920664552279093,-0.0587999052278786,-0.0470129569601405,0.0920724346563267,0.0309782227447038,0.182671538150614
stable,-0.0559003049814011,0.0605938445822384,-0.0627543628111952,-0.039907503378548,-0.0652625506402141,-0.104921718590146,0.146070899111773,-0.024957710575881,0.0166136401743924,0.142221699968229,0.0090642431444741,0.0720421078414236,-0.0279129021764082,-0.0301727545768113,-0.0001986683428925,-0.124217381393589,-0.224942231240129,-0.0113489290877389,-0.0766611468136762,0.0504865926375781,0.0597743376678065,-0.0483260744086213,0.0351146296062644,-0.0427136937219057,-0.126949071108362,0.0154464636598985,-0.0110509265734,-0.0523491083521961,0.0524484425236424,0.0411243469787651,0.18058952368936,-0.102214862418235,0.0150242934312517,0.0900712599589257,0.0299492526910572,0.0615871862967013,-0.0705520952697292,-0.178329671288956,0.223179049696958,-0.0661565581832308,0.0316627671485057,0.100426847332202
