group,AHR,ARID3A,ASCL2,BACH1,CEBPA,CEBPB,CTCF,ELK1,ELK3,ELK4,ETV1,FOSL1,FOXP3,HIF1A,HNF4G,IRF2,JUN,KLF10,LHX2,MNT,MXI1,MYC,NFAT5,PBX3,PGR,SIX5,SPI1,STAT4,STAT5A,STAT5B,TBP,TP73,XBP1
progressive,0.222421512759937,0.514777335751979,0.041656523920863,-0.0613445525622928,0.0464455038606703,-0.0789041456749194,0.1321910494496,0.109234351960365,0.320025484866484,-0.135687764961205,-0.0283538018658429,0.500182349268757,0.0128466287274194,0.116227782983576,-0.486195487222336,0.490604389389142,0.0720627457609091,-0.529904431117402,0.341385855709117,-0.433896785657457,-0.432072412347054,0.213831755090124,-0.416793285872431,0.0923588988391398,0.540318562097618,0.192699430911292,-0.405695014900814,0.388135421788187,0.189050684290486,0.105281543121159,-0.419073752510434,-0.562135026267851,0.0342069995700518
progressive,-0.0270960972786683,-0.0118992766822831,-0.0185710515782571,-0.143366473195671,-0.0674846196374381,0.374846387258861,-0.0571318654885129,-0.0067995866755903,-0.171842937694196,0.153680883810711,0.137218726596124,0.287218631153884,0.007898767980291,0.0144171687407254,0.0797162069467237,0.270973753964645,0.0216257531110881,-0.153616977920903,-0.0064033701587796,-0.180789762267341,-0.0078092997345596,0.105380812293689,-0.141998887153776,0.185838327562187,0.0757156982447317,-0.117880804340169,-0.0025178920584422,0.0352504888181921,0.121318941211849,0.0539876957099505,-0.113036737892709,-0.14397996973783,-0.0761119147615424
progressive,0.0558014456724727,0.0521978788306072,0.143448337080503,0.114581339428121,-0.0944115859209985,0.177426432115128,0.0431426751890023,-0.059878283683063,0.0242881376349668,-0.151093285135301,0.0425009071514123,0.0664088091715062,0.140543731632448,0.0828529011248312,-0.0979939557642647,-0.0335016635861093,-0.19504984799052,-0.27886170133198,0.15699437538534,-0.114991405001022,-0.0213863070667285,0.210542464486721,-0.0521036099968368,0.154940501841066,-0.178298592257493,-0.0473490075910352,0.136422418464796,0.0013628513899386,-0.203061542661083,0.0756792201588896,0.15294567157289,-0.102466753708689,0.102000573899495
progressive,0.415952648701352,-0.166183091535627,-0.520655695122211,-0.0238661355812251,-0.515706496499376,0.0092385040959581,0.404514500773023,0.0901853971272101,0.252189165381333,0.0614800451147688,-0.503938401996191,-0.119440660097744,0.249109664016013,-0.519225926631169,-0.514936621158046,0.0511417191026253,-0.583125579961546,0.0624698848393358,0.529454270451694,-0.317628569394369,0.182570438086791,0.461705240414668,-0.168052788793143,0.108112494361034,0.307510207765463,0.407484019946724,-0.153535139499494,-0.451256932210906,0.473473334917853,-0.415182773360022,0.337755310460564,0.268906458507352,-0.484361571888089
progressive,-0.0654477400749466,-0.0076153356916885,0.258921413517411,0.465639149032377,-0.0508792717951946,-0.443565712244874,0.0698624274324472,0.451070680752625,-0.184092462807776,0.473475219091941,-0.079243638067136,-0.244242578053721,0.317636755372169,0.287065045421477,-0.203737821548653,0.0882937471500122,-0.0844308957121992,-0.0246118820180659,0.0561768966241953,0.290265693755665,0.163343432227523,0.252078648113285,0.0231771086268782,0.0975645906007635,0.14171146417577,0.075601520997198,-0.0454712797822563,-0.0037524842538755,0.107276902787265,-0.146788354636895,0.165771510274148,-0.010705616841939,0.130674745782018
stable,0.0202706059551576,0.0848660038194457,0.246078753541044,0.0813109595094745,-0.177358849785311,0.176135566910928,0.30911074734145,0.226670923458148,-0.0997991480322739,-0.214787872341384,0.0551636065978782,0.0914990376006449,-0.0315715884747485,-0.169873501272536,0.140258414340545,0.0922939501756326,-0.315243255775955,0.123255171326479,0.0614292934003544,-0.0793378274353696,0.0805576232628563,-0.0061259366922792,0.115246363427813,0.400920668584548,0.1190188117,-0.0220747503720185,-0.0775245630497051,-0.164425929318622,0.117718813793917,0.18713947985846,-0.0104772347491211,-0.230121490478443,-0.0688613973893783
stable,-0.361805413823719,-0.114441541158737,-0.035867562925027,0.475273759144705,-0.331153055124467,-0.253489379119946,0.252092478971881,-0.205417145943932,-0.218270613420087,-0.127151015373184,0.0101506974029436,0.242276110751294,-0.506599741493557,-0.0507005239759287,-0.149122400995893,0.103787694887296,-0.155613683437495,-0.0871390946629018,-0.0408891210402285,-0.0056935266698395,-0.126303606752557,0.20070178039673,0.0131397989046093,0.0455697295932245,-0.227403427421301,0.121771956746155,0.236143983916482,-0.178756876293416,-0.0387639791088116,0.135098781381489,0.355674942083869,-0.0173867725775187,-0.0819321659119381
stable,0.0875204073207523,0.101352946557351,-0.0258222976266995,-0.206732595133463,0.16959191573952,0.0649272599009749,0.0481895758810144,-0.25632567527711,-0.446382895125913,-0.140716490083121,0.189734772143625,0.0637169127177726,-0.0004517383309249,0.282629307884002,-0.0146877266285908,0.0395707200706429,-0.0314316415220813,0.1040010678076,0.234639119955948,0.0297711137263365,-0.154908862266077,0.0541727721881962,-0.103686408694335,-0.168933000863723,0.10573948152247,-0.0524951094902439,0.0719136268464866,0.0549204770117961,0.118779142102376,0.0896529237863945,0.142990758921571,-0.0440943342534223,0.0121439725099686
stable,-0.0125750674904662,0.0464517617075546,0.136120194794718,0.0487426019690749,-0.15668462872313,0.146809921139781,-0.109203611468717,-0.108374233673146,0.0335607954722379,-0.0572285037977902,-0.0936507675370193,0.156223129374971,0.0253399614085199,0.209094240758565,-0.329140933053936,-0.193937706161316,0.0217117207335735,-0.0970644842461444,-0.112552999706163,-0.252945581434646,-0.123865333759259,0.244305176401631,-0.409878047082145,-0.003709512806576,0.148404061078567,-0.171805265735737,0.234061154467484,-0.133571466285129,-0.100974449165362,-0.0040282833581979,-0.0239468479437293,-0.140725136952607,-0.106911622484488
stable,0.0273068867545467,0.168890060478343,-0.0751728251367387,-0.0724542728553972,-0.0076944738677255,0.124640767541864,-0.0553662299441075,-0.130441963927941,0.0831342996749532,0.025219426967088,-0.0364820007040743,-0.154496297060168,-0.313604423883327,-0.108256635489136,-0.216804544436987,0.281734252942243,0.0528904055450286,-0.217168636260381,-0.189910295082287,-0.18515282858994,-0.117116203191722,0.131073056421824,-0.0250980630259567,-0.0499048525931982,0.0344430864930682,0.0459483881123172,-0.0878917661673009,-0.0642015248584675,-0.0435211092896908,-0.032768264105456,-0.126606863388191,0.141097717959271,-0.137845164336952
