group,ASCL2,ATF1,BACH1,BCL6,CEBPB,E2F2,EGR1,EHF,ESR2,ETV7,FOXA2,GATA1,GLIS1,GMEB1,HNF4G,HOXA1,JUN,JUNB,JUND,KLF4,LHX2,MITF,MNT,MYC,MYOD1,NRF1,OTX2,PPARG,REST,SIX5,SP1,SP4,SPI1,STAT4,TCF12,USF1,YY1,ZBTB33,ZFX,ZNF143
progressive,0.0708192287919447,0.163112675346608,0.205756512038532,0.100289165934399,0.0789672475884372,-0.17080379589283,0.200197583326906,0.0914557997625006,0.0515533525722006,0.0973954770160185,-0.0309929313100231,-0.14064851137497,0.127398462117122,-0.0098994620891965,-0.0450044776516552,0.0294699371424544,0.0495734601543613,0.0687631866657269,-0.0213980680543403,-0.126103917074689,0.110797825690623,-0.214513728502052,-0.219311160129893,-0.0987661717668304,0.0664025457059954,0.0468320706527376,0.261574248279925,0.0096710129640612,-0.146892787462001,0.456974399978989,0.0222357148465031,-0.0408162436908412,-0.176058125770942,-0.0718853247092428,-0.027642344141372,-0.0300791348094819,0.0361711114797567,-0.071580725875729,0.0284038412251563,0.120925736904955
progressive,0.187189652623307,0.0549884702571353,-0.0147992091050417,0.13717239435936,0.444421266552177,0.286219755474828,0.113104608417913,0.410703480859247,0.418649791590046,-0.0699021062367005,-0.0431007894038586,-0.0556623174071071,-0.339517250808449,0.456080093656406,0.0325480887533564,0.0929019080159278,-0.0765642931534032,0.318068568883874,0.162702301475274,0.413564152722334,0.215300521464585,-0.501087997635657,-0.160871471482898,0.331710795146511,0.079145254878767,-0.449697616877428,-0.125589851838146,-0.0980511173694861,-0.474998670244295,-0.192377004268373,-0.0879179819255701,-0.273772654346103,-0.0428592215576423,-0.20797720149508,-0.203412840611308,0.0284922917563561,0.0476651502876301,-0.199700324237878,-0.0944021714819028,-0.421179896926733
progressive,0.230411354364326,-0.058189736516178,0.114398133580181,0.0222607824750535,0.308650925755321,-0.328983951689382,-0.0517233999251473,0.355712689173947,-0.0747014103932915,-0.0606864852315029,-0.0550495322685737,-0.238456314143831,0.0860447130981025,0.0120282120652258,-0.0595447393317665,0.238314142866596,-0.232670664764053,-0.165926086382305,0.273289044729819,0.137069001888381,0.325374321221319,-0.108338581869316,-0.147856900062526,0.282659989645218,-0.280743440991092,-0.0231070546998027,-0.0114874699071041,-0.408486866875978,0.0059679694572251,-0.0012817677192159,-0.41053691220997,-0.0072825931735558,0.176216154787083,-0.140676559665038,0.0713668337515413,0.0547143703914642,-0.0373349297120498,0.107425676454157,0.303707172918434,-0.0992297172673509
progressive,-0.55546469724633,0.218132191758865,0.187236522207885,-0.408545928211354,-0.308737577286027,-0.434620996839486,0.449630595167444,-0.099589232701561,-0.255820526246584,0.469132117082601,-0.493673358144372,-0.535963175331173,-0.411284906008427,0.562147803071187,-0.516680771639782,0.445905585363425,-0.543851431386742,-0.578143433406092,0.424541558546258,-0.356395790955091,0.448315885824849,0.189099027109895,-0.433744523944422,0.643988459647718,-0.163790872264943,0.0969598140163712,0.414681238476797,-0.177266643026541,0.0414133442917382,0.542427162932264,0.192824036913913,0.437907770195973,-0.456313700992301,-0.441851898223757,0.448096767601083,0.177923997697838,0.447768090265434,0.532676401974686,0.532895520198452,0.276308080168687
progressive,0.356570406432561,0.142451751734962,0.212244289543191,0.103420853813773,-0.296590721491524,0.159100524577052,-0.125913235666662,-0.249952106178916,0.037818073409514,0.0069461767486862,-0.036164221802684,-0.046528358538819,0.147964590424396,0.0266821392568583,-0.152264604602154,0.0965849338388755,-0.298244573098354,-0.0212795573412134,0.0301000992443071,-0.0369360192192047,0.249841849405128,0.268254730627836,0.306734344680082,-0.0110256773788671,-0.404421846256844,-0.207834018591644,-0.0627361042857536,0.1742057025861,-0.123487586643311,0.0377078166357253,0.0774002551996468,-0.147303049781664,-0.215221222435485,0.113674733776119,-0.0254693147451829,0.433198864215687,0.0509386294903658,0.0987900693146489,0.0879849054833591,0.0990105828622262
stable,0.220433231060654,0.0779050029487029,0.0381152206014891,0.0564675338727993,0.152362496883725,-0.249125260358084,-0.252492053086179,0.120163124112157,0.207981238108272,0.0070998205430245,-0.200785976915791,0.156224965242869,-0.201692462298848,0.138188690363378,0.184174083454066,0.100523901438497,-0.235543507123215,0.0880250582374337,0.240698774630257,0.147623125727121,0.0274697732382603,-0.0760678039111272,-0.0672543351291924,-0.0407182204182247,-0.220396821724536,-0.0815096610822456,0.0755311677769457,-0.0724414608053377,0.107162983250203,-0.0761103707085005,0.298232620163043,-0.0767036287146598,-0.0942822435934609,-0.145641092492193,0.125341415169979,-0.260698878076617,0.230226137755735,-0.128615444405685,0.0897641394684853,-0.333227212628795
stable,0.0246682135554612,-0.13825911698889,0.118684346937806,0.0096542176978052,-0.0540890945964937,0.0149709852921757,-0.15892238519713,0.0963039646153921,-0.0608847639423785,-0.209745985322159,0.0625059314104815,-0.0316888612438583,-0.029902268523908,0.0104284078764503,-0.0705571784178869,-0.0128303825332723,-0.140168124395208,0.0354804080161971,-0.176649355185081,0.208836146436999,-0.0084201453190247,-0.0554687411968997,-0.0532818193674791,-0.0516093700713035,-0.174406188770032,-0.23191296906969,0.105964799323271,-0.172609670534971,-0.0072572057985386,-0.0179784163707586,-0.0011364714801905,-0.139630492326704,0.0829260244985054,-0.0431743364796125,-0.119493276419339,-0.178005842250228,-0.0609277745078588,0.0585704646690356,-0.137321155810917,0.155177157495308
stable,-0.0644788163816077,-0.028608651383955,-0.240168530969139,-0.0002381589673945,-0.140095066826668,-0.160131551978976,0.129345224808191,-0.229477839543871,-0.0203618134149581,-0.22807690444155,-0.162223615065109,0.0183973910825923,-0.0749920560272485,0.0323180162159897,0.129222253838098,0.120729473928916,0.0408730599074972,0.10784242758212,0.146351020355811,0.211231438133417,0.15358607186202,-0.0055617123562147,-0.0953709919823461,0.0077985387362541,0.0863084984648867,-0.0267936621291701,-0.177713287513106,0.0539266618720136,0.233110931242557,0.027961108047771,0.134564486361616,0.0710476454169355,-0.0320051407098046,-0.10422957161269,-0.009949752415596,0.0569402289365621,0.166248968592445,-0.14590116452851,0.0258846109072195,0.019146113065055
stable,0.0307800520394202,-0.0322135807274331,0.104517273435117,-0.0451448401093318,0.114556843379618,-0.168934123794525,-0.0940257338063637,0.184837556442259,0.0674531815525395,-0.130116286426093,-0.205578897795134,-0.0024331321088249,0.043778906380434,0.111151890523854,-0.0844962766677274,0.0083264960018423,0.0652053627426445,0.132896558748678,0.198975213992772,-0.133850907917202,0.0258957434047184,0.157788116023492,-0.0883892880418473,0.156747841059483,0.0259702124274723,0.0528420728689035,0.0398621222028965,-0.107263175439508,-0.10997069725525,-0.0347160263112828,-0.200947783837795,0.257324843932964,0.101641623479543,-0.08385813442659,0.0343680268395674,0.0739680753662338,0.0995166785571916,-0.114613267985319,0.0455137481912819,-0.0105324975912679
stable,-0.103345418311788,-0.406359608741429,-0.408563084155294,-0.241002096639462,0.0542151807872757,0.22942779721279,-0.106856450564648,-0.281124720384221,0.0883085146633293,-0.301561349497424,-0.0433673018267131,-0.0358851710257894,0.122571346648142,-0.130053477449065,-0.117462189369841,-0.240348318219964,-0.100124954245371,0.156979462726176,-0.200298336521815,-0.179789065362002,0.0419628889255689,-0.0986478992976155,0.107413372921999,0.136349121488678,0.139109519259892,-0.118382321960246,-0.24005775003352,-0.0184510798391711,-0.0634649347223982,-0.153855854721907,0.213107550740872,-0.268242864118553,0.0490818094934381,-0.0945073026407936,-0.03060651563873,-0.179450069144484,-0.124895892139691,0.0924248973046142,-0.238750193194524,0.103272776265177
