group,AHR,AR,ARNT,ARNTL,ASCL2,ATF3,BCL6,CDX2,CLOCK,E2F4,ELK4,EPAS1,ETS2,ETV6,FOXG1,FOXO3,GATA1,GATA2,GATA4,GMEB2,GRHL2,HEY1,HNF4G,HOXA1,HOXA4,HOXA6,JUN,JUNB,JUND,KLF1,KLF9,LHX2,MAFK,MEIS1,MXI1,MYC,MYOD1,NFAT5,NFE2,NR2C2,NRF1,ONECUT1,PAX5,PBX1,RUNX1,SIX5,STAT3,STAT4,STAT5A,TEAD4,TFDP1,VDR,ZBTB33,ZBTB7B
progressive,0.230035242704281,0.0318830232606536,-0.231344448973438,-0.165191026314256,0.236273225516148,-0.17273821539528,0.0170966936325244,-0.153254145624881,-0.130073493447449,0.200385571314543,0.206854590526849,-0.324375106217084,0.155179448961877,0.210166112266482,0.358876542016053,-0.0386600910068795,-0.365345561228359,0.0410474671447545,-0.248441142605963,0.113438872615804,0.0569119666416015,0.186138326620772,0.0635350101208677,0.281248311468374,0.114979115285401,0.111975642079687,0.183827962616377,0.218406410548825,0.181902659279381,-0.360416784685649,-0.108356071806134,0.111975642079687,0.0087023710832218,0.094108827112364,0.204544226522454,0.103427295263425,-0.0667695197270209,-0.440971476305562,-0.109126193140933,-0.371352507639787,-0.034578447932448,-0.0306508291249762,-0.223874272025894,-0.420717285200364,-0.202233862518059,0.168348523786929,0.312669261928149,0.170812912058284,0.179515283141506,-0.261918265964935,0.0743937209415251,-0.410782719981464,0.263689545034971,-0.145167871609498
progressive,0.20576023323212,0.108804066001295,0.0508709452666538,0.0427093468778263,0.365952619992229,-0.237475350901542,0.0110200979830127,0.138540222413203,-0.0853798905937407,-0.271557461447597,0.115051375069129,-0.293338969667542,0.164318456310087,0.177252843614092,0.168664410444232,-0.177045893417228,-0.0469130227516281,0.248676530306811,0.323670107895435,0.0478054954756045,0.100836483422027,0.0458135998307877,0.339889829574658,0.292873331724598,0.362266319610588,0.058165939706113,0.238303151688998,-0.0690954969779977,0.14905587929136,-0.202785324152199,-0.114469327640449,0.221721267165263,0.200961575542334,-0.165172125872151,-0.140635593156452,0.0729370100072873,0.0618910432496666,0.232650824437148,-0.265025595859074,-0.020927838657881,-0.370919424716967,0.375537000984497,-0.134608168672786,-0.0435371476652827,-0.174691834927899,0.14931456703744,0.180939143995734,-0.257652995095791,-0.0308485137200532,-0.257032144505198,-0.175739520299523,0.0959731537957212,0.236311256044181,0.172893955092642
progressive,0.0776851890194826,-0.139752080709347,0.189152924099241,-0.0357315376153616,0.0133672306394283,-0.0160780978999965,0.173204949683346,-0.0045212305286705,-0.0444630321527664,-0.0270349900861644,-0.155069308016929,-0.0536667751993135,0.0679628849462789,-0.121808647588072,0.0648969808235657,-0.0467346650026538,-0.068926092530905,0.0775581581909756,-0.189212535035808,0.120120134950357,0.0514559903482301,-0.151298201102485,-0.123842919121151,0.0193134795492389,0.224440279054973,0.0675735969234348,-0.0742258991052638,-0.0771523244607057,0.26367587277427,-0.142303908156014,0.205594409031486,0.0849026740110416,-0.0496002423592917,-0.0739756259513519,0.098337015276851,0.218289760243205,-0.131795451030918,-0.0442731430993194,-0.0966064425230634,-0.0014726452772814,-0.131496777816966,-0.079926436528163,-0.0223665491512386,-0.0686857158748926,-0.114450446767004,0.0480096895875044,0.0718859958831476,0.0247140293795591,-0.160683019134037,0.130909482519742,0.0142463953082983,-0.12869344015415,0.232101173542264,-0.0692045088507186
progressive,0.448450814304901,-0.466008972264635,-0.204955604863309,0.101263087101107,-0.249127071428677,-0.384843902450771,-0.413113641052607,-0.0293740252659699,-0.0466008972264635,-0.0812754984802776,0.210366609517566,-0.139029691014497,0.0689074878419745,0.132514399696105,0.34994844386413,-0.110870381079074,-0.212906468845075,-0.0357788879179483,-0.488646848879386,0.0212023039513768,-0.162992711626209,0.004748432655777,-0.361433025171126,0.230795912804049,0.212796040178662,0.110539095079834,-0.491186708206895,-0.306549977963656,0.212354325513008,0.0545517612082298,0.0872386464666023,0.415653500380115,-0.266133086056344,-0.0367727459156691,0.260942938734913,0.507751008168908,-0.133618686360239,0.0008834293313073,-0.259838652070779,-0.154268846979549,-0.0541100465425761,-0.0166747286284265,-0.349506729198476,0.0769687804901542,-0.212906468845075,0.429015369016139,-0.175471150930925,-0.482904558225889,0.436855804331492,-0.0441714665653683,-0.0445027525646085,0.0414107499050327,0.259286508738712,-0.298157399316236
progressive,0.181260421900779,-0.0745452897902835,-0.0705517921229469,-0.381268096739887,0.18958020870773,-0.0762092471516737,-0.11958306903858,-0.389255092074561,-0.10083581610025,-0.470899933273442,0.472120168671795,0.354533848466884,0.238056833169566,-0.287420901557477,0.402012098511886,0.108157228490367,-0.0177488785214961,0.170943886260159,0.0685550432892785,0.433072635924504,-0.501849540195301,0.354201056994606,0.0113149100574537,0.427526111386536,0.130676118114515,-0.0516936086938573,-0.485653688544436,-0.443611032546642,0.0677785298539631,-0.174937383927496,0.530691467792732,-0.138552182958429,0.479663442043431,-0.230402629307171,-0.0146428247802343,0.19301905392127,-0.351095003253344,-0.309939791181625,0.16051642012878,-0.173939009510661,-0.288973928428108,-0.0105383966221383,-0.359636651041814,-0.0412661425624784,-0.123909358178194,0.221860981518701,0.546887319443598,0.13156356204059,0.0723266799750965,-0.455591525548652,-0.12124702639997,-0.0686659737800379,-0.0495859293694296,0.412994217097062
stable,0.0379041494617263,-0.0673163363846357,0.304505578728264,0.370419525364815,0.232794391173538,-0.0230147166786477,0.0057535434632802,-0.174185383355415,-0.12677106637327,0.152047737021442,-0.155766227585335,0.294798365541673,0.169196816765558,-0.0296038043338146,-0.174891463659197,-0.0860663443132056,0.0324264970723628,-0.147952389835677,-0.181596580270684,-0.0004453883446113,-0.138516589412408,0.0979486593850588,0.266050868476139,0.132816378557121,0.273419182174803,0.0409374585046124,-0.165985189537169,-0.133441035031906,0.205437884520029,-0.138008911838615,-0.167306019749875,-0.0462021875811499,0.22137904176098,-0.207356637050333,-0.049480853762079,-0.0824983521265753,-0.0647531142478232,0.117193995606691,-0.0962298023549409,-0.130510455719938,-0.118186009256633,-0.185077448960288,-0.140303978165265,0.237803042307881,-0.0936359105758731,-0.0841045728599146,0.0622680589868475,0.0308315399687014,0.149145248930477,0.0304161427344372,-0.0082869101961273,0.164157767401723,-0.0961626276960187,-0.135190697410661
stable,-0.156040991510889,-0.234906486642452,-0.387447243583491,0.0506064448495932,0.159831798988733,0.150252912780402,0.234039777796197,-0.381672524526935,-0.19120031337808,-0.131582768462211,-0.108936451190388,0.0247705054268089,0.0249107820030815,0.0692515397791638,-0.188593507002347,0.230070284679529,0.041384929918909,-0.0396982710851548,-0.0840857877199946,0.144379666128606,-0.172573588000164,0.240425701935084,-0.074102771375259,0.163251875514999,0.194448384102488,0.302860468091094,-0.15015104526668,-0.0496295186934088,-0.0954715698274566,-0.0117147640780061,0.28148331984269,-0.065577629448214,-0.35927336122283,0.209332730820559,-0.0064644122232304,0.234514046220737,-0.380056003981317,-0.0138840411325078,-0.0585337413682382,-0.118493627928582,-0.133580039714855,-0.0948854141337459,0.309869287027002,-0.154135568016519,-0.0811049104742012,0.0668718478602531,0.133195949089346,-0.279678093902801,-0.128135972588084,0.12799402605257,0.356664884887855,-0.121905354658641,0.354739421882589,0.0454095316905405
stable,-0.0365434822538186,0.169209750308653,-0.0128221365536482,-0.01474978087183,0.0656877033646,0.125766999483723,-0.0585431554185819,-0.0677458488886619,-0.0720193703053162,-0.121561087125537,-0.182662380640107,-0.04386098360522,0.0279870055983982,0.0526690288502889,0.0986070256237945,-0.0445543695304387,0.0576500869253297,0.0684691085839015,-0.206114862410091,0.0833714029132058,0.0368123461840054,-0.105591198593912,0.16561860869142,0.271239681055352,0.211911946097804,0.0242732242937119,-0.103006331335273,-0.118249815564288,0.0893665968652672,-0.060109169889144,0.121521779533404,0.208289358406865,-0.0743275121153414,-0.0485826115721857,0.0191553757980497,-0.059253836684339,0.0076099498368678,0.206638439537297,-0.129828259902862,0.0192324186786296,-0.0753447925997326,0.0636499977884469,-0.0473499254829079,-0.0225798532246402,0.0591296246932,-0.0786623533757226,0.0953570739062727,0.0369114013161795,-0.143079635362597,0.0147482085681447,-0.0361692739767164,-0.0237826655438972,0.0174494262994957,-0.109198063247997
stable,0.0654198584641159,0.146491864378208,-0.0298006065294293,-0.0110199993603923,0.0412823433705794,-0.070565885029775,-0.0586290731683801,-0.0717193597150806,-0.192848685281983,-0.184467309956861,0.0978808144435319,0.0192185915297056,0.193801417135315,0.253487793819859,0.197687948991856,0.10392714219501,0.0634553016294241,-0.0587278513872875,0.0236931579445514,0.172047614544385,-0.0443690902933862,-0.172351480678209,-0.121075736210603,-0.124126274108884,0.262929659055303,-0.234051079126408,-0.0453742528142326,-0.0760986239773736,0.249114612673687,-0.12115771344213,0.252790552843583,-0.0379328637658106,-0.030577797031859,-0.0091104802429802,-0.138591344898794,0.0218688024528249,0.175224449520213,-0.350403130833425,-0.0784319335178399,0.0002398485784613,0.116988171849893,-0.279896338931677,-0.100858644620564,-0.114356210275135,-0.146797468545209,0.04002140030048,0.0219058804939397,-0.160231306316613,0.0242218097026335,-0.0019037256734878,-0.0668166577942374,0.0572960017214246,-0.0399040830610153,0.161412879204951
stable,0.038656636287296,-0.0205432409983916,-0.0850691437281066,-0.0528184643112768,0.123382165470627,-0.272339070631007,-0.166873949280842,0.223005839559601,-0.066366694933872,0.101366290708909,-0.0685265577867495,0.0791786086748043,0.149202344120935,0.115429943148669,-0.0146281620490339,-0.42718651084469,-0.145987093737674,0.111380200299523,-0.0812402959434601,0.143729055300575,0.18898799962678,-0.171365482258984,-0.0461425245842009,0.0911805738459077,-0.0191933267153432,0.0935858756593394,0.0917696273512379,0.0138427573752603,0.221655925276552,0.0531375349599973,0.106765947841103,-0.0039515672649235,-0.0451607687419839,-0.213384632305874,-0.300613638886858,-0.0007117729856073,0.0054487449243045,0.0280291292952965,7.36316881662781e-05,0.16967195343116,0.0425100279679979,-0.211813822958327,-0.0841364756780004,-0.153472982034579,-0.147606990877332,0.162235152926366,0.166751229800564,0.170383726416767,-0.0396874799216239,-0.331023526099531,0.0241266498224838,0.139875663619873,-0.122793111965296,-0.0166162176295234
