group,ASCL2,ATF3,BCL6,CEBPA,CLOCK,CTCFL,E2F6,EGR1,ELK3,ELK4,ESR1,FOXA1,FOXA2,FOXG1,FOXH1,FOXM1,GATA1,GATA2,GATA3,GATA4,GLI2,GMEB1,HEY1,HINFP,HNF4G,HOXA1,HOXA4,HSF2,JUN,KLF1,KLF9,KMT2A,LHX2,MAFF,MEF2A,MITF,MNT,MXI1,MYC,NFATC1,NRF1,PAX5,PPARG,RBPJ,RFX5,RUNX3,RXRA,SETDB1,SIX5,STAT1,STAT2,STAT4,STAT5A,TCF12,TCF7L2,TFAP2A,USF1,ZBTB33,ZBTB7A,ZNF76
progressive,-0.260986674890372,0.187359349012209,-0.441840490950768,0.0291600947604786,-0.0349768065762171,-0.261598960344661,-0.143198260621668,0.254787284665704,0.237643291945632,0.0480644081616287,0.201518450142625,-0.0275528454429719,-0.378086268023003,0.104011991547219,0.233204222402042,-0.0364309845301517,-0.10783877563652,0.278054131928658,-0.229147831267383,-0.37678516143264,0.319919149865618,-0.111359416998678,0.227387510586304,0.346170888718227,-0.226162939677727,0.401582722331315,0.398138616650943,0.149856864937053,-0.085873034963929,-0.360483061212215,0.188201241511855,-0.502839429334237,0.176567817880378,-0.442223169359698,0.403113435967036,0.0108680668136167,-0.302162871691258,0.0541872627045113,0.480950224343431,-0.224402618996649,-0.451483986855808,0.275069240339002,0.0821993222381994,0.492124433884192,0.41421110982601,-0.168531571292845,0.276906096701867,-0.14779040152883,0.326654289862789,0.432885816181802,0.474750834118762,0.0306908083961992,0.060310117247394,0.490211041839541,0.247057180805314,0.0166847786293552,0.0474521227073404,0.13003412335447,-0.0724792906513732,0.179935387878963
progressive,0.192274922304735,-0.0374020534050615,-0.0870584864532572,0.0671499113917315,-0.207327747351255,0.205411003924278,0.0715456429842634,0.0953643746368205,-0.289517705499992,0.249483324455217,-0.0333896704979247,-0.234724400067501,-0.0453373711927428,0.109420493101312,0.0629969672999498,0.108589904282956,-0.0898058186985897,0.146311414925847,-0.158284672199691,0.103836380584055,-0.249444989586677,0.136024891867741,0.0203941500630263,-0.0468324310657842,0.21656645066928,0.179803311739877,0.425402036183089,0.0601601870280251,0.0631247501950815,-0.0912497654135784,0.12136819379613,-0.41248318548527,0.0645559186205571,0.11097944442192,-0.0803882193273801,-0.430283342777121,0.0689133153445495,0.0015589513206072,0.267360151484148,-0.0097115000300125,-0.465078625121495,0.0486852830451945,-0.0999645588615633,0.0047024105408481,-0.127655112236612,0.142069022807473,-0.147832031377915,-0.0093281513446173,0.0201002494042233,0.159894736678351,0.0675332600771267,-0.107554862832389,-0.0314857053604617,0.0121393750375157,0.226418511883937,-0.148867072828482,-0.140612297802971,-0.0838383574959372,0.0652076113857289,-0.0990445220166148
progressive,0.129528824358303,0.137119587680831,0.0737904978782136,-0.0211756118982736,-0.0124757991787514,-0.111122661488309,-0.186881791729547,-0.0727882963008127,0.0232946054682911,-0.0508319984859034,-0.0721901033630037,-0.038421391962295,-0.10697626925449,0.1409719161329,0.0793955951273469,-0.145954818397794,-0.136904266096564,0.250270654370372,0.001924654419888,-0.18389477576427,-0.0960382269923609,0.0502070935931962,-0.0938045655811713,0.184749635746971,-0.115066352568725,0.195907490298828,0.198590841663784,-0.0513704960114614,-0.146649484077061,-0.103718959276025,-0.0874033746501131,-0.104085803456628,0.14964857849151,-0.256172835013547,0.216191852014974,-0.142130750419748,-0.192249965552626,0.163616840402491,0.0722878923457183,0.125841103489172,-0.0809942088455635,0.0178643360283181,-0.319634710331094,0.0387232757656237,0.298028532690242,0.0828195257636125,0.0143357254992338,-0.193205401852466,0.004545755316037,0.246023453541545,0.0509705135215933,-0.0642693506150366,-0.135633009321274,0.0319143597490747,-0.0707261333826657,-0.201894452364073,-0.0067483689187795,0.0644453398135403,0.230638606335437,-0.162227973599693
progressive,-0.455575775720085,-0.435229673115111,-0.415215300443913,-0.402498986315804,-0.128711214305383,0.355393335719503,-0.425277775101808,0.413446074130437,-0.102393972892427,0.276441611480634,-0.259191654924243,-0.400950913291512,-0.464311330642873,0.420191249450564,-0.455022892497124,0.2669320200457,-0.440979658633908,0.193177398102667,-0.43224410371112,-0.411345117883184,-0.169735149449109,0.569469719650107,-0.146292900795552,0.132028513643151,-0.472825732276477,0.384696146536451,0.24238400494622,0.547133237442471,-0.629402261019108,-0.118538163002896,-0.028749927593986,0.0651296436648374,0.68590692640575,-0.324100145299896,0.282081020354839,0.158014025122331,-0.307734801900242,0.435229673115111,0.758887511836637,-0.547464967376248,0.0475479571746691,-0.437772935940733,-0.0352739496249289,-0.174489945166576,0.0380383657397353,-0.401282643225289,0.306518458809727,0.420080672805972,0.559960128215173,0.051418139735398,0.0748603883889558,-0.493724718104413,0.512191017751319,0.370874065962419,0.215845610244079,-0.288162735807413,0.344888554483239,0.434566213247557,0.456128658943047,-0.217393683268371
progressive,0.429105450073542,-0.0329389302781105,-0.1309687842116,0.177960159147607,-0.4014502389868,-0.131418462440652,-0.0438436273326385,0.079368207427802,-0.42550802424112,0.629886779345573,-0.443382733845965,-0.209437635181296,0.0344003845225318,0.302296189480679,-0.232483644420247,0.365925658891637,-0.0779067531833808,0.224389436297299,-0.314662340779629,0.211123928540244,-0.554228417307456,0.431241421661542,0.495095730187026,-0.466316323527653,-0.302633448152469,0.449003711709124,-0.0481155705086392,0.174812411544238,-0.249458997566987,-0.449003711709124,0.5302830516104,-0.173126118185291,0.231359448847616,-0.0143897033296865,-0.213372319685507,0.0689131886023267,0.411792838255013,0.199881972813926,0.0893735480242247,0.339956741163843,-0.0526123527991662,-0.34692675371416,0.509935111745765,-0.203254559531822,-0.40673395817817,-0.157050121496656,0.118040535126334,0.323431066246156,-0.018549226948424,0.350749018661108,-0.026868274185899,0.568056022850827,-0.006407914764001,0.150192528503603,0.493184597713552,-0.162558679802552,0.400213623856905,0.154127213007814,0.345802558141528,-0.406621538620906
stable,0.182597719011116,-0.141956309117627,-0.0614352504234162,-0.209261109362335,-0.0547409985273487,-0.0323867068417167,0.139714019786357,-0.0244034451984429,-0.17934311765441,-0.219850558948073,-0.28550002484364,-0.10841617845569,-0.209590774548624,-0.115527565981996,0.156381115288084,0.168394756216224,0.0385205548765459,0.0256915115048054,0.0891031357187938,-0.159604717874207,0.199531134385332,-0.0030881514364008,0.0152589426536709,0.205663499870263,0.0072569469707837,0.0845831106359773,0.157242207223979,0.0300853850690748,-0.192481879177455,0.0762181597827403,-0.0924446684103963,0.0173811454432474,0.0025565899095311,-0.13234412946884,0.0780336095208068,-0.213586246522268,-0.0187512911030236,0.0375159251551243,-0.0470018185081015,-0.0625350328928017,-0.215622057086002,-0.222393401576737,-0.147150894403786,0.0697627331974266,-0.0318237422124737,0.227528550089735,-0.338461693939515,0.005353622456977,-0.153651201817814,0.181346312120399,0.0716196943326219,-0.0642918545212871,0.120023600711927,0.237804777315319,0.164113691221424,-0.0944419326767963,-0.153163173347024,-0.261013152519149,0.159022480096297,0.0597350352455609
stable,0.256567727449433,0.184718765995352,0.0880836707805289,-0.301166105271703,-0.329104868617342,-0.0554209619416668,-0.0728570697515766,-0.151532840618616,-0.282725221753711,-0.112938122624242,-0.26631555148307,0.183770644307294,-0.0594683917840092,-0.188692878870604,0.096956690093198,0.412317959970465,-0.14169170408141,-0.0665201509823596,-0.120573084969904,0.0762329828271574,0.0313513349047643,-0.260808447477742,0.0558758603965698,-0.199617106967103,-0.23260141068434,0.38771011974333,0.304277077488934,0.170536931747441,-0.0391162682375414,-0.136946096757,0.132763697043423,-0.0804537073189867,0.201215083590737,-0.188844511688905,0.0434186411699943,0.114812704169172,0.0355120727871558,0.0186191770515991,0.139322233008618,0.202416482074199,-0.130105956986389,0.298828293798337,0.0935191241134728,0.0717606478346308,0.0140601947343291,0.0069584466947805,-0.400275648125834,-0.0632292189368156,0.238836685476454,0.1387373635666,-0.214322157752888,-0.318632206386332,0.159427744938509,0.173714555752936,0.159014503851271,-0.21267752487747,-0.445847142056762,0.135394776385151,0.370360659258163,-0.360562846383329
stable,-0.0272442857242996,0.0392179887632344,0.0243170324895359,0.0562239361271002,0.0694694046163444,-0.142439296648257,0.107047567731212,0.0827164393191973,-0.236056582684392,-0.189837619090021,0.0642993334938429,0.14466331997269,-0.149391718857522,0.115498856364056,0.0427920882184142,0.0376564737953053,0.124827224617803,0.149405814780001,0.0956220394553415,-0.193350636214459,-0.199361764044862,0.0604010278216508,0.0910236363000358,-0.145740874935513,0.0786536812180859,0.071027787157056,0.275002050279703,-0.0513561442310885,-0.0529834401705854,0.025103271721131,0.169370339650806,-0.127575929501169,0.196342104207182,-0.150755890910748,-0.051576980349923,-0.0144216949094194,-0.0091842766017414,-0.125563345013918,-0.16913854003671,0.271528188495483,-0.042889193462157,0.0321246073291814,0.174715826697488,0.119589806310125,-0.0444350462939986,0.143609258213997,-0.115819930153851,-0.0929908005926325,-0.0463818498096815,0.0645890830114626,0.0309436822681798,-0.11845116901656,0.0611575089946796,0.0321919545143578,-0.0466778641817363,-0.10345154128551,-0.10551424460824,-0.234238208684627,0.123110654502607,-0.107667788320279
stable,0.176760350197218,-0.0272509602580013,0.0364241606961081,-0.214335870795303,0.0308430996074358,-0.257409616695958,-0.0907776670953433,-0.229305562890801,-0.0680884275581389,-0.116488687079754,-0.0628993983321681,-0.0326675002714973,-0.153623279691396,0.110143983587947,0.135129327571187,0.0906108450261086,-0.0492668714088636,-0.0715036779893332,-0.258278529577264,-0.0480168563866326,-0.138367976708398,-0.0613347223724496,0.0629888494761888,0.0089013955149572,-0.274048679980831,-0.0373336285976945,0.0576042357552532,0.100115388608626,0.157946847527148,-0.132511371581231,0.148763867864292,-0.10862820375197,-0.0942869706586751,-0.0963144340483912,-0.0271439640342852,0.170797611719107,-0.0936510334257822,-0.165423640095692,0.12056029606611,0.0200845142630848,-0.0507173605384335,0.13939306956142,0.007867961558474,0.0153036238582244,0.0814963199364912,-0.103924684272323,0.0710124157578628,-0.18773522898306,-0.069632682195589,-0.0328711382456665,-0.0060996476245863,0.0042105315026321,0.0013814593078176,-0.0124052342174003,-0.102461252051175,0.0430047160789021,0.0016613177101716,-0.345804029195303,0.0686792077826355,0.0532242935650707
stable,-0.183665592250711,-0.0154886918711028,0.0625410902050839,-0.274496753728251,-0.209463791960308,0.449978258002906,0.381354069570844,-0.250188790933697,-0.117924157195289,0.0610997135167636,0.0021742800891611,-0.26262371863463,-0.211344910689133,0.396109858041106,-0.133095257592694,-0.159724081156578,0.0064006897006765,0.461045099355603,0.0031270545102541,-0.166759953804649,-0.133754870653451,0.1375171081111,-0.0060586681136175,0.114650522004867,-0.114332930531169,-0.281703637169852,0.24970018866647,-0.0678179946911378,-0.078860405930473,-0.11919452309008,0.148290788103461,0.24198027284428,-0.0222069730454771,0.175896816201798,0.0903914194370353,0.126083815057984,0.044609386997845,-0.0229398764463179,-0.0053746249394994,0.249358167079411,-0.150660509099513,-0.195416476777526,-0.0707251781811398,-0.113746607810496,-0.0413357518074226,0.37087355093882,0.111572327721335,-0.17521277302768,-0.0071335931015173,-0.170424470808854,0.143160464297575,-0.155717542565314,0.0836975683760224,0.187110238234663,0.132386784305215,0.400702719353041,0.269488580489172,-0.130188074102692,0.209146200486611,-0.127671772426472
