group,ARID3A,ARNT,BACH1,BCL6,CDX2,CEBPA,CEBPB,CEBPD,CTCF,E2F1,E2F4,EBF1,ELK3,ELK4,EPAS1,FOS,FOSL1,FOXD2,FOXH1,FOXK1,FOXO3,GATA4,GLI2,HINFP,HNF4A,JUNB,MAF,MITF,MNT,NANOG,NFAT5,NFE2,OTX2,PBX1,SP1,SPI1,STAT2,STAT4,TBP,TCF3,TCF4,TP73,USF1,VEZF1,ZBTB33,ZBTB7A,ZKSCAN1,ZNF263
progressive,0.506824227308008,-0.303483606382837,-0.0805767137730275,-0.0151906919408167,-0.046727889339686,-0.0380592879604157,-0.158841800511583,0.155952266718493,-0.117727862541329,-0.249077812964369,0.0117232513891085,-0.193763880353786,0.388023109357817,-0.14538482884662,0.154466220767761,0.203010388491675,0.437475416273845,-0.0611755583051367,0.239088281851114,-0.10063833410791,0.104023216551245,0.150503431565809,-0.381996367446515,-0.0648906731819668,-0.104931355743359,0.102867403034008,0.527628870618257,-0.260388273811607,-0.472727728549545,-0.0571302109948105,-0.231492935880706,-0.0383895203939117,-0.0583685826204205,0.184022023565654,-0.0532499799012323,-0.255187112984045,0.0046232540689442,0.316032438855686,-0.169987145142073,-0.10228949627539,-0.278633615762262,-0.437062625731975,-0.473966100175155,0.1387801801767,0.531839334145331,-0.535637007130535,0.419560306756686,-0.394545199919363
progressive,0.0840674061879154,0.132435681864283,-0.237304365139566,0.184093955447325,-0.0076545515812572,0.174250493968482,0.58358991093776,-0.489639244909227,0.0652295149480795,0.119129762911075,-0.222751430850763,0.0911647807043324,-0.400384785570061,0.0472141231849125,-0.14434865815539,0.025205629123724,0.425656745296742,-0.250650082454548,0.249190809189491,-0.238737106163441,-0.25029189719858,-0.190713749622451,-0.271331964456594,0.162616106209794,-0.230379450190838,0.467511355762715,0.0583443983611254,-0.380910120541836,-0.241920975105385,0.0974396557440805,-0.155120748075634,-0.259763907300863,0.0555983113986986,-0.0062218105573824,-0.446152901610507,-0.0872114767680852,0.419302273533445,0.0579198825021995,-0.0565136737195076,0.374170931281388,0.306022869803193,-0.153197160589876,-0.0761607983154209,-0.171889124503206,-0.221318689826888,-0.0440965848459256,0.0559830288958502,0.0036747154038271
progressive,0.0590701025252844,0.21164769004743,0.0563711202563964,0.134966579992359,-0.281003586277311,-0.111869954697873,0.286100613410766,-0.037375448130905,-0.0687944027981771,-0.0833097451280874,0.0859340538983527,0.0906403271125131,0.175258140414972,-0.334875387739677,0.22467549141658,-0.0662402807068748,0.234841342817058,-0.199894706314102,0.268898948053151,-0.028032848016208,0.140900398992355,-0.230860892804639,0.0221583992549245,0.286851995460212,-0.184162634638608,-0.0823913091680962,-0.250624371944402,-0.29574270873775,-0.226802404178852,0.221541928614935,0.231831327799615,-0.211614359387101,-0.192726851664121,0.229852880695012,-0.181791590813778,0.0060898962267302,0.0889636186300273,-0.171303649859155,-0.0157226974272763,-0.228646567180782,-0.182498905884423,-0.171704659366244,0.109512130966684,-0.064252299110495,0.0618204428549204,0.136348440325777,-0.0212933244001723,0.293884925033282
progressive,-0.201271432993023,0.0227959357809777,-0.113201281097733,-0.285227196479063,0.1249884478918,-0.0364734972495643,-0.0889597493891813,-0.0715013985715545,0.4292307908028,-0.190818662439794,-0.0788405778961619,-0.0580462364764408,-0.0730581941858652,-0.0423670806465976,0.137109213746076,0.374520544928453,-0.330707868354282,0.0956317305933699,0.168578725092499,-0.499953791567199,0.0275775223106462,-0.255425680433687,0.101970112737349,-0.116092472952882,0.0242415317085519,-0.48382983699041,-0.0981893233883089,0.0355838997556725,-0.363289376568069,0.127657240373475,-0.0851789600401411,-0.0420334815863882,0.461812299016587,0.41722122463526,0.0830661659921481,-0.054821445561083,0.210945805739096,-0.416220427454632,0.0946309334127416,0.0845117619197222,0.522082529227758,-0.0055599843368238,0.162907541068938,0.0495950602844686,0.315139912211175,0.224067368774,-0.204051425161435,0.143447595890055
progressive,-0.147574001521203,-0.145746459706699,0.225016085910812,0.216563705018731,-0.370990988344324,-0.156711710593723,-0.016562097693943,-0.208225545490056,0.206512225038959,-0.0332384167512926,0.14471846743604,0.0581386739739103,0.0249002572226178,-0.0525418271669917,0.0944610675371785,0.139121620629121,0.305085261658771,-0.0336953022049186,-0.0099372586163658,-0.0572249030666583,0.290807591232958,-0.177157334643487,0.0856660225548777,0.138893177902308,-0.409369366448909,0.137750964268243,-0.285439187152853,0.166991633300308,-0.143005146984943,-0.111251607957935,0.164935648758991,0.11467824886013,-0.0858944652816907,0.21496460593104,-0.0529987126206177,0.0283268981248129,0.206283782312146,-0.166420526483276,0.0001142213634065,0.0501431785354551,0.146888673340764,0.0606515439688534,0.0737870007606013,0.0264993563103088,0.155569496959658,0.0211309522302032,0.27081885263682,0.0367792790168942
stable,0.203099730101869,0.0408514923860857,-0.0003856822600467,-0.0248312240725001,-0.504275376215733,-0.135931828670315,0.024644753892776,-0.29424857350793,-0.0004287033007766,0.424775918188972,0.361089295814443,0.113300295072077,0.0076134911220377,-0.16997654295289,0.0210112570769894,0.177906526444629,0.18192173223963,-0.220550105495514,0.407493242648363,-0.107313245907061,0.146691747182041,-0.282255430831842,0.0852153650274316,0.431910697475627,0.21859251113262,-0.0931869994630617,-0.202929701084207,0.034416558564553,0.113573903410732,-0.375537515015497,0.390960695126851,-0.034589190766208,-0.0856810609428486,0.188160468193885,-0.0139680002591486,0.143627251583296,0.11661469633417,-0.212678077100045,0.0015610883378232,0.0454610461896423,0.144051022535454,0.159685197559942,-0.0117273438894136,0.0576133941183685,-0.2568246523828,0.0970310801629305,-0.102526264562914,-0.161145446770449
stable,0.0742669637124476,-0.317372154228503,0.442933659138641,0.133947515119711,-0.202341917953643,-0.420102460532786,-0.0962003817545672,-0.228433035123323,0.149024848632031,0.106903136564941,0.363523791410338,0.447968963985808,0.0983473214172827,-0.212244403946904,0.0085675838067332,0.0770578171502767,0.161321416128587,0.132405820780862,0.286203701286386,-0.0717047585080792,0.413612885671328,-0.0998385786458095,0.497261151903707,0.163379250229733,-0.152970711896239,-0.237676476208374,-0.337681497318247,0.0858977613527499,-0.0928463139181401,-0.637688154462812,-0.407156935550084,0.0894972897927451,-0.250848968187525,0.225238684802916,-0.0158708773813896,0.454435001529116,0.207111587353113,0.192726923489218,0.433291764882044,0.237062824699454,0.27022858721033,-0.156921618871479,-0.117824452186711,0.521669350825636,0.0405968300983491,0.11316742566696,0.0126967019051117,0.260231951944468
stable,0.028674984104083,-0.128758008455434,-0.115265108907093,0.0561578816940394,0.222760283403385,0.0837326000247918,0.198043089850851,-0.175149646184471,0.0175662575839952,-0.404538437203591,0.164737490801456,-0.122474620175795,-0.229637340265757,0.14108890069784,5.06597190598275e-05,-0.175740148534762,0.163548570519771,-0.0499520661092106,0.078870850111269,-0.300894984472066,-0.071254477973868,0.0012269150709802,-0.140971750097514,0.126969087126134,0.0727299422914855,-0.173015605519076,-0.257554011700163,-0.430146925188334,0.187668929257131,-0.11132156640153,-0.112437663337067,-0.0478211916762566,-0.169911114610441,-0.273470662182273,-0.101308356306111,0.228412008310997,0.304903434742675,-0.0218264233336826,0.0332565224465561,-0.0498523297873115,-0.0226100658628893,0.0668819109725167,0.165255169805599,-0.0380137866895181,-0.35047343515321,-0.0142907901235332,-0.169626153690729,0.0197541242008915
stable,-0.165242776975524,-0.40542861711947,-0.0985258464068921,-0.0013692271239309,-0.140560595172622,-0.136902919143856,-0.0481301963002196,0.0686662745416264,-0.0444847455136313,0.24455607314537,0.180767379155553,0.333257773153497,0.104136941489379,-0.276723887164712,0.42604823451576,0.413903038566351,0.332091135757086,-0.283924554807528,0.0162188212894204,0.0201172181582145,-0.0172061551338876,-0.227331871225411,-0.179619661776799,0.234105237546387,0.294727011657724,0.144025287021294,0.175918033091631,0.131529051975061,0.0297282960504501,-0.153400883463006,-0.195565452657579,0.179056427405029,-0.322113882753901,-0.141866949622495,-0.220630983125918,0.242136057348525,0.0805564868684665,0.241885439883877,0.218547452566161,0.0453562306346027,-0.243969261520829,0.0841827265602038,-0.0555439324495652,0.126531838696224,-0.309472982341896,-0.122370016966215,-0.13751330802117,0.276756778887715
stable,0.0408044144188555,0.190301364177605,-0.0999286567264519,0.320022098056459,0.258419441097247,-0.31560183274997,-0.250243227813569,0.249170099820087,-0.165466116328433,0.214037933366783,0.447008910618583,0.0128008839222584,-0.063084595616878,0.0635700582805964,-0.0427718157402405,-0.230875822597857,-0.107926015344549,-0.246538381169403,-0.0476775437104473,-0.13736038316579,-0.325847650021079,-0.118759497945423,0.0458123450551082,-0.138459061825784,-0.0072819399557757,0.0828608114967741,-0.0190607972175743,0.0617559609582803,0.0986511234008772,-0.0979357047385554,-0.0304052931486775,-0.467628298493358,0.177832638919996,-0.289693456907316,-0.227860843949501,0.0392713744281658,0.307272315467223,-0.177960392252554,-0.145843204447606,0.475778961110524,0.201083745445456,-0.363407129792975,0.216644101350955,-0.0583577223122516,-0.188717222853893,0.258010630433064,-0.323624742034579,0.544893514024115
