group,AHR,ARNTL,BCL6,CTCF,E2F6,E2F8,EHF,ELK3,ESR2,ETV6,FOSL1,FOXH1,GATA2,GATA4,GLIS1,GMEB1,HIF1A,HNF1B,HNF4A,HNF4G,HOXB13,JUN,JUNB,KLF10,LHX2,MEIS1,MITF,MNT,MYBL2,NFYA,PAX5,PBX1,PBX3,POU2F1,RUNX3,RXRA,SIX5,STAT4,STAT5A,TCF7L2,XBP1,ZBTB7A,ZKSCAN1
progressive,-0.267263365441537,0.0307444190314297,-0.0835578517240341,0.278373972319232,-0.273351369210137,-0.0269394166760547,-0.197936222526605,0.0007610004710749,-0.148471191906731,-0.20813362883901,0.135838584086886,0.0267111165347322,-0.0729038451289843,0.181194212162956,0.195501021019165,0.0566945350950869,-0.0039572024495899,-0.416343357725128,0.0563901349066569,0.0353104218578796,-0.0429204265686296,-0.0649894402298043,-0.0494650306198745,-0.257903059647315,0.0387349239777171,0.125488977680266,0.0752629465893167,0.0064685040041374,-0.432476567711918,0.0905590560579241,0.194511720406768,0.0254174157339047,0.28879967877296,0.253260956773757,0.210416630252235,-0.188043216402631,0.102582863500909,-0.194740020548091,0.0608039376388919,0.46436248744996,0.212547431571245,0.163615101281123,-0.400742848068091
progressive,0.116034357023957,0.132534305093197,0.145749541278282,-0.0165890681591197,-0.0131897733022624,-0.0748354126165045,0.0773307751331487,-0.189240145139796,0.409595933089177,0.0432105121504621,0.231241170356171,-0.0142337514980014,0.320323065912088,0.0356098416278263,-0.44060972436747,0.459808738015937,-0.143101401464701,-0.0576734295938696,0.0524026128495292,0.358135446904095,0.233991161701044,-0.0016296245006656,0.172600151215031,-0.47238740213045,0.0197210027463364,0.0712960719041213,-0.415885265146433,0.0993179744507233,0.0316503633488653,-0.42489912566574,-0.127912791860841,0.110623494424091,0.437745150049894,0.116199865762306,0.077649061168435,-0.0917936925765562,0.0064548407956052,-0.0401295033288911,0.0991015399467286,0.187546863432073,0.0657833577729634,0.116721854860176,-0.0301098589380798
progressive,0.155507993635162,-0.0013402480290122,-0.0181398383172714,-0.0284830584739183,-0.133681800307009,-0.0232511922223734,0.219648402063715,0.0079091322402965,-0.0623053445494993,0.0077573958908823,0.0607745993397983,0.152286768599575,0.201384667517905,-0.149544670506132,0.0249339814071336,-0.0615886537029758,0.142045449437847,-0.0727307007533709,-0.206067652712294,-0.0444447534115096,0.0026121262584151,-0.129698509642255,-0.0258460145382552,-0.224726609305564,0.234484264046884,-0.125410208150448,-0.113559929958768,-0.0637118089986056,-0.197437984304911,-0.106298349701273,0.0735866691106846,0.0430408268739749,0.186421909956158,0.126537502326684,0.193760781156969,0.0100049088535181,0.0235866579882855,-0.0444845140261306,-0.207546870626451,-0.0492582487858051,0.104746839760532,0.071198801947501,-0.0676802567259861
progressive,0.479019558775811,0.107230066368163,-0.53186552386094,0.390796461138889,-0.431447203512066,0.167107511215139,-0.488797710319629,0.0700950638759099,-0.0793238810633338,0.0295541883740122,-0.40518902127642,-0.0524064976000141,-0.0520768969861776,-0.544610080929287,0.0274667178197139,0.174029124105707,-0.480557694973714,-0.199078770757286,-0.404419953177468,-0.581305615936425,0.111844474961875,-0.507804679050871,-0.562957848432856,0.288400537106996,0.449465370401798,-0.161614167651197,-0.202924111252046,-0.41859277957244,-0.0605366460746494,-0.0914092369040079,-0.264889026653321,0.428261064244979,0.0218635073844923,0.434633342779153,-0.0568011724511684,0.265108760395879,0.46561580047979,-0.637227853417363,0.513078288872256,0.142387465177397,-0.478250490676859,0.118326620367328,-0.242256451169877
progressive,0.240019286981915,-0.183265415174896,-0.0007714118498041,-0.0670026292401305,-0.0975284981538084,0.127172753524853,-0.103038582795267,-0.269994147431447,-0.0294238519853863,0.199134458942296,-0.0979693049251251,0.0402236178826441,0.500205483751566,0.140286754971523,-0.0300850621423612,-0.0230321538012949,0.314736034720087,0.212248460388966,-0.206187367283362,-0.0287626418284113,0.383171285966996,-0.271757374516714,-0.139735746507377,0.333360120808215,0.0668924275473014,-0.112846533457062,0.259524986612677,0.152188537797073,-0.0528968125579978,-0.0938918422904461,-0.156927210588727,0.063916981840914,0.227676697385049,-0.102707977716779,-0.0221505402586616,-0.0255667927363656,0.0294238519853863,0.0770309832875843,0.0017632270852665,0.269443138967301,0.0858471187139172,0.012232387904037,0.225362461835636
stable,0.0490530562214797,0.457264483021415,-0.0157065396202811,0.211254688232367,0.297436689859807,-0.410528211208787,0.16649487844037,-0.210706725093737,0.0046562837003084,-0.114417001557516,0.223572969069578,0.410816823834839,-0.14619285083499,-0.272800395419298,-0.0441167113803355,0.10534106978687,-0.262558254852271,0.211266179290627,0.176696399452619,0.129025343412277,0.0600824678962375,-0.317163362850473,0.0153906691351017,0.0816025476771223,0.0276446802162337,-0.401025239645149,-0.212011361057058,-0.149222615323756,0.117108848763278,-0.274135629665659,-0.0935823767635047,0.323703512020555,0.388708161360547,-0.169878995097788,0.241531088023936,-0.44553331509109,-0.158949929757366,-0.066565295391978,0.081714251452761,0.14255873685195,-0.118591328895708,0.267123278171286,-0.0741310883201966
stable,0.0426056918741257,-0.0484856405163433,0.129651051742957,0.40256188532613,-0.027545958167514,-0.0355025422369943,0.0593145184200343,-0.348871450292967,-0.0448622583519223,0.0096783096264238,0.280086615937952,0.165285653466581,-0.104117350002973,0.112607124249723,0.243428553192942,-0.265655815536417,-0.220542644159897,0.186704051454446,0.358350019945862,-0.247134472536507,0.0097014200365841,0.0304132997709761,-0.073689193539751,-0.128049830467563,0.0618269501531773,0.258288546926025,-0.109804161645994,-0.0533966026754105,-0.235467016892713,-0.0882537041714988,0.412608310771536,-0.127912818750184,-0.0185378504357393,0.0546808811828909,-0.0233778306207427,-0.360316055553072,0.206517926679751,-0.294732013005261,0.178770577795126,0.261794726296061,0.155646961686146,0.454634591648071,0.0364302601305727
stable,-0.0392419634458297,-0.08293581167766,0.195668119360083,-0.118764144586532,0.229429283389301,0.009512401373164,-0.106845234864012,-0.424169667318456,0.0634518110250836,-0.0223823955726928,0.114667165300954,0.0163007473702788,0.132118242341462,-0.0742904382156156,-0.175256383276578,0.154805732116272,0.124640321183438,-0.110322686126923,-0.0450823381720794,0.106231933253633,0.402520431792688,0.0838495376809405,-0.104580377394211,-0.0294229112674761,0.0892307145009418,-0.0528404478830677,0.0611278026385456,-0.157156202755034,0.0034618852321906,0.0847476976535008,0.0329097021488192,-0.10673627264897,-0.101450048616363,-0.0447149798470807,0.152326063422531,-0.174755157087385,-0.0172938601302328,0.027201638683692,0.0174619732620118,-0.0528217686462033,-0.230358575423302,0.0991867477496339,0.0077503266956281
stable,0.0179051106328726,-0.0123696005250521,-0.0686869630767431,0.0072978895614929,-0.0826175528155568,0.124369215867577,0.107184297358653,-0.0435080265810299,0.0008410835624158,0.208167895225314,0.175306622934878,0.148187980444234,-0.0466300050085529,-0.0088239291176881,0.0965123334789951,0.0789985444218241,0.0280703044778192,-0.0528069272744964,-0.0348889253744886,-0.202699133233993,-0.194306058911221,-0.0424881841143404,-0.0739869927048955,-0.0520388942258462,-0.0813438956226069,-1.34642123411253e-05,0.0780783944209795,-0.254422907596536,-0.0613572750563169,0.107576478352164,-0.0441184996980285,-0.113450599076734,0.0259833515649448,0.193554068328339,-0.0757187195900466,-0.253321133965388,-0.0477687336054885,-0.112165196507061,0.158484378741356,-0.107216095817587,-0.118745185725429,0.163668100492689,-0.0992114783444862
stable,0.0789952731070455,0.0002172188994694,-0.0718994557243778,-0.128352234153152,-0.0324862931873154,0.124949138061465,0.132069090877407,-0.228924584607494,-0.127242004222531,0.188594275606005,-0.167837802990038,0.0028721165596512,-0.112374577325513,-0.17826431016457,-0.157676785581524,-0.115246693885164,-0.155601138319927,0.226028332614568,-0.0403544444347632,-0.260397189597285,0.272513177101024,0.282408704743519,0.0481260539491136,0.0502017012107102,-0.105568385142138,-0.344436768258676,0.134627446804491,-0.315522519195969,-0.100162048088677,-0.278715983452539,-0.0365410459774112,0.114908797819323,-0.0250043088722576,-0.173292410910048,0.467406800791642,-0.079598658938905,0.0996793394231891,0.023821672641813,0.172616618778365,0.0509257642089416,-0.330969196491572,0.122559730167301,0.0279971025982807
