group,ASCL1,ATF1,BCL6,CEBPB,E2F2,E2F6,ELK1,ELK4,ETV1,ETV6,FOS,FOSL1,FOXD2,FOXG1,FOXK1,FOXM1,GATA3,GATA4,GTF2B,HNF4A,HNF4G,HOXA1,HOXA4,JUN,JUNB,KLF3,LHX2,MAFF,MEIS1,MITF,MNT,NFE2,NFIC,PAX5,PBX3,REST,RUNX1,RXRA,SIX5,SP1,SP4,SPI1,STAT4,STAT5A,TCF7L2,ZBTB33,ZBTB7A
progressive,0.355395180540345,-0.013010613545793,-0.0353036531301049,-0.244538666293442,0.157116473520833,-0.155899106171519,-0.160159891894118,-0.276951071968927,-0.218821781039185,-0.0609444529250303,0.206191594790053,0.51471813238181,-0.264777398475787,0.262951347451816,-0.0040325293446025,0.278244524777573,0.0177279120243846,-0.229093318049021,0.0433687118193099,-0.0126301862491324,-0.0921394912512006,0.0951829096244855,0.197213510588862,-0.285548728873457,-0.0875743636912732,0.141366783439084,0.123410615036703,-0.369699246894784,0.278472781155569,0.013010613545793,-0.427295939609201,-0.121812820390728,-0.0601075128723769,0.127823571677966,0.0548576161784605,-0.0561510689871066,0.164116335779389,0.202767749120107,0.286005241629449,0.0664226059969431,0.0970089606484565,-0.0874982782319411,-0.0827809797533495,0.0185648520770379,0.42151344469996,0.21471316623525,-0.110095659653582
progressive,0.477722668009102,0.0188468889953074,0.118520883234717,0.441063170512132,0.13352433484006,0.109850803541077,-0.060218108741104,0.213049012795869,0.0426225714541571,0.284720820336967,0.0794863712708593,0.167642822235359,-0.0370042576615181,-0.0011236627585278,-0.0271722085243998,-0.0428268737738895,-0.0289470849270744,0.0643807685056502,-0.0685434282701964,-0.212167959042024,-0.0034220638555165,0.0767665966394226,0.34727563686001,0.066117338223375,0.238127122543013,0.257829527502199,0.0922297284641633,-0.107284255649439,0.0877733841150019,-0.41431233552218,-0.11669493125211,-0.220186825091518,0.0192682625297553,0.015054527185276,0.161794668333021,-0.49360717336829,-0.11857195881465,-0.0704970692026368,-0.111178768619337,-0.118239967545085,-0.0351910745738937,0.0088488442234065,-0.025435638806675,-0.0070995056106984,0.152664908419983,-0.249772354767756,0.097975731206635
progressive,0.0618362160810761,-0.139134824101448,0.0278940301359112,0.0955087595558818,-0.0639898260904965,0.0269829700759864,-0.240137721641884,-0.0174721261285901,-0.167991939793842,0.100497989329006,0.115109710685945,0.0809856657041407,-0.0436675007817627,0.261275036329584,0.159708836178189,-0.0221819682424723,-0.204407255169764,-0.10969391788131,0.12742839677204,-0.0855754194668241,0.0535158965866179,0.0377565449545813,0.277040219728196,-0.0140458097977756,-0.120678357161882,-0.0632426693648596,0.0628181781451591,-0.180879069653534,-0.0320713398808993,0.104713205556737,0.0779972690029051,-0.0864255529127861,-0.184113781758826,-0.187061816496655,0.274258236870235,0.0468269370579644,-0.330793377133924,0.0188038407196787,0.201946786811178,-0.230343039476543,-0.0419224981015009,0.0378602890126137,0.0933936698993698,-0.227766396189066,0.0844498117839271,0.154156303794107,-0.0698815984749944
progressive,0.150513362879696,0.436620396691828,-0.473700219325456,-0.299819985969539,-0.432671066470495,-0.46569185526553,0.477649549546789,0.504197824923528,-0.400527906613534,0.187702889130582,-0.204706949805767,-0.407439234500867,0.542813498198785,0.476442809756937,-0.0335693068813315,0.0181010968477768,-0.481050361681826,-0.600407897259893,0.454611789922346,-0.530087878596712,-0.435194249667458,0.402392868106941,0.423455962620718,-0.442324984789309,-0.47446814464627,0.192310441055471,0.517252555377379,-0.573530511031376,-0.423455962620718,-0.320553969631538,-0.47161585059753,-0.456476751415753,-0.140091519240066,-0.634525722227521,-0.0598981750235523,0.322089820273168,0.0157973208853325,0.379793922951535,0.459767859933531,0.145905810954807,0.392958357022645,-0.409194492377015,-0.446054907776124,0.495421535542788,0.277001633579615,0.511767374514417,0.129889082834956
progressive,-0.0657657156167347,0.21951232169064,-0.119434058795609,-0.225011127344213,-0.0746737807755232,-0.0182560347698628,0.183550132716271,0.356212630238468,-0.116244751516536,0.206865068687422,-0.206095235895921,-0.116024799290393,0.0932597438846005,0.242497329322575,0.0188059153352201,0.501601051718942,-0.0265042432502225,0.228640339075571,0.0416809468540844,-0.476306545712505,-0.189378866709059,0.265922241406797,-0.116354727629608,-0.117894393212608,-0.107666614696962,0.0423408035325132,0.20147623914692,-0.0065985667842877,-0.165624026285623,0.268781620346655,0.182560347698628,-0.0895205560401707,-0.20521542699135,-0.149237585437975,0.185419726638486,-0.103487522400246,0.136150427982471,0.166063930737909,0.0947994094676009,0.429456721544062,0.0298035266423664,-0.178491231514984,0.357312391369183,0.0757735419062379,0.419228943028416,0.0862212726480268,0.176731613705841
stable,-0.202674946280521,0.0757148686772706,-0.120399042517912,0.227714096715159,-0.159540236063553,0.261260064339993,0.224132398506074,-0.268610128633488,0.151384172755052,-0.153781592239007,0.195336640593345,0.137691275695764,-0.278274634064069,-0.302633656019534,-0.0114588954790717,0.26272053669311,0.150735445099574,-0.331885059927151,0.31302078125667,0.259353299428833,0.144754590339691,0.188376881857348,0.323772423289717,-0.345799098957565,0.0537378998452293,0.225599551885509,0.0191204292195129,-0.282623314094462,-0.371187132586529,-0.288269583056338,-0.109051853798877,-0.131547804755301,-0.117952851541835,-0.0583132002883289,0.437320206939036,0.0584370665162648,-0.226934821805426,-0.428631398591938,-0.228213303001641,0.112821422468025,-0.0142594480910552,-0.0962011669172375,-0.189280691097648,0.177139128349402,0.09932040448459,-0.174731019223338,0.309846625652984
stable,-0.038213776841983,0.0653479856672998,-0.0667977413630722,-0.256864345724088,-0.103692207497855,-0.0825270953014868,-0.16082876369468,0.010566044074314,-0.0997573922096704,0.265903027590441,-0.165894652617949,0.118158391610226,-0.147356603419273,-0.107314945534899,0.0466960035039225,0.38196769457397,-0.179049782035055,0.166380106119722,0.343806756208371,0.259433616638235,-0.18529462946263,0.339143760667527,0.170141545157273,-0.010997007897317,-0.0751363134173441,0.283925901644377,0.137621114145613,-0.106064985327951,0.351816738987633,0.0504706521605691,0.0102093843587253,-0.198974841238797,0.0042964286109337,0.328308570604134,-0.0605727083641405,-0.27847032895778,-0.218685244132231,-0.318830668902843,0.155800852426312,-0.125748968983194,-0.14105561511054,0.164018886706334,-0.284715176385356,0.144701469981002,0.228741066668967,0.164355731993279,0.339549956454725
stable,-0.121848214709335,0.0569878312696678,0.141587858545893,-0.0141106214343663,-0.194978895208585,-0.0390551300369596,-0.109605129826841,-0.268574129309341,0.0764835456231614,0.0668444468146601,0.0385035697408574,0.100892030839402,-0.100242588011879,0.187121879948335,-0.0827216148875284,0.186149269398025,0.0698492851601858,0.0373631605652545,0.163198146316275,-0.11447750472424,0.0419387804864403,0.0968695249052932,0.191554560299827,-0.182751347235841,0.0794744007499127,0.0952614547462347,0.115123840169813,-0.280671167240191,-0.0508507519186716,0.172520292165889,-0.187480782563545,-0.0599771327054441,0.202326299829056,0.0006976072477461,-0.0843638662480354,0.111932558907295,-0.0547893585401337,-0.237102564921043,-0.0356339025101511,0.244285278298171,0.0553222745445367,-0.10093242680475,0.109681260684613,-0.0783759412306331,0.246193210815392,-0.158286929144503,0.173840929494584
stable,0.0357565444788892,0.0735744367789234,0.0412252395868463,0.23544203195974,-0.259844853479827,-0.0439784723374094,0.197521701775202,0.168381557305798,-0.268702296817354,0.293479102457685,0.332976346557039,0.0594005244634853,-0.0839655869905946,0.311554238564557,0.422201174657106,0.239534969110442,-0.3012798332045,0.140565951851397,0.297539992002061,-0.181707924889666,-0.0416181089036747,0.178427909610129,0.336394567138854,-0.131796925570608,-0.0187810418640576,-0.137861076649665,0.0867354158230049,-0.274147814638593,-0.0639427003814274,0.0784030381783989,-0.352836706019841,-0.280808280106777,-0.240575371758649,-0.147850201085557,0.100841513114344,-0.17769939884491,-0.0415102343716686,-0.250032849296751,0.0324084280359107,-0.307950599689002,0.423825301563383,-0.0671062569486927,-0.227867923571941,0.0630158950520703,-0.106341683549942,-0.0509519742459497,0.364285713379593
stable,-0.100468999046274,0.0720740115724895,0.0465523264025996,-0.169017782582052,-0.217477595388078,-0.194732630932036,-0.0368217312053757,-0.0148011286746854,0.0515987144825494,0.230757564019525,0.143930714567373,-0.0826014048876002,-0.14248199071667,-0.134779608910431,0.168100257476607,-0.0529750021407176,-0.0114449184205561,0.0978130053199849,-0.0262219016977298,-0.141757628791319,-0.257245065089884,-0.0357351883173482,-0.009972049172341,0.0803317375214983,-0.0014245784531915,-0.442295391619719,0.160204712490274,-0.137000985481509,-0.327121845488807,0.0938773055255743,-0.142747590089299,-0.17725136313355,0.103511319132751,-0.018833410059143,0.168631456221865,0.151560660181078,-0.0446448399991736,-0.0040564267819692,0.129322749072782,-0.123503708272457,-0.0196543535745415,-0.202048686378088,0.0494014833089827,0.2912659301839,0.142071518958971,-0.408129654140633,-0.0147286924821503
