group,AHR,BCL6,CEBPB,CEBPD,E2F4,ETV1,ETV6,FOXP2,GATA4,HIF1A,HNF4G,JUN,JUNB,KLF4,KLF9,KMT2A,LHX2,MEF2A,MITF,NFIC,NR2F2,PBX3,RXRA,SETDB1,SIX5,STAT4,STAT5A,TCF3,TCF7L2,TP63
progressive,-0.0145466411001797,-0.0868252640666978,-0.17713566089698,-0.0617474609200338,-0.253278235405734,-0.40503303813313,0.0075006118172801,0.451779275418603,-0.261839539803235,-0.278052983529477,-0.0080309581073909,-0.0744757718826911,-0.130844006145888,0.0453824896823316,0.0919771994563448,-0.324950748326411,0.0134859485199583,0.0644749561263175,-0.292145042095276,0.0876586653797289,0.0453824896823316,0.269946261666356,-0.0777336133790855,-0.0862949177765871,0.381318982589607,-0.0966745523116112,0.281159297514412,0.186303075340323,0.491706774688367,-0.458901068457233
progressive,-0.13700177141525,0.0558324362183529,0.480387097641724,-0.451944875876915,-0.459714520236018,0.239642195591464,0.214330646186685,-0.0899402877197349,-0.0196585944550886,-0.137521437677441,0.143174392627131,-0.171654638752589,0.499171131801905,0.472630128069503,0.237246660870631,-0.515686379110081,0.244686760770784,0.0546917053989087,-0.631115663250952,-0.0842112840487484,0.157256080853826,0.206294831303045,-0.235332768051341,-0.010748219276541,-0.0971142170953507,-0.226168897135139,-0.140626760463706,0.457597830826605,0.164810253835923,0.138383323185466
progressive,0.0323702737998168,-0.0344827244347129,0.29580553302124,-0.135817527681098,-0.0176837961584978,0.176721118263437,-0.0252635948186713,-0.193098108066388,-0.265931492280976,0.168135317759435,-0.141556488542351,-0.25753011267858,-0.0821792409478948,0.188243248901701,0.124780622456159,-0.119542210722531,0.307576137686887,0.191436327869069,-0.176478620484631,0.0301083403319192,0.282929322368811,0.162946708097284,0.0258141758734885,-0.268691293226497,-0.0327307641787362,-0.144065823377631,-0.292524419315216,-0.172053514887503,-0.0683644527945601,-0.0859413660458119
progressive,0.546958234932513,-0.529105973760307,-0.282350486515022,0.0429330452730367,-0.0622091064160328,-0.490444328399639,0.199660565134556,0.210612872602167,-0.480477728604112,-0.561086711565732,-0.601391203046542,-0.640600463780591,-0.451125544590914,0.0193855842176722,0.0273807686690285,0.361973761804557,0.667871709374943,0.464049267402695,-0.0380045069126116,0.0505996605003647,-0.215760457111945,0.201631980478726,0.178522611722066,0.519906035487513,0.522863158503768,-0.536115450539578,0.610153049020631,0.079732798364211,0.21335094946907,0.0794042291401826
progressive,-0.0029634647682055,0.176051758822284,-0.155527021353602,-0.199978992876685,-0.171880956555921,-0.120294717998269,0.12841680662224,-0.0295248897276774,0.255626275746322,-0.116782463458174,-0.128526564576618,-0.0181100624723672,-0.0389640738041839,0.180551834951782,0.119416654363245,0.234991780323261,0.102404171434658,0.11206287141992,0.141038971375708,-0.182856751993719,-0.155746537262358,-0.155746537262358,0.241357741677184,-0.095708936217601,0.103282235069682,0.089342974863678,0.0983431271226726,-0.0147075658866497,0.253979906430652,-0.137526716835612
stable,0.0342191192985689,-0.0622377856243457,0.277414086749171,-0.200001487301372,-0.0266016900097624,0.0962096696491348,-0.149308803454675,-0.0541939187577704,-0.319730727095971,-0.308385996393733,0.206405639772755,-0.361047375982694,-0.0257232525642054,0.241664159061846,-0.123221687668477,0.0383840417916517,0.0695892073326395,0.114706516079672,-0.226148381567876,-0.19311138504577,0.0626623592851341,0.470068678997774,-0.551929383182775,-0.123411940337422,-0.0939560608826989,-0.147968514008718,0.181433279477865,-0.0743437932762182,0.13263180568181,-0.0648295621858278
stable,-0.1474095458426,0.241305796042861,-0.236138870291651,-0.241031082066276,-0.18722168752702,0.0300392330922734,0.0890945130885833,0.107939562883506,0.0656846052995168,-0.0484417795356917,-0.194921903840745,-0.15635502251725,-0.194379055863063,0.209248155469933,0.282580337279279,-0.280463230166319,-0.000340513731455,-0.0798677424618618,0.0073465426312958,-0.178115001452937,0.247869321591197,-0.0110115889775849,-0.361436408510006,-0.116878459582669,0.0857321456146987,-0.436994267027847,0.046499041773139,0.199726930940166,0.215446492378738,-0.0343984668524467
stable,-0.0032711241308004,0.0646947040499055,-0.0685508442135863,-0.0761591561743617,-0.0547261549909577,0.151858989415746,-0.0883094891649534,-0.0415454489344971,-0.0624865400849487,0.211245099703095,0.104435448352467,0.05680241878935,0.0537718184916967,0.130578061365557,0.198169913779886,-0.289059990909508,0.118828084174656,-0.164955900072271,-0.0133063991563632,0.0158062952544275,-0.0773943624400719,-0.085105091000768,-0.232713791519805,-0.341661777335444,-0.025947090413242,0.0752451656084027,0.0386731288367212,-0.110653377380985,-0.123405795837778,0.147743704218932
stable,0.0111879933989527,-0.11610124699409,0.0759799206521005,-0.074527683859896,-0.115273437744718,-0.127201260666056,0.209096675364137,0.365424367335057,-0.0120829300374218,0.169343264244091,-0.196164226794061,-0.0411108126221224,-0.0304092785577733,-0.087835474511986,0.38877670058374,-0.252531809539794,-0.0963032375859654,-0.0423116787657943,0.220954800060201,-0.152018684887835,0.0961675545654506,-0.0728652097980096,-0.196672109763482,-0.0930619844622154,-0.165245922673009,-0.103515290011139,0.103788655591418,-0.0788015561818796,-0.207363931780047,0.0211682650910917
stable,-0.048437430920748,-0.271985554261539,0.0332376015553494,0.114383526047208,0.0886255873599585,-0.0365806020012203,0.275593108699529,0.111737986126016,0.189877615252883,0.0274174137287253,-0.218978554386003,0.0864129539713245,-0.231725246733569,-0.135475694327991,0.0111353180319297,-0.0846332271152494,0.0478842725735895,-0.0567829068539653,-0.109308899471102,0.1393478027581,-0.130016261945166,-0.075590290657354,0.0755662402944341,0.0437476101513608,-0.10271910003104,0.237425182745593,-0.123715066860143,-0.109693705277821,0.199137004977057,-0.166308259591347
