group,AHR,ARNT,ARNTL,BACH1,CTCFL,E2F4,ELK3,ETV1,FOXK1,FOXM1,GATA3,GRHL2,HIF1A,HOXB13,IRF2,KLF4,KLF9,KMT2A,MAFK,MEIS1,MYC,NFAT5,NFE2,NFYA,NRF1,OTX2,RARG,SP1,TCF7L2,USF1,ZBTB33,ZNF76
progressive,0.20855973286694,-0.379693517340509,-0.0877864270085798,0.146795437665611,0.106537669046158,0.196543630826533,0.0207411697640149,-0.214376444682678,-0.361784167802578,0.294585839194441,-0.121002912903718,0.41421110982601,-0.350839565307175,-0.0172205284018574,0.460821340033704,-0.165240536976045,-0.188048170148283,-0.0724792906513732,-0.0087250677236077,0.051049299751284,-0.224555690360221,-0.351069172352533,0.0391862690744489,0.121079448585504,0.0984248867768384,0.401200043922385,-0.111435952680464,0.0064289972700267,0.43640645754396,0.0518911922509303,0.074392682696024,0.14817307993776
progressive,-0.039550654897799,-0.172432553478663,0.0513159694246287,-0.0886225235361636,0.220207254032482,-0.456551279036712,-0.257864043526844,0.152858287082868,-0.0572440275710027,-0.199997375275259,-0.376827328560532,0.0324940605178703,-0.190151869513557,0.292667063235205,0.103812361806194,0.389163397044562,0.313460667630473,-0.257695411675853,-0.0233101104792866,-0.113722725972123,0.238341663854431,0.149317018212058,-0.159512759356587,-0.399359138189091,-0.372481815477304,0.0167204966097943,-0.165583505992261,-0.0399916920465446,0.110713296015977,-0.117549371821533,-0.0599032221443214,0.0369822620903985
progressive,-0.0371292982164041,0.140586908824541,0.0763246139976311,0.104571944257572,0.010264607485995,-0.0682477194016454,0.177440037291466,0.0704770874413506,0.241034915402128,-0.029934169172392,0.0408232146033609,-0.174282499084426,0.130262271206929,-0.0446044900145397,0.0954718123208324,0.0920914385279417,0.179847627083796,-0.199085065254656,0.220543228994911,-0.0985086673838947,0.193865480347529,0.0115697762231018,-0.162024128199809,-0.134949215218598,-0.0193612357185546,0.0197232851504908,-0.208047306966888,-0.293157498125985,-0.116742021796852,0.116466085627651,0.078475966224261,-0.263264750523011
progressive,0.101452722950617,0.0671182861441856,0.137116234730201,0.0297934306481616,0.0785261796637419,0.035220486788533,0.178428315145682,-0.409908872969688,0.0080852060866758,0.0155058746867756,-0.108430366559666,0.138666822198879,-0.184519908772629,-0.116183303903054,0.020932930827147,0.147527322019893,0.262049282206507,0.0962471793057711,0.0778616421771658,0.0540490489081891,0.430731047549072,-0.0496187989976818,0.11064549151492,-0.0007752937343387,0.0604729112784247,0.0759787859652002,-0.204566789617675,0.147748834515419,-0.116183303903054,0.35508453032716,0.0199361245972829,0.116404816398579
progressive,0.411046516225239,0.0558058215939367,-0.15580534432893,-0.172716199357396,0.102817998573071,-0.24622204921446,-0.36425981731315,0.0644867271752157,-0.0048477784414934,0.397968788336559,0.203944911643296,0.0634720758735078,0.002254780670462,0.0527618676888129,-0.0209694602352974,-0.150393870719821,0.348476352619916,0.120856243936768,0.360652168240411,0.0744077621252489,0.0963918736622543,-0.240134141404212,0.20992008042002,-0.279480064103776,-0.273730373394098,-0.206312431347281,0.39075349019108,-0.0136414230562956,0.108793167349796,0.126154978512354,0.272152026924774,-0.159976688569285
stable,0.084174161820882,0.33439522739081,0.363916623375831,0.10314165231082,-0.031712483100529,0.0344855586936136,-0.212406841445599,0.106358495810277,-0.0971170765422469,0.305798866825021,-0.0182480937070023,-0.172579551803347,-0.173365419007889,-0.0098870352367575,0.199597679833294,0.130897994615767,-0.25883866466939,-0.0558390801017371,0.231312193598434,-0.273732912704499,0.0143517898286306,0.0940514498675057,-0.144772442883119,-0.133530006707192,-0.0966882001763569,0.112146702218103,0.0538518717131954,0.129775984729246,0.03434557821308,-0.108685231321815,-0.0655089696027347,0.0477043730468232
stable,-0.183460290278849,-0.337843174482415,-0.140716202651119,0.355256875558409,-0.137590623726217,-0.064003370042647,-0.304841671723756,0.0811013392015876,-0.148632888126861,0.129229574811659,-0.133504484736205,-0.0853562026552097,-0.0305775503160966,-0.10091894624922,0.196974952760122,0.161208707553193,0.197120289674321,-0.266943818441907,-0.289856934708055,0.258013115645258,0.305172438494002,0.0430731838587323,0.0202151953876249,-0.0696548043039754,-0.120850149965421,-0.0111842602363564,-0.0199395564124197,-0.356441287882169,0.0949400862961322,-0.270046009817398,0.375829566344178,-0.179494430114381
stable,0.0475358965458334,-0.253189774763893,-0.0751535442136201,-0.191946341600552,-0.0897655992286173,-0.0030323351138054,-0.358602285993524,0.241250445985922,-0.0906324293595446,-0.0450798778415394,-0.159851641934081,-0.116079861011133,0.23645304372146,0.164894017931196,0.0592820729576742,0.0858146126173617,0.0965589092764279,-0.129680614206715,0.183620375379218,0.106618535759617,0.184477783443504,-0.041259229818811,0.141769125706494,0.128077292533387,0.106874501903351,-0.0949430248475797,0.136527315965488,0.0583461476713832,-0.0249763283195626,0.0619265329947785,-0.269880965817564,-0.215776318478852
stable,0.0295066609976547,-0.154199483410174,-0.0305354725111574,0.0997291156261743,-0.319520245886113,-0.0216209363434559,0.0907744095707265,-0.176949800482498,0.35230118622309,0.0775466678302645,-0.259055317083971,-0.029026356296688,0.271548152173074,-0.146848104960601,-0.172859696732328,-0.007866362190321,0.285898627826446,-0.156913696257033,0.0585298383823627,0.0004753918369977,0.220399747408095,-0.30250670896956,-0.0264566394489167,0.210228963024328,-0.0022888166255452,0.0464204956748377,0.175682570570501,-0.183270344474581,-0.304377354173746,0.0712168760942395,-0.233714764732006,0.0870414999303012
stable,-0.0092308342439718,-0.0118507261912,-0.0039175954351074,-0.003721715663352,0.362353092775968,0.0852811556279948,-0.111847349672317,0.169068727996355,-0.213215131555722,-0.0101857481312793,0.0487250932241486,0.306502872854217,-0.021963019408071,0.350673761385054,0.195610437069208,-0.0600126650715519,0.130137623359975,0.235569910507304,0.24377237594956,-0.0611389737591453,0.070418777946056,-0.0085942249857669,-0.390829114594905,0.167403749936434,-0.0029626815477999,0.0968135771900923,-0.319112633160969,0.14940729590641,0.24884076504373,0.354983116363672,-0.296317124722938,-0.352754983959955
