group,ASCL2,BCL6,CEBPA,E2F2,E2F6,E2F7,ELK4,ETV1,ETV6,FOXG1,GATA1,GATA4,GMEB1,GTF2B,HNF4G,HOXA1,HSF2,JUN,JUNB,JUND,KLF4,LHX2,MAFF,MNT,MYC,NFYA,NR2F2,NRF1,OTX2,PAX5,RXRA,SIX5,SP4,SPI1,STAT4,STAT5A,ZBTB33,ZBTB7A,ZFX,ZKSCAN1,ZNF143
progressive,0.0399715853110572,0.179075736089955,0.0580991164103792,-0.226556215036296,-0.0306423538247953,-0.466234032081725,-0.168381251215459,-0.402673902118412,-0.208504531347431,0.071069023598597,-0.26015661786893,0.0367859940718459,0.146233807361894,0.0199478689502999,0.0154728717333125,0.0608296231868461,0.114529589790695,0.115818995768471,-0.0501351383123507,0.0409576016470036,-0.150936346810254,-0.104669426431231,-0.0713724132404267,-0.222232912640223,-0.0586300482835811,-0.0293529478470193,-0.078577917233881,-0.162920237662526,0.291709140619215,-0.0791846965175404,-0.130760935628582,0.22701129949904,0.0404266697738017,-0.275098557729041,-0.0467978522522245,0.138118134442951,0.051652086521499,-0.0367859940718459,-0.0173690569947478,0.0461152255581078,0.089196554697919
progressive,0.147874913626097,0.279175561570923,-0.0461086687200488,0.178094098873588,0.132822386186411,0.113115875957876,0.0452590315351634,0.128485432197892,0.0682499601351218,0.126760795524095,-0.0805887210439797,0.111340514676025,0.498990650567987,0.0872970504589703,0.174124898293452,0.100662984680899,0.141724554899688,-0.107675661744206,0.335048717341147,0.238152034808173,0.471827622955681,0.224583202154033,0.108804284273383,0.007913038856246,0.321644739663179,-0.537198961583803,0.0874238619791025,-0.573086621781201,-0.0517391002139162,-0.193729959305882,-0.202758939539291,-0.0339220816353494,-0.292275191600573,-0.0406811356583929,-0.159478167718189,0.0136322384142059,-0.0200235390288661,0.0293315046065657,-0.0414039613231462,-0.197927420622256,-0.46121349872062
progressive,0.21331331457048,0.0290001675317461,-0.245898633947045,-0.300623569378145,-0.281147975693159,-7.81280951640473e-05,-0.168780607012332,0.108951430482747,-0.0547345193485632,0.229785768550381,-0.252809175137748,-0.232892721249432,-0.0026582720190703,0.240112937981222,-0.120401298340955,0.162878523952829,-0.019332141608389,-0.242542806079297,-0.0206333309146,0.174486564784857,0.135784559268942,0.317112124339385,-0.311128386303092,-0.20090313818241,0.191755480641662,-0.14103056567455,0.163592104111506,0.051970364209354,-0.0900998648316577,0.000308065442953,0.122255211335132,-0.113327753882029,-0.0311001188550514,0.104567363278154,-0.114126132542425,-0.311095570969696,0.142355293082052,0.157806484817022,0.306746389224671,-0.111222588907624,-0.062147104471684
progressive,-0.572227241364415,-0.559189707050349,-0.314653769327704,-0.488743198109641,-0.551191891882897,-0.463654161488455,0.474062277117332,-0.48304612429173,0.329772926767545,0.497946163507805,-0.460586506355734,-0.567735317777216,0.582964034328939,0.518324158318025,-0.596878041538068,0.54450878605804,0.4864424567601,-0.633689903130725,-0.570802972909937,0.538921271352011,-0.212654236164719,0.664147336234172,-0.584059625447768,-0.588989785482499,0.648042146787385,-0.324185412061517,0.0743906369684927,0.0189537263557426,0.487538047878929,-0.604437620257989,0.437250415524675,0.656697316626135,0.475376986459926,-0.46343504326469,-0.524349909471585,0.461243861027032,0.615064854110631,0.315858919558416,0.555245579022564,-0.501123377752409,0.28167647665095
progressive,0.309523140999818,0.146483498539057,0.246916795441584,0.110410840590442,0.0345376512273974,-0.28178337668067,0.447344815897718,-0.0908943265635315,0.13146236133857,0.0282879810052969,0.109424050555373,0.136286668176682,0.263472939363288,0.0315772811221919,-0.240118908533334,0.0991175768557689,0.0509841518118723,-0.0836578663063625,-0.266214022794034,0.123458397720792,-0.0383751680304415,0.083328936294673,0.172030396113608,0.253385752338144,0.0930871933081281,-0.0456116282876105,0.192533700175587,-0.200756950467824,-0.083328936294673,-0.182885086499361,-0.0401294614261188,-0.0981307868207004,-0.0195165140269103,-0.139904898305267,0.0644702822911417,-0.041335538135647,0.0156789972238661,0.182227226475982,-0.0330026445061797,0.17685470295172,0.307220630917992
stable,0.287445615870965,-0.115739957129669,-0.256876847306253,-0.159903698784291,0.307157833826024,0.136558550533785,-0.342100403154298,0.119365425420401,-0.0540867421744168,-0.230638439977657,0.0438899127316051,-0.323924558669988,0.157301324639995,0.300331298762714,0.213698889774493,0.13420535404693,0.15529764312398,-0.296613354913551,0.0347676119677284,0.240118650467677,0.157310652145889,-0.004730511238948,-0.172846146211907,-0.0100466565979259,-0.0395945962676325,-0.131245070176491,0.0799364590074213,-0.151052428691664,0.0609228712437882,-0.0709436773253806,-0.398448932257813,-0.122196323459089,-0.0772638620687553,-0.0133719124489709,-0.143546717949221,0.107001016858016,-0.304884720639769,0.403473393182491,-0.054208133001117,-0.107012076615004,-0.374770925296991
stable,0.262786753238253,0.124160011331702,-0.314940741078252,-0.0690853474885416,-0.0229389959143475,-0.11568939237101,-0.220012185460268,0.0579673514066075,0.137217441647979,-0.255391219638364,-0.130952970288323,0.121069758311446,-0.22487394207658,0.397206997293576,-0.235802604595738,0.301749954078628,0.0928343617758066,-0.129482754013901,-0.0826037638707068,-0.0833907329403299,0.324384369913728,0.0601899627957102,-0.0638762049440074,-0.0269726239908674,0.208156611672913,-0.10544891619307,0.218759291188337,-0.177339693168301,0.18140954157857,0.430440799886486,-0.336044024623081,0.169209874620605,-0.211510285302248,0.275859000963791,-0.307586366948532,0.0435121454834056,0.236762443440069,0.461256072012292,-0.322262187631837,0.056536648223548,-0.054468796442279
stable,0.0463567643289679,0.123285598025386,0.065423917754582,-0.107834896707873,0.0133007143254121,0.139427588513048,-0.159248169461183,0.22344640821521,0.0361303449872033,0.135543941489743,-0.0526265240833901,0.0388318098566137,0.0401320548800159,0.0980123766565319,-0.0280026484968324,0.0724921553369956,-0.0841166876071496,-0.163976898076758,0.0124727207800437,0.11707020932929,0.304047618536865,0.145279467847762,-0.161017559045,-0.0673004959962426,0.0965754272579094,-0.0523950587208012,-0.165615797120592,-0.181819925960627,-0.123681730021763,-0.0148728146404456,-0.172469657387319,0.0469362044648448,0.0919352457944656,0.0249361208072314,0.14287937398736,-0.0540417250586821,-0.208954190983048,0.245625139635895,-0.0914210509285801,0.159763917785878,-0.0453656576086206
stable,0.0695375075460325,-0.0611873573452037,-0.180130754108048,-0.194564188999986,-0.13168804686907,-0.0853163667145174,0.0933900559558432,-0.187147201748296,0.306054289781195,0.207830026623455,-0.0407747037282978,0.0722538007996386,0.190382681250566,0.168227494491808,-0.165729911304407,0.0586251617722306,0.349928958539369,-0.0965240425515731,0.0150798446431647,0.326457794741737,-0.170661608875684,-0.0309690594790417,-0.225695923025002,-0.2091854572429,0.0734022430688456,0.0793677388092671,-0.0359908141364032,0.0425744159724248,0.148920970608425,-0.0317515554936844,-0.201157797178906,-0.0490936913183863,0.339764229527822,0.0763841332525222,-0.202225045122881,0.0195035058907226,-0.130328327816954,0.247732463146537,0.0616267787461923,-0.0022459951373886,-0.0821446419112855
stable,-0.0632852532653909,-0.0564995340939688,0.0861690083434848,0.0375620837822339,0.192021414850882,-0.0765438747669994,0.197315238317949,0.0803698653636524,0.158116881827712,0.136869399457621,0.0574379846176761,0.0575101731194997,-0.083040839931127,0.0102988929268393,-0.139179431515978,-0.111795926490877,0.0475240970338962,0.131719952994202,-0.0245200277860963,0.08190988673589,-0.0150873968811407,-0.133981859384676,0.0250253472988618,-0.0947835028944391,-0.0198277751675597,0.0792148493344741,0.147914240236638,-0.0857118144986017,0.0543098162053184,0.0205737230197374,-0.0341692241965229,0.139010991678389,-0.252322876707562,-0.0309688672823415,-0.0769529429440001,0.210044477472851,-0.250518164161971,0.0408346291982389,-0.0607345928676223,-0.0305357362713997,-0.0424949647401827
