group,BARX2,BCL11A,CDX2,CEBPA,DUX4,E2F3,E2F6,ELK3,ELK4,ESRRA,ETV1,FOXA1,FOXD2,GTF2I,HEY1,HNF4A,HNF4G,HOXA6,HSF2,IRF4,JUN,KLF3,KMT2A,LHX2,MAFF,MECOM,MEF2A,MEF2C,MITF,MYC,NANOG,NRF1,PAX5,PRDM14,RBPJ,RUNX1,RUNX3,SPIB,STAT5A,STAT5B,TBP,TFAP2C,THAP1,VDR,ZFX,ZKSCAN1
progressive,-0.331229702131882,0.166812863208848,-0.0094188540890582,0.15681565843011,-0.0268519963065257,-0.0058661284238871,0.120627429561623,0.388238555828814,-0.0636185758646918,-0.0418891142381802,0.130046283650682,-0.0294958851736298,0.0628749821208188,-0.0909663013337995,-0.0789861799047342,0.0912967874421876,0.0042136978819471,0.20589284552573,0.138060571779091,-0.0425500864549562,-0.000247864581291,0.289836317056284,-0.189533783160523,0.0830346347324873,0.0178462498529525,0.0511427252730444,0.103772638033835,-0.0502338884749774,-0.0428805725633442,0.0519689405440144,-0.257448678434259,-0.170200345819825,0.186476786657934,0.192177672027627,0.212915675328975,0.0430458156175382,-0.0604789578350057,-0.134425224586823,-0.0688237320718029,0.002396024285813,0.117157325423549,0.0879919263583075,-0.177718904785652,0.276947358829152,0.153180311237842,-0.0183419790155345
progressive,-0.321806010921659,0.0537752330463951,-0.118239601145444,0.0675593455405683,-0.30074297000021,-0.100801695838367,0.249160012641557,0.005588153713854,-0.0499208398437625,-0.0323969629410869,0.121449207381094,-0.0720441971109178,0.147340986255284,0.187733307586962,-0.186185818866202,0.0605526604993514,-0.0653670698528256,0.0961592296760878,-0.0723021118977111,0.227667113742119,-0.260608563455325,0.0479578217442804,-0.238112662607246,0.066613657988993,0.176542671559988,0.0305629022350015,0.289609648370301,0.239803437320668,-0.0840658918953371,0.384995133686009,-0.138528897706514,-0.216046619737156,0.0528725312926187,-0.160365682988344,-0.0112909362218384,-0.0511817565791962,-0.130089352738668,0.119600818075742,-0.133198658779453,0.284522995630767,0.225775738638968,0.0837936485092775,-0.0670578445662481,-0.135691835051788,-0.210014279446047,-0.260135719679537
progressive,0.0752143397394565,0.0943847524964261,0.0063996713905677,-0.0752005003452305,0.0172714801189296,-0.0983461742497225,-0.176389537794323,0.0442094835418112,-0.176856218942647,0.0302047714611495,0.179410551741183,-0.0884965515664046,-0.147529871576824,-0.112934992641838,0.0456022298516458,-0.0078830028262452,-0.117210610581623,0.0084271007071182,0.0224121860105141,0.0848462226202853,-0.0768196255945558,0.0290203709407536,-0.0550398579626115,0.0703729841387361,-0.107822049413822,-0.0065354652042156,0.0230992070899393,0.125961804738979,-0.130881248073181,0.0936839758978914,0.179912628188679,0.101706379167795,0.106330078841143,0.157005159615107,-0.0213139252347855,0.0165024291755467,-0.0074954159128007,-0.114991358873588,-0.0134861122352112,0.0067184807084648,-0.0397584827333806,0.0617933145946657,-0.0644040114715047,-0.112843233264364,0.104062682816225,-0.0959983419880609
progressive,-0.0532959506350254,-0.0034533013370426,0.0006906602674085,-0.394482122734843,0.0961168872143547,0.115340264657226,-0.412554399732033,0.0466195680500762,0.366970822083069,-0.115340264657226,-0.248522586222505,0.0576701323286128,0.188204922868826,-0.365244171414548,0.0248637696267073,-0.425792054857363,-0.352121626333786,0.0066763825849491,0.344409253347724,-0.0570945821057724,-0.361445539943801,0.0963471073034909,0.357992238606758,0.436957729180468,-0.387920850194462,-0.14883728762654,0.394367012690275,-0.0521448501893445,-0.306883378818527,0.276494327052551,0.142851565308999,-0.157470540969146,-0.478857785403252,0.139628484061093,0.009093693520879,0.0108203441894004,-0.27534322660687,-0.130649900584782,0.537909238266682,-0.125815278712922,0.148722177581972,-0.0521448501893445,0.105786130958074,-0.2777605375428,0.111886963320183,-0.277184987319959
progressive,-0.35600118597407,0.44339898405427,-0.386941732261983,-0.205243066013444,-0.512306415826952,-0.281546644309133,0.053498793183084,-0.0567037900097204,0.155935422526731,0.398898835807511,0.396679991850609,-0.406911327874102,0.0318034300489301,-0.0205859411557028,-0.0622508999019756,-0.177630785660885,0.372149439215969,-0.484077789930808,-0.387927885131717,0.389160576218885,-0.136212365132046,-0.36598598378013,0.410732670244322,-0.256892822565777,0.421210544485249,0.3870650013707,0.167892526072259,-0.0087521067188916,0.314459496336514,0.296092399137714,-0.419484776963214,-0.372149439215969,0.284258564700902,0.444261867815287,0.356370993300221,-0.428113614573389,0.354275418452035,0.455602625817231,-0.138307939980231,0.414060936179675,0.371656362781102,0.383120389891763,-0.356617531517654,-0.438838027031749,-0.3518100362777,0.379175778412826
stable,-0.0228334353021059,0.0014844941675761,-0.0687280599105603,0.0027171140416284,-0.0861418854865493,-0.0003702829863584,0.0438739291009798,-0.0133537230639005,-0.0717761335578404,-0.0994868375361658,0.228762378518121,-0.148589606802584,-0.10336391821686,-0.167140886747644,0.0428836815883101,0.114031225789127,0.156712150763904,0.118494356407567,0.0397745032081844,0.0336837647057661,-0.0582504986139724,0.0765041488076596,0.0727581947905116,-0.10758277608749,-0.0140355232409143,-0.0396211566417849,2.77748785661704e-06,0.0878731375226501,-0.254989026879584,-0.0502735534897683,-0.31194492378523,-0.0149710980978801,-0.0981894583399829,0.0261051698136294,-0.017146894374611,-0.0097653549367227,-0.0244587042489411,-0.190412580396809,0.0041081969070794,0.12491737016778,0.0004973165099058,0.0013036650897532,0.0541485876004632,0.0125915219226163,-0.0861617664522599,0.0592631122130664
stable,-0.0968789659009788,0.0255639012359439,-0.123493798328534,0.0302780782954573,-1.31366398951408e-05,0.0486693741486544,0.155609129546469,-0.0671864064122764,0.0186390153483626,-0.0019967692640614,0.225907042951051,-0.10267597742042,0.103610555515817,-0.0049093499950983,0.094082738266156,0.0722421361090634,-0.135663956859961,0.257421842059494,-0.176708449880907,0.101640059531546,-0.148513467340251,0.0369890246190321,-0.291327509628852,-0.191886898948321,-0.0037758456384318,0.127641223209714,-0.136829364484944,-0.074494131519659,-0.106258526786109,0.0141800644353834,0.030781023937157,0.14514673420141,-0.0116578295755163,-0.0303869247403028,-0.106213486877897,-0.0892597147617972,0.105888824206203,-0.0196749332372365,-0.156055775302904,0.103672485389609,0.0589872664548664,0.180711371723241,-0.156579364235867,-0.0889275454387344,-0.0318432151058212,0.0865535669433982
stable,0.0617507272526686,-0.0473220360721796,0.0961540126529558,0.0865654733127303,0.0615388350486998,0.101571445615843,-0.027180597597288,-0.200718644205177,-0.146399160074374,0.127811041614403,0.044784334952207,0.0770720351979081,0.0302088208272356,-0.0517817830108299,0.200263159388771,0.0279247229750051,0.179232441034231,0.162331117993256,-0.028315138531924,0.0455284603299241,0.135547609723091,-0.0261878742794814,-0.0999280297031716,-0.0118375998988864,-0.0390715876578043,0.112199424665301,0.112596513992424,-0.101407938245851,-0.033452273146254,0.0109466515766869,-0.192156197033776,0.0765331282539559,-0.0208171577080205,0.0935212103075798,-0.0051337977292281,-0.151504594280236,0.0567804368934322,-0.0870810220609693,0.0422733289130492,0.0657549893749135,0.131239691056575,0.112638225056197,-0.0959604733170473,-0.144422055651516,-0.147446941996362,-0.0169263496792392
stable,0.185007925062789,-0.0105313234952207,-0.0345210612313364,-0.0562153056683452,-0.112769593696406,-0.0146382733598301,-0.0285352969386193,-0.0597376519440187,-0.145255507599914,-0.132246041345592,0.14098157289452,-0.0931972785776515,-0.199499577586809,0.0181108061464143,0.135183784032329,0.178531544896399,-0.201804156365058,-0.077424886786981,-0.0740297372192968,-0.175103812920757,0.0991495205852582,0.0655244755727625,0.0116366190267137,-0.172347466524477,0.0945146730532548,0.147009318366721,0.205864738956805,-0.137084528927331,0.149928263510406,0.248311157631503,-0.114150273233619,-0.090211915448514,-0.0319091426241773,-0.156201630211828,-0.140524792598342,-0.0908641901924393,-0.115224552819076,-0.131203717583325,0.0759035389692571,-0.150859995061047,0.110295210445915,0.170692029566311,-0.173284210753265,0.0447513107453312,-0.168521853220888,-0.003724419863489
stable,0.0597775634351441,0.153532468351113,0.189821960870467,-0.0557172006357758,-0.0748347421494681,-0.359567683455168,-0.116340672987455,-0.166192905135254,0.0184408143804643,-0.208460153998123,-0.0632457899929378,-0.173411327889687,-0.440098212309306,-0.0635841535595518,0.467392873349504,-0.14324057653327,0.137685774648023,-0.105823205458536,-0.173411327889687,0.164924041760452,0.0137601183756369,-0.0706615914945618,0.227746877295122,-0.0964900104127656,0.236431542171549,0.0822223466872076,0.165741753713102,-0.367998575656635,0.350854821614857,-0.044043657587592,0.198196459144164,-0.278445018359456,-0.264910475694896,0.0599467452184511,0.214155940702792,-0.0558299884913138,0.145947485066182,0.0106302553844572,-0.007528589357162,0.0963208286294585,0.167941116896093,-0.0425210215378289,-0.138700865347865,0.0630484112457463,-0.0019455905080306,-0.244608661698054
