group,ASCL2,BACH1,CEBPA,CLOCK,E2F6,E2F7,EGR1,ELF1,ELK1,ELK4,ETV1,FOXG1,FOXM1,FOXP3,GATA3,GATA4,GMEB1,GRHL2,GTF2B,GTF2I,HNF4A,JUN,JUNB,LHX2,MAFF,MNT,MYC,NFYA,NFYB,NKX2-1,PAX5,PBX1,PBX3,RFX2,RUNX1,RXRA,SIX5,SPI1,TCF21,TCF7L2,THAP1,USF1,USF2,ZFX
progressive,0.0242211315903357,0.0822589868387441,0.0509185450046036,-0.21001965219224,-0.457570450778451,0.227972695415748,0.119867517039713,-0.407967430492812,-0.197715626879578,-0.0794731697868205,-0.227585776380759,0.0684846691931218,0.214740064419111,-0.0211257793104206,-0.0762230498929096,-0.203442028597421,-0.0640737921942428,0.486666762209653,0.0742110709109648,-0.0105241977517114,-0.235246773273548,-0.266277679879697,0.214120993963128,0.111742217304936,-0.041168185322871,-0.0691811234561027,-0.166684720273429,0.470570930354095,0.0191138003284758,-0.0850448038906677,-0.195239345055646,-0.413771216017653,0.0643059436152364,0.109111167867008,-0.279897229911324,0.0559484924594656,0.0560258762664635,-0.260241742933863,0.0414003367438646,0.393109739549219,0.0081252997347771,0.373454252571758,-0.0074288454717962,0.146719698067976
progressive,0.250764067143192,0.107564078685286,0.19310827957319,-0.208307271787514,-0.0518258608358037,0.139493544971263,0.213738241063081,0.277262564153602,0.281741183366629,0.161680727509362,0.0243750137628538,0.205385873622695,-0.214227285689791,0.14013702474325,-0.178282505626617,0.122183939104823,0.434426063663618,-0.0319938142631756,0.22821653593278,0.146816344776471,-0.0168591700260499,-0.0888130781295955,0.0343232110377672,0.194897153339312,0.28745528374187,0.130266045040975,0.410784616840829,-0.500936132896157,0.0102699371609067,-0.301341577221342,-0.137460148891785,0.0548502157641409,0.417656980805646,0.276709171549693,-0.0798558397035416,-0.121373154592119,0.0889289044885531,-0.165271344637048,-0.0116212446820787,0.218744513689137,0.0762394833849767,-0.138361020572567,0.256722689831788,0.0187381309602508
progressive,0.228458957434451,0.129979308356278,-0.071266616151801,-0.0435528800967712,-0.0620742460834047,0.162379241314246,0.0456931709197474,0.185572699890336,-0.120178670394857,-0.0142663580958981,0.0431797357592873,0.295823483517511,-0.118575893408805,0.106325754674967,-0.0613682554469606,-0.153299395768805,-0.0205845480628192,-0.0718792238335892,0.164726214577112,-0.104354095643967,-0.158939648733793,-0.120932553700162,-0.0923664366341281,0.209177663436734,-0.156298887270843,-0.0394318631841271,0.109996828488248,-0.036718565251835,0.0634366297704176,-0.0245139943000199,0.0260016118913679,-0.037683393289566,0.167763136757241,0.213477696635897,-0.337908662553512,0.0992116009509745,0.046685122637254,0.09880366080715,-0.0335804329980296,-0.0272867318391344,0.0276920371112093,0.0699126020574046,0.11437141305868,0.0721496856690656
progressive,-0.442011193044975,0.214665272032088,-0.406120427626108,-0.240026569993685,-0.492507348807797,-0.4663535102849,0.511981202599737,0.0841225195779754,0.328564672698903,0.389363855758624,-0.414725153720221,0.342151082321187,0.170396220679479,-0.0318148425321818,-0.471788074133814,-0.433406466950861,0.45265388058243,-0.119107524355357,0.40736584850815,-0.255877381219683,-0.423556319974705,-0.463409788200072,-0.440765772162932,0.495564290972811,-0.487865325520183,-0.485261263675912,0.473712815496971,-0.296636610086535,-0.118428203874243,-0.458654544832273,-0.426047161738791,0.127259370128727,-0.0744988127621909,-0.031361962211439,0.217382553956545,0.227685581253444,0.476203657261056,-0.414385493479664,-0.476316877341242,0.159979973302395,0.414611933640035,0.28044613861998,-0.0083782859337418,0.454805062105959
progressive,0.425638697439249,0.20791156499653,-0.211034700093045,-0.402549805832875,-0.295582428777256,0.0160618376392169,-0.089232431328983,0.0787476206478275,0.530709885329126,0.461889372666648,-0.174672484326484,0.400430535588811,0.48386285888141,0.229550429593809,-0.193188213827248,0.28409375324365,0.141321863117277,-0.302832563822736,0.0938055934345934,0.166306943889392,-0.360052860412446,-0.218954078373492,-0.226873456653939,0.167756970898488,-0.0064693512713512,0.245723807772187,0.0767398909429254,-0.0845477286842114,0.0093694052895432,-0.192184348974797,-0.28230910461707,-0.0767398909429254,-0.0749552423163457,-0.172107051925776,0.163072268253716,0.198542159706987,0.0993826203926548,-0.226538835036456,-0.200549889411889,0.447389102575688,0.150579727867659,0.538517723070412,-0.0793053233436336,0.0476278102218447
stable,0.145809407022149,0.10039100979969,-0.119094549491996,-0.0296295338978134,0.309188793627455,0.282960748491733,-0.0380116537587656,-0.112260716712255,0.0124974564131635,-0.396473191510182,0.0518269933797731,-0.213290524619336,0.19378501776078,-0.0451079583193953,0.0898925427814318,-0.212787678271143,0.0227423444316091,0.0056219892492883,0.186297161354532,-0.0196057527543368,0.0109683022851785,-0.190149487169425,-0.0562335011427144,-0.0454008811385194,-0.174222785738079,0.0347543358414128,-0.123122709841827,-0.17897894148429,0.0016547309759259,-0.127413476711656,-0.0718319781088407,0.253446551269711,0.26091244520148,0.0553539242506987,0.0123708016523647,-0.408105218637589,-0.281842144423487,-0.0561262488133571,-0.0543370482084128,0.0196017105811199,0.0795476783454195,-0.11123993323586,0.0030261056093413,-0.0981837137450019
stable,0.128013231929195,0.46158835344269,-0.371593223779462,-0.322531045400179,0.120811153606167,-0.22666786442444,-0.190263934841199,-0.163611742704836,-0.209450578319957,-0.0770534001274519,-0.0046607568679931,-0.156809872484963,0.0718040038410682,-0.484880465046314,0.0229602723847577,0.170625389712628,-0.137825000591546,-0.114456182434817,0.243404900805137,0.412964736443115,0.260502124478673,0.0494123604695432,-0.0882292114080566,0.0335557819157876,-0.0578017228319309,0.062495830375187,0.108041180047995,-0.303601202120946,-0.0720774793782241,-0.203108947418713,0.36217332555145,-0.0985028869227993,0.109722054081246,0.0797514697562221,-0.145530674111044,-0.254789153806135,0.173777028524974,0.185191297133709,0.0184029026100796,0.244552164034181,-0.0395188826527978,-0.312961069133484,-0.0203956054570391,-0.249519747114593
stable,0.0898975720147591,-0.292690789548602,0.0438136879588828,0.11539928483102,0.167192343888583,0.24922648304564,-0.04762554931429,-0.245738935418375,-0.170164436363391,-0.100907004708736,0.0901310152297018,0.174996240892809,0.0599432040517381,-0.0835648372845676,0.133451182297934,-0.0278173441698539,0.268596002953942,-0.101044877211521,0.187307628698313,0.155639254848397,0.156153143267868,-0.160702935859772,0.0101759307453225,0.160905044414991,-0.226076436441655,-0.054490973259787,-0.100994741755963,-0.0073824458309406,0.127038544185447,-0.0508718200616816,-0.076345331684191,-0.0613861651320217,-0.158887092328775,-0.0406864889184419,-0.0699561945664966,-0.0776034182721038,0.157729276651978,-0.0010732120955421,-0.0085089268480133,-0.0397511493256848,0.0137966506764142,0.0809609270615151,-0.0679507763441697,-0.144236572174885
stable,0.237704380362786,0.0317458097843259,-0.240500718448947,-0.21384845601456,-0.0929352954287344,-0.0137261874584642,0.0420059053334444,-0.0588757642837781,-0.0491704172517007,-0.124852888957502,-0.0114538911829182,0.0203547804438086,0.324151870158282,-0.0475137035342291,0.0336342722295431,-0.0566776276011108,0.0314645247660246,-0.0103339654560875,-0.0027604170333601,-0.0191169525517373,0.050577711400936,0.0618406995693738,-0.134168898126967,-0.0889051850532379,-0.0644820556938546,-0.175257078498538,0.0988422808130609,0.188800184462083,0.0010225912611776,-0.226711089776262,-0.105899319258825,-0.0831728802724496,-0.0460226901570956,0.0040301103754965,-0.108283723981418,-0.0808710360341161,-0.0907939371843648,0.227689359093259,-0.0692155234580592,-0.114516316328227,-0.0206079659288707,0.102647015550825,0.0490866980238025,-0.118067575895019
stable,-0.0626280247120915,0.0815935420149283,0.0002213873615117,-0.474310122740985,0.141540319793156,-0.153003265400318,-0.0570687420785751,-0.131651684312299,-0.211351134456516,0.302661121782236,0.328415851504766,0.229726285461988,-0.300742431315801,0.0958853261302956,-0.0476474799164655,0.338870254687263,0.184095890394852,0.139720023709615,0.0994767211059301,0.130766134866252,-0.0208350105778246,0.0846437678846453,-0.101961179274006,-0.211966099349604,0.255210430631559,0.161317590754869,0.0397267320934909,-0.172436156021902,0.422702268913032,-0.0210072007478893,-0.225765911550501,0.189679771624092,0.266993157983127,-0.432492510010995,0.105798560206876,0.129265620527117,-0.0731316250860361,0.158611745225281,-0.115072230794644,0.266230601515698,0.037758844435609,0.225273939636031,-0.410206182285482,0.114358871518662
