group,ARNTL,BARX2,CEBPA,CEBPB,CLOCK,E2F1,EGR1,EGR2,ESRRA,ETS2,ETV6,FOS,FOXA2,FOXK1,HNF4A,HOXA4,KLF10,KMT2A,MAF,MAFF,MAX,MEIS1,MITF,NFE2,NFIC,NR2C2,NRF1,PBX3,REST,RUNX1,SIX5,SMAD3,SP1,STAT3,TCF3,TEAD4,VDR,ZNF76
progressive,-0.29533571003446,0.035791388892211,-0.2338168957229,-0.0317052683844321,-0.410125428743728,-0.11070359820149,0.455072754329296,-0.0043887961009476,-0.484432286866669,0.507208625252622,0.266505859785131,-0.0612161387183904,-0.447051851110322,0.092316055916485,0.106314802100542,0.312361212150205,0.0299648837237115,-0.0901973267643033,-0.0142257528789337,-0.141122495314954,0.191290974882684,-0.113579016336593,0.0335969908417371,-0.4521216672959,0.0094586122865251,-0.653703612346323,-0.187583198866366,0.250918066736938,-0.0345050176212436,-0.145889635907363,0.468466149327015,-0.275434789783611,0.222390892080778,0.502441484660213,0.265900508598794,-0.247285959618912,0.109190220235646,-0.162309786836771
progressive,-0.280063458331422,-0.207555858279848,0.0984013599860471,0.301024469678966,-0.364630297216338,-0.0817390678440799,0.0891191698430334,-0.181370444829953,0.169387289522373,-0.236974821574646,0.0538290944769034,0.152090967999053,0.0166369309667131,-0.292642601257474,0.0551605561777455,0.130026745527955,-0.0644173851455051,-0.466468096449321,-0.235047372255331,0.153802847328707,0.0110955141736844,0.0654698739185517,-0.353813755970449,0.0941026407804711,0.134896091176749,0.354080048310618,-0.342705561209138,-0.0340854195415586,-0.252724111407464,-0.431038534619293,-0.221022642339794,0.0316634273047886,-0.217066299000149,0.041059742736446,0.218448483051499,0.0398931286747557,-0.18475616172638,-0.0561242808374027
progressive,0.0401659963442456,0.235116680618629,-0.073463149952394,0.224263158569798,-0.10902773389712,-0.257497896001896,-0.0151907187337838,0.0332041803103268,0.114750493106116,0.215493417789854,-0.039464254723208,-0.0562401911601301,0.206528233965394,0.182626974088582,-0.0534343734399563,0.355683595489949,-0.115973084314044,-0.233046990854519,-0.198906644487709,-0.121780775473027,0.136367091186705,-0.0376158934852138,-0.134104868580154,-0.251407915241785,-0.0759740416676987,0.125997734861785,-0.0453283119012987,0.192585149494224,0.184676751943768,-0.13121603351662,0.09553527124175,-0.0548251436940261,-0.292322752530099,0.0226600586924669,-0.125201641426154,0.300034634856328,-0.236742947487857,-0.0967470640683
progressive,0.0441402185983318,-0.172398769413832,-0.396057147522501,0.106243206055538,-0.325520421027896,0.0151150128202724,0.0113910241544082,0.231654000832436,-0.205695609249795,-0.154983645946996,-0.140635336675578,0.0515881959300603,0.0518072540868758,0.0131434894089326,-0.458707780371746,0.550821735312682,0.0233296937008553,0.484008997483941,0.0831325705114984,-0.567689213387479,0.66692255842492,-0.477437252779475,-0.582037522658897,-0.384447065211277,0.068017557691226,-0.125191736620083,-0.123329742287151,-0.0895947861375569,0.507119633027981,-0.0822563378842363,0.21084347593496,-0.476780078309029,0.24030679802665,-0.0158817163691268,-0.134611237363151,0.0959474726852077,-0.307338594012206,0.236911396596009
progressive,0.0456761296638995,-0.321595004060453,0.42280542086967,-0.17635148383424,0.134947222412288,0.0803987510151133,-0.0556438222284436,-0.0719645496143453,0.288296338789889,0.0327509898549304,0.386439773271553,0.108549267378716,-0.0915713294940528,0.302426364513253,-0.435511490512385,-0.0912427242446722,0.560162415110749,-0.139985836236124,-0.477901567682479,0.309984285249007,0.0579440589741076,-0.291910996533075,0.0855468999220756,0.105591820134291,0.183252194071232,-0.059148944888503,-0.176680089083621,0.358946467406712,-0.114464161867566,-0.164631229939667,-0.203406649366574,-0.194096167300791,0.497508347562186,-0.0300126127767589,0.435840095761766,0.221808543331886,-0.466619454120413,-0.213374341931118
stable,0.194958750282586,0.182202646655487,0.0118801274442303,0.154708177188079,-0.132400205609484,0.1884010434753,-0.0477188691253215,-0.0871187601820574,-0.215598373301346,0.224684030220561,-0.123170904571528,-0.0572024428850524,-0.203377706787848,0.0445070452061886,-0.0319678055915352,0.279286501243694,0.0492876386297176,-0.200860273715196,-0.0379816882792128,-0.32331295769302,-0.0625473619984266,-0.222266043076268,-0.276976879542084,-0.026746694662062,-0.119268683618298,-0.103681100138093,-0.292483921139214,0.316860687532669,0.0812119116662684,-0.188081937865827,-0.162622448935096,-0.238600203218104,0.0033879510452629,-0.0713031300147314,-0.0117307588610724,-0.121692128972849,-0.0164391974075323,0.0405771338204304
stable,-0.350175848682024,0.340514815585876,-0.341251771626583,-0.248795043349888,-0.093320348636899,-0.080375913180813,0.348009395321284,-0.232873173890051,0.0832645176618001,0.112421986013449,0.143759067655136,-0.0308304243637011,-0.224839037053411,0.0841807777391974,-0.102372735002999,0.376015369859327,0.0661993793441693,-0.0509980160134169,-0.0601688417432021,-0.227253884079657,0.242243043550474,0.144394034243781,-0.0654788732150849,-0.10328406010691,-0.240121004951116,-0.201174194192659,-0.299964138444184,-0.166372761163182,0.0161488782402333,-0.14691087072209,-0.19617506605045,0.0325214752785386,-0.14315206591625,-0.136414182115497,0.301906873006852,0.498509636759498,-0.342775033442867,-0.347348108874042
stable,-0.0047064815062469,0.0799326232873732,0.0317896919932491,-0.0210100809230745,0.102870903456415,-0.159086520893752,0.093045308907777,-0.0585161158136604,-0.0431137905415689,0.0976602668778114,-0.0893285225897257,0.107211290817812,-0.143082312027586,-0.176128513585785,-0.0383018242817212,0.273855484057786,0.0747933440420878,-0.341672873144833,-0.0764842025924534,-0.0723160035788458,-0.119394779858703,-0.0711401588254723,-0.0273158974434745,-0.125605970350138,0.0641952287979616,-0.215666681229563,-0.0130211620841913,-0.0038626034774406,0.102169740094245,-0.0129870346639087,-0.012572851881388,0.17709649132471,0.0360540682821986,0.123127078640519,-0.125418269538583,-0.194997874509315,-0.128519211045171,-0.0856706836339808
stable,-0.12622067240287,0.180772310474238,-0.179900797386682,0.214928601160545,-0.136120467318176,0.0473625828479807,-0.197030468479035,0.179665291884804,0.178112382878482,0.218175437013103,0.153159932666779,0.271984019543394,-0.217262246588245,0.344448348818207,-0.0643755003036447,0.250873306355054,-0.19535538207295,-0.0633070189781547,-0.233003148872554,-0.12597403391363,0.0293699625045043,-0.0884196129311343,0.0230695480415364,-0.148934821232481,-0.16271403405145,0.0824591827745139,-0.0316890494102699,0.114727432988796,-0.145881528083285,-0.16373056143592,0.0410070743706341,-0.147173240078434,-0.222077977275132,-0.170312155195069,-0.0850663000456065,0.0441965325190977,-0.0660568668564462,0.0386651505677167
stable,-0.0759585656076123,0.169131196004271,-0.265433656362575,-0.068759956695829,-0.0594426936561631,-0.118572404316162,-0.102008381134533,0.442678334652034,-0.155985910165363,0.0732620967175797,-0.0638485312175555,-0.223518010491624,0.0929318742457633,-0.0412415286484437,0.0911743543442243,0.181578289005582,-0.139205206447928,0.095507965060348,-0.108629175284167,-0.0783661271165699,-0.0073189869872311,-0.146211210438995,-0.0814478058480356,-0.225684815849685,-0.175655687693546,0.115201818203621,-0.0383765304527841,0.0958931749017812,0.0750436922342084,-0.102706573972131,0.267215251879204,-0.179844844719133,-0.0095098679603825,-0.0149028057404475,0.271861845591492,0.157237842150021,0.107449470144778,0.164171619295819
