group,ARNT,ATF1,BCL6,CLOCK,E2F2,E2F6,EHF,ELK4,ESRRA,ETV6,FOSL1,FOXD2,FOXG1,FOXH1,FOXP1,GATA4,GTF2B,HNF4A,HOXA1,JUNB,JUND,MAFF,MAFK,MEIS1,MNT,NFE2,NR2C2,OTX2,PAX5,RFX2,RUNX1,RXRA,SIX5,SRF,STAT4,TP63,ZBTB33
progressive,0.0593607806981608,0.397885956410928,-0.0858967369275711,-0.734033633155164,-0.259300774600105,-0.26390238550694,0.22578570849533,-0.0400340148894573,-0.0215508777470067,0.273872542471747,-0.0157221705983501,-0.131989539511027,0.0911118959553165,-0.334000258321047,0.535857590100839,0.0013037897569363,0.410156918829152,0.0850531082613182,0.424038445064769,0.485393257155891,0.531486059739346,0.370506371515264,-0.0766935151139028,-0.232151270249784,-0.13697461799343,-0.529415334831271,-0.508631392235403,0.275636493319367,-0.208069506504018,0.594067968072291,-0.310148575120623,-0.562470239845363,0.269731092655596,-0.0065956422997956,-0.0186365241726784,-0.239974008791402,0.191810481299871
progressive,0.367994733232445,0.0987763012384741,0.181967983896191,0.125626595688127,-0.0505914705013073,-0.211771290380761,-0.0618181197794323,0.0847137196977405,-0.012735677454559,0.207244205851459,0.251331244557793,-0.170975494162685,0.187587812967048,0.171677972796542,-0.168204606218026,0.0304667585276579,0.0327303007923088,0.0257445410445068,0.173746382107344,0.165902037362605,0.22449395897173,0.0323010082938405,0.06239050977739,-0.0780661904032771,-0.205514026993996,-0.216727667408531,0.0170676290300116,0.139442008820651,0.0339531339697639,0.285037210119348,-0.254960717499388,0.0959793955666353,0.15463636149371,-0.244722741854099,0.219108289445492,-0.0826192926597589,0.0928442594414579
progressive,0.361988011067401,0.0635263233455613,-0.160818982112874,-0.130644290520418,-0.353733702737842,-0.339850199058607,0.272822148940877,-0.267275041663182,0.292394069203965,-0.039664661825173,0.267467665703665,-0.314374603877492,0.301250279213345,0.330293023577158,-0.0176510283728589,-0.300447071846146,0.273002525658062,-0.30621021260506,0.258351858949184,-0.0017300506879472,0.009032013359004,-0.32373481449501,0.277798747994042,-0.152871011895182,-0.481477315504163,-0.374564771859526,0.2476014996226,-0.15988012401294,0.0886542650773527,0.287297632417767,0.118814926508309,0.200291407471086,-0.0896324231324271,0.275319905261399,-0.294032730055401,0.0539236467326181,0.12926832700226
progressive,-0.0378883624356727,0.554337581798664,-0.543764085304988,-0.0852488154802635,-0.621523340768898,-0.536494806465586,-0.520524421136596,0.518872312309459,-0.623065309007559,0.251120541724807,-0.528674824683805,0.636832882567033,0.534622416461497,-0.151773730919642,0.237242827576857,-0.662605780270368,0.547288584136214,-0.461819487478998,0.613372937221689,-0.560064892399405,0.536054244111683,-0.734087022191158,-0.518211468778604,-0.734307303368109,-0.740365035734278,-0.585947930691217,0.071701523097741,0.607645626620948,-0.636061898447702,0.105074121405906,0.0100227935512971,0.517881047013177,0.534071713519119,0.579780057736572,-0.520304139959644,-0.515347813478234,0.647406379060709
progressive,-0.447493124836179,0.149533046163745,0.35292895732878,-0.269535527737461,0.0952277757004324,0.0357242410583504,-0.0987670193966158,0.456894240904165,-0.127191570331588,0.0882598896735715,0.0295305645900296,0.169441291954776,0.324393805028302,-0.587846257662948,0.0726650971372638,0.0064148791993322,0.0673562315929888,-0.580214763443053,0.083172226860308,0.0401482956785795,0.238456544030351,0.143560572426436,0.224520771976629,-0.0943429647763866,0.0756513340059185,-0.186805706339176,0.0421391202576826,0.0043134532547234,0.0096223187989984,0.323177190007739,0.0245535031422718,0.111928581891797,0.0560748923114045,0.297075267748387,0.476691885329691,-0.130177807200243,0.537190832261324
stable,0.243029544875606,-0.116652774804285,0.194751146679745,-0.17480473502641,-0.0850404254208641,-0.0216316652187924,0.0398855470859503,-0.0228754947272868,-0.237417153294216,-0.152273378590174,0.122879872291617,-0.0162468576521191,-0.0643661222059557,0.228160453091146,0.329509449295414,-0.0817060299038885,0.0930027668048908,0.0519880580591872,0.0133293626333865,0.0868799618145339,0.175752530147496,-0.189186185277858,0.125428705460578,-0.0948441896261544,-0.0292518894841898,-0.110973145553657,-0.0858612909138495,0.209896600106706,0.0393980402977657,0.128361022410405,-0.176207159197617,-0.224484209945197,-0.192098290503465,-0.21299222778823,-0.0094163728244083,-0.105852168360468,-0.266294586901025
stable,-0.0897075247493676,-0.0896005768965285,-0.210730717658174,-0.207562387517816,-0.214570813999176,-0.151205882252231,0.153535340171882,-0.121243772855287,-0.163062054375562,0.0735182935258541,0.01051263972204,-0.0259381964338745,-0.0588597534460998,0.0918164027225379,0.014737079909183,0.225872194135905,0.264455303107798,0.115629010581236,0.297821362133385,0.0073008620164667,0.0088231978592228,-0.0166604702000856,-0.123242360855217,0.0946170996187609,0.104676882026435,-0.191023904712375,-0.216535980795094,0.233980178229266,0.199506206290674,0.162417025138126,0.0398146803397431,-0.395989464678443,-0.0147053297653714,0.0223821803269756,-0.185666485709219,0.231682470453427,0.0452071916071129
stable,0.0036013209108121,-0.0074160418928964,0.265384017101122,0.22678352683692,-0.342024238318155,-0.165941141553044,-0.311564104057371,-0.178650128279392,-0.205169370713032,-0.051532223050345,-0.0308511081139901,-0.204317328092697,0.173481796626245,-0.167833704228925,-0.140415689232335,-0.0848693641114182,0.214186691972847,-0.14347026981456,0.159218260475594,0.188053750398152,0.108408793871017,-0.265829509220712,0.0646617792602219,0.0387562567395833,-0.266500862729605,-0.114905813559165,-0.294492098355597,-0.0964178905961765,0.0711401069713238,-0.0513250536380881,0.167615631163391,-0.322040957191507,0.0317311886998936,0.0089223037098321,0.0541490998367483,-0.0937480532081436,0.0390864816673913
stable,0.0432465506454159,0.0418074904644144,-0.0760482449880485,-0.133519296964876,-0.0859779034270265,-0.170334036146588,0.128177448296971,0.207960090252236,0.321001775626562,0.397612184820642,-0.0597609475404669,0.0164067179640945,0.278461438395345,0.355298087896488,0.22901561695627,0.218130308005053,0.145352237784538,-0.261362826023828,0.0504573160777415,0.0412017964777839,0.313389218864098,-0.156845818143605,0.0098437443983211,-0.245544619238233,-0.354495937136889,-0.275599355320932,-0.141459758982513,0.298504324940171,-0.263061919367884,-0.216147125566558,-0.0317589842691945,-0.116405792826312,0.0313583384595983,-0.153101111491511,-0.307387550363949,-0.0082205417901786,0.0624752584649509
stable,0.589135310650668,0.251745044639272,-0.108439875773909,0.24765620759835,-0.151189034297559,-0.128222991516813,-0.0755333070134366,-0.143623461569147,-0.467792338346424,0.0727910929500638,0.172979842479718,0.0286463433405902,-0.0431409033898461,0.0508044123348074,0.341136326294396,-0.0190730781729229,-0.0297970938850413,-0.0075166046201377,0.0214969995325113,-0.0246799265703546,0.106236310901556,0.0611366831807297,-0.168376840301914,-0.0381951244541203,-0.320594204873238,0.0068310511042945,-0.239551985678918,-0.0191220462811974,0.226991665906506,-0.0556767391081215,0.13253218504497,0.0183875246570797,0.0216683879114721,0.17983537763815,0.311951333762786,-0.190412489025444,-0.135543723703852
stable,0.125936352571982,0.14667495458076,0.0658882667987213,-0.115969308934143,-0.216474056887602,-0.248773833579434,0.0399054206038157,-0.034333411156055,-0.155815135854025,0.0074939057546086,-0.179391887060125,-0.0989478629607026,0.143002493808372,0.122748090481552,-0.0842729182921349,-0.0013408578884985,0.246539070431937,-0.207505207455645,0.360072487535307,0.195132068829,0.254919432235053,-0.163443127397484,0.0672961675816448,-0.166735678434797,0.136231161471454,-0.170050577103585,-0.0502374755557463,0.195899337509641,-0.179630261795858,-0.0476749471466157,0.113347186841079,-0.0303778803849842,0.246494375168987,-0.0248207693582068,-0.0137214457256353,-0.261251261152962,0.105711746087129
stable,0.475565728886267,-0.0182117459696814,0.38467504995761,-0.441968549233541,-0.492693588421289,-0.313692960313562,0.240247373778971,-0.35967099599486,-0.0105982173494034,0.560489355231053,-0.0876884719526355,-0.382221152548382,0.445237487603883,-0.270810802353544,0.0917435778442014,0.406934477220029,0.188927916709242,-0.49739629932099,-0.174737423460305,-0.0503429798314579,0.318883609848606,-0.338154883569113,0.172695493791336,-0.0389391410119804,0.319786786047532,-0.0775070970800959,-0.260767855001388,0.397452529555529,0.217081365501597,0.332246747801807,-0.501423566716746,0.11520192032596,0.330962577189048,-0.146600503774837,0.277883580192062,-0.369185761886102,-0.0326612152254376
stable,0.428289702638619,0.171119262382742,-0.087289504683923,-0.318850690413707,-0.301462725179725,-0.352673122385687,0.45569450541227,-0.23024276558018,0.0662623067244859,0.313869637982233,-0.262005189746526,0.0877416286844498,0.34104630622348,-0.0876301130841621,0.135078597033178,0.0445890581550689,0.226383487883254,-0.339057967916353,0.0351361944955926,0.361018629894425,0.283973027588566,-0.340452893472789,-0.0265410025772575,-0.33632271576845,0.12106217359926,-0.265168408638619,-0.134555850942861,0.318259350195155,0.0429664883426499,0.0317480278678277,-0.402757354654611,-0.375929584942161,0.157598040418447,-0.0638443079909903,-0.0997484090722568,-0.20905451181673,0.108394500597118
stable,0.209444557728081,0.0290560728877821,0.0788435987994075,-0.118767699136759,-0.318334576804498,-0.0747050463442188,0.0711258127709516,0.0631046098247543,-0.242763400735362,0.292049304494391,0.139002960288412,-0.344132481448078,0.0357169905920246,0.108067331594756,0.0399845122068796,-0.0132125510152941,0.244173916071082,0.0654905392785822,-0.0702922647284763,-0.196743131856097,0.297181598264061,0.0226849964002634,-0.0282788640045295,-0.116436751272052,-0.197687321861865,-0.282191309200524,-0.13558256241705,0.008268280704716,0.0018625861796027,0.0386459480865529,-0.177454775850415,-0.155317558986208,-0.0292848234499271,-0.12238833859813,-0.0175221573033034,-0.374446343035132,0.0813829336747332
