group,ASCL2,ATF2,BCL6,BHLHE40,CEBPA,CLOCK,E2F2,E2F6,E2F7,EGR1,ELK4,ETV1,ETV6,FOXA2,FOXG1,FOXH1,FOXM1,GATA1,GATA4,GMEB1,GTF2B,HNF4G,HOXA1,HSF2,JUN,JUNB,JUND,KLF4,KLF9,LHX2,MAFF,MAFK,MEF2C,MITF,MNT,MYC,NFE2,NFIC,NFYA,NR2F2,NRF1,OTX2,PAX5,RXRA,SIX5,SP4,SPI1,SRF,STAT4,STAT5A,TCF7L2,ZBTB33,ZFX,ZKSCAN1,ZNF143
progressive,-0.0443251711948675,0.074505620523796,-0.0063537788060902,-0.108770641942354,-0.0406944404485302,-0.0450059332098057,-0.198858148585847,-0.201656836869482,-0.359442343887389,0.18251986022733,-0.308612113438668,-0.339624605230298,-0.135017799629417,-0.149086881271474,0.207405493884516,-0.0638403489564303,0.343482256648282,-0.388336909410324,-0.0863811356732741,0.0267009990303553,0.0978028094794601,-0.100828418434741,0.189478760824476,0.375931912693671,-0.0293484068662262,-0.0417534035828786,0.101660460897443,-0.117998749255961,-0.0766991870163748,0.197345344108207,-0.461783566799771,0.0503763891054296,0.363980757320311,-0.145531790749019,-0.299535286572825,0.121780760450063,0.0090768268658431,0.143489504704204,0.119965395076894,0.0881208608225608,-0.140388255525041,0.177073764107824,0.109980885524466,0.0878939401509147,0.330093937021163,0.0680762014938237,-0.115502621867854,0.0219356649257877,-0.0640672696280764,0.268447154557312,0.545971135980467,0.0223138660451978,-0.0632352271653741,-0.228357835899838,0.16610593164493
progressive,0.0994337916224217,0.0364054139583558,0.178377658298564,-0.117642834385442,-0.0854950671691703,-0.499703271649063,0.349114361283209,0.287720615850479,0.0168658565884342,0.233194860102896,-0.0318563211595219,0.184536040193364,0.0425384527177864,0.125955382786654,0.0400421538838859,-0.0558055840837448,-0.450689647844358,0.0504074962500311,0.0735077641393741,0.425080409553429,-0.0834042585011826,0.0056895338904635,0.001736004772814,0.0859132289027679,-0.146204547946923,0.378106908145972,0.107885727268166,0.478364351667904,0.240151550761837,0.21895201802521,0.0282449243693613,0.0027877448906502,0.460218666743308,-0.517316750730899,-0.127995505183902,0.356248453889737,-0.0985594534521723,0.0483673738527824,-0.462385504817404,0.148434743859443,-0.514706407787836,-0.209600401073847,-0.154871900243308,-0.279027920418724,-0.167733541443354,-0.260552774734323,-0.0210094592213553,-0.135256313467278,-0.278457699872909,-0.235437727583101,0.138740994580591,-0.171205550988982,-0.116907883459725,-0.267699538908536,-0.55261973830068
progressive,0.152673479781499,-0.196749703041989,0.0364704026408626,-0.178048592904507,-0.291327315320275,-0.0641537933474826,-0.273356163482391,-0.233489481370315,0.128778974989016,-0.0076652135521405,-0.128789167582595,0.0620555751548625,0.0594448917497054,-0.0516923131097389,0.272048599334596,0.202851311430171,-0.122210269925133,-0.210439735668275,-0.18272316155549,0.0412180820758679,0.286175917216263,-0.0547111600743355,0.172824697104808,0.0013430466352192,-0.191474920910434,-0.12217011263915,0.322695750104185,0.154140370260514,0.153985642091812,0.240431097414339,-0.298989999883031,0.131028626000534,0.276698414544028,-0.0787478247246413,-0.106088115871439,0.211622842883939,-0.203986904299825,-0.0323491462127779,-0.100541505699078,0.252644506784283,-0.0644676179392785,-0.0674140438442299,-0.0205307956391003,0.0408523748836701,0.0353251536299231,-0.0930307137714723,0.0604201620195941,0.0872923602221459,-0.0565646027489591,-0.32225869475693,0.0331403367098965,0.244902810462273,0.249111355342142,-0.0119805124384493,-0.143275142140601
progressive,-0.577529736031472,0.461344857394879,-0.551139014305347,-0.148707884249287,-0.325996591612759,-0.0732588914306133,-0.530223546049372,-0.481603295234436,-0.470543283224732,0.509965108209815,0.423565608450841,-0.479413193846375,0.387100420339638,-0.564279622633708,0.499781136755335,-0.464849019615775,0.418418870188899,-0.592860445747893,-0.565922198674753,0.621331763792676,0.45521257350831,-0.572821018047143,0.585414101028489,0.577201220823263,-0.62987315920611,-0.548291882500868,0.602496891855358,-0.279018916838868,-0.136005296198538,0.662505669888207,-0.434406610321738,-0.406373312554568,0.359286132711274,0.0848664287873323,-0.499452621547126,0.804752755042716,-0.430245417684424,-0.092641288714946,-0.399474493182179,0.109833584611218,0.100197138503754,0.462768423297118,-0.488721124745631,0.44064839927771,0.728975247015834,0.542816629030718,-0.583990535126249,0.474375960653837,-0.523762746954594,0.483026861136675,0.440757904347113,0.602825407063567,0.627245037540438,-0.490363700786676,0.32347797501649
progressive,0.220747550966662,0.123930375455675,0.19451251134407,-0.150494725199052,0.0392976744137569,-0.213283188228854,0.0863890216861081,0.0035126412883805,-0.0365534234072096,-0.112843601389224,0.457631297851823,0.0737654670559906,0.0724482265728479,-0.157959087936861,0.184742977760762,-0.0676183448013247,0.437104300322849,0.0087816032209512,0.0673988047208009,0.0193195270860928,-0.0968171755109877,-0.0609223723453494,0.135565999723435,-0.0538970897685884,-0.26180154602461,-0.183645277358143,-0.0170143562405931,-0.0230517084549971,0.400880187036425,-0.0036224113286424,0.287048655284844,0.527664583538909,-0.0046103416909994,0.188036078968619,0.107025789255344,0.241384318535898,0.211636637624925,-0.133041288797412,-0.116026932556819,0.199013082994808,-0.379584799225618,-0.161361959184979,-0.0346873327227575,-0.0387488242124474,0.0431396258229231,-0.119210263724413,-0.062349382868754,0.230187774429185,0.109770040261891,-0.0398465246150664,0.256971664253086,0.209990087020997,-0.163557359990217,0.266411887715609,0.262789476386967
stable,0.230909463303694,-0.110476066364774,-0.106857714348576,-0.0198938736799818,-0.243183797076546,-0.107913744389394,-0.118745880921644,0.27850050646054,0.103983447095524,-0.161322613613383,-0.266366887857796,0.154479538948883,-0.145409806621031,-0.217096190610791,-0.222507328515842,0.362447898922952,0.281597439479928,0.0523592353272666,-0.284788049359719,0.115444138038188,0.314487744950578,0.196000508105808,0.14085322021778,0.170160485717761,-0.305161767099888,0.0144802039678928,0.261843747958046,0.137687128890357,-0.0990063142179733,-0.048964748354422,-0.210022454999837,0.251357402965975,0.0884660017600944,-0.162040047776129,-0.0297110220960287,0.0026340120904537,-0.123298602987837,-0.135314292683815,-0.212135314599484,0.182696128627527,-0.166405549374518,0.0428496348398264,-0.130642842192843,-0.408584352310011,-0.136959834005463,0.0158043390487264,-0.057172600265364,0.0080188991541116,-0.0798803775884941,0.12229667366583,0.0214365436840888,-0.271400919767198,-0.0422140180203057,-0.0485481994701827,-0.268659239251132
stable,0.240329137378486,-0.257534066173104,0.181822833070299,0.203942515273577,-0.31283080278307,-0.390344331593338,-0.117228225728409,0.0482192283523506,-0.235684316842907,-0.261053069116076,-0.207810455832972,0.0506700213280692,0.0784270211551459,-0.0963479304362899,-0.256625511624684,0.270599475603093,0.166173310160203,-0.102686415157238,0.0194960663515017,-0.203294018005321,0.347711396968045,-0.217853933830174,0.313772275974548,0.0561806021760918,-0.0706763266469803,-0.120882195107922,-0.0200227646404405,0.358158128342716,0.477534295530703,-0.0035206488751255,-0.0193248894075966,-0.35414369982171,-0.178517801307207,-0.0098755929176032,0.0226825909995816,0.226424302550501,-0.0352213021406319,-0.0432040730823611,-0.246038876017014,0.390291661764444,-0.213888883273756,0.216418680992816,0.466932846533656,-0.323216634668083,0.0539306129230312,-0.188788417941515,0.239060123688574,0.0102772003629191,-0.275351281728613,0.0961323133242556,0.232585026598932,0.260096782535222,-0.373738522102388,-0.0239779396039406,-0.109294832751268
stable,-0.0058777368762542,0.136361632538013,0.0939444304954827,-0.0432524430460759,0.184043336890997,-0.0041684425548712,-0.135068406225831,0.22338039367138,0.273841059727611,0.122704355385237,-0.100086091108917,0.241446749727632,-0.0605410003239331,-0.135231417945854,0.18029406733047,0.0277740921067587,0.141081209955818,0.0586981916413885,-0.109714650038269,0.260795464648064,0.225050875678471,0.0910055620573555,0.0957158245197315,-0.018185897984269,0.0070979960375685,0.0434527145878183,0.0187634252209215,0.214172560228943,0.170041406387315,0.211975783240063,-0.107502348123673,0.134202115370852,0.159636601172139,-0.0012497565201755,-0.0586702467750989,0.167355594238367,-0.100454031848397,5.74422251509264e-05,-0.0213017505755638,-0.125259758158167,-0.0246954993371834,-0.138213756175987,0.0727932716993686,-0.164764484136288,-0.0408057147531608,0.149646311473593,-0.0553774100306363,0.0896548935200229,0.14071482170891,0.0202134532828395,-0.0910645567750781,-0.28321190489007,-0.2378620443797,0.0913176130642565,0.0617348671115294
stable,0.199969693287813,-0.0575611709759164,-0.0706196430122253,0.0037611576861323,-0.23893566408914,-0.104014597221094,-0.111707211915773,-0.184062136446488,-0.0767844213361868,-0.193593755233543,-0.0478549668096755,-0.127479329363098,0.269480962018757,-0.247900666170915,0.188963385234016,0.165591803392528,0.177349028592808,-0.0054918674107318,-0.0424231041937539,0.0753897384625248,0.038708521657879,-0.252595898496261,-0.0981798452685895,0.330108378009479,0.0480261233434438,0.0183997559857788,0.26145089178755,-0.0225983771997899,0.226379803643647,-0.140051191087207,-0.0421207943227573,-0.0834941003444493,-0.0860088727212366,0.113753375418804,-0.196129100682837,0.19467041269471,-0.0051486971318406,-0.200362010351025,0.227662191829878,0.115522088180117,-0.0006791971298288,0.0721834822598286,-0.193214010603529,-0.198185550722121,-0.229254319052178,0.444680961746002,0.176754123912832,-0.183213211468482,-0.164093112207861,-0.0786800013779555,-0.14346432096344,-0.194787279176031,0.003469420088507,-0.145133882944756,0.0292186204900733
stable,-0.0312148149890882,-0.0884901468132022,0.0743760406530126,-0.167008894393779,-0.0581664955236482,-0.296179459815446,0.146126761218208,0.18909530283899,-0.177871457325939,-0.0024326360446743,0.0353575219166524,0.12064429651261,0.0388980912093962,-0.0531326248965498,0.107060071471063,0.0526268292833007,-0.216287838427478,0.134324863575729,-0.0820834023787134,-0.108312517751489,0.0046003315300276,-0.141044719580324,-0.212048789478343,-0.020954389691749,0.0981725199811138,-0.0294324875900199,0.205979242119354,-0.0484841223557365,0.282474807246934,-0.144007236743641,0.10824026123531,0.0088152949737702,-0.154942056191979,0.195405705251908,-0.150438066683522,-0.121535460212144,-0.229896148974419,0.0159205190646507,-0.138515741514079,0.220647314903578,-0.001421044818176,0.109251852461809,-0.167225663942314,0.0536865915205846,0.0781815505050774,-0.180713546962291,0.0352130088842955,-0.182616301888323,-0.132542536176661,0.10515731654503,0.0188348652171813,-0.2651573288695,-0.158795737054829,-0.154074977997837,0.188541336214956
