group,AR,ARNTL,ATF3,BARX2,BCL6,CEBPB,ETV1,FOXA1,FOXM1,GATA4,HNF1B,IRF3,JUNB,KLF10,KMT2A,LHX2,MECOM,NR2C2,POU2F1,RFX5,RUNX1,RUNX2,SPI1,SRF,STAT4,STAT5A,STAT5B,TCF3,TFAP2A,YY1,ZBTB7B,ZNF263,ZNF76
progressive,0.168163430072246,0.377162926873951,0.0060873639845156,-0.415885325553231,-0.0625645742853001,0.0863222031693127,0.137895703593682,0.0303522732005713,-0.143983067578197,0.0358478101310368,0.0491216454861613,0.0975669171962653,-0.0608736398451568,-0.467374279255593,-0.082855787567019,0.440234781491294,-0.0357632634090296,0.149901338118699,-0.100526052466516,0.434570151116814,0.206716735307512,-0.028154058428385,-0.166472495632103,0.401935116422049,0.244086386434678,-0.178647223601134,0.140601198697911,-0.442602089707495,0.242564545438549,-0.184650040863642,-0.306904600885999,-0.0063410041505371,0.236138994566004
progressive,-0.142917933895954,-0.451887750472027,0.147336933693648,-0.342839579915766,-0.22841657574977,0.16515145952385,0.400840683843493,-0.423891516644003,-0.0381779418258455,0.0894050930856338,-0.237767123911035,-0.163516845178621,0.335927100608401,-0.0847783033288006,-0.428213547794099,-0.198120799707272,0.490716767503175,0.457858248631294,0.170124565879248,-0.380103245921399,-0.510429108293516,0.42170279574107,-0.0387181957196075,0.142128332051225,-0.0970656162458996,-0.0546487592536141,0.117913875479534,0.188008355029164,0.0092258741857812,-0.123690436343605,-0.153376695172627,0.513310462393579,-0.0647334986038375
progressive,-0.168817400235695,-0.0049168149605033,0.0300301348751226,-0.0041700263602134,-0.0527996312841843,0.21717839707406,0.0570692958832624,0.0578953799153153,-0.0476507422589922,-0.135866370388257,0.0929610653189216,0.134556957865846,-0.229861680626593,-0.216609047570815,-0.0262604051395475,0.159078924832804,0.180993359088676,0.109265285503659,0.0929973502442414,0.308877128938433,-0.128926317955743,0.0752337619876011,0.117368697406782,0.0044726775107645,-0.134335345816238,-0.0350715806660724,0.0139468624850674,-0.0936784606387464,-0.048860350478808,-0.0593327445428024,-0.0666408772360553,0.0299977524474916,-0.125039928448831
progressive,-0.431563623179033,0.171101468579809,-0.421519204983052,0.0557638389500997,-0.445533446187236,-0.429947280021059,-0.11395219263716,-0.0753908630112115,0.436874464983804,-0.416208363178281,-0.500142754310211,-0.581768083787894,-0.453499708894393,0.196962959107392,0.0353286433100011,0.275124696103701,0.263233028584322,-0.42856184302851,0.550018486041977,-0.267504792644681,0.186687634745986,0.315302368887624,-0.497949145738675,0.0108525897749677,-0.526004244837794,0.46908587506057,-0.448997038668608,0.176412310384581,-0.488828352204394,0.453499708894393,-0.569760963185802,-0.0660391633115053,-0.418632877915242
progressive,-0.0171638980964205,-0.259947891780902,-0.171638980964205,-0.0868676674650899,0.0036686194404562,-0.294013643727996,-0.094073884223129,-0.214090148775199,0.294013643727996,0.0991837470151931,-0.035244951052955,0.170983870349838,-0.0748136321607335,0.314191050650506,-0.259292781166535,0.192995586992575,-0.0879158444480774,0.205311666542678,-0.156702458956633,-0.0593530216616677,0.235970843295063,-0.0871297117108367,-0.209897440843249,0.293489555236503,0.132463366225047,0.0017032875973547,-0.242915015807355,0.164170719960419,-0.0600081322760349,0.201249980733602,0.0436303669168551,0.0217496723969908,-0.21985512218163
stable,-0.290548428067243,0.216846538515309,-0.0237811168740529,0.140780196378016,-0.0193300092803117,0.0796617004972801,0.22487785974132,-0.116560170871178,0.0774338389323764,-0.253770682808574,0.0392271525547449,0.193296486915565,-0.131340848180841,0.101629344403864,-0.175718362043341,-0.131349069604459,-0.140574372316568,-0.155135090485582,-0.067093740024803,-0.0438183128209917,-0.291445861361095,-0.140580430207655,0.0024194063116466,0.0697424807847338,-0.0966177376490958,0.128090645377298,0.157789312194592,-0.0223549162296293,-0.0264735609911095,0.205644632482894,-0.105401535489382,-0.170129380573805,0.0530154896101981
stable,0.113800077857133,-0.0980522069282912,0.37664001159875,0.231143650491774,-0.0857153302142807,-0.10053927830068,-0.245360602757266,0.0038013337102821,0.156748165645559,0.195653195724227,-0.0964496663391708,0.038781482256713,0.227809649847146,-0.0640926708240935,0.114117004878669,0.211145018268438,-0.137478286516941,-0.127145033176367,-0.12531330242478,0.112455376200788,0.0978212262176805,-0.165561243611649,-0.202566502109248,-0.186032580545072,-0.120786796716069,0.122174471527877,0.0822183896885242,0.224846292668381,-0.14799417576823,-0.243587960094441,-0.15770073725831,0.0070601313328509,-0.143456926770654
stable,-0.0907404351098935,0.0337051466112501,0.206083745383567,0.0654822096079473,0.210587009168242,0.0208242934910824,0.0208441025693141,0.0573819473676983,-0.183014423026225,0.218731841834513,0.113707410563039,0.161921056222495,0.1171921575753,-0.0582419915142582,-0.18405274887687,-0.219532458746378,-0.0428371316760672,0.0702561974617888,0.101034552764304,-0.212419348904675,0.0327840244734757,0.208234681128227,-0.158449515262389,0.152315304036637,0.157716579367815,-0.170825236887648,-0.0642755065923325,-0.122504292054436,0.137181168267612,0.173707457770361,0.080056738916926,-0.0680573897780692,-0.12889767205372
stable,-0.131251574878252,-0.107507097797045,0.003576358867592,0.0267529268062379,0.0093230730951969,0.0141677419821396,-0.0079663332578507,-0.179776902028733,0.152053695108777,-0.0719099652491168,0.0839504958308885,-0.0280839638591148,0.173479107862684,-0.0047999949996506,-0.127847485863711,-0.127190840917625,0.0565846800092684,0.0854611463895214,0.0178352845374919,-0.017726659674556,-0.102104311304483,0.132272954575379,0.171452871687017,-0.122430930022325,0.0188722694966184,-0.0985802759624175,-0.108568561598524,-0.135337705637819,0.0047498133728295,0.0039184506894579,0.0151187450075054,0.0782876216383383,0.103545809133472
stable,-0.0194037870939641,-0.368618500826381,0.0193503331350275,-0.102364331363474,-0.19173935070537,0.236426860376317,-0.103967950131571,0.233326530757998,-0.166455628128386,0.116208906728038,0.0380592187628166,0.137055950713289,0.0929029806317068,0.0170518129007563,-0.0268338873861432,-0.245300217559783,-0.0082319096762271,0.261282951281808,-0.2394737360357,0.242948243366575,0.134169436930716,0.0141652991181831,-0.144699866841214,-0.162713851002828,0.159560067425572,0.0506743530718401,-0.10551811494073,0.0373643172966416,0.0869161372308143,-0.217290343077036,0.0807154779941756,0.14523440643058,-0.130267297928348
