group,AHR,ARNT,ASCL2,BARX2,BCL6,E2F2,E2F6,ESR1,FOSL1,FOSL2,FOXA2,FOXK1,GATA1,GATA2,GATA4,GLIS1,GMEB1,GMEB2,GTF2I,HNF1B,HNF4G,HOXA1,HSF2,IRF2,IRF4,JUNB,JUND,LHX2,MAFF,MNT,MYC,NR2C2,OTX2,RXRA,RXRG,SIX5,STAT4,USF1,YY1,ZBTB33,ZFX,ZKSCAN1,ZNF76
progressive,0.0613147262388281,0.146861156155375,0.199195442692556,0.268174509711238,-0.101494452145333,-0.0884882980946724,-0.0202059893287047,-0.092049506941877,0.237207476257284,-0.312225114799487,-0.117132804039579,-0.0839206606602142,-0.350779071449659,0.281490334096438,0.0714564296949979,-0.310599345543154,0.299141543165192,0.180537805036549,-0.0343734071338885,0.0357669236393164,-0.277619454914694,0.335837477808127,-0.142061265970012,-0.0275606597740187,0.0101417034561698,0.160796321209654,0.307425224614124,0.0736241220367746,0.135480771361047,-0.154602914518863,0.221414289195768,-0.413796984528455,-0.0977009905472235,-0.15328681559707,-0.411629292186678,0.175892750018456,-0.0628630779115258,-0.315321818144882,0.174886321431203,0.230859234399224,0.33018599420278,-0.0274832421903838,0.0572115943061792
progressive,0.0084091341705471,0.147488229181128,0.108159751758692,-0.121410898866644,0.0660754478240084,0.091946735034773,0.0915475265213167,0.0795455157296628,0.180364981918352,0.0078296379413364,-0.129382191441788,-0.0975356542231611,-0.034512219872996,-0.013457190211672,0.0238623669495006,-0.223878709885088,0.244251221765342,-0.0114096368684606,0.148569955475655,-0.0967887479721784,-0.0323487672839425,0.0009143162727547,-0.0047003583035983,0.0534295523332315,0.0578337236752333,0.184202534725125,0.0874137867529466,0.145865639739338,0.0185052462527967,-0.176437285253701,0.159799304628361,-0.163121749675836,-0.0991839990529162,-0.0391353120126996,0.110799679025096,-0.12348420759782,-0.0115512915022677,0.0501843734496513,0.0778714155119429,-0.0527470345521611,-0.0569194074024785,-0.103085940329602,0.20913375027517
progressive,0.107101371420326,0.233045390503074,0.0661006567141815,0.24112353987011,-0.044757658948015,-0.229207782321883,-0.196176633885168,-0.0031696365187704,0.14887291784574,0.172319983812416,0.029024246522859,0.239182578331178,-0.201653893243268,0.29868139817849,-0.089561643590807,0.0070407322222288,0.0275366426179559,-0.0641472436946836,-0.213706230385779,-0.135965063448431,-0.0733867063050796,0.182583561364779,-0.107590846081835,0.114995146068917,0.0806944106447883,-0.0555791556358063,0.212103624297013,0.193816034249641,-0.30573094697702,-0.0692464730092603,0.0534579956514144,0.0997913469289587,0.0090894261364936,0.0218443052011331,0.0232988082757114,0.0858732984996328,-0.128411191017779,0.0739262962424079,0.174526602716222,0.260800823422406,0.32960662229337,-0.149736632969731,-0.231007523963214
progressive,0.44930285909024,-0.217072693803263,-0.532613633011676,0.411353861141963,-0.535822148873192,-0.514026368710479,-0.4880263263844,-0.402834698337248,-0.402945336815231,-0.426511332625677,-0.527634901502427,-0.494885912019366,-0.493115696371633,0.405932575720781,-0.459039045152772,-0.510817852848963,0.461141176234455,-0.474196516636486,0.166178993930938,0.0358468668665939,-0.487473133994484,0.53073277888596,0.505728482861731,-0.0979150530152333,-0.317643070290096,-0.570783907915919,0.481609294661368,0.48835824181835,-0.404272998551031,-0.58981372612905,0.542017903640258,0.0794384271920198,0.583286055928034,0.502741243956181,0.210213108168298,0.536375341263109,-0.607294605650413,0.276153641046353,0.445651789316791,0.559388144683638,0.460366706888572,-0.432153895002826,-0.517566800005945
progressive,-0.0030307807356181,-0.202950058148057,0.0433289394055033,-0.222706258498753,0.0878926413329252,0.25817761821932,-0.169723721194614,0.0108883604205539,0.110455120142527,-0.0738612490383969,-0.0434411905438596,-0.0711672217178475,0.106638581438415,0.172866753068588,0.0672384318753795,0.120108718041162,-0.0979952437849855,-0.0141436434328845,0.0160519127849404,0.434299654300239,0.0721774819630535,-0.0212154651493268,-0.234268125749444,0.491772237138627,0.266484202457681,-0.0770042809123712,-0.189592172683666,-0.0185214378287773,0.287811918745364,-0.0002245022767124,0.196102738708327,0.106526330300059,-0.282311612965909,-0.0748715092836029,0.0858721208425131,-0.0519722770589328,0.0167254196150777,0.24627899755356,0.169611470056258,-0.0217767208411079,-0.252565061301509,0.327548821723468,-0.107761092821977
stable,-0.0020461578708239,0.180259308850627,0.268602864601787,0.153460090883825,-0.167642434313503,-0.217452282115751,0.295916414392483,-0.286254458272166,0.159062566679822,-0.165358757952577,-0.174791673579889,-0.109242356881123,-0.119494408513677,-0.0642266145802308,-0.296969166317735,-0.113161210110736,0.117389442948703,0.0064483915063559,-0.0576499765463579,0.0640297366476419,0.336211930881009,0.252170756799571,0.0922980703971337,0.128472742010923,0.059658319858701,-0.0944934679311437,0.194167664945548,0.0390559794843725,-0.0741174766221704,-0.0254563301408935,-0.0797881801090925,-0.158039958744249,0.0003584981629644,-0.420925692732154,-0.0364516195189627,-0.123605160534726,-0.204721425617654,-0.1012332064806,0.229672440217282,-0.124363470275081,-0.0376030122675829,-0.0957818543471429,0.0986872504951922
stable,-0.0756210648981392,-0.46735954820186,0.128977512562207,0.0054844515740884,0.299202878705217,-0.0283645350918828,0.046876632827894,-0.111419304619027,0.181793146187208,0.442156950405867,-0.174312991272639,-0.236073622746244,-0.0243615158395308,0.0725553460509173,0.0207649365858636,0.0317537469992823,-0.243469171783536,0.0339667713186513,0.50950986447362,0.235209315647,-0.240955879546771,0.26716047635993,-0.0660821669698244,0.216635837176494,0.407359050763375,-0.176935773468233,-0.120251494631261,-0.035614097517402,-0.0901334612593388,-0.0804435999029411,0.310843652055301,-0.240171201508494,0.200947253227264,-0.236632685111782,0.0237609800047396,0.111017841436653,-0.406063419583894,-0.435643956794291,0.165515638974578,0.219713168595107,-0.397604490794942,-0.160845726336629,-0.179288148644294
stable,0.0279986197791112,-0.333810414819334,0.0759320187014942,0.0664377746266571,0.0176693209036325,-0.044831319175159,0.046604831434683,0.262077170725194,0.110488873744181,-0.0681204178834846,-0.0760322879458489,-0.157330277927263,-0.0397818226977332,0.0175079500884991,-0.10440691739129,-0.315821485699321,0.0655196843580342,0.0102869977880166,-0.04206138129986,-0.114150267870071,0.0866623945543917,-0.0616781189336942,-0.272906249115503,-0.0118380376616286,-0.0106536072126885,-0.0445602788740126,0.0688129023523094,0.139416550740516,-0.211409868187202,0.0463494582029671,0.0113601920440006,-0.112842067572631,0.0977452794694738,0.0421522503025564,0.0880990648211616,-0.0307293899808341,0.0546968727954971,-0.089628170797571,0.288524750630693,-0.0986947038769575,-0.13345523082224,0.272807546578091,-0.174139476719165
stable,0.0662952920135723,-0.137610525476687,0.0141705429751772,0.206189286749776,-0.0228332508289971,-0.0035323271156811,-0.153392963029551,-0.0845581440847289,0.103113386335094,-0.135289570296759,-0.234103033207441,0.181070836541859,0.032742798066344,-0.004766767310149,0.0116702320837428,0.0813542513024976,-0.0230004957046783,0.107532976351587,-0.139316999915103,0.0240253030980768,-0.220711332317118,-0.0699366166516803,0.219660861485899,-0.0722904441002766,-0.230134139295585,0.10549143545534,0.182985502015175,-0.133884713341037,-0.0632012618134696,-0.148112638609767,0.0757541431462817,-0.0605005454244516,0.0595261998469915,0.0006444694778406,-0.0597335258221894,-0.0540921831535211,-0.0905210006092327,-0.0281461591642155,0.0105860239241541,-0.125995945567093,0.0503173509681021,-0.102938067568862,0.0767342557884205
stable,0.141388327663248,-0.0640512656352404,-0.056011152689064,-0.100109211195684,-0.101727038800707,0.0101972164195408,0.0545649128603311,0.021595547273114,-0.0250763278778611,-0.011275768156223,-0.0177715911157862,-0.0132367713138269,0.151217855990738,0.0767732736201963,0.0700323252659326,0.201125386351759,-0.19159000849791,-0.0185559923788278,0.223652410124735,-0.0125994452876057,-0.0376757731654667,-0.0528000100184875,-0.0228947118650266,0.200806723338649,-0.160679696226177,-0.231717035610382,-0.117856289772,0.0018629529997237,0.234658540346788,0.0102707540379509,0.206542657574641,-0.0981727205775499,-0.308416771612168,-0.144305319860184,-0.296381114732373,-0.194065774984385,0.13758888404539,-0.116042361851216,-0.0590016825044101,0.138397797847902,-0.164283039528274,0.268902557986447,-0.323099782754728
