group,AHR,ARNT,ATF3,BATF,BCL6,E2F1,E2F6,E2F7,EHF,ELK3,FOS,FOSL1,FOXK1,FOXM1,FOXO3,FOXP2,GATA1,GMEB2,HIF1A,HNF4A,HNF4G,HSF2,IRF2,JUN,JUNB,JUND,KLF1,KMT2A,LHX2,MEF2C,NFAT5,NFIC,NRF1,PBX1,SETDB1,SIX5,SP4,STAT4,STAT5A,STAT5B,THAP1,XBP1,YY1,ZEB1,ZNF143
progressive,0.153383189620322,-0.19039590204404,-0.544290756214036,0.166086705325072,-0.0283084516630553,-0.645369964506773,0.0047050058165742,-0.476460255691756,-0.198394411932216,0.0995892897841558,0.288808940374052,0.243091967189672,-0.245836553916007,0.315000139419649,0.389182397794303,0.41913760149316,-0.521393061240041,0.174163631976858,0.0695556693216899,0.136366751917045,-0.304100209277918,0.393181652738391,0.469010663148847,0.323155482835044,0.2744586726335,-0.0475205587474003,0.0628118276512668,-0.127584074392773,0.171732712304962,0.249600558569266,-0.434115203342588,0.414040511858537,0.0127035157047506,0.0361501280240125,0.0191336903207354,0.243484051007719,0.162322700671813,0.0245444470097959,0.417647682984578,0.380007636451983,0.550564097302801,0.165380954452586,0.449484889010064,-0.0910418625507125,0.563110779480333
progressive,-0.354311200493231,-0.180120908365329,0.0107732894514325,0.182787695532494,-0.14037118521694,0.059173486395799,0.405152635441371,0.0568383891747988,0.362590181549504,0.0109457682234381,0.333494339471929,0.0225549163392059,-0.323225218738667,-0.272251107812062,0.1745883200633,-0.218251984576433,0.239705690294372,-0.259514213879334,-0.0839706267710788,-0.208526835354882,-0.352692553555947,-0.197846419088375,-0.155615655142674,-0.364460912845874,0.132331020921906,-0.170608040709323,0.304663849351285,-0.428981241173849,0.0190124677141659,0.417703783004246,-0.157035288112259,0.222908911420587,-0.300657034801614,0.201879768833739,-0.402446045480666,-0.235367185798537,-0.122287449352036,-0.0339783180851213,-0.258068045714055,0.467656288896664,-0.212241762751927,-0.120390182859973,-0.0702121278041633,0.425929693669133,-0.138407580735645
progressive,0.101308804149599,0.208028309418702,0.0157308538986035,-0.0683392451909989,0.0775486487340512,-0.001625885033898,-0.0037375551968158,-0.0149917220017938,0.131728563203289,0.0198751367777478,-0.0503781349594408,-0.0948357192779017,0.0370193989598107,-0.0319190101535166,-0.151501209339068,0.0467923037845683,-0.0746180002311586,0.0661243742892866,-0.160685917292486,-0.152413762660855,0.104572882562389,0.127737503439388,-0.10499830946115,0.0228383708350152,0.0469223304034776,0.225003568556042,-0.188426481019535,0.0768908623737073,0.0534459110495084,0.0488325697665924,-0.168643735728889,-0.127513901838667,-0.123187439673684,-0.0393262668503873,-8.11877371709163e-05,0.0121011545197785,-0.185917866730566,0.0275904176980542,0.0177389288244897,-0.0949057032651423,0.0555004578677112,0.0448057684624213,0.0572355400136059,-0.0867092922950126,-0.203983440095277
progressive,0.585613859442816,-0.352602367859918,-0.425972380134937,-0.400506030308592,-0.489245601729908,0.0877298923533107,-0.481280355748981,-0.175684157832845,-0.593242545734408,-0.121610234413029,0.298752817566325,-0.278895795895563,-0.443361297417243,0.439434767708335,-0.0689947363136651,0.301220921954782,-0.123629592549039,-0.617587029929636,-0.482065661690762,-0.133838569792199,-0.5430951520235,0.597617821695762,-0.0564298412451602,-0.466583915981355,-0.435171678310092,0.0775209151101505,0.183985963503107,0.429898909843845,0.553865062082219,-0.0928904742564466,-0.327696950849131,-0.123180846296592,-0.654608595756481,0.552406636761767,0.301557481644117,0.42002649229002,0.0673119378669903,-0.532773988217228,0.539280808877704,-0.228860588747767,-0.151003113948282,-0.577312053772554,0.223363447155296,0.0701166019447816,-0.282485765915136
progressive,-0.0879598261137283,-0.558722650359954,0.0547025254970644,-0.0141056826753437,0.0262617994524691,0.084978137092924,-0.109175690300221,-0.0825698498068897,0.165483740654641,0.0271792422281012,-0.433032990098355,-0.222938594478602,-0.0371564324131004,0.236241514725268,-0.195185950515731,-0.0111239936545393,-0.0588310179874089,0.0010321231225861,-0.0635329122125235,-0.414913495279621,-0.219842225110844,0.211814600824063,0.182112390962973,0.103556353299474,-0.15057529555062,0.35688523972089,-0.407115231686748,-0.166401183430274,0.1743141273701,-0.0223626676560326,0.0493125491902258,-0.146217442366367,0.0135322809405736,-0.0729367006627526,0.0990838197682676,0.125001578179875,0.212388002558833,0.388078294092382,-0.0577988948648228,-0.110551854463669,0.0771798735000511,0.218924782335212,0.0309636936775836,-0.104359115728152,-0.0569961324361447
stable,0.0362813312956779,0.225534444970283,-0.0721486718344298,0.38228420205699,-0.0305969937095389,0.255558389762139,0.21019371116868,0.171978133741937,-0.0687326299881299,-0.0775085747265213,0.0452318554143125,0.289756443748496,-0.212919539493563,0.0263276968592496,-0.108531646514356,0.0203220837653304,0.213742576194127,-0.140143700507134,-0.0593976466363713,0.146141759025197,-0.0564763608306975,-0.12084986319381,0.0394059038698488,-0.205737198193079,-0.13010971285478,0.0718881076453494,-0.0033098657165375,-0.114887379860234,-0.102615314771466,0.0115435292643704,0.0374896513649139,0.0408176480635066,0.0267694335129569,0.253059336068871,-0.100287543916249,-0.278113056726897,-0.100560882206323,0.0189986594312291,0.184089080331079,0.0249311991732291,0.136545112636961,-0.178307082682507,0.138916150608446,-0.178885351125326,-0.23136492926026
stable,-0.0162833051644547,-0.109853361196359,-0.0824034948775457,-0.183879408836834,0.0649344794487368,-0.0806535616891026,-0.0896053373354696,-0.166861771747296,0.198651943962758,-0.0812750490293677,-0.127223006020626,0.297414535143815,-0.167143041085573,0.0869913851617798,0.0674288500474705,0.0518226123919226,0.236520565530569,-0.0701236461028209,-0.236276349638053,0.154123807643162,-0.0431622115690403,-0.106313072878642,0.0721262164214532,-0.176499036140243,-0.092092970944065,-0.113344806335572,0.0364925913320481,-0.184068044560708,-0.0408396342188352,-0.0459513254863279,-0.137116276038832,-0.22714267525795,-0.0680520216352703,0.0101021167124948,-0.336521078649553,-0.170383533342132,-0.103508800733543,-0.106233913244516,0.0888844793906634,-0.10192392380349,-0.0321219689797766,-0.0273521799618065,0.0054333825466002,0.235275906602504,0.169837837140924
stable,-0.0028041720989068,-0.249224769457156,0.113613480673965,-0.0019600590691338,0.0664130963424784,-0.0830203445949048,0.173480329452216,0.279542893193184,-0.209476742721857,-0.461861769623813,-0.0674082277109113,-0.0182875259783587,-0.102169469936987,0.102484223948088,0.177718380935031,-0.232607983204393,-0.188588521985102,0.0927300289373783,0.100908864225857,0.339858027987245,-0.0936504459698427,-0.17263462675572,-0.198854589680533,0.0345148438840512,0.0898908841705712,-0.0642495599328342,0.119773439224569,-0.126610595799058,0.0879912324369013,0.0402710270870794,-0.0579274553765119,-0.0893313214841681,-0.169355144306715,0.0474706276743523,-0.174395977484512,0.189890459031023,0.162312920724993,0.0641541799294701,-0.0438636738804636,0.116687896115738,-0.0479618346916778,0.0096858393416324,0.0881915304439661,0.151555646012236,-0.0568019713368145
stable,0.135241407505217,0.0738283871751442,-0.103870206157807,0.137432870646751,0.0178179931514292,0.0792386166362493,-0.0269268649683018,0.0781779765489335,0.0260893482299306,0.0358401017649334,0.181360974489152,0.0885249928735797,0.237525771040053,0.0178823275377565,-0.0115073747107694,0.150092708159867,0.112777886802892,-0.068808550467435,0.0445755417120784,-0.0984520811129253,-0.184985339871615,0.233044003745264,-0.014567644496752,-0.0045405455295701,0.05641277636729,0.156184882116042,-0.213816502675207,-0.230204225446967,0.0303968278235784,-0.0369849614125322,-0.186386367348408,-0.0771340049162572,0.0241461573338146,-0.136255551376959,0.0026552555811487,-0.0249073500956792,0.183012321214565,-0.0966282012605437,0.0204296768072926,-0.0675826879788693,0.100034999445608,-0.214348723507552,0.0252518314915595,0.18797425697458,-0.0829571441659726
stable,-0.0745195872150048,0.164989938271304,-0.118799701455612,-0.314277180568208,0.306859951348072,0.155935461129667,0.0825321793156861,-0.302617990824182,0.124926977767898,-0.256080458994838,0.0500600955392409,-0.0110638268634794,0.149907411964139,-0.264613993615997,-0.412611283005052,0.181188769979492,0.0836980982900886,-0.193220061523859,-0.168636535914648,-0.0345310470716667,-0.398793902819047,0.04075755053071,-0.0951092201672198,0.017364750682591,-0.0034729501365182,0.477332189477737,0.157399061544343,0.107686261018754,-0.237797857204739,-0.182925245047751,0.183247733274714,0.0910409071501557,0.10485828733616,-0.266995445138181,0.150850069858337,0.232464398066515,0.150329127337859,0.232538818426583,0.108232010325921,-0.0130731765853221,-0.208178553897577,-0.172183906411234,0.149361662656972,0.265680685443642,0.118005884281551
