group,ARNT,ASCL2,BARX2,BCL6,BHLHE40,CDX2,DUX4,E2F6,EBF1,ELF1,EPAS1,ESR1,FOS,FOSL1,FOSL2,FOXA1,GLIS1,HEY1,HINFP,HNF4G,IRF2,IRF3,JUNB,KLF4,KMT2A,MAFK,NANOG,NFAT5,NFYA,NFYB,NRF1,OTX2,PAX5,PRDM14,REST,RUNX3,SETDB1,SMAD3,SPI1,STAT4,TCF21,TCF4,TFAP2C,TFDP1,VEZF1,YY1,ZFX,ZNF76
progressive,0.0892339558127072,-0.172549332923551,-0.428489922172073,-0.0522807785331252,-0.0766380062677162,-0.044009944193342,-0.0573646858795975,-0.0412782924847897,0.20722613377934,-0.197968869655912,-0.240233591924346,0.236743148074529,0.0086502304104154,-0.034600921641662,-0.0189698035316129,-0.452164236979526,0.393130208389146,-0.337510744434457,0.696571185680827,0.192505566238808,0.0184386490327278,0.0645732112216104,-0.02822706765504,0.0795214164045214,-0.185221161682669,0.324687157247087,-0.0789902619056362,0.0490938515398142,0.217393948472284,-0.215648726547376,0.151454911396398,-0.0755756972699459,0.367786550870911,0.0552400678840568,-0.21534520969087,0.242206451491634,-0.519469099909688,-0.0471209919725265,0.0978083070089962,-0.522731906117126,-0.521669597119355,0.637233640233941,0.240233591924346,-0.15995338337856,0.0310345985777187,0.146674520906431,-0.150468481612754,0.106003262134653
progressive,-0.215368303590522,0.235728779176494,-0.44690035763062,-0.23200259594933,-0.0521411304825002,-0.317145246822583,-0.445730361531988,0.442016895653722,0.416327850879417,-0.277645161144865,0.251600030601411,0.528291390578913,0.431486930766037,0.222846104742647,0.174698221814172,-0.530974751196427,0.0223570993629842,-0.172205621430131,0.331134330610571,-0.0987120621476016,-0.214821457587901,-0.329633683440587,0.175664740330433,0.192311750038139,-0.581640669206739,-0.219603180773613,-0.391732498110355,-0.307492779008871,-0.207216482946795,-0.310939180560276,-0.258441964308627,-0.509278953976147,0.304656810204579,-0.179238315370819,-0.444026236779633,0.0924169744430071,-0.336831702916951,0.225020771404234,0.25077340292303,0.0947824013380669,-0.332507804291573,-0.0029249902465792,0.247975586165432,0.382486985461385,0.395064443521675,-0.132909013334783,-0.400850837270343,0.0258925223566757
progressive,0.194483741274898,0.159361465694933,0.263863017836585,0.0325084188364428,-0.303637794205081,-0.279630798053115,-0.0243233784833383,-0.240653615172925,0.142526288381775,0.040646573522686,0.039703258460944,0.0147420507420082,0.0005036180550079,0.122452546937343,0.0333532049354192,-0.124681189200271,0.272399739059124,-0.207476365776152,0.233428464847261,-0.185405034021196,0.171130075020896,0.248432952546168,-0.05447945670173,0.127655014296078,-0.207960953314987,0.0614806915185541,0.221159690584144,-0.0850337177766563,-0.0751912575896166,0.0896943525761327,0.0271720472409279,-0.375076049839139,-0.0545881915461527,0.0962129949888817,0.0185641150546452,0.0821852024909713,-0.231681954572695,0.002922642215616,-0.0110258820435585,-0.087689088670378,0.0747421987967007,-0.148477084747433,0.289162170689492,0.141761844824867,0.157962108868615,-0.0562610353065022,0.074967802496491,-0.0281091466905329
progressive,0.138365569355993,-0.0701139860552935,0.0956398591035487,-0.233786322253119,0.297655781425363,0.165206079642785,-0.289767957994143,-0.0906004163558245,-0.138803781768839,-0.0734005791516354,-0.125986068693105,-0.06748471157822,-0.0534619143671613,-0.230828388466411,-0.0113935227339852,0.115907183197657,0.0402059888785824,0.0109553103211396,0.0843558894727749,-0.254491858760073,0.0455740909359408,0.104623213566883,-0.194128098890594,0.0060254206766267,0.0586109102180969,-0.302037905553819,0.0124890537660991,0.175065858931811,-0.159947530688638,-0.171341053422623,0.290206170406988,0.280675050427597,-0.399868826721596,0.277607563537678,0.402717207405092,-0.31156902553321,0.0945443280714348,-0.127629365241276,-0.102213045296233,-0.28801510834276,0.0822743805117584,0.198619776122261,-0.118646010777942,-0.28483806834963,-0.149539985883556,0.087971141878751,0.241564592581128,-0.0125986068693105
progressive,-0.207881565591899,-0.0668425942161915,-0.488532654936401,0.307761304075864,-0.364067134671769,-0.141807277056354,-0.377677121014639,0.110636018013007,0.436287868652481,-0.083086771464133,0.0874770896392523,-0.0706841226194209,-0.0139392602060038,-0.0580619578659529,-0.140270665695062,-0.398092100528944,-0.297553814318711,0.186039732670681,-0.0482934999263124,0.0567448624134171,0.0136099863428699,-0.33190805403902,-0.275711981397493,0.0182198204267451,0.0230491704193764,0.515972143530897,-0.144880499778937,-0.144221952052669,-0.0309517431345911,-0.399518953935857,-0.506093927636879,-0.355945046047798,0.106026183929131,0.313578475657897,0.12677043730657,0.209198661044435,-0.235101538277639,-0.0327078704046389,0.184832395172523,0.0871478157761183,-0.435080531154324,-0.337944741529809,0.292504948417324,-0.0024146749963156,-0.0979040953051606,0.487983865164511,-0.411043539145545,-0.462849293611953
stable,0.097182309851218,0.126975817769585,0.0866322748071101,0.101359120537196,-0.171351183062541,-0.241206785959184,0.0183875351836735,0.0989417595365373,0.266247127826202,0.0253271203054642,0.220565001674786,-0.239212796287031,0.22316692965372,0.190683408,-0.0632489046425281,-0.115989218522712,0.162439596392364,0.0567410863146808,0.387422611807769,0.108383060097433,0.130428352984859,-0.0091954333587886,0.0584952055457539,0.169821475955234,-0.215936434991442,0.285782043286373,-0.473696546828177,0.385098667017775,-0.365127986922976,0.013837725961817,0.0620182360184333,-0.0464135977353523,0.0719206208716262,-0.0771671204634629,0.256710145611587,0.21263221966557,-0.0803669921474656,-0.0127261929901251,0.0928485172876894,-0.0513529299012509,-0.0019975877287689,0.0886622450454247,0.259832192663595,0.0788829936853194,0.0422141326188282,0.267990719410139,-0.154955505369322,0.173917396998025
stable,-0.409084193426357,0.0132089764433118,0.0772818282234459,0.246446094632331,0.0636936151577446,-0.0987977355519661,-0.157345274629374,0.341967555537828,0.405578727951575,-0.152144786337999,-0.0010536182682906,-0.0475463793183547,0.214657821401697,0.0512365165396918,0.234384721185467,0.141085916658147,-0.0499256769101284,0.159538251619713,-0.157445854777051,-0.0981184073414251,0.014816609951267,-0.150415137568927,-0.387868377685989,0.135011535280397,-0.303992778797607,-0.196685303210198,-0.398519980210492,-0.33041897595863,-0.295741908978317,-0.387719980746793,-0.0379154179645432,-0.263869544148805,0.0702478133055619,0.21094460021204,0.119164391029158,0.222137027137168,-0.182353456593637,0.22708688948679,0.566970292456356,-0.131331291188339,-0.15033104597005,0.289189359685379,0.295370916630327,0.179637792606353,0.497863486727723,0.34620181486955,-0.377838393451228,-0.293517603745259
stable,-0.335718847047851,-0.0381486694011499,0.267253364562341,0.0983864336549475,-0.0416570926471253,0.267042238207716,0.162494330276982,0.27302518652187,-0.123665709821966,0.0525037091159881,-0.040657347261989,0.0795651400999893,-0.282799094821278,0.271786371588114,0.126852786337005,0.317288758208815,-0.352666394205511,0.294994746600208,0.232597594410503,0.180874742326694,0.0859905223190566,-0.0842114723014071,-0.0820210363721721,0.159588238101555,-0.099941938120641,0.337552231053823,-0.184654835514283,0.0219167784896816,-0.2439456359716,-0.23959891690579,0.0484364219901228,-0.0178883013554753,0.175185197549482,0.131651253705726,0.341711109760003,0.276469961381525,-0.432000226755213,-0.261818413330412,0.155379682606051,0.01781378617149,0.291556181339219,0.254579573686171,-0.188329365524559,0.101353069417363,0.11931743835649,0.159720192073196,-0.41550598030013,-0.105313240966249
stable,-0.577837345825306,0.525178610291733,0.578666657726331,-0.32919969986285,-0.330810632519076,-0.584910770920515,-0.393362853417355,-0.0448151127121019,0.658228911018773,0.37405393644907,0.599114450679908,-0.0548022669141144,0.504776795029639,0.628637554550383,-0.637921050169708,-0.385305619954711,0.617542366541216,0.304565937954305,0.25414440263858,-0.476346303877249,-0.549893761281473,-0.424955524555987,-0.211383436105567,0.366240299078566,0.194416811221375,0.322344740196113,-0.354304376139434,-0.553938084677587,0.629241832781295,-0.319355619098307,-0.0562869751005568,-0.362093739573441,-0.106681095146826,-0.568226009275411,-0.408498366762508,-0.536433720706057,-0.0676220467174583,0.28589385484941,0.561617787033773,0.163281917967503,0.270401657425615,-0.203109450668791,0.566920642643322,0.131891434441104,0.544343311519654,-0.282798214006742,-0.415967599810478,0.515321964195357
stable,0.0984436539719568,0.255726638265961,0.0657417292031405,-0.094123621105818,-0.0449621297743946,0.0098226445615558,0.118354419975111,-0.0401111431481717,0.126584203256414,-0.178569403221012,-0.107566404940675,0.182430885112533,0.148425710205328,-0.237625941899457,-0.0043200328661388,0.354411634856138,-0.155279840562778,-0.268348857198869,0.347074819262248,-0.234078205411623,0.278943798138729,0.0234102339673445,-0.131724801024501,0.126029115234508,0.0640523308756002,-0.0354049620928808,0.0689757202872892,0.0427176434249481,0.23260601544048,-0.0777364573286768,-0.063038691879076,0.15928612802523,0.143936737506435,-0.0820323559329937,0.0976713575936526,0.237022585353907,0.0624112010717039,-0.118040674571425,-0.0605045943877656,0.026427016695095,0.19768373858404,0.0659106690358946,0.0581635709910311,0.0072402785466013,0.0949924545314101,-0.154386872875363,-0.209268184258602,-0.13616550519975
