group,AHR,AR,CDX2,CTCF,E2F2,E2F4,E2F6,EBF1,ESRRA,ETV1,FOXA1,GATA1,GATA4,GMEB2,IRF3,IRF4,JUNB,KLF4,LHX2,MAF,MAFK,MEIS1,MXI1,MYC,NFYB,NR2F2,NRF1,REST,RUNX3,SPI1,STAT2,STAT5B,TCF12,TCF21,TEAD4,TFAP2A,THAP1,USF1,VDR,VEZF1,XBP1,ZEB1,ZFX,ZNF263
progressive,-0.235480364609131,-0.629102349378278,-0.462582365236275,0.167647840831886,-0.145896318955572,-0.649000963835498,0.165069882683582,0.0752441534536191,-0.594219353184041,-0.157094324662267,-0.0663824223188246,0.301057175006611,-0.382585101446721,0.231210621426003,0.317008291049241,0.231210621426003,-0.542660190217964,0.53847100822697,-0.559497479374074,-0.172159267591418,-0.106179651233266,-0.0920008814175942,0.171434216862207,0.217192973994601,-0.387821578935463,0.591883078612141,-0.330220326559298,-0.206558896632847,-0.0936926664524187,0.107307507923148,0.529206471131503,-0.28365595750556,0.396199942917451,-0.391124587812977,0.113591280909639,0.0008056119213449,-0.379120970184937,0.101587663281599,0.20446430563735,-0.169984115403786,-0.172481512359956,0.360672457186138,0.0190930025358755,0.0827363443221272
progressive,-0.620640682835099,-0.406255746853479,-0.572204748745701,-0.336801426757511,0.525641740142037,0.135696052726824,0.512271133202213,0.519762835145149,-0.0448591666687258,0.0749560387103122,-0.267060965267888,0.510333175581558,0.0968458553248281,-0.60639864528733,-0.494686443919489,0.426545772948931,0.190205988217874,0.211770644157783,-0.297170843736459,-0.547531556756552,-0.551381459143895,0.519164539503873,0.0784547675690791,0.0406450843258243,-0.274032410131454,0.475645034814527,-0.102802798883621,-0.527488652773802,0.14919672393649,0.34405901301473,-0.173856909498654,0.506145106092625,-0.0973140866962616,-0.459491052500071,0.50048731035447,0.503829962089426,-0.424594808901291,0.508304172972013,-0.306847625412751,0.503960026359269,-0.563672532644024,0.22374956341029,-0.512375184618088,0.485829067143205
progressive,-0.114911342780152,0.0229686103140201,-0.236879764548312,0.0816302788243266,-0.207866981374714,0.150448501441755,-0.261403362509047,-0.0431280633056479,0.347343201426841,0.334212613214374,-0.157055996630257,-0.134085462620179,-0.375898465554695,-0.2656758112994,0.200986161038001,0.0322192638859271,-0.209973107941986,0.124081521733642,0.233591125983515,-0.332981046967375,0.152004290628494,-0.192594036985886,0.202943762238811,0.107477379672822,0.193119045701658,0.276167809906599,0.260715320552377,-0.019172837375988,0.224091353772124,0.284456775757615,0.0479273643538279,0.387789311811918,-0.0354922724202544,-0.145122348135747,0.317778557946664,-0.128096916638272,-0.224667099971421,0.0510837488146516,-0.281742280312066,0.0019713876892241,-0.239772843111226,0.208760137423546,0.15028955605498,0.299526128980327
progressive,0.094023329393137,-0.294115681624795,0.41568795806432,0.305380635680201,0.0496327183629252,0.29924625475894,0.147671278904524,0.276270209853856,0.114880224525422,0.212138045677042,0.0945810003859789,-0.0750625156365139,-0.167970503043967,0.0662513139496125,-0.313411097977123,-0.332037309138041,-0.190500411154778,-0.0543171547027968,-0.11298414314976,0.242809950283344,-0.0845429225148255,0.0395946404917718,0.0954732739745258,0.0403753798817504,-0.0674781901338646,-0.256751725104391,0.0486289105758099,0.257643998692938,0.0766239944164711,-0.0346871357547635,0.240021595319135,-0.430187403878208,0.119787729262431,0.0491865815686517,-0.186039043212043,0.0760663234236292,-0.0002230683971367,-0.383454574678061,-0.143209910961789,0.227864367675183,-0.144213718748904,0.182469948857855,-0.140533090196148,0.357913243205904
progressive,-0.261840467674801,-0.573566257110297,-0.378852581850809,0.747820053859637,-0.0064368157110574,0.13816165151234,0.439082786004275,0.409427456478332,0.374139913205214,0.64207236717798,-0.505060147042614,0.42666892713295,-0.540577576591127,-0.021264480474029,-0.595405453272813,0.553336264875545,-0.185173394830599,0.541152292279615,-0.593796249345049,-0.343335152302296,0.268851999074346,0.103678710203104,0.522761390248022,0.695405983069598,-0.512876280406041,0.415749329051692,-0.548048880541462,0.47678413516904,0.709199159593293,0.512071678442159,0.347128275846312,0.506439464694984,0.584600798329252,-0.504830260767219,-0.0464370276297715,0.118621318103773,-0.50299117056406,-0.346093787607035,-0.527244172618223,-0.0994258141082979,-0.325518965959191,0.594141078758141,-0.533451102053885,0.521152186320258
stable,-0.117290284200483,-0.27600278826359,-0.327128602401499,0.0781529147573213,-0.0415833560332541,0.0263125718627863,0.0546124898300039,0.176717131128483,-0.0796663563599278,0.233018742747124,-0.190488009710678,0.0710391632244605,-0.246806757347464,0.210419358816289,0.0281665738260174,0.0054020217202837,0.0544468896546473,0.0445902232172719,-0.217764374594039,-0.203547959540059,0.0221593194648436,-0.173326503538096,0.253357180283808,-0.163341820965162,-0.0753426077814441,0.141241109562379,-0.140887301187726,0.148936189710818,0.106181968437717,0.182168112900611,0.0512364062550172,0.113489256175516,0.339466391466174,-0.117473740394747,0.142678231084169,0.135396575373512,0.014927775807251,0.0956852213225498,-0.165782191549308,0.0873035484470678,0.0441004786986739,0.0579849734011785,-0.201317397178083,-0.109625732084371
stable,-0.444720069619313,-0.212306907950551,-0.198914307087761,0.275516582947811,0.265053071260506,0.097904111593609,0.151396429136655,0.22417423074151,0.235342250844246,0.271456115725872,-0.0632287626636877,0.16546230405163,-0.299665951463936,0.166815793125609,-0.197916542706302,0.293026914031824,-0.177039841361365,0.204793308347561,-0.272922395556017,-0.236102287016558,-0.0463309721477705,-0.122579258557703,-0.0131583431384473,0.252797054171378,-0.165332160871439,0.242250250848751,0.0802931364502486,0.0762586978643472,0.12918185589936,0.325724086622852,0.0952578669297382,0.1482139945704,0.264987132049209,-0.291853890167709,0.136934918953901,0.230198992363123,-0.0771419362472392,-0.174247836335681,-0.302077938403464,0.367878330307713,-0.183331830312968,0.0566556644428729,-0.310453953480516,0.331436504612008
stable,0.0080668329980148,-0.354943892906225,0.134021566144601,-0.0922694664672497,0.0827052944394707,0.171105014583044,0.173574651684084,-0.118129354169604,-0.0636968671460367,0.105829783567971,0.159685373735915,0.211711423033076,-0.118719214999511,-0.312042861007984,-0.117247803918315,0.214900560706859,-0.110172714953001,-0.0382404831432613,0.0264222000869089,-0.122734806033879,0.259034790658835,0.0423889549140364,-0.174075385190791,0.135781425653609,-0.0149037089358664,0.183513158469304,0.161004458119278,-0.0213354606773531,0.0615983238088673,0.159518462567012,0.256252397678202,0.0514848033708177,0.101812572036818,0.208156053085779,-0.0544357280171385,0.12628855548439,0.0055307555287715,0.007545033033097,-0.0020871998596711,0.0182305888364137,-0.044516667193344,0.0793719325517815,-0.348413290860826,0.219531940519701
stable,-0.213187893249878,-0.153887552754939,-0.290583755494358,-0.0006255795303517,-0.240660032597141,0.135398169434923,0.0001258824031386,0.270186384087426,-0.105816099503906,0.0804636193570336,-0.225307096319262,-0.0460573348008149,-0.321141340348059,0.11181600270924,-0.338560281031549,-0.185968108322022,-0.0092498507748904,0.202646789721481,-0.236119127080643,0.0592909066848683,-0.049441419357322,0.0598486807053327,0.161518325876346,0.147301574098926,-0.18484047321194,0.106064621437971,-0.0769129690914554,-0.121031950729187,-0.158543432831681,0.371404090794711,0.433221784545859,-0.224238717328689,0.162783046039027,0.0768000581771648,0.3271503825569,0.128037144320242,-0.208563852282127,0.347848161853289,-0.060179453670957,0.150649397447972,-0.223236080202051,-0.0846775843932487,-0.263978347447394,0.15820912218728
stable,0.03945553270745,-0.0711160616594363,-0.149920346200974,-0.116070809345056,0.280940477816782,0.362467674629064,-0.0437267676419507,0.0545650262882462,-0.267646259083149,0.0435132058952257,0.115697076288287,0.174052823580903,-0.310999293668331,0.13449051000009,-0.2367331962447,-0.205713352532889,0.346290372314643,0.098718917423647,-0.0537107793013461,-0.113241116200949,-0.0369461821834309,-0.145435549519748,0.172718062663871,-0.268447115633368,-0.102349467117973,0.160651823973907,0.194074237336375,-0.001655103537119,0.0830755194760383,-0.0688202728821422,-0.0995197739738659,-0.0934332641922024,-0.0052856532314445,-0.0336893655458741,-0.0997867261572722,0.141164314585248,0.0194341189519781,-0.163801859738101,-0.175387584497934,0.087987439650714,-0.0963697382096716,0.001655103537119,-0.179552038559072,-0.0026695218340629
stable,-0.242915936988,-0.128001379769623,0.0475765087398119,0.0536238754594231,-0.0801257853416274,0.0588177537517791,-0.011489267289973,0.109633141651431,0.0153919707821225,0.0237371909597283,-0.0412008772404872,0.192180791590056,0.0730790347371106,-0.117000862262779,0.04939290718756,0.194099316858159,-0.195354017793953,0.243499518818602,-0.252793059470935,0.0403838626776447,-0.0750413286425092,0.0374878378432832,0.181676318639223,-0.0804686396671059,-0.117146757720429,-0.0692055103364912,-0.0134588559682541,0.0970642479748447,0.0816649824198396,0.010037607486351,-0.301616974373659,0.266696896585023,-0.0486196612620126,0.168224757443852,0.239275845319621,0.320101928857971,0.0217311284170346,0.187067155799408,0.0693076371568465,0.0854509695458688,0.125200186982734,0.108779653224176,-0.0493564333231474,-0.128096211817095
stable,-0.218987382683254,-0.270328099232582,-0.344100609702123,-0.196996949958112,0.190079326630837,0.209442602869702,0.317536871664241,0.508362153597939,-0.0152558091121397,0.334237188116414,0.0968887175439584,0.121801110066789,-0.236555765737203,-0.196338792557546,-0.292241376225403,0.0318110423813504,0.164623088816074,0.397636684292534,-0.192337579896473,-0.0896179718138061,-0.138768636203939,-0.151554260836936,0.41367040562366,-0.118597269592657,-0.19879140225313,0.349252773046013,-0.0106331545369148,0.232163742188441,0.13167245246758,0.238326638024175,-0.162192751661939,0.128969766980679,0.0799806051214702,-0.223392222445287,0.415458092539193,0.0266470054163875,-0.0583608391765645,0.0757331934595706,-0.418634658651989,0.380038442350254,-0.348594007521449,-0.149749166371944,-0.368421236761933,0.261775169660718
stable,-0.249776725271703,-0.44013863843911,-0.349534861524454,-0.0910319728214226,0.102212234475033,0.134807540037836,0.0977501665543742,0.458666807229769,0.259739341503647,0.270891334538715,-0.162649666157108,0.408944056737117,-0.218118634909812,0.199591317860918,-0.197447230620649,0.0543721325412263,-0.0265896283454282,-0.0223782947840244,-0.202784520753838,-0.175170523307006,-0.39125478452376,0.189978583333556,0.0765940521414076,0.130247222553709,-0.145472728124762,0.44759683462456,0.0466371663226035,0.201220561734978,-0.0056893127022045,0.313916010820081,0.132223746866965,0.345333794904313,0.16999872429654,-0.182407289653889,0.468175997582697,0.31948617175553,-0.169289545687876,0.13116991210454,-0.415368054260807,0.194653080254142,-0.450969870129902,-0.119215233027161,-0.280908738484121,0.214189803373452
stable,-0.0025097223967643,-0.134354041627179,-0.143549749444266,-0.0170271744328855,-0.0132445378275507,-0.13803685570559,-0.0440012034989273,0.0577462698834632,-0.0397980379503829,-0.226490941938744,0.061952267276743,-0.20996004829574,0.207729970566599,0.046981012121771,-0.0804817353417678,-0.0578021988169877,0.190038728543258,-0.0190512354575256,-0.127743808053529,-0.064745882108233,-0.288598252714751,-0.0491686121798816,-0.132152282345391,0.179994175266729,0.0760350311459774,0.0763132598912323,0.120678355438661,0.0218682130080828,0.128235133115124,0.107140721680994,0.0149493083582724,-0.0124084356694185,0.102034197661852,0.15148882616001,0.209168547692191,-0.141483918709778,-0.0412500663384685,-0.065295967948088,-0.157941184389661,0.0882169192365625,-0.185410078323217,-0.0112764057364351,0.0210958273564975,0.145675048918197
