group,ASCL1,E2F1,E2F2,E2F3,EHF,ELK1,ELK4,ESRRA,ETV6,FOXA1,FOXD2,FOXG1,GATA3,GATA4,HNF4A,KLF1,MAFF,MECOM,MEIS1,MITF,MYBL2,NANOG,NFE2,NFIC,NFYB,OTX2,PAX5,POU2F2,PRDM14,REST,RXRA,SP4,SRF,TCF7L2,TEAD4,TFAP2A
progressive,-0.103908307383543,-0.424981114436335,-0.29078875017967,-0.0512974840912064,-0.139059444825559,0.0258032525398538,-0.346258017615643,-0.0490570819245724,-0.132879025055535,0.0175369410974455,0.0248761895743501,0.108775387952438,-0.082276838188456,0.020627150982458,0.358387091414317,-0.114569531486836,-0.199164027089051,-0.151034008129983,0.056937117131354,-0.282522438737262,-0.551447953980468,0.411615956683656,-0.0699932538955316,0.432938404890242,-0.454338108343953,0.40134100881599,0.0760191631713058,0.129093517946394,0.211447611381976,-0.0635038131370055,-0.416096761016924,-0.0631175369013789,-0.235783014226449,0.513979159124693,0.164785442118288,-0.0383958578212795
progressive,0.449104625686552,-0.0732069875760747,0.167519888161389,-0.146321056038272,0.469666298171655,0.0047123264894844,0.0066238054035287,-0.101560591467733,0.138290189767461,-0.5028384218258,0.0194997397550777,-0.0770432195632888,0.128321296264354,-0.0566673853059407,-0.152294427644661,0.261739869632827,-0.124285951890261,0.405193707300033,0.268615884059737,-0.352999713619321,-0.200413254473903,-0.270686652883285,0.202178717637569,0.260930145926183,-0.180873692241449,-0.250430286058064,0.240434844236707,0.168966771506048,0.282394461231807,-0.467688448461984,-0.145498058172503,-0.0406852977190696,0.19230274324834,-0.250005512966055,0.181258642856083,0.243673739063283
progressive,0.0247534491600393,-0.0983763969876062,-0.101675031091924,-0.216801214045653,0.165024000128565,0.0651076783826102,-0.111625784279214,-0.0661995898641136,0.145555111651431,-0.0356976298189169,-0.0893085185223591,0.0411017174423729,-0.0821129967012488,-0.110427575052523,0.0083357856248426,0.0374570354383268,-0.0907771139349551,-0.0474682096874743,0.0117470612990252,-0.039672732252147,-0.207914985584556,0.262128150813682,-0.15282969918985,-0.0458058955311002,-0.0543447609093045,-0.28156485598514,-0.0079304771189906,0.117697288676861,-0.0169681063714512,0.0624438135645142,0.0230689316172977,0.0617695887833535,-0.0485786110969981,0.111193475836629,0.128204751161367,-0.0073639426298982
progressive,0.29228400243433,0.129120561949881,-0.427684318676996,0.298343414471228,-0.0796537255032118,0.46437130428221,0.468447636016122,-0.42074353761655,0.0965099080785803,0.108298218768544,0.506346504028716,0.452362651336359,-0.410828136101628,-0.523973884499689,-0.420523195360663,-0.195443580971919,-0.594483406383583,0.138374936697142,-0.506126161772828,-0.52584679367473,-0.204918297975068,0.28060586287231,-0.503922739213957,-0.106094796209672,-0.199409741577888,0.289750066491628,-0.522541659836423,-0.210647196628134,0.440684511774339,0.351335727012092,0.26308865352928,0.342632207904549,0.42933688559615,0.272563370532429,0.0501278632143311,-0.041644686362675
progressive,-0.061757580948866,0.275378065870353,0.0069744444787426,-0.020473369276309,0.218907563800534,0.0490460934311577,0.117778118858766,0.063782419668501,-0.0686195343876289,-0.193372097725138,-0.000787437279858,0.0721067566270002,-0.182685448927065,-0.143988531174041,-0.0167611649569782,-0.196071882684651,0.172111291168971,0.0887554305439987,0.0956173839827616,-0.0941550004630253,0.0411717206325773,-0.0214857886361264,0.0446589428719487,0.0074244086386614,-0.162774534850654,0.102141864301585,-0.0137239068775258,0.28077763578938,0.294501542666906,0.290114392107697,-0.0006749462398783,-0.0467962726315633,-0.0560205379099003,-0.0462338174316647,-0.12047790381828,-0.03610962383349
stable,-0.14004081155346,0.241556829965913,-0.132170165050852,-0.158050087268399,0.18328866755071,0.258258583478223,-0.250719069740745,-0.234894622319172,-0.206152622284143,-0.203538252833564,-0.241615416031982,-0.281824221095123,0.219974749157337,-0.193930003007371,0.218787638869301,-0.0612285136338327,-0.168043736215849,0.166114445763653,-0.283862314241447,-0.231932651209315,-0.0768275261928828,-0.366063019636625,0.0685493420555711,-0.103925741604599,-0.0738303224488229,0.119225479259331,-0.132311905533276,-0.158985709443334,0.083240405581493,0.231279160089872,-0.267208212529418,0.0916535806544467,-0.043691031238963,-0.0176585692641406,0.1093674962022,-0.0236024901423303
stable,-0.231792102137597,0.15347961998347,0.148373717132761,0.0662127938031739,0.29499476254881,-0.0818583888673964,-0.0405987727166132,0.044234256672878,-0.0149577094434881,0.0385300454444291,0.029186969986395,-0.168873384685311,0.0664629340288955,0.0399734221523092,0.0993749652145501,-0.0887203437081378,-0.0896245668213882,0.208921172850672,0.0549480329624001,-0.035565545742296,-0.0681885635590425,-0.368772608043402,-0.0191391075410236,0.0286934500815929,-0.100586793199972,0.0451283389661667,0.260421327026099,-0.182749406666219,0.0450996066429419,-0.0051768885904411,-0.225476061438126,-0.225785356446957,-0.0290416182336108,0.0049149174080975,0.224602260784761,0.0715333440097389
stable,0.163950984230744,-0.0928863883913605,-0.257878142733793,-0.101151603287336,-0.253751004798404,0.0764544098261902,-0.216205144883351,0.139274106102108,0.088645172050336,0.0176618375409942,0.0488521238160521,0.111163936779209,-0.0989700491192928,0.0613210498238023,-0.2148924618596,0.0165038635878995,-0.0931379859709128,-0.0418558358430357,0.0846289870848118,0.0329311539994135,0.160100447361074,-0.0120391785892603,0.0260848869433973,0.0606365793899892,0.0494193904084588,-0.0902797749584833,-0.0298088436643484,-0.0450203395610072,-0.0118500897251247,-0.0241674320979894,-0.171070726916708,-0.0584378353252061,0.0915033830627656,0.0643933531865341,-0.152641594893974,-0.0635963670649709
stable,-0.152093742761231,-0.0427949708805931,-0.148282887564586,0.0399147968551362,-0.0329602373075712,0.0726367660035198,-0.118156606000991,0.0391483197647375,0.100610309102359,-0.105385145598464,-0.176619574303633,0.0514578844225261,-0.245679447218625,-0.127000947827992,0.0364593344067733,-0.221973774869958,-0.0198517566413259,-0.0298018923830145,0.0340594286106186,0.154682540664308,0.03899990453787,-0.058646406078209,-0.0198885016104536,-0.140319276716365,-0.0076860140892637,0.0027116638935977,-6.31554156882809e-05,0.0811871480774991,-0.136120015713237,-0.254168683367415,-0.144686186641139,0.245245397270804,-0.195403430279684,-0.109702392400901,-0.0653405930710955,0.0002299431271196
stable,0.0724219399874759,-0.070178447937742,-0.134281821898115,0.114796211174022,-0.100175701186992,0.138844429325102,-0.211442823743455,-0.0010587265852676,0.403324413435299,0.0342069518144813,0.0282327089404709,0.0154775743655796,0.118224468688222,0.428759059257562,0.336221314150001,0.0499870194901374,0.118224468688222,-0.112250225814212,0.0102595647667604,-0.194452782827494,0.0961676648284791,-0.0357698339165431,0.0929662772968364,-0.145726152129341,-0.105771827423407,-0.0440631921678064,0.266496606177374,0.412802537151028,0.109426954920165,0.0531127836942609,-0.389258474516743,-0.433170420029511,-0.282478336059747,0.0214770250154297,0.0316357586788313,-0.0760770674842333
stable,0.183670498851792,-0.0203926529672976,-0.223779884695088,-0.062666421230606,0.0788525502254533,0.0495722671214914,0.11953718721028,-0.179377687208112,0.143633019401188,-0.204171011408127,0.0222766004558138,-0.0139210776250663,0.0753650901799175,-0.049255878993649,-0.164946074194936,-0.0233480057069165,-0.247846954328919,-0.148695229446667,-0.0955204520513333,-0.11053450684531,-0.0685915079883822,0.257640605013495,0.162299918943891,0.0807005445176238,0.0028906369861966,-0.0359963401813441,-0.233875542228968,-0.238118019397764,-0.110433837895542,0.078838168946915,-0.0367585479438735,-0.0984901860694906,-0.0403107237428316,-0.060595517121092,-0.0665206038788682,-0.170144906386529
stable,-0.104454787433663,-0.208280389380644,-0.137048628144046,0.119097790853094,0.124791565930923,0.0652744396294554,-0.0595265198301455,-0.0544830996037877,0.2675320994938,-0.0278275371189732,-0.13624473508627,0.0978529008867865,-0.0942189924547682,0.0858994019367025,-0.223027234263968,-0.126870053777243,-0.246680441032984,0.14187192617912,-0.116921779180949,0.0895040441742362,0.07486304611486,0.0434889769662582,-0.0413605511312041,-0.187795817355131,0.0119839713761806,0.115881012390379,-0.0467654638937643,-0.0905028341047108,0.306616401105907,0.000132775944684,-0.0689169424617088,0.0335072294427328,-0.0272184504665253,0.157359080636376,-0.0104738447875105,-0.042320168690081
stable,-0.0849784764131626,-0.211267988360781,-0.262928723594311,-0.0101325632229568,0.255054253768525,-0.199576288974114,-0.0436110087864568,-0.0437741422918722,0.339561817979443,0.0805053165588268,-0.0953947745280005,0.15823255026623,-0.0603264464197198,-0.0793040934616646,-0.123120318035163,0.100616801066854,-0.246775650091188,-0.163460514657755,-0.153778598465613,0.0030859740075839,-0.209722302333047,-0.12113001279675,-0.063406505066498,-0.330093529532295,-0.0530483034420071,0.053873777422739,-0.0344858562497752,-0.285000261780736,-0.177572743699156,-0.0240521269386464,-0.30820748176627,-0.0317308500530539,-0.253025127569084,0.135151037320785,0.11167386995734,0.0154262263555983
stable,0.236240166047725,-0.0347362998978142,-0.0590115538331654,0.445146256847534,-0.0090228058007612,0.075717949405677,-0.0914429816769705,-0.173732035942996,-0.0865668967982666,0.367639043802893,-0.0971460887949055,-0.0520416207418417,-0.060326184560267,0.244476242187385,0.0514870855987734,0.46859585439376,0.297118154050848,0.0790929650177995,0.042823498375911,0.118729252171174,-0.115603504203411,-0.121463001158492,0.135904134330071,-0.120398321000803,-0.123434605786618,-0.0514939148493038,0.213420225400402,-0.0934705861594455,-0.102095929579338,0.113303412624773,0.160168461464573,-0.19706212160494,0.0849770472747901,-0.142268995824401,0.434761015565958,-0.419776956977213
