group,ARNT,ARNTL,ASCL1,ASCL2,ATF1,ATF2,BARX2,BHLHE40,CEBPB,CLOCK,DUX4,E2F2,EGR1,ELK3,ETV1,FOSL2,FOXA2,FOXG1,FOXH1,FOXP2,HIF1A,HINFP,IRF2,KLF9,MAF,MEIS1,MNT,NANOG,NR2C2,NR2F2,NRF1,OTX2,PBX1,POU2F1,RARG,RELA,RFX2,RUNX1,RUNX2,RXRA,SP4,STAT5A,TCF3,TFAP2A,TFAP2C,TP63,USF1,ZFX,ZNF143
progressive,0.238518025278393,-0.422911398597227,0.377871681105988,-0.245447212584737,-0.116256364806447,0.1260342180054,0.043730871000041,0.120413877190254,-0.396734468773259,-0.139353655827595,-0.427376874861316,0.0100858170792348,0.325440830487981,0.366323035595414,-0.24436933900375,-0.336065584357709,-0.387803516245082,-0.0253300291531928,-0.0093159073785298,0.369479665368304,-0.359008893438717,-0.167147396023044,0.0167070405052974,0.317587751540791,0.0352618642922866,0.134349242773013,-0.244985266764314,0.0525848325581479,0.0782998165616931,-0.0309503699683389,-0.35177174225209,0.133733315012449,-0.0552025255405447,-0.238979971098816,-0.41559725644053,0.356776155306672,0.109635141380384,0.0020787561919033,-0.267389639054828,0.0078530789471904,0.332831963614749,0.284327652470337,0.21796143626957,0.332677981674608,-0.0330291261602422,-0.423450335387721,0.236054314236137,0.176771267281856,-0.0588980921039284
progressive,0.135266384728374,0.0776036061665284,0.0693755304572209,0.0373377090963423,0.280960298576274,0.28722741582346,-0.0804390461050015,0.316959786019411,0.122665901637309,-0.117684007165973,0.0248299740406478,-0.158864134870527,-0.0898330971161111,-0.207583352878778,-0.0521641450363022,-0.071627982744793,0.114663071156759,0.032488311818393,-0.0227100189464623,-0.106209750218694,-0.267419085412164,0.0338000340329202,0.0186026059514779,0.0189205992156057,0.212247254085986,-0.0775373575698351,-0.208047093055631,0.242721608564902,0.0242999852671014,-0.0198613292886505,-0.120665194017172,0.157910155078143,-0.0322498168702971,-0.042134107496937,-0.0621014345402968,0.0131569713032888,0.0983924158088851,0.0824795028831551,-0.150159069265028,0.0065321116339591,-0.000543238492885,-0.0693357812992049,0.377378506203698,-0.195671855193323,-0.227974670940974,0.0418293639521479,-0.0314415839906389,0.121711921844926,-0.148529353786372
progressive,0.139395161266352,0.0414543261266968,0.148238216122018,0.201974502432194,-0.111964281789569,-0.0829617354531337,0.105588235610547,-0.0925396389962693,0.141595121810776,-0.181653973777396,0.089590684607198,-0.098527936883193,0.154978305796768,0.0181365785630052,0.0667283022957418,-0.0105970543457577,-0.107033995027186,0.171113733222283,-0.0364546348293676,0.0783888082111082,-0.0514190453142044,0.01637177590342,0.178216311979884,0.11503315913208,-0.0424852127465382,-0.0197467948620005,-0.0201113046815916,0.105230565207614,-0.0265972478509976,0.224048486532578,-0.058513385683559,-0.0293514343066157,-0.0486551437781068,-0.097264121493775,-0.0105473131337026,0.190832470931858,0.108429780069837,-0.203275157406791,-0.0245570032296574,-0.0079865733605924,-0.0501277168168685,-0.140806801320347,0.114035226065225,-0.0966376153838126,0.08584758067941,-0.209300061716961,0.233836779858577,-0.0188746137968723,-0.047643454157293
progressive,-0.343752985324786,0.171325606467962,-0.147196791151896,-0.29185950580941,-0.0360279571157709,0.236330177410791,-0.0509018843654011,-0.408537201789842,-0.0492492257821088,-0.166477807956972,-0.133975522485558,-0.0217049160605715,0.0131110914274518,0.114474151202709,-0.415368190600784,0.0298580317381465,-0.0188403078495316,-0.0180690671773285,-0.030959804127008,0.135297649352192,-0.348600783835777,0.176393759456725,0.0785563713258246,-0.0352567164435678,0.12846666054125,0.284918339759583,-0.0190606623273039,-0.184657052373187,-0.372288890196299,-0.189945559839722,-0.197988498278411,-0.0656656343761451,0.132433041141152,0.101473237014144,-0.0509018843654011,-0.0548682649653025,-0.409969505895362,-0.172207024379052,-0.05894482280409,-0.101142705297485,-0.0195013712828485,0.177936240801131,-0.105770149330704,-0.14620519600192,0.0749205224425817,0.140696334057613,0.122517089641398,0.0674284701983235,0.0678691791538681
progressive,-0.489845068648122,-0.0176361860899414,-0.0179668645791278,0.515858443130785,0.393066497479568,0.430984297572942,0.43087407140988,0.260133744826635,-0.174047111475109,-0.421394621386537,0.152773462004117,-0.268290480893233,-0.204028627828009,0.0149907581764502,-0.193446916174044,-0.0386893832348089,0.15189165269962,0.39262559282732,-0.262889398903189,-0.176912991714724,-0.332111429306209,-0.435172891769303,0.461076040088905,-0.0292099332114654,0.437377415030546,-0.139325870110537,0.357353220647437,0.376532573020248,-0.120587422389974,-0.374328049759006,0.0586403187490551,0.421504847549599,-0.383256368967039,-0.266637088447301,-0.298492449572258,0.305767376334359,-0.1580643178311,0.230482906962921,-0.38590179688053,0.517842514065904,0.116398828193613,0.368265610790588,-0.145829213731203,-0.447518222032262,-0.432196785366626,-0.158505222483348,0.383476821293163,0.360549779376239,-0.202926366197388
stable,0.173937244630795,0.203714333690886,-0.152086535741785,0.108757941732621,0.120427652020521,-0.0511327391079636,0.209067794759844,0.0028286745759431,0.200318673295788,-0.0961153816758839,-0.0425686698501114,-0.221035954417779,-0.0856942639005239,-0.0730298130243906,0.0626449986575952,-0.210646789080669,-0.210015490481548,-0.15373528155547,0.220510302816616,-0.0072065665196183,-0.134600529917684,0.283500795710775,0.0783035969494583,-0.251198648222024,0.0021894898431269,-0.11239032210641,-0.0124250115409941,-0.177358466976492,-0.191690971097081,0.0915637228552593,-0.227776287274596,0.112823787524027,0.242588485872399,-0.102398318778353,-0.157000548808944,-0.165446733964828,-0.0011357392199987,-0.111197884304496,-0.250284536552438,-0.28521181478709,0.0086971817559222,0.011101908661812,-0.0517241991351389,-0.0081711222512921,0.061990585528677,-0.0346324999958213,-0.178956360824621,-0.0292398801940292,-0.220239318946694
stable,-0.315714291779506,0.166804375772719,-0.368999904996764,-0.0127953660192367,0.0149713804598122,-0.269080397051873,-0.110458637793024,0.193494814033848,-0.201147632869021,-0.204747583026471,0.0308469266741185,-0.080739829204457,-0.4495074254399,-0.118652953309262,0.0283684094580098,0.384932274936861,-0.217506180752549,-0.132113491177461,0.486543124367053,-0.0412941357893547,0.0369053386150449,-0.16289189512342,0.0945797490066121,0.120299170071141,-0.0551307130194044,0.483920876550415,-0.0090851109823106,-0.331875627908819,-0.185800213047359,0.0103402468078654,-0.0713238035837178,0.177183062159795,0.0404701917653887,0.292545253231351,0.196683627822342,-0.0644982713446162,0.0115719846286827,-0.482725907022756,-0.0347828053281548,-0.103903853894454,-0.560597809360833,0.0808350925094592,0.0070143875630533,-0.100390810611743,0.0559178887502116,-0.0269327747387668,-0.0384713336463961,-0.198749337383441,-0.37349900705055
stable,-0.0578550629450389,-0.133076716924257,0.0808038287321168,-0.0775964782538515,0.0759015241492923,-0.0042901066750496,0.110285328491363,0.0578676531333736,-0.0145841594122103,0.0805630413802157,-0.0042098442244159,0.0075903097922834,0.0144173394167755,-0.248202972830313,0.165759272067602,-0.0485792416894473,0.0908948646823804,-0.073169453280662,0.125831063537636,-0.0592950657358205,0.0752720147325572,-0.0154544561808466,-0.0459101217624905,0.123105287763173,-0.090384962054825,-0.108738309099737,0.104559940346157,-0.056797487124924,-0.0231454874798076,0.0109471687570233,-0.0854149852097014,-0.0192173487193806,-0.0077933265791804,-0.0630862861981076,0.190914468360336,0.0270059539779356,0.0008419688448831,-0.110175164343435,-0.0840646875108046,-0.0485635039540289,0.0159989818263224,0.0085235575025931,0.0688998056616562,-0.151840818863589,0.0228401754126911,0.202196850881771,-0.063246811099375,-0.0763752299853854,-0.0452412680072095
stable,-0.157099212947736,0.0061601247347313,-0.145696121557184,0.18291887386402,0.115684109397048,-0.0036316571238003,0.259927799199661,-0.0433912542334688,-0.036721276267469,-0.0904823386006979,-0.100090399974761,-0.35484196118513,-0.321907753394675,-0.0256021427955217,0.0032075978923543,-0.189940982758584,-0.163746948024893,-0.084320480653849,-0.01245601775201,0.178652572236482,0.0770906751738558,-0.0364038095812571,-0.10033218306517,0.161849658493464,0.0827504793439656,0.0198473008276287,-0.137624841594083,-0.12804624482602,0.0709868798329474,0.105132025156251,0.0317567790252138,0.0072295166113069,-0.106937165576759,0.0335200334862126,0.193209820812428,0.0090681657994225,0.0768679574167408,-0.0371072048323272,-0.0160307677446149,-0.0905363570450306,0.210278493746815,0.14695530016064,-0.094079620350832,0.106351051012315,0.197902492620902,0.0019671957535062,0.157039128260992,-0.178511315448895,0.148855189510245
stable,-0.146361734128211,-0.129603513892663,-0.102978767542105,0.0356979839337099,-0.0421186629884536,-0.0936328370261266,-0.123777801236815,0.114902885786629,-0.0014626257306172,-0.35700462960372,-0.192025405243415,0.184637905790466,0.126975745630876,0.0820309922476709,0.275221540022255,0.14281672600146,-0.259033495918982,0.0967316203537056,-0.232111266368976,0.129529143092802,-0.335015663111219,0.163838872095756,0.191504809644381,0.242250485416815,0.0754615715932034,0.0434821276525883,0.0530263803015316,-0.0048093117244025,-0.0532247024344966,0.137462028411404,0.165871673958648,0.019733052230023,-0.0852041463751118,-0.398677067793002,-0.196909087767679,-0.0761556990585811,-0.0768746167905794,0.0580835946921405,-0.0390446699274952,-0.10947381739671,-0.0537700883001505,0.191033794578589,0.0914760838301316,0.0367887556650177,-0.20635417935014,-0.0142048227736221,-0.0003470637326888,-0.0245175736878049,0.0506960952391922
stable,-0.119767420700531,0.0726991238907472,-0.0377901370901579,0.0361498782619382,-0.0858497207569958,-0.185313589788215,-0.010362156858275,-0.132661281402362,0.133723883860644,0.0500849467416831,-0.039794105484635,-0.210851706587584,-0.0535508849613126,-0.0607894184858475,0.0198827896220721,0.123525752885191,-0.0383963197005869,0.124395803220159,-0.0260729838085709,-0.160025077593141,0.190954653845267,0.0646475925122252,-0.0122234940502983,-0.0024817829226976,-0.0090856075963127,-0.111166759192561,0.0465049035600905,0.003872437146623,-0.0981944513293799,-0.0918117050195684,-0.0151902230613392,0.0228281239527449,0.144264329721986,0.0366134296699133,-0.0071529548030625,-0.0094350540423247,-0.126271403532428,-0.156830138658174,0.0656602740496478,-0.000534867009202,0.0032947807766848,-0.0508979445956703,0.028405003968692,0.104384645515879,-0.0580223731582421,-0.0475746375784947,0.0400437100889293,-0.0418979157208299,-0.0050919339276038
stable,0.107935082519187,-0.0397001238026746,-0.0167328575180814,0.0166037512789333,-0.0957408506049748,0.0613990234333689,0.18246831717965,-0.266020035701065,0.318006158546124,-0.151400998816892,-0.0318208407093314,-0.0143517585158956,-0.238363937396925,0.0533539660202511,-0.0826459319327608,0.0801958510106975,-0.0031091371072823,0.0173115988264177,0.0134750499090311,0.255977395497895,-0.0255485858311358,0.103863747538577,0.167834755740745,0.127712852084258,-0.0136367533113552,-0.299316964236776,-0.164760422740897,-0.0511197630173547,-0.261504553188344,0.0571471216417354,-0.0338156051719182,0.0265970931191304,-0.0909247464959,-0.036521005685884,-0.0338943990466766,0.126724707704103,-0.120998358382499,-0.292138430681003,0.131734679936897,-0.140661337022534,0.229734651138394,0.229192920881752,0.317088189028689,0.01444819303294,-0.170188655646117,0.0441351870560147,0.0405479184573898,-0.0396384933930651,-0.202954545675413
stable,0.0852496069165123,-0.0683417248286461,-0.0752862901435408,0.287379781852647,-0.0122618330132823,0.0539642050274768,0.0880906593404732,0.211391712671486,0.172250263357805,-0.204838102999329,0.0673580170897306,-0.256703678214072,0.191697191687166,-0.109816603878655,-0.213860310052062,-0.0786483132265764,-0.101044565794836,0.141663708838785,0.117761112152305,0.154529554216999,-0.0248542559681738,0.318876485905235,0.138530489086516,0.438544359109403,0.131216022832588,-0.110205716124338,0.247447293106631,-0.0875101669451865,-0.211189827379634,0.32575169062976,-0.18965377494765,0.0334325152652583,0.146232890477164,-0.0566326888356295,-0.040552025623489,0.161303860714804,-0.16819081431935,-0.191131646354742,-0.221262459818887,-0.352226003883842,-0.187444341425229,0.0005050241640747,0.201226088624204,0.018991609256944,0.184201939264297,0.198007850511405,-0.284763868174947,-0.0261266885469227,0.0483787119528841
stable,0.0174640390465679,0.045552390056178,-0.0001772092375526,-0.0668600837281133,-0.127996583826279,0.156562987662775,0.143729741947914,0.0659080992194001,0.0980056375142622,-0.0282106116463713,-0.150081800199415,-0.0830527495238672,0.0564514450231779,0.136414022610031,-0.084837892192082,-0.201220402383561,-0.090047019547119,0.0926687546623849,0.096469137264629,0.052558336657098,0.0781506474757529,-0.110648623698883,0.0664438480771175,-0.0575813256269537,-0.126040413638101,0.0458072141923487,-0.125229921776426,-0.114538984634924,0.121731756478535,-0.0052125616425864,0.0176439957141601,-0.0801576451196635,-0.147754040098383,-0.0013531092944914,-0.125139943442629,-0.0321387497454557,-0.123983962253478,-0.1808619457903,-0.113471608064548,0.236153288479266,-0.0428159497367598,0.14433623712915,0.223811145883979,-0.222974553436928,0.0600031852068404,-0.169779499868158,-0.0524209651551192,0.0421744248225187,0.103040989919296
