group,ASCL2,BCL6,CEBPB,E2F7,E2F8,EHF,ELK1,ELK4,ESR1,ETV1,FOSL1,FOXG1,GATA4,HNF4A,HNF4G,JUN,JUNB,LHX2,MITF,MNT,MYC,PAX5,PPARG,RUNX2,RXRG,SIX5,SP4,SPI1,STAT4,STAT5A,TCF12,ZBTB33,ZNF76
progressive,0.0715218708629125,0.161996647527011,0.0879789207561235,-0.433810955004928,-0.299190726968519,-0.0293263069187078,0.162464620509756,-0.207624013344682,-0.233206536401427,-0.475070572983642,0.184771332687284,-0.0226966896631489,0.149361376992887,0.360183205719662,-0.0159890769104657,0.243267955530451,0.115589326738098,-0.0400896855218506,-0.313463902942252,-0.24396991500457,-0.161996647527011,-0.131188426162943,0.0264404735251116,-0.0194988742810557,-0.170810138702048,0.10989565544803,0.0191088967954346,-0.227512865111358,-0.0012479279539875,0.338266471027755,-0.0830652044372975,0.0789314430897137,-0.192336895908334
progressive,0.147119873506063,0.0522679585472719,0.309900894836966,0.0002052238863205,-0.0736368957104019,0.504389006604397,0.134626869426298,0.254028691786189,0.0167770527067071,0.272627106483991,0.0300652993459645,-0.0165461758345965,-0.102906952496874,-0.262968757334029,-0.113206626291588,-0.0799475302147597,0.215792916466086,0.030975980341512,-0.49830924897215,-0.346674449967034,-0.129175609945908,-0.0398006074532968,-0.236289652112354,0.0268201966435204,0.310760269860933,-0.189780788874953,0.0123903921366048,-0.0714948713969309,-0.0733931923453962,-0.0269612880653658,-0.162639929909057,-0.23498134983706,0.0656716436225845
progressive,0.0633013282638177,0.190211241922911,0.192203217359215,0.0060316079394976,0.0295050601298763,0.13094884820313,-0.0673809770920579,-0.135367394977981,-0.0644967771990593,0.0389851291659287,0.0323028681893453,0.138151166303277,-0.0458445166665531,-0.113306612122948,-0.135820525573415,-0.0975817474002056,-0.13289002772295,0.147739496559803,-0.0962511270414072,-0.0666762709957529,0.0667394750750408,-0.0811616378052965,-0.258427288371744,0.0696032014994111,0.0081483629630085,-0.0240335256389882,-0.129701672739195,0.106735636856522,-0.0086033547828634,-0.11940344046819,-0.0403962474809243,0.0559722142500075,-0.162667757230466
progressive,-0.341290558056579,-0.522802138153596,-0.444076895716893,-0.186722969385081,-0.0916982753452861,-0.242274161583374,0.233847234223952,0.40005728832623,-0.114539683714245,-0.389080106634352,-0.372558893784959,0.488761786846458,-0.581347107176947,-0.484659203789898,-0.517701629488683,-0.57868597222134,-0.512379359577469,0.553405190143075,-0.154234946802047,-0.323660538975683,0.577577165989837,-0.469135916548858,-0.207346765291034,0.156009036772452,0.293279248232505,0.575248672903681,0.487874741861256,-0.542317127828046,-0.563827968719201,0.554846638244028,0.471131767765563,0.500736894146689,-0.175191384577451
progressive,0.4926731424597,0.086187374349002,-0.455166698423356,-0.198706706458033,0.509600829591147,0.142502359642509,0.476409286196152,0.465787992309754,-0.493558250283566,-0.168059848056655,-0.453617759731589,0.331583518515994,0.191957759301051,-0.279251518429886,-0.461030537756472,-0.177132203251287,-0.367872939294521,0.242298266783459,-0.0588596702871233,0.478511417277835,0.094263983241784,-0.470102892951103,0.522766808471161,-0.465456076875804,0.591694580254766,0.0229021649425461,0.110970393417264,-0.149804499189408,0.165183247629089,0.104332084738266,0.119600194699963,0.052774553998041,-0.460034791454622
stable,0.251607510255216,-0.197275868726565,0.0813292149974142,0.152383650798348,-0.146775587869856,0.136703327314398,0.0273258213061477,-0.164806371362359,-0.183639388243264,0.296509597249383,-0.0373557665514321,-0.19874554839716,-0.268466173175181,0.118659835709574,0.30951797252161,-0.135028154763726,-0.0816152827173094,-0.157301284688323,-0.201705051448306,-0.0317947506770619,-0.0570461754359169,-0.035108864139023,-0.088889325093944,-0.0973216983893224,0.169570426363014,-0.168530929813735,0.0162027080159332,0.095687083643929,-0.180317163220247,0.0313564559946894,0.261550796989889,-0.158021591310063,0.0606229682833962
stable,0.081552234948039,0.238230549883528,-0.139001394372914,-0.0901359797606811,-0.249446354538836,0.0330730555562353,-0.156605063428166,-0.167133302798831,-0.13385214636952,0.10703044104049,0.0965821124050858,-0.17581693603055,-0.0866598627768183,0.251861989473503,-0.230324381513621,-0.127783924910621,0.0649341316276755,-0.112073141396869,-0.130111325075104,0.0173273110958068,0.128048629221174,0.255100039058567,-0.119667990860654,-0.0578337298383197,0.0630662181909446,0.0510879319366854,-0.287022712988438,0.151772128751847,-0.229813285769346,-0.0541761488931345,-0.0243095115892554,0.186899556127089,-0.056896443505985
stable,0.052820658358092,-0.0086943127122909,0.0450496354913541,0.142486548392888,0.120396681815949,-0.310818931577957,-0.0396135309925368,-0.0601520193936142,0.0182365446704979,0.243707693484528,0.0572596726325451,0.244524208313928,-0.0178298574766234,-0.0353786454254339,0.0528818969702971,-0.0200140346452701,0.0271946544815183,0.178845011613602,-0.042854466776927,-0.0794924293046288,0.205267117448841,0.111174774906199,0.0815604101321685,0.185152588670722,0.0822858521536744,-0.125016271485366,0.178717823726715,0.0147993312828864,0.0219375551568389,-0.0826046069813058,0.189993579476572,-0.251541525184297,-0.24773845034428
stable,0.121176385505608,0.004497757076609,0.223918869667896,-0.0668306143699301,0.0061210448221456,0.0237518581241231,-0.0350058217457159,0.0206421759358717,-0.164316047670043,-0.143760880189355,0.174173525585944,0.0881404351852417,-0.0070882888156,-0.0883779682678921,-0.293488510206996,0.0565201124307083,-0.0198103751043193,-0.226113802963987,0.146693065129032,-0.242810435485479,0.141616121769086,-0.173857394865444,-0.0782324923653346,0.0402298093949217,0.0106495448862528,-0.124008800750008,0.278297994044727,0.082108138987383,-0.0726105860477572,0.0616524511737876,0.0637264427171737,-0.093893144213778,-0.0427022996630473
stable,0.0320698254186296,-0.107964347626063,0.24146261708734,-0.559965978279204,-0.355718991297438,-0.400909399282777,-0.150813536417342,-0.285701904775092,-0.238511705394827,-0.299310241340563,0.457488863139219,-0.218586954545382,0.417858850739771,0.350134208011608,0.0449221432860195,0.0483608089772947,0.108598427824454,-0.128035424675137,0.11891442489828,-0.237755686696745,0.109622711221856,0.0886736769750093,-0.213563088358129,0.0477267287789035,-0.50160621232728,-0.327404871669279,-0.232853759009183,-0.113134540012945,0.473292092699121,-0.420712211632532,-0.401616642580983,0.117768203001188,-0.122889619988194
