group,AR,ARNT,CEBPD,CTCF,CTCFL,E2F6,EHF,EPAS1,ETS2,ETV1,ETV6,ETV7,FOS,FOXG1,GATA1,GTF2B,HIF1A,HNF4A,HNF4G,HOXA4,HOXB13,IRF2,IRF4,JUNB,KLF1,KLF10,KLF4,LHX2,MAX,MXI1,MYB,NFAT5,NFE2,PAX5,RFX2,RXRA,RXRG,SETDB1,SPI1,STAT5A,THAP1,ZBTB33,ZNF384
progressive,-0.0930542159231449,0.0617486734021981,-0.363334023803716,0.404471059017191,0.0902944986761193,0.0981424445973483,0.1266020287073,-0.119788976753705,0.376873886546935,-0.140141891450519,0.256653703973382,-0.0473463990192832,-0.394208360504815,0.0745123656696915,-0.127895646166843,0.242768876574284,-0.42973972006027,0.31831613621161,0.185677226026442,0.223192132353196,0.179295379892695,-0.201804323688748,0.360746788884629,0.044500440608288,-0.380064809613809,0.554961890144057,-0.0827052762467988,-0.202494253000504,0.486227682460325,0.164634382017872,-0.431205819847752,-0.102195779303917,-0.153767995357708,-0.0746848479976306,0.359194447933177,-0.402401271081922,-0.158252535884125,0.167566581592836,0.0386360414583586,0.29347868098838,0.029149513421708,-0.104869255386973,0.378426227498387
progressive,-0.105029900289549,-0.115670672549009,0.0478585747644651,-0.166301492192304,-0.0609727870655152,0.108814761561245,0.111985412889727,0.106573725281951,-0.266069107292698,0.0313745079101072,-0.0086487400111988,-0.202473477766972,0.172161387055938,-0.0327025294089477,0.205743730707867,-0.212151434439773,0.200315442831356,0.132453544240606,0.0019920322482607,0.0877656208046227,-0.202523278573179,-0.22221119729349,0.232353961490884,0.165056472037141,0.170136154270206,-0.112549822026734,0.0213811461313323,-0.134628179444957,-0.177025265795441,0.104664694377368,0.221829391112573,-0.0867364041430213,0.189857273527987,0.151228448180464,-0.134163371920363,-0.0159694585235572,-0.0681939039654605,-0.0228419697800569,0.0289840692121943,-0.227755687051149,-0.368675368346863,-0.209030583917497,-0.0121845972518617
progressive,-0.113394925706366,0.065969839858473,-0.0650436077719704,-0.0672071966110968,-0.0321908953031001,-0.0247264481353613,0.076599056980909,-0.120093546486177,-0.0734744294963261,-0.0405098270749695,-0.0227387801826459,0.120052418924772,0.0744424458717616,0.0561198299473356,-0.038139286973761,0.0897250700717026,0.0597022786094799,-0.0542289472139755,0.0733411958991982,0.0931493294906766,0.0399385562170442,0.0224307749722801,0.0206962754813899,-0.0314485469242786,-0.0777369195131268,-0.0164926446692353,0.0778354286422417,0.0818913778516648,-0.0780957390159277,-0.0205448997863167,0.0313181044191423,-0.0541526847298524,0.0658062326132014,-0.0230784724962104,0.0928307345489309,-0.0564402308897817,0.0837179833782774,-0.0274434940982315,0.117609064158959,-0.0888388162734324,0.0174854525088314,0.233286446386917,-0.0043837383365529
progressive,-0.415797205316196,-0.332198989084892,-0.0075053647168988,-0.0063506932219913,0.392934709717027,-0.457134444833885,-0.353214010292209,0.202182978758306,0.291554552464148,-0.393165644016009,0.341898229642115,0.449513612967496,-0.0460713926468099,0.374229031499526,-0.359680170663691,0.318342931146002,-0.283240917700813,-0.350904667302394,-0.408176373449807,0.252988524534237,0.28277904910285,-0.0303678603160676,-0.188788789417379,-0.396860592799713,-0.0257491743364376,0.170083111199877,-0.0051960217270838,0.465909948195182,0.198026161376639,0.407714504851844,-0.195716818386824,0.403557687470176,-0.381849863365915,-0.45782724773083,-0.149529958590523,0.218810248284974,0.329889646095077,0.22435267146053,-0.42711298596629,0.353214010292209,0.277236625927294,0.447204269977681,0.0814043403909798
progressive,-0.0693860197146042,-0.380797084386101,-0.154584499704305,0.193053619478048,-0.0826024044221478,0.126617685635664,-0.0784722842010404,-0.382803142779211,0.0154584499704305,0.0153404465355417,-0.11823944175856,-0.146796273001646,-0.133579888294102,0.0869685315130328,0.377492988209216,0.118711455498115,-0.158832623360301,-0.140896101257206,-0.106911112009237,0.396137530921643,-0.106439098269682,0.413366032415405,-0.0252527350661995,0.0594737311839464,-0.0666719407121622,-0.273531962072198,0.350470201619684,0.0547535937883951,0.136883984470988,-0.0090862644864362,-0.0266687762848649,0.247453202961777,-0.0886205796014757,-0.111631249404788,-0.0780002704614853,0.209456096927589,0.187389454603387,-0.465169540331581,0.0914526620388065,0.145498235217869,0.101482954004353,0.0293828552873069,0.0028320824373307
stable,-0.0089767758648516,0.0942138211774978,-0.116718143430525,0.0999478078299463,-0.0242109204232516,0.0816913451905177,0.0309975145904649,-0.0001362941163153,-0.07372074524113,0.0244599769950122,-0.056580220291023,0.060671254809023,0.107652294701708,-0.169368102564392,0.0706883196010699,0.114170722693367,-0.0120673199693429,0.116919189096885,0.0170426079719893,0.134135678670339,-0.0515787158071387,0.0699177761555278,0.0784079678113786,-0.089292545443426,-0.0641087724633925,0.132664397108816,0.0487425979151435,0.0594270774644892,-0.0881178575672338,0.0656631255257055,-0.247475686355804,0.10734038174722,0.0586889097939699,-0.065067885057116,-0.0277207702969403,-0.191881584792791,-0.0002400545269981,-0.0846226952402628,0.0030351104604278,0.113829750506663,0.0611810548176743,-0.126131123639829,-0.0696099693968966
stable,-0.285860331554246,-0.34484254572188,-0.0187130678156572,0.101820816944126,0.0259173156005928,0.131655820857384,-0.0802237052633849,0.0329945560337462,-0.0931354680414848,0.200089335956868,-0.0867499291857296,-0.169736532840191,-0.0980828928832143,-0.0852356107606346,-0.0585894683567381,-0.0594492104303404,0.0281311514401187,0.101119345570437,-0.0338054491258938,0.0175563239348105,-0.129776112051008,0.0583334996939156,0.361941643190274,-0.207572999915725,0.0916289654534226,0.0380963436568725,0.13134709529459,-0.156371451514192,0.147140947978516,-0.129338425177174,-0.278392299269455,-0.0783713518866236,0.143449918939801,0.042217243732389,0.088061035847973,0.0597559820338757,-0.0006350367589107,0.0404586804000206,0.2372809964772,-0.209585577951657,-0.215474811155833,0.0600803392707348,-0.0158817808505442
stable,0.0533027891516046,-0.123290541428562,-0.0752136462863325,-0.0729497570876146,0.140460861122215,0.0782321652179564,-0.0886789666966215,0.12842833989643,-0.121182897152516,0.0157524801294049,-0.100370741016579,0.144561459252345,0.0440727034537482,0.0456501123007256,0.0269140190202938,0.225830427382238,-0.098776710369317,-0.162350109916574,0.010519937399916,0.11624289810803,0.382434380940539,0.0481683150437929,-0.0159186981322476,0.0646072755249383,-0.0325089169959799,-0.0959859101015877,0.169642093701284,-0.164200116288213,-0.0104517880187505,-0.0028107464280704,0.083630925950288,0.0782820306188092,-0.0216216378097815,0.0172401312548473,-0.225020945708394,-0.151783631475862,-0.0535870219364657,-0.0606679088575657,-0.149644405779276,-0.0968086892156591,-0.0383631150561006,-0.104308445503923,0.0155530185259937
stable,0.0053956040997006,-0.0991959437594027,-0.0943262693237909,0.0278227045518937,-0.186222224907391,0.0539892131661864,0.112198529382407,0.122971945236521,0.203248896217094,-0.109196448071624,0.1342351029338,-0.190031294624769,0.175361958283061,0.0193957673194974,-0.0508040817945657,0.0150462928096615,0.267813095352663,-0.0464711933693198,-0.0559653697537864,0.219319002793717,-0.101483918737294,-0.145918340918967,-0.129166395483109,0.0385985329274025,-0.0732842577174466,-0.081763667290182,-0.0402257786082646,-0.015789650964466,-0.0714465195448792,-0.241036520390635,-0.0098973690225897,-0.16450923078809,-0.0488912538935819,0.0041094286310429,-0.0594267348251235,-0.118000643337149,0.0473770951531059,-0.130865413675469,0.133540598337242,0.11897258789412,0.0514853175234514,-0.0793442098962686,-0.0095484581158518
stable,0.26767807717122,-0.339921305433788,-0.0448357225383977,-0.093026305735978,-0.187559455666335,-0.0662727135301237,-0.0466553079806662,-0.060359060842751,-0.232622626385016,-0.188014352026902,0.389448146690534,-0.285817069548835,0.0142723733127937,-0.146107024809655,0.124328861547504,-0.366930776842461,-0.453901274778389,0.304211941129268,-0.0293976773016508,0.0614678707216334,0.0628325598033348,0.261707562438777,-0.207574895531288,-0.133739530006736,0.379383564712986,0.207859205756643,0.0686609194231011,-0.0484464624003993,-0.249396929680929,-0.336765461932353,-0.0907802549556778,-0.186166335562098,0.269156490343063,0.0477925488820841,0.247719499351338,-0.366987638887532,-0.37037093056925,-0.188014352026902,0.0903822206401816,-0.183920284781798,-0.0696275741893063,0.184204595007152,0.0023882058929774
