group,ARNT,BCL11A,BCL6,CDX2,CTCFL,E2F6,ELK1,FOSL2,FOXA1,FOXG1,FOXP1,FOXP3,GATA4,GTF2I,HNF4A,HNF4G,IRF2,IRF4,JUN,LHX2,MAFF,MAFK,MYC,MYOD1,NFAT5,PRDM14,RUNX1,SETDB1,SIX5,SPIB,STAT4,STAT5A,TCF12,VDR,ZBTB33,ZEB1
progressive,-0.317715786376103,-0.0149448192197818,0.224330434531857,-0.122405185990594,0.485429868731432,0.0987623238386641,0.233661062404526,0.080417360563588,-0.0900642809065159,0.266713625546689,0.205115666963567,0.30893867032639,0.112283826942276,0.157276430836752,0.0499742103010694,0.171193299528189,0.142885123439925,0.271695231953282,0.194124503622034,-0.0406435824284014,0.206855275549996,0.0800219949757631,-0.0645236639330263,0.159016039423181,-0.510891412587357,0.164946523240555,-0.418296791918761,0.179179684402252,0.0370852921379771,-0.156248480308407,-0.0007116580580848,0.198868890675933,-0.208673957253991,-0.280709567355691,0.0819197497973227,-0.0302059309098236
progressive,-0.114021363955604,0.212449386224812,0.175510844158898,-0.114272018348194,-0.0307909132792294,0.215589162300414,0.123664961902098,0.179600468459053,-0.14229254097248,-0.0582573577725266,0.019907235706237,-0.229823693332243,0.191974880051134,0.293912063816603,0.147754168263654,-0.0475715652463159,-0.0619907889884743,0.110156009375135,0.0171500373877456,-0.0597348994551631,0.0840351831999534,-0.0530727695468466,-0.0006464244861534,0.22243598491906,-0.0863570344155251,-0.111725897412936,-0.177859080047374,-0.059246783006435,-0.163439856305216,0.141962732561177,0.0220839712208355,-0.0662782983354107,-0.0297355263630604,-0.0657901818866825,-0.129350858912958,0.036397656271377
progressive,0.140580373475647,0.0211332023148345,0.0549658520202769,0.0305555200308129,-0.104535562980964,-0.199090462069915,-0.127680242178603,-0.0132065417425158,-0.100176878324487,0.181150201233943,-0.157144145519764,-0.0028920335298463,-0.110707949076221,-0.15348011173723,-0.120121934440424,-0.144057951235436,0.0626987461102746,0.189420846441814,-0.0478171658396543,0.117513986941859,-0.218613005065173,0.0659645563636246,0.135523107590615,-0.146601833953842,-0.0823088574062647,0.073137532135743,-0.140920663577865,-0.179402215324259,-0.0752427872795648,-0.141417224579415,-0.014870339456433,-0.348226038427267,0.0255929756919059,-0.179517531928545,0.125450945043259,0.0494203574854703
progressive,-0.157378972326297,-0.400469297144749,-0.566987841518324,0.0553947232621598,0.372047457241629,-0.413286989650078,0.198395588343349,-0.0346634988622368,-0.137985246274756,0.53210142626469,0.410277618366218,-0.275859034353814,-0.525636850914176,0.0156041473977915,-0.313866279087006,-0.497549385598152,-0.434464046832795,-0.475703579241244,-0.561192015342001,0.539123292593696,-0.411726574910298,-0.135310249577992,0.438922374660735,0.0424655725611326,-0.0075791573074987,0.0417968233869415,-0.0815873992513098,0.470687960434811,0.434909879615589,-0.531432677090499,-0.530763927916308,0.464669217867091,0.413175531454379,-0.0944050917566386,0.483840027527235,0.44003695661772
progressive,-0.42449836591697,0.184275742510231,0.309565236348891,-0.203862779282851,-0.264762703960942,0.0093432416788937,0.475492203031896,-0.0598868020864036,-0.423260104971574,0.0466036392176148,0.0601119404401119,0.282886341434459,-0.0274668791524107,0.0556091733659462,-0.426524611100344,0.0193618984189124,0.427087456984615,0.150392420277134,-0.123826094539556,-0.0826257758109403,0.28536286332525,0.412115756463014,0.242248868590114,-0.0952335236186042,-0.0908433257212926,0.421346428965054,-0.148366175093759,0.0052907513121446,-0.06495241504484,0.206339301173642,0.296957488541227,-0.0563971576039252,0.165701828329297,-0.50385963559914,0.182249497326856,0.162662460554235
stable,0.209601281663883,-0.0873827777781729,-0.187678320266883,-0.150620288888692,0.0124729161965532,0.155065866130031,0.0910066599933875,-0.118255033759699,-0.0428325449617811,-0.197110964866777,0.0497506646817299,-0.213428032785547,-0.181676355976062,-0.0485334512430308,0.19498325809913,0.0925862478436076,-0.0539518049152973,0.175752418187721,-0.202218731629168,-0.16318172718806,-0.083718846561685,0.181345330265538,-0.0059482433891133,-0.222946437488167,0.0365093600607472,0.0225161009158576,-0.193627392256023,0.0340027068810528,-0.191509904888701,-0.109056192467239,0.0382351958156169,-0.0362121688512986,0.175989397795256,0.0909993406931548,-0.214018548404322,-0.0400068807719444
stable,-0.444622967862708,-0.104393000952963,0.241632995135591,-0.510988859343939,-0.0289173668894669,0.133765091443109,-0.0930927801301116,0.518245772926421,0.0359282546432237,-0.114581863721915,0.109408534399261,-0.413426892780285,0.019072940280731,0.408085587202157,0.327899831065953,-0.17064860499373,0.1193836092067,0.387432991428021,0.0510749620434626,0.0342926070646609,-0.0704499202380776,-0.28829985302023,0.259525011438438,-0.42741812715044,0.0532688337437548,-0.0803469454722652,-0.0124166690663099,-0.0031576142569558,0.153699970489306,0.442144045547065,-0.264301305975424,-0.0065731314516103,0.142683103551953,0.0924904410321969,0.283979978813776,0.0178360242176892
stable,-0.147343321576102,0.0574463167687685,0.146445351035874,0.0814297454907292,-0.088599231129053,0.128271759978782,-0.078477231046622,-0.0258983588315993,0.150889194645731,0.135130287620843,-0.0608081534732625,-0.101572208350689,-0.176305251279045,-0.0134283085733066,0.026870895830115,0.0556852791368722,0.0476558994476586,0.105267214336893,0.0141723866357925,0.0768827780555807,-0.158661558031911,0.0575621327571725,-0.0689819065178838,0.0548428368102624,0.0054798414239367,0.0010756608238069,-0.177701389221449,-0.144225809011529,-0.104434291132618,0.0693626714112668,-0.0997524694643962,0.0292379842506458,0.0503117345790049,-0.0678158140318985,-0.259077193018949,0.0896812380344163
stable,-0.0800010429933245,0.15320377258549,0.0104035106175963,-0.0545757310755032,-0.247164682013064,-0.0603963390905545,0.108647547589157,-0.106189392108979,0.0035367607640445,0.0030539035721618,0.0965281537827198,-0.0575056301356371,0.0711177575019585,-0.0685183421649182,0.0142511600521262,-0.0710589723441339,-0.0365164041575353,-0.230689629721642,-0.0765303789738987,0.0407138399042952,-0.113312924890739,0.075122167357354,0.0210977299261263,0.124220350070185,-0.196958647669189,-0.0675988370096916,-0.136770542570531,-0.0973368152821478,-0.0006252869026318,0.0118275152616163,-0.0441830416063622,0.0310391482583352,0.0096343316868564,0.0873284228149049,-0.107004487804785,-0.0392368993718859
stable,-0.251751088380368,-0.283366923026447,-0.0957479549249924,0.0125312762323462,-0.0010755386786245,-0.0794397870537554,0.163156716294599,0.169309798037428,0.122986597274344,-0.0285643063020745,-0.119534868491781,-0.235868133475099,0.0156828546859901,0.0100550360187688,0.415358030168345,-0.0688594879593793,0.19247139841897,-0.364382499307024,0.189594957766834,-0.0699350266380038,-0.151776016323107,-0.120810507389685,0.0075037582229617,0.0492996915248589,-0.0101800986558182,0.0495498167989577,0.022786412470394,-0.244172292575176,-0.0858680065980927,0.106278228964549,0.0562531741448035,-0.0970235938228959,-0.0251626025743319,0.101350761064804,0.0852927184676656,0.0815158268287749
