group,AHR,AR,ARNT,ASCL2,ATF3,BCL6,BHLHE40,CLOCK,CTCF,E2F6,ELK4,ETV6,FOXG1,FOXH1,FOXK1,FOXM1,GATA1,GATA4,GMEB1,HINFP,HNF4A,HNF4G,HOXA6,JUN,JUNB,KLF9,KMT2A,LHX2,MYC,NANOG,NFIC,NFYA,NR2C2,NR2F2,NRF1,PAX5,RXRA,SETDB1,SIX5,SPI1,SPIB,STAT4,STAT5A,TCF12,TFAP4,USF1,YY1,ZBTB33,ZKSCAN1
progressive,0.0265040866428537,-0.194717702442054,0.0456417079437109,0.0957640494459557,0.0574888068442415,-0.0126065283172313,-0.258433830503241,-0.251826794577945,0.436747857544561,-0.0695637345697823,-0.0445025638186598,0.153025027465187,0.0720698516448945,0.10024468300449,0.0044046906168639,0.329212652139745,-0.105256917154714,-0.0445785067603299,0.181655516474803,0.131381289089218,0.288279406579578,0.137001066772803,0.16775795814918,0.199198336000588,-0.163732982240667,-0.0965234788626564,-0.277723337687439,-0.102826743021272,0.0237701407427313,0.140266613264616,0.240663182152445,0.0026580029584523,-0.402953248501381,0.0848282658454659,-0.147709021548282,0.137001066772803,-0.376449161858527,0.006758921808636,0.168593330507551,-0.0700193922198027,-0.137380781481153,-0.226537795001813,0.172238591707714,0.0947767912042448,-0.0274154019428945,-0.097131022396017,0.255775827544789,0.128495457305755,-0.16753012932417
progressive,-0.0892078981797744,-0.118981970988174,0.10972203110877,0.0408631366145998,-0.115260211887124,0.125866590212642,0.107295901455867,-0.290220996384947,-0.185122584091134,0.239056335432629,0.0655055006283777,0.0010034777098394,-0.101960956669379,0.150775701465744,-0.0905162298774131,-0.22371201804673,0.127733820887913,0.007087855216334,0.267979357525089,0.254946849546668,-0.108451806159606,-0.0014607586915383,0.0588114151462844,-0.019586868716106,0.172598166092379,0.369559246709719,-0.484425688862602,-0.0360997930552355,0.256572737481598,0.0057795235186953,0.137781300235798,-0.437656006234391,-0.0475064130987265,0.203147076119768,-0.435306090078438,0.152731847887457,-0.348308383310208,-0.145428054429765,-0.188577595952859,0.0757181092196547,0.0243629145249619,0.14918792027929,0.0560296225076157,0.0396945296613691,0.0392245464301785,0.151601347682701,0.122818050334649,-0.26317790721725,-0.017795851537785
progressive,0.109082324686447,0.0334953219985332,0.280210017636245,0.165640776417242,0.22330839360125,-0.0259936122959273,-0.143070515233783,-0.0897924773598362,0.121225616458756,-0.227533990621815,-0.092822578204287,0.0996566841315775,0.285934574076857,0.246772454270827,0.280980849606915,-0.043593942797226,-0.25961199871493,-0.149658225290019,0.0442041719728911,0.197485676197186,-0.241407199539939,0.0353857651326608,0.151228768547917,-0.15783683237779,-0.0279684659856314,0.156870527373505,-0.088375393874497,0.244372936375679,0.139759378699747,0.143902331718674,-0.0390308571677409,-0.143739731949651,0.0212964989872054,0.121860039742707,-0.090553170847034,-0.0013743789640465,-0.019383551492037,-0.227062858367122,0.0523594298259984,0.0428775667718733,-0.18656215151597,-0.0976887430442409,-0.192408984211795,0.107563702752998,0.123313990440673,-0.017180581924205,0.0375198390968965,0.281987785351782,-0.0811146267677452
progressive,0.481277486021417,-0.428971867239869,-0.261966715448887,-0.312298537295283,-0.404299405550459,-0.567356963471135,-0.134327846975675,-0.109545729900979,0.272383977051082,-0.443227067327083,0.402106297844734,0.184111391895639,0.463842279760901,-0.312517848065855,-0.283130204809136,0.280059854021121,-0.410330451741204,-0.538956218681993,0.468118839787065,0.0993477790693561,-0.350239300604331,-0.457811233570157,0.176106548769742,-0.577225948146899,-0.507375467719548,-0.0751139389210915,0.110532628368555,0.531938274023672,0.524152741668347,0.0421076679499258,-0.0104172616021952,-0.330501331252803,-0.155381680950638,-0.0117331262256304,-0.0713856558213585,-0.453973295085137,0.41131735020878,0.450683633526549,0.459017442808305,-0.458798132037733,-0.404628371706318,-0.616372920694096,0.557049357254226,0.449806390444259,0.0008772430822901,0.269532937033639,0.422611854893265,0.482264384488994,-0.439060162686205
progressive,-0.0507971865501735,-0.0083925786474199,-0.562965341375618,0.429015369016139,0.0039754319908831,-0.0234108772796452,-0.106232377089711,-0.425371223024496,0.106674091755364,-0.0162330139627728,0.332058999905156,0.119815103058561,0.248354070763783,-0.192587594225006,-0.0011042866641342,0.418855931706105,0.0115950099734092,0.189716448898257,0.150624700987906,-0.302353688639946,-0.527959454122564,-0.16012156629946,0.0266133086056344,-0.0488094705547319,-0.140244406345044,0.297053112652102,0.0134722973024373,0.155483562310096,0.129753683035769,0.128759825038048,-0.306770835296483,0.0359997452507751,0.138587976348843,-0.0924287937880331,-0.116943957731812,-0.212243896846594,0.216440186170304,0.0615087671922753,0.133176971694585,-0.129643254369356,0.0421837505699267,0.332058999905156,0.0294844539323833,0.0458278965615696,-0.14753269832833,0.433653373005503,0.0746497784954724,0.0652633418503316,0.208158036189298
stable,-0.0395194176822338,-0.0661255444533313,0.362217649849473,0.298867440281596,0.0147946657045665,-0.0333209739617276,-0.0083997002911899,-0.168590246231651,0.246678381205541,0.26503326700778,-0.351346075140148,-0.153160222689877,-0.207948254452825,0.465076062546458,-0.0699661283791476,0.297581371349925,0.0019690886196636,-0.35985444979139,0.0597166943551324,0.422324984471819,0.183975545067507,0.250041011557665,0.260057343084566,-0.313503233150214,0.0455497766124385,-0.2169069468147,-0.0195645889673873,-0.0358024608539704,0.0405041622519429,-0.400154213461957,-0.154101844632686,-0.12790731866262,-0.254340591122128,0.106235328253685,-0.150679670343728,-0.0434646707705572,-0.454472702566057,-0.0356578732225991,-0.12268053586651,-0.0890557009177083,-0.198658065240816,-0.169540012076135,0.132975095116198,0.268081222339459,-0.0588159254272816,-0.243508400855328,0.395650235316119,-0.262935611546925,-0.0757011707437074
stable,-0.116205707296005,-0.135732784784293,-0.306669639609454,0.178753943443554,-0.0312782349310628,0.079506394688146,0.232646898828881,-0.397587962699846,0.221118051679656,-0.0319945680991692,0.007598071810673,0.10106390619086,-0.217223504685239,0.206784801345868,-0.0544182663752712,0.233144215189267,-0.0328903962450309,0.129251204670116,-0.0462471280301131,-0.107367638070196,0.301136583414425,-0.222679163963254,0.153856837308841,-0.254258752847796,-0.0847595045875926,0.421808257496417,-0.162299688235005,0.027564829657316,0.23822771056845,-0.265617985476756,-0.152662948695331,-0.303623165216358,-0.419379311696516,0.352923354611228,-0.201320908353278,0.430481652430707,-0.31385602569133,-0.25746990153241,0.163934903949786,0.254922390242616,0.271295955048321,-0.276338281854624,0.108360624048053,0.136990896371495,0.0426341740741927,-0.269776011337603,0.0763232406330894,0.220681664807132,0.11902657790972
stable,0.0400549382613966,-0.110633917879911,-0.24551304529591,-0.0848224963973738,0.100150552797881,0.196380914384563,0.0661367177584989,0.0542658256247052,0.147295396924003,0.16160728009735,-0.0117388206898969,0.0493139233694171,0.109299219405705,0.0128824040158749,-0.17083363578982,0.141504452554546,0.10740826708544,-0.0528006094882958,0.0691199786088764,0.0670612178657774,0.117313625377709,0.0183144248142706,0.225528305161767,0.0029894759771491,-0.0601577658042007,0.0017915102919194,-0.248985747379553,0.218455490895664,0.161925805344396,-0.22627878171944,-0.100702145298862,-0.107192291430126,-0.0767070946153313,-0.108085715903547,-0.0999640989947325,0.093074630968392,-0.183576199453333,-0.222142614852927,0.0485914148822163,0.0530274616154599,-0.0562733115719384,0.0979907962447432,0.052813039741839,0.0869309781546458,-0.0577773722506703,-0.114266659477922,0.183150463269477,-0.361683087347641,0.101858158878384
stable,0.0848062179885536,0.0037975879528491,-0.0909684659804424,0.20207745039647,0.0116004511545,-0.0371900434376086,0.062926103896375,-0.174841521490488,-0.0225048924039693,-0.231565327503193,-0.0209829965162739,0.162880049168644,0.224525414739979,0.249320588812536,0.432293382617283,0.126018700914299,0.044084632307787,-0.0255006243092226,0.0672818156982644,-0.228461174819474,-0.0361118431367205,-0.186623055369971,-0.108756911485834,0.0214066671571906,-0.0307099709473683,0.450523807285548,-0.236094112051709,-0.0864848805955079,0.0950103582731585,-0.26513857964228,-0.291892479493607,0.105522024512514,0.0650822184274955,0.0479179790925839,-0.0327596671946123,-0.0596294256614497,-0.207284508469371,-0.179767372108952,-0.117938349176733,0.0624555176679428,-0.106899168648485,-0.0931102769787838,0.110192700106199,0.116955410404154,-0.308764068547858,0.118118001548439,0.0010899291977668,-0.158088651758303,-0.0283218531145709
stable,0.0764332071902886,-0.0638109882573802,-0.0508267553971417,-0.0686619748836031,0.13749288959996,0.0326053877215282,0.160999660614593,-0.108580043937199,-0.062700812213568,0.140437269542245,0.185616607673037,0.0542779548376884,0.0868109397737506,0.0545675659795524,-0.0545675659795524,-0.0701582991165674,-0.0808497771037154,0.199204197078826,-0.0047785838407569,0.12339848069591,0.0651625069194124,-0.0010860417819902,-0.0249306924621308,0.0058887598845691,0.0089055426123197,0.119150850615237,-0.18914020989905,-0.161337540280101,0.0019548752075823,-0.118788836687907,0.0229758172545484,0.122698587103071,-0.0205382568105259,0.146181223855882,-0.109231669006393,0.0928203709674297,-0.0906724216652713,0.0142633487368047,0.109328206053681,0.0082297832813035,-0.154242067304431,0.0128394272893064,0.139471899069365,0.111548558141305,-0.0330398044343243,0.0989746077320409,-0.0493786996878214,0.0071196072374913,0.0061301025027891
