group,ASCL1,ATF2,BARX2,CEBPA,CEBPB,E2F2,EGR1,ETV5,ETV6,FOS,FOXH1,FOXK1,HIF1A,HNF4A,HOXA4,JUN,MAFK,MEIS1,MXI1,MYC,NANOG,NFAT5,NFATC1,NFYA,NR2C2,NR2F2,NRF1,PGR,POU2F2,RUNX3,RXRA,SETDB1,STAT4,TCF12,VEZF1,ZBTB33,ZNF143
progressive,-0.0032591810769363,-0.57703403506051,-0.150876236195736,-0.0713840148070448,0.120987160953588,-0.0759150714262002,0.0343406396399147,-0.517653345683158,-0.0919725001467159,0.120112746518313,0.256839367306862,0.0395076340301796,-0.0050875021688762,0.139349864094376,-0.246664362969109,-0.0204295008968937,0.0499211150320982,0.256203429535752,0.0626398704542888,-0.0544521716512536,-0.0158984442777383,-0.0866465213136735,-0.362564021753821,-0.28060754150208,-0.153102018394619,0.380926724894609,-0.37297750275574,-0.19253016020341,0.18648875137787,0.0447541206418332,-0.0754381180978681,-0.204851454518658,-0.0561215083004161,0.254693077329367,0.0369638829457415,0.148014516225743,-0.0509545139101511
progressive,-0.168053671017214,0.0817537092313609,-0.0780878003796172,0.0583917524629007,0.0902417992608465,0.034070615242192,0.242541259836337,-0.0608225522391465,-0.0750000276908724,0.192006903406923,-0.0001051156659998,-0.0453311309624229,-0.427755063328022,-0.0411790621554299,-0.0699150573481311,-0.186764259565182,-0.0078311171169866,0.0781272187543671,-0.232147948360605,0.4115541113058,0.001156272325998,-0.0410213886564302,0.0589436097093997,-0.351769576268402,-0.308369945668725,0.0655790361256384,-0.284732060277016,0.132958178031524,0.0540425917821581,-0.0580501265484012,-0.244196831575835,-0.0105115665999821,-0.0394972114994328,0.0745795650268731,0.0590881437501495,0.0851699683763551,0.0033768407702442
progressive,-0.123877490110954,-0.157819125252226,0.166428195252333,-0.0773263554107211,0.232036161667509,-0.194637558033229,-0.0623593064393585,0.01884719539693,0.0300910908634424,-0.154032627837574,0.181061966217377,0.11238084385268,0.0742090696103503,-0.109302845335454,0.15687130978312,-0.0268735170480463,-0.0390972514152541,-0.125786320951456,0.188616371835174,0.118357900199887,0.127593067340526,0.108275205605167,-0.109878017409166,-0.126193643380083,0.0785049739050609,0.0937098554354204,0.0074787990768736,-0.249586408085081,0.0931296845821431,0.121090045655951,-0.0334195751004398,-0.110314082820292,-0.139491881036,0.0618308417122078,-0.145591329376622,0.126079999250907,-0.102506770198873
progressive,0.0496082502930762,-0.0085454927797916,0.034847853673436,-0.359909520582653,-0.0330721668620508,-0.234834580805703,-0.0432823660275161,0.246376545079707,-0.0047721583055979,-0.126739646162624,-0.0738019830982005,-0.247153408059688,-0.0013317651085389,-0.039620011979034,0.288771067701531,-0.119192977214237,-0.155705537273346,-0.352029910357131,0.424944050049639,0.324062843077813,0.0546023694500972,0.257474587650865,-0.116196505720024,-0.0365125600591097,0.07446786565247,0.0685859030897563,0.0620380579727731,0.0374004034648024,-0.388320509564818,-0.356913049088441,0.147936907473536,0.0790180631066448,-0.206756533100673,0.0804608086408953,0.0610392341413689,0.230173402925816,0.102212972080365
progressive,-0.0064851508490003,-0.0981874593453916,0.076684064425022,-0.144835035627675,-0.171572061057764,0.104558835618094,-0.481152683165308,-0.303436794987438,0.215375272932591,0.143128416983201,-0.116618940705708,0.0465338017059851,0.0420965932303533,-0.426768435694744,0.0143355966135798,0.368174528901144,0.111385310195989,-0.0233237881411417,0.101486922058041,0.0572286118780208,-0.0354976678050547,0.0555219932335471,0.0286711932271595,0.0368629627206337,-0.131068311895586,-0.0554082186572488,-0.080779949171759,-0.185907657671344,0.0441445356037218,0.317317293295825,0.0168386372921413,0.053246501707582,0.133571352574148,0.115139871213831,-0.0377731593310197,0.119918403418358,0.139032532236464
stable,-0.413617606916207,0.0226577134124573,0.0526092188689171,-0.234903596101499,0.267736873154138,-0.167498709745353,-0.0271951819187281,0.107746834521484,-0.0327877460671789,0.289702923327763,0.389262743009882,0.0777295469845381,-0.169042142195771,0.25248671129264,0.106314443310234,-0.304128498655562,0.362651852752332,-0.253950226670071,0.126702674945914,-0.101075525801092,-0.380915622197762,0.0313064260357323,-0.204900171730275,-0.115477044458961,-0.382056751015454,0.143713051113978,-0.247595188406892,-0.119984883846335,-0.0908226274423213,0.114931895853939,-0.399163489776627,-0.198451081401608,-0.151858068716009,0.204439017599924,-0.159583113944687,-0.396763938886161,-0.363320954368518
stable,-0.110395031631612,-0.147010812178451,0.0470438655933939,-0.35721558308286,-0.11796126743456,0.0340531323168854,-0.0707720273373562,-0.0158525825201167,0.308763613283958,-0.128722361518913,0.0724100261070292,-0.155543957471855,0.0371026160944809,0.167331125088914,0.204185252205952,-0.126790232939206,-0.0906528359339751,0.28342787999205,0.0963461071994638,0.121167958524415,-0.0551036985488126,0.182600519192583,0.0353243140246192,-0.171846186713059,-0.126766567322307,0.146772465608251,-0.117640091205212,-0.245885759583725,-0.0205214706541072,0.10744866232765,-0.172204551768962,-0.11029191715798,-0.388856512877224,0.0580094982238052,0.118059310704571,-0.093017707222698,-0.103219278507503
stable,-0.0620626104754371,0.242711429847309,0.0624915786221065,0.0451888196549875,-0.0313131091296912,-0.272297707350079,0.148386970472539,0.117579542771221,-0.131270515189558,-0.0233599770673527,0.0635796547605564,-0.15042378638063,0.138298391139919,-0.0604907709891009,0.372663729053306,-0.0232034193495902,0.132203599187423,0.0640461967594888,0.001283773285653,0.040573498135347,0.190270856705559,0.0576915189955062,0.212605380721567,0.198729670196271,-0.231653758241739,-0.131217285565518,-0.0070184824872959,0.379453637272668,-0.127849729056446,0.0548672177670695,-0.277216750842179,-0.35880054314543,-0.0027757683359303,0.0299338356362029,-0.22871203872498,-0.0774428406684317,0.056847672896766
stable,-0.206944498332709,-0.146382398709318,0.370904705376782,-0.0188666895977393,0.191034228909407,-0.191259978240286,-0.234982218365972,0.215848156001186,0.177552860417449,0.35002390395117,0.0525952583203175,0.186428191025201,0.0684393349180483,0.142868976024504,0.0620813550434964,0.112833909158492,0.0150202794235867,-0.0500440885452314,0.0015192554201056,0.154944686390896,-0.129811357236861,-0.395178973056587,-0.0033584910057473,0.221527731676539,0.144419159970095,0.118602801790621,-0.0867770600144951,0.0447934655037132,0.103000372363972,-0.140819310844906,-0.0761885203361634,-0.0472648570261454,-0.0317095430168252,0.354056463381515,0.384269875109439,-0.137595517903422,0.0542188613824815
stable,0.0666447509418202,-0.0021904394907209,0.222845746349093,-0.143687795098212,-0.0301626035618816,-0.351376707270133,-0.0505311730790454,-0.139432803443823,0.0342413529583965,0.0129663946864516,0.123168160788585,0.112820222504834,0.13112423985833,-0.125056470694379,-0.0631702607151594,-0.0629688409918747,0.070723500338335,0.0548113421988449,0.0701695960993022,0.0137217186487692,0.169167390093725,0.138048042846241,0.0030716507800914,-0.15134174458303,-0.0947428023400337,0.0935846389311468,-0.0214260230644084,-0.213504906681766,0.0765646723135909,0.120977721297864,0.0428520461288167,0.148395981129992,0.0839416696788925,0.029407279599564,0.0646305537089733,-0.169343632351599,-0.174026640917968
stable,-0.107573146539711,0.0233646270265809,-0.141024768087872,-0.181637440356672,0.0101227640056987,-0.207784933247717,0.0955116764947587,0.0833643596879202,0.146089727039133,-0.0861186099650891,0.111987100880005,-0.371172782806835,-0.0835217454180441,-0.153937551854859,0.096155527208902,0.170470207414696,-0.263671175235362,-0.0417286801733149,-0.0005365422617861,-0.0282364307635992,0.288416504348939,0.0485678055368824,0.0176772790516477,-0.267934897742356,-0.0739856009518983,-0.0122331635687242,-0.0761389238958667,-0.0516869045520659,0.147792354483201,-0.172044064715935,0.240013238439005,0.0821839667119907,-0.046528944942095,-0.0887369362026055,-0.164503857463634,0.0825559693468291,-0.0377081901583307
stable,0.0409623107301566,0.0791293642990982,0.134593279792658,-0.193502700942392,0.375360379238101,-0.0900947132704108,-0.32254600477279,-0.126320319831468,0.259028393404491,0.154727257022492,0.0887401501360581,0.093504059849126,-0.0101292959095247,-0.255042856200784,0.199468588781908,-0.195670760833059,-0.0191226178816894,-0.172919712256725,0.0357846337885582,0.0732036698762503,-0.0484860834017016,-0.0152621601910466,0.0677488233326194,-0.0315780327931748,-0.218811580568271,0.12641210479789,-0.0365343009995963,-0.0197690869956773,0.0182140217018327,0.20879556110505,-0.242598194528011,-0.101865700285226,-0.0842230699944556,0.10768015792769,0.0932225109643819,0.306901872145502,-0.267874454496706
stable,-0.0558830869724917,0.0821450597266474,0.232629838500602,-0.191480152581491,0.13362064366198,-0.173450128797236,0.249517000894938,-0.100512959825357,0.353685231682425,0.231927923631203,0.0428343988846767,0.0392385568050365,-0.0084780093524324,-0.115249563497832,0.213840388025184,0.18000848375378,0.07187606458349,-0.148520919213101,-0.233738756638851,-0.045635720785049,-0.0055646634447243,0.0437066840684328,-0.0042484997652213,-0.159024540035403,-0.119732846817787,0.174112349232789,-0.186336069706284,0.0232375951999579,-0.241667697245846,0.105092321718143,-0.254850376601545,-0.0276125307584396,-0.133250628388303,0.156876326893724,-0.0679133421883011,0.0567226919092921,-0.196124469002388
stable,-0.072711930296179,0.0909476753266724,0.0758097858473828,-0.0658574521309406,0.139653803782114,-0.311094837466546,-0.0432902105150904,0.0373227986453132,0.224893310644737,0.0683886854903149,0.251187605998106,0.0711991040558576,0.240189359230969,-0.0620994542203238,0.0459864794643179,0.0247168301736889,-0.105130421329686,0.0145190060173399,-0.17678337325764,0.202124588079607,-0.124705017582864,0.101649545680365,-0.0244362696709383,0.0636714182136761,-0.126460583669928,0.0283091048461613,-0.0509678036847219,-0.251546558406037,0.106112383089313,0.148663371691519,0.0558762371862741,-0.19749946567397,0.0834722507546111,0.141258774893437,0.0611890078829667,-0.0275299993323958,0.0383556463784781
