group,ASCL2,BCL6,CLOCK,E2F2,E2F7,ETV6,FOSL1,FOXG1,FOXM1,GATA1,GATA4,GMEB1,HNF4A,HOXA1,JUN,JUNB,JUND,KMT2A,MAFK,MITF,MNT,MYC,NR2F2,SIX5,SP4,SPI1,STAT4,TCF12,TCF3,YY1,ZBTB33,ZFX
progressive,0.0125593979805723,-0.117221047818675,-0.132216207831843,-0.324108585462285,-0.413622840160183,-0.0032730552313006,0.254384897279229,0.125670097369242,0.175222631219864,-0.193871434281926,-0.105879530854401,0.171112282789858,0.219827523441775,0.237715150868651,0.0722355677791706,-0.129247622854617,0.245555259911069,-0.350749732693802,-0.12909538772758,-0.25819077545516,-0.323119057136543,0.126279037877391,-0.0032730552313006,0.225764693396228,0.223785636744744,-0.261768300940535,0.0344051387104164,0.206963655207129,-0.074366859557692,0.0155279829577985,0.0531300593359969,0.180246390412093
progressive,0.0860523281822979,0.0360667963455912,-0.502001546741153,0.158884397563272,0.189058590562259,-0.048626677185658,0.0731114600568903,-0.0992344882550879,-0.322150148907962,0.164535708962493,0.0729971638712881,0.345110982637831,-0.11838544913155,-0.0646408427461476,-0.154096657344156,0.343853724596207,-0.0001777940664923,-0.595660921054088,0.0933799836370184,-0.371183212531317,-0.0204590172227984,0.274806128916285,0.130627840567166,-0.185909095670109,-0.219359779323027,-0.0664060838348931,-0.0883382518943424,0.0267199082785648,0.458556296636129,-0.0857729375063813,-0.216248383159411,-0.100745737820273
progressive,0.145383542136789,0.0516015551038455,0.0280091387491126,-0.244270793246755,0.0373392239711716,-0.0755301824474274,0.124186667457855,0.131957823690751,-0.180439832085276,-0.196038333236876,-0.180066929577553,-0.0632719912023925,-0.116458266823313,0.0613009350901403,-0.21286807280426,-0.0689709977448824,0.125675974673757,-0.0992969986575633,0.0909143682837607,-0.182686535152085,-0.207729110867853,0.234998585441498,0.196761877707399,-0.118640567830842,-0.0414346269136513,0.0855852705895045,-0.0695856190662783,-0.0392579294226031,-0.167624666654148,0.0417328414551304,0.0826272279716312,0.193032622348666
progressive,-0.591383675441301,-0.521983255242128,-0.095384463780855,-0.507182217758891,-0.508497865535179,0.197347166443148,-0.504441284891625,0.491942631016893,0.404013504635001,-0.508826777479251,-0.569565849817864,0.506195481926676,-0.313124170756462,0.493477553422562,-0.499836517674619,-0.633155492338434,0.469247706875931,-0.0593137872476351,-0.503673823688791,0.0643571037234045,-0.556299734740297,0.528232582179494,0.155136800287253,0.566496005006527,0.515295379045999,-0.461792369476967,-0.464971851602996,0.455762317168982,0.0164455972035957,0.526916934403206,0.50860750284987,0.556409372054988
progressive,0.246705562377028,-0.0671434737694273,-0.199122707807205,-0.0548356684303506,0.183188495537865,0.28549712741894,0.165166352005645,0.213738226647359,0.551653417876473,-0.178902741893008,0.173957641533557,-0.0814293192522842,-0.547697337588913,0.126704460321031,-0.160770707241689,-0.0236265906062633,0.0638467401964603,0.129451738298503,0.233738410323358,0.450223914948189,-0.0803304080612952,0.106044929930438,-0.148353010783514,0.189781962683799,-0.058791748717911,-0.157473973668722,0.360552761763488,0.0636269579582625,-0.125825331368239,0.0068132493841317,0.208023888454216,-0.017362796817626
stable,0.225386255397465,-0.0167714005102768,-0.149590248875317,-0.166942565539748,0.178365959276686,-0.151217508375852,0.141000807399484,-0.223435092750532,0.302952247085235,0.0794808387304907,-0.243891058442649,0.136799412423865,0.158801461560042,0.174293404588072,-0.28871025511103,-0.0797263695986794,0.216214162095219,0.0522306507325604,0.243235641894559,-0.240607433552908,-0.0405746769127589,-0.103505346589519,0.0909235918887927,-0.134424879258701,-0.058692425043925,-0.0575566278195195,-0.107807143529727,0.257151594510353,-0.139020138324128,0.298439899748544,-0.186088899754941,0.0275009258828995
stable,0.130700950500455,0.140124772784327,-0.190427452074367,-0.0509140165985409,-0.224303118888814,0.198290798802577,0.142413580119927,-0.0536642105820662,0.145274177337063,0.0081088703372846,0.112538794666773,-0.11966557056776,0.228251270347488,0.245024322809024,-0.0630913284848512,-0.140871230468291,-0.0528139409023184,-0.172645940225223,-0.291144861697514,0.124195398764711,-0.0367494465072386,0.141846733666762,0.231192610228011,0.0783632265311739,-0.110213735523121,0.207770646607982,-0.184984737438307,0.191574327456352,0.255389044292772,0.132671730610878,0.106109042166044,-0.196799531244104
stable,0.0039366493441738,0.129755507234089,0.0759795090049091,-0.167069719027206,0.244622643962725,-0.0487619010194799,-0.0054214440217749,0.150054438449545,0.0862689029068611,-0.146808102023543,0.0707150956244303,0.192186847840447,0.050057015120466,0.0247735271129801,-0.113214428097965,0.0933959173593464,0.0538941598998582,-0.264509564089631,0.0778529933886885,0.0667582344155352,-0.107020268940308,0.123185096440851,-0.0760727945343919,-0.0111756064320384,0.130249920540348,-0.0728046914848448,0.181017460443708,-0.0446495639281135,-0.214452548969165,0.323256126281419,-0.238081773587156,-0.204320185708509
stable,0.142372000617032,0.0058043031599933,-0.062841026578934,-0.188404875732607,-0.107251387167191,0.175888703075325,0.19627502998771,0.14903435608835,0.191326203264858,-0.0204429961444204,-0.0499258796314636,0.0532624953237319,0.111109474277482,-0.0099065259012253,0.0541789341165475,0.0111243419735021,0.139616101449006,-0.179731907357001,0.0273666597412349,0.188332465047228,-0.115570602154939,0.206338398005882,0.0565226934152252,-0.222520039626183,0.3828310004731,0.172944765091909,-0.0335112645016835,0.130972898730631,-0.0237429771816355,-0.0338784696769435,-0.188806712105222,-0.115297273283253
stable,0.0853738190117144,0.0019282624282713,-0.136978942248327,-0.131893150093761,-0.225486187705982,0.0108705794393798,0.0722857377798226,0.200587499100928,-0.145607916614841,0.0869405322346849,0.0842650681154584,-0.151248084217535,-0.0004579623267144,-0.0766725348041399,0.0207770276646239,0.0182943897882245,0.169036305118338,-0.0624274961152853,0.1645048884119,0.060692059929841,-0.046181885157099,0.205046605966306,0.136978942248327,-0.138401035789177,-0.127000184182022,-0.216399251012753,0.0712975032853335,0.0706226114354385,-0.0442536227288277,0.0610054025744351,-0.0275018428832203,-0.0184390094703449
stable,0.0443579194062568,-0.0520873237867033,-0.141633071349802,-0.15065657073116,0.168823132618961,0.0235609687666022,-0.224609880158271,-0.0463412606576544,0.106446346950007,0.0282801956449276,0.122833528211555,0.0700780575493805,-0.14344761760108,0.187840702632362,0.079080457555724,0.217752583278439,0.217647086403365,-0.288062733952983,-0.364456537756814,0.0808950038070027,0.0878015325618693,0.0134403018844707,0.0460036706574165,0.202082780767398,0.1626339826146,0.0584030700411537,-0.0281676656448483,-0.123241449461842,0.0093048243815566,0.143349153851011,0.0143757075101298,0.108640681951554
stable,-0.123269362171531,-0.0679052323172683,-0.0598635766166166,-0.123762625890325,0.12571201239093,0.33769042766188,-0.195387284100491,-0.0542314354109645,0.183942944529638,-0.122740166901591,0.0129050185147691,0.08553481342203,-0.272591288248282,0.141802646195616,-0.295895835523936,0.207935546246805,0.190545651812777,-0.320098079868865,0.0716961810795732,0.0860656654781896,-0.184400912784853,0.184094481297829,0.194361807394,0.0383027524592804,0.0876096866860637,0.0318343188236297,-0.109130955072398,0.136051497444074,0.205802522744997,0.0501266883800503,0.21832106628849,-0.0926242016572852
stable,0.303560957168881,-0.316118692240417,-0.26736035890078,-0.278424896206522,-0.221216993543943,0.462464714069172,-0.191079829988415,0.164845518589797,-0.101089515170907,0.0826478929265384,-0.135865801323198,0.154307775923833,-0.137694089897857,-0.0152756791730434,0.262796354255453,0.193582286211062,0.293780538229657,-0.060500209499761,-0.0985877636607922,-0.0662675988821834,0.232571255789317,0.0828783339244332,0.460857044561496,0.292164191948934,-0.176022765856093,-0.127065681560225,0.0355616662467023,0.27330815469134,0.278277523198312,0.17059277962053,-0.112857003227109,-0.0359401409208058
stable,0.0377318327620641,0.0109160381626408,-0.0962718759182595,-0.0947516723304193,-0.0733135470687128,0.0360278757521432,-0.0733528743693794,-0.0837217206072267,-0.0457979977401854,-0.111119966090662,0.0826666640583063,0.0682281202583639,-0.145599837921735,0.0150962590007475,-0.0710074755244466,0.127601495354549,0.25066882416499,-0.0836898519325485,-0.0128254464156997,0.0890505698475642,-0.104085125669679,0.0922394714861069,-0.006561556699166,-0.0132777103733668,-0.306918391085804,0.227411472218995,0.129062707991389,0.10651799385575,0.318528081465377,-0.0471737752066118,-0.0764400674717152,0.0271385496876535
