group,BCL6,BHLHE40,CDX2,CEBPB,E2F2,E2F6,EHF,ELK3,ELK4,FOS,FOSL2,FOXA1,FOXD2,FOXG1,GATA4,GLIS1,GMEB1,GRHL2,GTF2B,HNF4A,HOXA1,JUN,JUNB,KLF4,KLF9,LHX2,MAFF,MNT,MYC,MYOD1,NFIC,OTX2,PAX5,PPARG,REST,SIX5,SP4,SRF,STAT4,TCF12,TCF21,YY1,ZBTB33,ZBTB7A,ZEB1,ZKSCAN1
progressive,0.178597337407073,-0.442165091718276,-0.0422194386047332,0.120887313414991,-0.306090929884316,-0.285816487244992,0.0993219886600557,0.245723207418915,-0.203124097603707,0.0253620368596778,0.151792549947593,-0.206541138497975,-0.237522309272672,0.133948003055305,-0.0649237769910915,0.229245476884334,0.119672365541474,0.450973463801278,0.0875521811353549,0.174420954091856,0.165764450493044,0.0118457417667956,0.09970165987053,-0.246102878629389,-0.228941739915954,0.111091796184757,-0.0836036005464231,-0.0486738491827949,-0.177002718323081,0.103422437733177,0.183229326174858,0.39144101799892,-0.118381483425862,-0.0130606896403131,-0.0592287088339782,0.0721375299901016,-0.0806421651047241,0.141389558780599,-0.0027336327154143,0.161284330209448,-0.0779085323893098,-0.001442750599802,-0.0338666719743003,0.119444562815189,0.0006834081788535,-0.239876270777612
progressive,0.0976172992229371,0.0657093275555595,-0.272278816772959,0.369934237825846,0.198652855864642,0.24497087925277,0.469571994036084,-0.173949910057639,0.0413876000480482,0.277323605602887,-0.128991565271028,-0.356070599001031,0.110934525151815,-0.0564838447078828,0.0420737929871316,-0.0348941816800554,0.275481050488682,0.0521887852002867,-0.0912636608980909,-0.0283499342054638,-0.0264311354313602,-0.292724824902314,0.320896857234683,0.461312264213784,0.242797934945673,0.174432786570328,0.123413070821813,-0.0096575302537662,0.321328904640772,0.341380987193987,0.16443215984702,-0.188194767181945,-0.009873553956811,-0.252163197836496,-0.476281436107121,-0.247982503818747,-0.197318591816424,0.178562651481478,-0.144621515550149,-0.130935778598431,-0.466496833086858,0.058580545355082,-0.270537919871952,0.217040285176746,0.330528972935149,-0.130859534938533
progressive,0.0812911518174024,-0.203200483376451,-0.0245908456573639,0.370145885975435,-0.260075156725966,-0.226944699097074,0.262077190229819,0.0882898158456136,-0.111073744038825,-0.110958626343877,0.10905372819811,-0.0483276840090191,-0.221572283840879,0.258956332613322,-0.251298777319102,0.1092793527324,0.0030833559909074,-0.0653800881419693,0.272740869683556,-0.195982726859391,0.126396078301045,-0.223661693058454,-0.143876830919734,0.11309714117365,0.0448547875670509,0.310560029529959,-0.33048637996174,-0.162974456904042,0.231774416648517,-0.279356602153741,-0.0053812527294392,-0.0751093777072767,0.0487490393637569,-0.367557121095797,-0.0280419942303934,-0.0219422933500434,-0.151401439877332,0.0824965063202407,-0.135750582153229,0.0705333340617227,-0.132538736986118,-0.0412786079595224,0.196877770779987,0.183588362754177,0.0116775297537651,-0.125378308773752
progressive,-0.498383533208788,0.0144808774782214,-0.0964294795708836,-0.255170613745023,-0.41424085877094,-0.434755435198421,-0.231584336034284,-0.0714170548357739,0.438814469037013,-0.103340807458217,-0.207339836619989,-0.173002604417842,0.437936840098939,0.461413414192419,-0.496408868098121,-0.167078609085843,0.424991813262347,-0.145796107337548,0.40261227534146,-0.342714100317907,0.436949507543606,-0.499809680233158,-0.43640098945731,-0.145905810954807,-0.0018649614934073,0.554661488862785,-0.562998963774488,-0.464923929944715,0.535243948607897,-0.117053759615623,-0.121661311540512,0.452198310342642,-0.517362258994639,-0.201525544905248,0.152488027990362,0.497396200653454,0.393945689577979,0.322089820273168,-0.459109638229975,0.360815197165684,-0.271406749099393,0.250014543733838,0.494214795752936,0.252428023313542,0.282377110825318,-0.415886413029829
progressive,0.138925374796368,-0.215092530440263,-0.209047518087573,-0.470521779670294,0.0487997360835343,0.104853486990297,0.136837097801802,-0.420622950431725,0.571638349933473,-0.0655059520400596,-0.175415267543515,-0.480963164643122,-0.0302250617634503,0.222346545263491,0.0799040723710123,-0.431613881982071,0.178272909746605,-0.0772662487989294,0.037149348640168,-0.433262521714622,0.123867798572395,-0.150905490186245,-0.0281367847688847,0.188164748141916,0.453705654398265,-0.0522069248641415,0.175854904805529,0.156291046645914,0.450188556302155,-0.433702158976636,-0.293018235132213,-0.0861689033547093,0.0500087385540724,0.432383247190595,0.126615531459981,-0.0108810222348421,-0.279389480009784,0.510089133251538,0.145410024411072,0.418095036175146,-0.463047946216059,0.307086627516655,0.216521351541808,0.427986874570457,0.408423016410841,0.277740840277233
stable,0.029427443701702,-0.0760638828307845,-0.12417869548874,0.212416490825336,-0.168514387393541,0.316440009371629,0.237474882017427,-0.170611179521791,-0.288047052665208,0.10923808195237,-0.188687084413091,-0.203561362390358,-0.25630883116073,-0.19186182937676,-0.309162089098946,-0.117650527523174,0.114886902536686,-0.184087997303366,0.284512410545197,0.156886272098815,0.15860805433246,-0.353770345256673,0.0439798069798566,0.149831699373917,-0.19476334138227,0.0518215795049124,-0.315449790662765,-0.114926088663333,-0.143252308587512,-0.347614512364779,-0.157555646036938,0.180212315514581,-0.111573601848762,-0.195833403495941,0.143513237369385,-0.180431784572016,-0.126837200012618,0.0182884194143117,-0.152069187083168,0.291979574398788,-0.082124224615421,0.417329039009272,-0.278047368353615,0.381421707859818,0.0430755837639426,-0.0679487436065232
stable,0.223841685272569,0.106914373253208,-0.406558387196586,-0.224484960777117,-0.150349525958709,0.137985076222204,0.0030361280883004,-0.258252790604511,-0.215191366084171,0.0092472920859347,0.409821067326333,0.115738327217898,-0.116876048418742,-0.25235913019781,0.0171997648400942,0.175106537728832,-0.275012680677999,-0.095307301874242,0.274371058837988,0.319372231859187,0.344036638415287,0.0373281695736417,-0.0247272458084731,0.317050486850486,0.423386077516055,-0.0555267477935472,-0.0534811647623774,-0.0002662399903139,0.212322258114018,-0.346814794835954,-0.0638959440108067,0.162035973235407,0.361653126718482,-0.0644614972821568,-0.238086351586633,0.161875567775405,-0.167552598127875,-0.0796900939952063,-0.378985184721465,0.109548660859233,0.0373199012509611,0.0738824241443832,0.340021540921609,0.317348146466986,0.146865254781122,0.133655782466664
stable,0.135496015871886,0.0478644335003075,0.0877452339343394,-0.0318224375730642,-0.204314372429721,0.136061159944245,-0.187451905631587,-0.385481190953556,-0.120430177887809,0.0401049898181083,-0.165014284775276,0.222506406825086,0.0239649110353315,0.225557873441681,-0.0300226950175621,-0.10578780874032,0.189359072266959,-0.0377634562510883,0.253148736390304,-0.0859641738275103,0.0567276985249383,0.0339864878776904,-0.0525537281172385,0.250377506503804,0.138359101131028,0.108473410737068,-0.198026171580523,-0.117134282567741,-0.0072565744387501,0.241763340794814,0.0489666979720164,-0.146769316775338,0.0760126561676754,0.222302456760405,0.114381735129914,0.0728849028856653,0.0876191274057964,0.126654547037374,-0.0793708263166529,0.135547392605737,0.0598134162974341,0.230419980708838,-0.20788272012627,0.0742533922509649,0.247874058381618,-0.0036742149056962
stable,-0.115859813751052,-0.0829142196744394,-0.0966235245466981,0.157286553968283,-0.192377790347682,-0.193318675555634,0.0835067137700681,-0.0249910456863639,0.009407419550274,0.374633902063657,-0.202664496348384,-0.125278120523586,-0.15857239221837,0.150702363053562,-0.0529717799065212,0.147830141917838,0.168106160848032,0.184949553201955,0.0953293776269909,-0.0042202311550338,-0.0122206204811144,-0.0026332752576996,-0.0093211812897401,-0.112732888915611,0.301519614952553,-0.108658775743542,-0.149330000037092,-0.232914356892225,0.204091581982004,-0.0359135081658857,-0.131127137429901,0.0238003273781275,0.0099595163212007,-0.0534384979344608,-0.216001916628705,-0.169302609273247,0.402116402612491,-0.265703518775311,-0.0529276580057829,0.124457854278042,-0.0999501439588569,0.0169161648395563,-0.110863151745363,0.134533118962219,0.153416719466515,0.0104637666153528
stable,-0.0545425514929151,0.109955077223201,-0.0938122219297724,0.0984520845290811,0.144536553158673,0.241732008233775,0.207827178927368,0.142506613271476,0.122158882497424,-0.223486715200035,-0.0347989694948151,0.0853058071643732,-0.0271866949178243,0.28677734096873,0.117325692289811,0.109761749614896,0.124696307356421,0.235859682131525,0.0797959703276941,0.239967893807996,-0.0495885315301116,0.0589649205328812,-0.0911781332666232,-0.145116535983587,0.289580591289146,-0.125662945397944,0.0710962279539904,0.225105833919585,0.0725220190652363,-0.153647116700024,0.0345573099844345,-0.0445378477631558,-0.0767510604968978,0.0514493097600426,-0.154541256888432,-0.0862966111569339,-0.178852203632727,-0.260508952190352,-0.0032624033901389,0.219668494936021,-0.107127660951747,-0.254999115353673,0.058529933414196,0.130810292969052,-0.115561577864032,0.0532375901368595
