group,ASCL2,BCL6,BHLHE40,CEBPA,CEBPB,CEBPD,CTCF,E2F7,ELK3,ELK4,ESR1,ETS2,ETV6,FOS,FOXH1,FOXK1,FOXM1,GATA4,GLI2,HNF4A,HNF4G,JUN,JUNB,KLF3,KLF4,KLF9,LHX2,MAFF,MITF,MYBL2,MYC,NFE2,NFIC,NR2F2,PAX5,PPARG,RXRA,SETDB1,SIX5,SP1,STAT4,STAT5A,TCF3,TCF4,ZBTB33,ZBTB7A,ZBTB7B,ZNF143
progressive,0.224055607843207,-0.0068858697445902,-0.261057699108093,0.0215656360132772,0.11827048803071,0.0186902178781736,0.40021280306745,-0.4521216672959,0.250918066736938,-0.102834032779101,-0.130377511757462,0.146494987093701,-0.0482767571104241,0.0310242482998023,-0.0901973267643033,0.0050698161855774,0.259846996735418,0.020354933640602,0.0360940644853798,0.339375008840521,-0.055767978041352,0.283001679612831,0.0170255021157452,0.136355354722546,-0.210889219540364,-0.036169733383672,-0.0080209032189732,-0.274072749614351,-0.336423921807125,-0.391813555357016,0.0358670577905032,-0.177519235393503,0.356854524346019,-0.0292838636390817,0.160720739972634,0.0728691490553894,-0.194544737509248,-0.0454770078736127,0.183724085053464,0.38576004349364,-0.0444933121958141,0.327343654012061,-0.0246680608432575,0.270289304699741,-0.0160418064379466,0.0534222421942938,0.0068858697445902,0.0607621253286372
progressive,0.119627293754102,-0.000139307667933,0.132380277536695,0.0587118498670353,0.488222718771372,-0.485360579412021,0.0452623277447766,0.134267263220515,-0.334553696707824,0.0581292905284064,-0.0922976621723368,0.0046478103755828,0.236354455148507,0.204756943194613,0.132329620202902,-0.212000941927129,-0.176692780272838,0.120653104763427,-0.165003600499914,-0.122210817777586,0.196436476118979,-0.20428836285702,0.319888398574514,0.199133979143499,0.575049388893976,0.241673475196858,0.331539585347092,0.237696874494044,-0.544199072613541,-0.0174894444923157,0.272295833475221,-0.295724850354862,-0.16176153113711,0.119918573423416,-0.151604735711449,-0.269813624119324,-0.146880939335176,0.0135001794560526,-0.124224446795891,-0.186482310028493,-0.271991889472458,-0.251095739282509,0.610129592546195,0.503204625240893,-0.060320220214989,0.083331314090831,-0.111813400016405,-0.498696122533243
progressive,0.19585782464213,-0.0650697136333343,-0.17023339948439,-0.192466159440291,0.308244140835137,-0.145431953039055,0.0934525194987099,0.109843065277257,0.0932778414625637,-0.178580098311577,-0.0627176891992601,0.145989696943943,-0.0147718626435921,-0.0202435755126989,0.206542527692596,0.216908519940268,-0.110320441962883,-0.242408142237972,-0.186225863212141,-0.260859735616697,-0.0418196839564028,-0.254052118836941,-0.0574052551183762,0.0153159694035529,0.19904960607366,0.162825288648794,0.268397092876407,-0.312729535705408,-0.0932818253475986,-0.265756773069518,0.270820367562067,-0.255890988233248,0.0144867850240745,0.136583744376511,0.0220665859820408,-0.286539092420015,0.0155137080049974,-0.247330078972261,-0.0198155377109669,-0.466069423925593,-0.137298621900757,-0.291276468018744,-0.171631666518471,-0.126476168363892,0.191599741058371,0.151621531346183,-0.334872275182155,-0.0894585215248612
progressive,-0.503997565029292,-0.611871880881932,-0.107326730492983,-0.237980597307399,-0.370824805560448,-0.0416164873340137,0.452743575365296,-0.35669710328127,-0.0266126484793824,0.266126484793824,-0.0723907845467974,0.0922133745664197,0.119154574261597,0.178841378464327,-0.211477465899948,-0.201730446498035,0.334136586463357,-0.610119607731027,-0.270945235958815,-0.392180634587113,-0.585806817762208,-0.636403704994614,-0.54725680844228,0.450443716854732,-0.270178616455294,-0.0315409167163051,0.545723569435237,-0.356806620353201,-0.0826853893083693,-0.0386595263918601,0.537181237824571,-0.298214986869787,0.0738145064819084,0.0043806828772646,-0.306976352624317,-0.367977361690226,0.293834303992523,0.468733067867312,0.579564344662106,-0.115540510887854,-0.600482105401045,0.454276814372339,0.0754572625608827,0.095827437940163,0.463476248414594,0.121235398628298,-0.466871277644474,-0.0272697509109721
progressive,0.395200235977383,0.0710176796764681,-0.184119910272325,0.128774342005941,-0.448682686104106,-0.163296825182002,0.0469067390455685,-0.0518385223564343,-0.409009229247807,0.646611589646855,-0.470053747117858,0.193545096155313,0.03561843502292,-0.281550029458097,-0.330539077012697,0.228286769700746,0.519700365780574,0.163735205920746,-0.531098264987908,-0.576032290709131,-0.134802077163666,-0.138309123073615,-0.165050348136977,0.121212274262614,0.0261932491399319,0.484849097050455,0.119458751307639,0.0534824501267229,0.288344930908623,-0.455477587554632,0.258206255119998,-0.0208230850903224,-0.326703245548691,0.189709264691306,-0.140281836397962,0.549510256015141,0.0997316180641759,0.0864706007171811,-0.0240013454462138,0.346868759530898,0.505781777325464,-0.0930463117983356,0.206038947209506,-0.316510893372901,0.30368825676465,0.364184798711271,0.114855753550831,0.208669231641968
stable,0.255099147172425,-0.0273906214553144,-0.118863488770445,-0.243688274620806,0.287316303400813,-0.166100466482905,0.262176031979017,0.236738554564629,-0.276499310207152,-0.392560247666623,-0.395103675831726,0.247341564769896,-0.160332113615921,0.232686459779422,0.515180888895397,-0.132004467711739,0.293529666315845,-0.359397544953737,0.256101684770198,0.185253475247474,0.212364467408683,-0.326731383973099,-0.0534352939083327,0.221961477939202,0.291988908905322,-0.218347335891288,0.0148539081029024,-0.180124008739119,-0.174832224083376,0.0968438802708701,-0.0228008394845838,-0.0581780730499812,-0.155201049225886,0.0802781082608131,-0.101565354323444,-0.204618602805144,-0.490366718493251,-0.0851885318221184,-0.118178663313499,0.126038376986781,-0.154291588236008,0.197245577260414,-0.230546896209092,0.358819111785358,-0.3842041254179,0.317368329951982,-0.24552064543804,-0.449516473858168
stable,0.329518200639881,0.0825128211173082,0.296231722394133,-0.29235041142672,-0.316383607400011,-0.264983796199518,0.277652763748935,-0.211277245712755,-0.286432193728635,-0.133932376163332,-0.202999638473649,0.194750001682379,0.0966296706723731,-0.201066386932017,0.174907436923162,-0.196928405972694,0.325019894499607,0.165752873878362,0.174986412305288,0.367533329890437,-0.139388258811887,-0.0839212154318928,-0.0493744217130469,0.25063989242084,0.288717543848913,0.29359591901567,0.0896995808907958,-0.106200499793796,0.18043900431292,-0.187676769020698,0.223954439864477,-0.166680834618345,9.04926253529801e-05,0.362778353758253,0.458999984956308,-0.0158329187958496,-0.381873943028193,-0.273369994589048,0.0681261390066453,-0.360599949467938,-0.29779806747297,0.077236278398999,0.342621532790992,-0.0325608919224632,0.287184105179296,0.508417185001339,-0.0704312329724549,0.0251915015778087
stable,-0.0548622056850247,0.127769208917796,-0.0686859979584442,0.0909890449447021,0.0307621277768293,-0.0543625131488728,0.0802875551021448,0.195519447251086,-0.454751244701713,-0.0883664350499919,-0.0657980233939142,0.119809820663376,-0.0257139916895556,-0.0726137054398121,0.0260352226056533,-0.119279091323736,0.193621546717813,-0.0145609163562523,-0.170857603199763,0.0197378551779999,0.0584454046476792,-0.10254715056352,0.032374489718015,-0.0734548028143286,0.267493794539051,0.106577279496397,0.138082738716757,-0.149325820780174,-0.0565599188358017,-0.159259149736411,0.114829965543775,-0.129667109451068,-0.022174244251784,-0.224560584274522,0.128012847825174,0.163079780245747,-0.203966113320262,-0.248286668700691,0.0521030338549686,-0.0399226403262226,0.0910138743874923,-0.0018854858118774,-0.161827445225018,0.0517802510986966,-0.318827115667525,0.168205508341739,-0.172591008674551,-0.0780917012553903
stable,0.137518088335901,-0.0026419863499959,0.0386733567799205,-0.265587741215824,0.280179925039523,-0.0081901291260601,-0.0381370201281756,-0.127012115807818,-0.0760746989448932,0.0265540904575309,-0.244872237823401,0.459829285053815,0.241943805434161,0.409749492772994,0.256400619943203,0.459038202771955,0.173063671415124,0.0628316388394279,-0.0947356731186509,-0.0757105726238204,-0.252749361107974,0.0018200604268213,-0.0580828604340953,0.0678997060502189,-0.0951337845630238,0.368659479578235,-0.0787115446880034,-0.19556753482524,0.224779033453424,-0.0936167343531894,0.120054018798706,-0.105246500664349,-0.241433457406116,0.0250484638185537,-0.0399433722699682,-0.1741274914512,-0.223011235863274,-0.15309898221729,-0.0603275921075325,-0.252793627445046,-0.150312773285222,0.0594742513645007,-0.134233240535917,-0.0250110516239964,-0.160086209332088,0.229016321473626,0.125505632401027,-0.108156655340217
stable,0.0735601931633997,0.107838569637515,-0.0264123911358446,-0.0932371840095936,-0.0836392385968414,0.232563750001226,-0.179450307717123,-0.150704581480935,0.0314879963541172,-0.0710825280568497,0.0404364567389388,0.104061934475104,0.002886600124136,-0.164921087092305,-0.115006959945786,-0.0429862868485923,-0.159580876862653,0.0144089456196457,-0.0243917710489494,0.216903944327788,-0.148611796390936,0.100068804303382,-0.102257809397519,0.0884742938047692,-0.0271821511689476,0.0366117115744586,-0.15837812681093,0.06429901776513,-0.0974949191926943,0.0458488319716939,0.0751237682306401,-0.196168533436077,0.0027182151168947,-0.0107285304613722,-0.147890146359902,-0.0298763112848079,0.0772887183237421,-0.205381598832278,-0.0583093225075477,0.141563681087838,0.107092864605447,-0.0400756317234218,0.147240661331972,0.106539599581654,-0.0629519377071998,-0.0942715490540757,-0.101560214367519,-0.0191237258224012
