group,ASCL2,ATF2,BACH2,BCL6,CEBPB,E2F6,EBF1,ELK1,ESR1,FOXP3,GMEB1,GTF2B,HNF4G,HOXA4,HSF2,IRF4,JUN,KMT2A,LHX2,MYC,NFYA,NFYB,PAX5,POU2F1,RUNX1,SIX5,STAT4,STAT5A,TCF21,TCF3,ZBTB33,ZKSCAN1
progressive,0.0503665581762267,0.171294189930559,0.0049488535767449,-0.0466948281031578,0.182788301463644,-0.0379944242343643,0.401575521687157,0.168979403580146,-0.0695234107313683,0.031528986497004,0.30563161847349,0.132501563506397,0.0847690725565019,0.452341180958283,0.071279455548923,0.477245089279967,0.274661373509344,-0.366454625336064,-0.317445010882494,0.201546052923886,-0.0520427827748016,-0.511887064317182,0.247362858618267,0.099855093943676,-0.307786764385943,0.0714390959868825,-0.107517834965733,0.232117196793133,-0.568798880449748,-0.0567521756946072,-0.170017066426882,-0.183586503653441
progressive,0.175479825169352,0.177180057815202,-0.189187127120391,-0.161601181943926,0.164500803510492,0.0791860289633069,0.0102936565613087,0.195487213978657,-0.0548555680002136,0.0178458527324097,0.20620263367692,0.0419522520289957,0.0726750605365637,0.311023953308275,0.0760887059262934,0.117816896288782,-0.102369821397804,-0.303366316352935,0.27330251274686,0.304223022724875,-0.41498856656769,0.0026887399980883,0.0058651436232808,0.0776307773957853,-0.0735317669085036,-0.0241195793946158,-0.145785064308112,-0.0582560332919136,-0.290542080969896,0.414751324803153,-0.0442587691842185,-0.178919830755142
progressive,0.134246025008858,-0.137259362105262,-0.175836026800401,0.0979508487458037,0.143442574312193,-0.194997176930362,0.057476996836762,-0.0892547646168327,-0.0404721204679604,-0.143450365797058,0.0374563436136693,0.106577124318451,-0.03668231074846,0.139628760523156,0.0094955376973284,0.0190780409580586,-0.163927647254411,-0.0918611343572633,0.197494151075201,0.302149611899009,-0.152322899512588,0.0164353896567881,-0.0572980287904493,0.0348129052937254,-0.14489273491965,-0.0797955084803443,0.0223510155147903,-0.154298001575149,0.0632824400804997,-0.19513734495608,0.219629051262298,-0.0445522613760481
progressive,-0.211037078042642,0.480751131970758,0.075568832579777,-0.443855760770043,-0.202035496514757,-0.511756579455696,0.0442299931863989,0.307053947673417,-0.274381540646279,-0.156249674422304,0.410627700562171,0.482084699604519,-0.524758863884863,0.325723894546068,0.600883349645374,-0.0866818961944501,-0.5184244176245,0.204369239873838,0.6577822353525,0.524092080067983,-0.127577970296447,-0.0618997643337291,-0.564210239716953,0.134245808465251,-0.298719149962413,0.440188449777201,-0.489974974770936,0.584658276767951,-0.0860151123775697,-0.283716514082604,0.425963728350419,-0.488752537773322
progressive,0.414183726253649,0.324469698791641,-0.13445205707171,0.097923931831874,-0.459754644712468,-0.0343864110563932,0.047474664399657,0.420370900561374,-0.406925694854203,0.437147661665012,0.170861198190244,0.0186805070444766,-0.268428177658211,0.0455709184588186,0.109346407476904,-0.118270216574584,-0.104349074382204,-0.137188691861666,0.185972181595649,0.0042834283668863,0.153370532358792,0.17062322994764,-0.158129897210888,-0.405021948913365,0.145874532716741,-0.0116604438876351,0.284134081670128,0.110179296326021,-0.0579452670742681,0.0184425388018718,-0.0283182208699709,0.0403356171215131
stable,0.201882195907053,-0.134675886850211,0.0083533203776788,-0.0454460828917113,0.246596642963547,0.218562209378375,-0.0536261210978912,0.0642146312827139,-0.231456915461105,-0.109682289102004,0.0018553072215569,0.184830629410793,0.193248947671555,0.250174257536653,0.121891103657989,0.118586862534325,-0.140844131334804,-0.202978011057785,-0.0387317742591085,0.0059157632118576,-0.148771005517375,-0.0380307256629892,-0.0980202214448999,-0.0194108804120672,-0.0654967008715266,0.046496836484843,-0.148287890999831,0.108342731889707,-0.165888662298116,-0.0403950919352537,-0.227856087358326,0.0959961382076041
stable,-0.0216257880479344,-0.177970571139724,-0.400020378260692,0.261416967190383,-0.120108851627578,0.200288614592809,-0.0111454812785198,-0.237609474454823,0.117446461035154,-0.361259153240285,-0.227973753130812,0.127606874720038,-0.228603383963858,0.101492428152645,-0.0820855810243972,0.242924100303654,0.0011594008619265,-0.400193018972979,-0.150177109017541,0.0578701822921598,0.03060818275486,-0.196869651467128,0.271568918095252,0.325420972436735,-0.292717405350393,0.169829376766196,-0.245202280683439,-0.0563807330096848,0.0598640132634728,0.169629655157864,0.288849914883966,0.224649573141288
stable,0.0524122140815766,-0.0342197399413154,-0.160945053618426,0.0009810362147825,0.102046662701072,0.0896144300915889,-0.141014114018904,0.0015510765193592,0.100360162241952,-0.0130857318536805,0.164848727416895,0.0252376684017975,-0.0246676280972208,-0.0297192559897126,-0.0312262409938008,0.130606941717944,-0.114831627432725,-0.0495273692252658,0.0637846756275791,0.234692837000306,-0.184234821863424,-0.056074959243028,-0.0572134651552074,-0.049768297862283,-0.0678300721537049,0.054004232722259,0.209618937083801,0.0879720211477394,0.0897230841827927,-0.115116647585013,-0.208801669354311,0.178657245181627
stable,0.237093938789584,-0.174306435605262,-0.220066099021327,-0.102485171816389,0.0376369338613016,-0.167257150942388,0.313422332228922,-0.113839296487681,-0.0454863541011288,-0.0092890239370307,-0.0548629883723404,0.0102181009692738,-0.237694404302591,0.130706177735002,0.134538911557238,-0.223559451947699,0.04437245128083,0.0226730305703731,-0.0525004199917902,0.19350794306675,0.279521498864447,-0.124530958964304,-0.219915909877017,-0.0013004749937536,-0.0761179539987637,-0.151229698943497,0.0305797904641326,0.0856898923704249,0.0047306669815304,-0.169565581375571,-0.116261533036029,-0.308578732324926
stable,0.246335007762839,0.164636832663329,-0.0842039496774172,-0.0453768485444891,0.0466421406580861,0.112983142849428,-0.197311140773276,0.102910425239224,0.108740692821485,-0.0658199995563311,-0.133649580704846,-0.168680805496983,-0.224576945338827,0.195028653038944,0.107872355096467,-0.012752159733115,0.0650260907791722,0.134369060534146,0.0355522274271476,0.115116772688042,0.0868089628524698,-0.121120707815307,0.0831123251088237,0.0579553407326006,0.0069467018001404,0.12955598857262,0.0787706364837359,0.242092557734896,-0.0651997583241757,0.127992980667588,-0.280994087815683,0.0045897851179499
