group,ASCL2,BCL6,CEBPA,CTCF,E2F1,E2F7,EHF,ELK3,FOS,FOXK1,FOXP2,GATA4,GMEB1,HNF4A,HSF2,JUN,LHX2,MITF,MYBL2,MYC,NFAT5,NFIC,NR2F2,RUNX2,SETDB1,SIX5,SP1,STAT4,VEZF1,ZFX
progressive,-0.0728333315310916,-0.172912569737346,-0.1533533574035,0.441794659914302,-0.472617543164137,-0.632744324294144,-0.2116504649822,0.140110933488756,0.258683901644911,0.0811288729489484,0.315154467993992,0.09170759090383,0.166063040126271,0.417288565083569,0.049164401430601,0.209595606098878,-0.0642333665749648,-0.282352831745402,-0.408688600127442,0.115985368080861,-0.219641582861787,0.432281424343365,0.143079062986888,0.305869550076758,0.12359595653761,0.187296581920602,0.48707766123196,0.0397272717442318,-0.0910987438272901,0.0592864840780777
progressive,0.064158630176104,0.0512989483107411,-0.176833332844259,-0.165638293591902,0.122395707240292,0.141011748675822,0.436314265344961,-0.192628376874541,0.256799714246165,-0.266037845388575,-0.183174223408306,-0.0855829618213627,0.273801941850765,-0.203925073691051,0.0706392998908619,-0.293332901363673,0.140376388899865,-0.454714284456666,-0.173427804445131,0.133921133576146,-0.119994047287176,0.078937098564856,0.267499172873275,0.0277906366003445,-0.0860150064690132,-0.225247747772157,-0.0450088865287701,-0.16054270818873,0.144213961946644,-0.118380233456246
progressive,0.145782189755363,-0.0309402761644432,-0.106170608032417,-0.0255309779216414,-0.264170187761913,0.0738289258229406,0.187858641700515,-0.0131533767618586,-0.0338246922253306,0.246585761488436,-0.0994231429799732,-0.200566884937926,0.0134260815570019,-0.192845551028438,-0.0304248341340624,-0.165827029537009,0.251327474704412,-0.111192786873153,-0.275159215139494,0.217301692468123,-0.0694530473575078,0.0014164666648835,0.11633299179598,0.0488592633503051,-0.201772041885524,-0.0382056421239782,-0.357556020019314,-0.0928086877895728,0.128167719082083,0.270276500712166
progressive,-0.426895686578493,-0.434140509235778,-0.263118786507752,0.500112303433174,-0.0435787059839706,-0.196598142109046,-0.139188411052078,-0.100110276718844,0.241164778455374,-0.221515941248496,0.453020956160823,-0.461912329422036,0.461473249260989,-0.269814758963728,0.418333623438066,-0.571353059563142,0.411747421022352,-0.001975860724714,-0.101756827322773,0.568279498435809,-0.338750344248195,0.0212953878108068,-0.155544147051099,0.0699235156468244,0.499563453231865,0.533482395672789,-0.0624591529090159,-0.476182434656082,-0.146433233709362,0.361253202501883
progressive,0.361441782905126,0.0893129481858304,0.171238282139006,0.145988078269184,0.241586011697721,-0.25360466768816,0.0868871644079436,-0.253163616092181,-0.0303222972235844,0.237837073131896,-0.32108556187301,-0.031314663314538,0.215122915938957,-0.307743751094633,-0.096259510822506,0.0454283143858791,0.0803816533672473,-0.107285800721991,-0.127684437036039,0.129558906318951,0.0593214396592305,-0.15315516670385,0.0760814003064481,-0.452959989070853,-0.103316336358177,0.002977098272861,0.185903247705321,0.0509414593356218,-0.17178959663398,-0.0764121890034326
stable,0.214013207560322,-0.165024489135237,-0.211709855466198,0.228232264983136,0.2611171587005,0.162245369244872,0.243461644246771,-0.120655033778728,0.197932362931498,-0.124448483663211,-0.0040920573050375,-0.296013076531597,0.187108211350431,0.110703056354879,0.113747382388332,-0.230214296788028,-0.0244483990547481,-0.21869245932323,0.0842591313791427,-0.0962106428772761,0.0754411941278537,-0.0757703971185685,0.0795758714629392,-0.279996763170839,-0.0917108227769214,-0.0116821635966395,0.100496561196732,-0.114260292405115,-0.0555089149968643,-0.0140329455047672
stable,0.189667625855016,0.234373579658133,-0.412000415163562,0.305269449451311,-0.250673966758295,-0.199761879549981,0.151780328865802,-0.183870942059952,0.0986459869186225,-0.0709338429425044,-0.0973895709778524,-0.0698771987873233,-0.15665079801859,0.201034805555676,-0.0911487664363138,-0.157889052887943,-0.156404798051212,0.0458633093543392,-0.23636304248156,0.268664984506747,-0.161214179963779,-0.229851472875257,0.374433413433887,-0.0212121314152615,-0.22951962057027,0.013424333790278,-0.299208604617452,-0.248443456986967,0.451954772281349,-0.425196910057879
stable,0.112033844385393,0.119729959311589,0.133305482972832,0.0611147428617761,-0.154951972752109,0.15238400877815,-0.0835949265780861,-0.42004797993906,-0.140331220871301,-0.0893250169960536,-0.115505495257517,0.0677578525727261,0.0337661598489845,0.0316041550495884,-0.127646940915132,-0.166842999148787,0.137209534804835,0.0115021766126141,-0.0363341238229433,0.119002032515821,0.0425028367973352,-0.0391276206716594,-0.217654778132002,-0.0345703012024289,-0.235758068678888,0.0211238756694946,0.126086875581467,0.0340088021142404,-0.163663763314279,-0.232958350233627
stable,0.227094332832551,-0.168105887596219,-0.151822381739089,-0.0168647630779354,0.15282970336608,-0.167595641109778,0.0909046206634538,0.0307971836936704,0.422980306912773,0.400913434875433,0.362492905247419,-0.0552606680158077,0.144869056443505,0.0217166860368246,0.352663931543684,0.0314044972726497,-0.104827878603787,0.176698759121522,-0.0625578799725673,0.132094855265286,-0.427189697259107,-0.138054602946981,0.0402229996797238,0.110908172733738,-0.0656021788748341,-0.185463717144217,-0.269388956153913,-0.200514556826191,0.31595653588221,-0.0317492429346446
stable,0.0628477299019339,0.035840388134295,0.171119098242809,-0.200982055000216,-0.041745219130087,-0.124775854976654,-0.0719711777929732,0.118314421059128,-0.0302743589169501,-0.0333477750500057,-0.0396156079512768,0.204587873927974,-0.201320856778663,0.0695027648357159,-0.052078673372723,0.197473036580586,-0.196722832642596,0.0090508475099435,-0.090508475099435,0.0876044598556029,0.0473354484744639,0.0673005532758098,0.0323071695876326,-0.0752381949422844,-0.0966069071114825,-0.0887660659531358,0.0391316054106381,0.0289675520572256,-0.0569670990331738,-0.230482009852144
