group,ARNTL,ATF1,BCL6,CLOCK,CTCF,E2F4,ELF1,ELK1,ETV7,FOS,FOXP1,GMEB2,HIF1A,HNF4G,HSF2,IRF4,JUN,KLF3,KLF9,LHX2,MEF2A,MYBL2,NKX2-1,RELA,RFX2,RUNX1,SETDB1,SIX5,SRF,STAT1,STAT4,STAT5A,STAT5B,TCF3,TFDP1,USF2,XBP1,ZNF76
progressive,-0.26883365705307,0.423145270610139,0.0336921506803935,-0.454961292250325,0.326602797082793,-0.0833313982025509,0.280559463554367,0.543061185096736,-0.199729570738759,-0.0286891399065067,0.175808925476113,0.130390968294423,-0.132188925291288,0.0515153765623649,-0.217709140707415,0.325586560519347,0.246007420397212,0.424552367390294,0.0404931184511457,-0.285249786154886,-0.352555915472331,-0.403133227514592,-0.0874745164996758,0.45910441054745,0.477553012776157,-0.495610754788154,0.218412689097493,0.167600860925206,-0.126013333867272,-0.0698858067477303,-0.301275055039992,0.312766345411263,-0.220366990181042,0.422207206090035,-0.15634408668396,-0.631082905899806,0.098418602567553,-0.336765162717251
progressive,0.0323546585222017,0.0392275919958557,0.0319007855569603,-0.0190756323391417,-0.0815285523563454,-0.412868784781506,-0.0884663248250339,0.217508892742641,0.143410889217246,0.153357191055534,-0.0383587494623938,-0.024444301127996,-0.103677553060121,-0.0569416054392735,0.0506781585189435,-0.0156132300043009,-0.0989832098196253,0.19111942176361,0.0569416054392735,0.108968415054934,0.0056539603670059,-0.10969461179932,-0.210947186445152,0.0185309847808522,0.179227950074288,0.198653712986616,0.0038384685060407,0.063023503173507,-0.0551261135783083,0.350493671558343,0.0085457795455434,0.0905411726661371,0.101654576415046,0.187644051629763,-0.0658634511560169,0.0328604026834705,0.0010114883225377,0.0755503970141671
progressive,0.079476179018902,0.011868510597861,0.101267980414596,-0.0428632204045723,0.0366079624642694,-0.130770714909559,0.0388933107926195,-0.0767459391406538,-0.0209105273639689,-0.0325557725060116,-0.0253395363275537,0.0112722513141057,0.056841199235693,-0.0481841982836046,-0.0056339398414014,0.188285067301029,-0.0689343804565768,0.0410241687933247,0.146464637091848,0.14161360957786,0.081563789095648,-0.170683864833231,-0.117616632449315,0.189311385814191,0.117811950690733,-0.145525048621139,-0.108051190899549,0.0640555618578783,0.0022687205164307,0.165856100642961,-0.0602246076694768,-0.223457261141728,0.0977849612389853,-0.0633456401602518,0.0064296548033441,0.103535608023201,0.0001577690511219,-0.0692568663299983
progressive,0.203138420160521,0.0472985668028891,-0.469415964873956,-0.272189865563796,0.566021056504385,0.0178485157746751,-0.4553602587014,-0.0094820240052961,0.285018486276844,0.408619458016469,0.455918024819358,-0.462165005340494,-0.649128208080217,-0.58710461576322,0.461607239222536,-0.561447374337125,-0.576953272416374,0.440746786410884,0.111441670368128,0.57996520945335,0.451567449099281,-0.0166214303151662,0.0291153913574388,-0.0186293883398172,-0.154724321121715,-0.223998872972173,0.454021620018299,0.408396351569286,0.0187409415634089,-0.415870417549931,-0.499981548138087,0.474993626053542,-0.457479769949642,0.128509313577661,-0.430149230169671,-0.0445097362130961,-0.48068284045672,-0.426579527014736
progressive,-0.100995876146812,-0.071757291008177,0.311580647736905,-0.104343805742839,0.0514465181256137,-0.0299081710578405,-0.17788665920223,0.275980996365819,-0.208352818526075,-0.0107133747072861,0.0129453277713041,-0.0903940990927269,0.28479721096869,0.0176324292057418,-0.13559114863909,0.19652346728678,-0.0992103136955978,-0.132243219043063,0.468040557524564,-0.0281226086066261,0.0579191820112657,-0.0025667460236206,-0.0061378709260493,-0.190831986973535,-0.0154004761417238,-0.0040175155152323,-0.125770555157411,-0.213821103532919,-0.0464246237315733,-0.0959739817527717,0.106240965847254,-0.253215075112836,0.106464161153656,0.152330796619225,0.0352648584114836,-0.163936952552118,0.14172901956514,-0.161481804181698
stable,0.227398332976545,-0.0039796641207678,-0.119084478630277,-0.141182658877849,0.08012507908656,0.178424818258789,-0.168469715713048,0.134892349831986,0.008620351640444,0.23935289811576,0.105103676649564,0.100196339476103,-0.160496863744194,0.0408864623848827,0.0020931724615565,0.204644730065621,-0.17931478879896,0.155223019900083,-0.168509194068552,0.0574426464981887,0.122389732228125,0.0674417353085401,-0.109143719431692,-0.119280231168123,0.111856524490365,-0.12129594955504,0.0018135454936777,-0.177909413984336,0.0027252359595413,0.228507415219929,-0.120062694906281,-0.0101916994721535,0.179127778872714,-0.154407361558508,-0.0248728666039726,0.0430465704664981,-0.105947338668919,0.0440347587838576
stable,-0.206051465388393,-0.0337850575257604,0.0109209499578584,-0.20067098194732,0.213723916893096,-0.2794836971405,-0.0433015244820993,0.0774806455838256,0.0579256616346117,-0.0241709166916179,0.152773733111328,-0.0379479855590412,-0.137588813177633,-0.260656215177685,0.063818090917965,0.142933931938812,-0.083110365816535,0.190299026544012,0.206376483636946,0.0953145484448465,-0.0212272280985051,-0.199919903507658,-0.0904645352021893,-0.0508712500118717,0.166544065849247,-0.0217610663616726,-0.408531098107454,0.072049641171475,0.0101580832915655,0.0234114180900768,-0.310080881378639,0.149914246137011,-0.0689442854702736,0.227639076415345,0.13373237903677,0.0380422913720928,0.111567144904876,-0.0472909971806601
stable,-0.0832534660797376,0.0773593039292822,-0.196037566138707,-0.0434552772005937,0.0560732552016356,0.0561582671557287,-0.177700172781735,-0.171635986723093,-0.263771627710114,0.0762084939581329,0.0054171506302663,0.0474067587704771,0.105384911461977,-0.06985306324195,-0.0377893878898327,0.163043482177904,-0.153633918296154,-0.0525232189705253,-0.11482596125265,0.26123386345089,-0.0641304992951268,-0.0536094828283816,-0.0257507506129809,0.0897033545226907,0.212029259280888,-0.0537921011001372,-0.217048113163274,-0.109676440848233,-0.0848986048209839,0.0535213222833962,0.17541744438479,-0.0608040130173724,0.132454921658847,-0.0520273159049821,-0.0926945158704112,-0.0416448374374998,0.0557048700672321,-0.202415036991136
stable,-0.108618982971473,0.0162064228932823,-0.0476088960913857,0.0066950646887381,-0.0853082231741318,-0.0855172256283281,0.141763046257955,-0.0518160165238349,-0.0421730857436685,0.215800273573481,0.0776746850698941,0.174132519668927,0.0180644488892917,-0.198702533807289,0.123751866796404,-0.161855517568396,0.0905289181825022,-0.0127028664326888,0.179693207527578,-0.0164506472095367,-0.0296113978489814,-0.0198406786601908,-0.24935797542182,0.161143220903468,0.0004768050417457,-0.105847808369873,-0.179510403152599,-0.132683083091181,-0.0513659917408441,0.0874538458619879,-0.0327100484407908,0.0604011270831807,0.0174749921069137,-0.0396909632827612,-0.0428056238118697,-0.0622105410877545,-0.21210372459599,0.0764951893255999
stable,-0.441964668348545,-0.290033049932129,-0.202191319363535,0.0068148747046941,-0.175883898628503,0.0675474345729976,-0.245686254978789,-0.0770932700968522,-0.465440909518759,-0.212664178284719,-0.237242825657164,-0.0272093894459478,-0.117656807401631,-0.0802251058986418,-0.192194499484223,0.089821050795325,0.181771749935867,-0.0389600373742623,0.288279221883127,-0.131762595852891,0.0691509345035138,0.213340654817906,0.404507912159141,-0.248442270484363,0.038859818628605,0.0531159351983512,-0.344201281959881,-0.232758036789001,-0.432193340646961,0.0313684673907244,0.0925520116144855,-0.185279406033871,-0.0288128893764641,-0.0423424200401951,-0.123569713395409,-0.0771433794696808,-0.0511115602852059,-0.387270287906092
