group,AHR,AR,ARNT,BATF,CTCFL,E2F4,FOSL1,FOXD2,FOXM1,HOXA1,HSF1,IRF2,JUNB,KLF9,MAFK,MITF,NFE2,NFIC,NFYB,PBX3,PRDM14,RUNX2,RXRG,SMAD3,STAT1,TBP,TCF3,TFAP2A,TP73,USF1
progressive,0.0875755739598791,-0.0773189752078212,-0.113295967753501,0.0389750752578201,0.0761355215056607,-0.0844196974207844,0.105800760973151,-0.0127812999833337,0.452947180273573,0.248051895972847,0.243081390423773,0.0641431906571007,0.130732185632,-0.0930194609898176,-0.101303636904941,-0.173257621996301,-0.0563323962228412,0.0400796320465032,-0.324660798959372,-0.003865948760391,-0.0815794085355991,-0.403478815523263,0.117004122686938,0.0006311753078189,-0.0942029146919781,-0.203238449117702,0.0523875505489727,0.0421309517969148,0.0960175437019576,0.11542618441739
progressive,0.230905215672862,0.0155654499464278,0.0863935596429292,-0.476764950662855,0.404422795493749,-0.215127268116244,0.0850256062773301,-0.388033917307834,0.223281863907291,0.50359277394936,-0.411435216630023,0.333010317369225,0.250441714709718,-0.185111980676887,0.226177143846131,-0.455674562851483,-0.42265774666819,-0.415353141317904,0.397370531055564,0.444173129699942,0.221010795698383,-0.159479456447701,0.453894895366141,-0.432817788655406,0.163251289028576,-0.416508597073313,0.165947352457863,-0.4157117310351,-0.478743834657751,-0.420028088742087
progressive,0.313895449692365,-0.150862160069751,0.0177825956100603,0.0516605690268052,-0.23410923822064,-0.0015596914931447,-0.134981125154507,0.0565993993340313,-0.0383252029053299,-0.0522112297932315,0.0919009796383843,0.129430954996119,-0.20439005661015,0.114520708334876,-0.0196390517755622,0.161221937986425,-0.0150837256201429,-0.277962945689934,-0.12186673267579,0.162903218954318,-0.0606324381705241,-0.200103738493664,0.143545974109768,0.155225657047508,-0.0499361881753453,0.355289996542061,0.172051496923798,0.0185433586711537,0.0040326533276952,0.180796763996315
progressive,0.458506862923708,-0.414472590374013,-0.152688840066071,0.0302735623779159,0.0877382880552691,-0.401702651334601,-0.443094867531315,0.488780425301624,0.241968327660579,0.376603115981274,0.15500063937493,0.309781107387111,-0.435609041197867,-0.0479973570791685,-0.463570804266923,0.0016512852206136,-0.36636514761347,-0.294148940631969,-0.444195724345057,-0.311872735333221,0.429334157359535,0.152578754384696,0.270370433455133,-0.0249894496719524,0.40115222292773,0.0651707233735499,-0.463020375860052,-0.162376380027004,-0.289195084970128,0.350182552451457
progressive,-0.223795709972314,0.0637974744359953,-0.43178220395961,0.180404457587902,-0.334908710264179,0.163810386908593,-0.0729914865691264,0.426176099000383,0.0635732302376263,-0.174461986331123,-0.104609918539163,0.427745808388967,0.107861459415514,-0.0544913402036796,-0.125016140590747,0.110103901399205,-0.171883178049878,-0.237362483973642,0.102591720753841,-0.0997886682742282,-0.129725268756497,-0.436267087926991,0.412945691296609,-0.234559431494028,0.105955383729377,0.0320669203667744,-0.0525852645175427,-0.247677717098618,-0.183992364761807,0.365630165440739
stable,-0.111928195985991,-0.0832487474756371,0.152279315133925,0.228128764076785,-0.0754054883072088,0.16579614609434,0.0323532908624921,-0.194851326934069,0.105092019302423,0.167212189864127,0.0061325126944853,0.0620232073799299,0.109168830832749,-0.168328492112726,0.247103314802344,-0.0152825958689602,0.0475901288254465,-0.028572407694519,-0.0294107579009824,0.284921407010672,0.12861553233248,-0.130330364333745,-0.0013152674291785,0.0625532364578304,0.235424971136805,0.0451471196711667,0.0596256837631678,0.116359086550886,-0.13284759390104,-0.219969285093639
stable,-0.148397077927214,-0.0147335988468974,-0.301418681088826,0.150286087504144,-0.22398280549785,0.132933557669552,-0.150221881454123,0.128457720129939,0.146134659480425,0.0381316351808234,-0.0605226503091587,-0.0273467084102103,-0.0877172917587932,-0.0090226396608293,-0.0882444572221226,0.0678877600997121,-0.0081524787197568,-0.0338653121202252,-0.145654803738164,-0.135856622578398,0.171294982924135,0.0907214590466124,0.127937313198191,0.134166989683111,0.0736054778173612,0.202108818035473,0.172335796787631,0.070099489559642,-0.219476554566122,-0.0946684414900014
stable,0.0843506872663355,0.0647566896374062,-0.111427937747311,0.0188953309402098,0.132444333029508,0.0188937644229706,-0.123839453834136,-0.0304671937867801,0.218577716914145,0.0981642362823171,0.202694798625073,0.145283508322656,0.206817871998861,0.107665163338558,-0.0135973696369608,0.0494063872096898,-0.127487872484422,0.113639860089176,-0.119414042633167,-0.0043282871321339,-0.0865046484703471,0.0668902861173072,0.0274673132735566,-0.104355112411956,-0.0787127917221624,-0.0335046707137463,0.0778073447578579,-0.0876748368480902,-0.0031659313405873,0.304103292109941
stable,0.0549334942228514,-0.0275977815566129,-0.160928709676732,0.289742904923339,-0.363329030158134,-0.0769803632562309,0.255491565336572,-0.0750903603915105,0.0581456360778693,-0.117434479367976,-0.156781922569435,-0.197829505334135,-0.141454200706721,0.235053068604052,0.107416601169951,0.154820001787488,-0.0330431185773575,-0.142962175595133,0.0655572089555946,-0.0826745362705801,-0.156744237580808,0.0630872600063573,0.0045889384624077,-0.0105480570838206,-0.051009940330626,-0.0481234428048111,-0.111292401565138,-0.0564627568147621,-0.149714117336054,0.0959350495205268
stable,0.116460372818802,0.0039322996980652,0.130285250373635,-0.156772627585131,0.208609735554596,0.184521308473366,0.0142947750030298,-0.10575165728885,-0.0846804664539343,-0.245261736513921,-0.0673684552045902,0.195254755447959,-0.152815596442424,-0.131472359716447,0.269152312038016,0.138397164216185,-0.353115566597335,0.154497334678075,0.253497307579681,0.0037344481409299,0.136097139864486,-0.0754309061578562,-0.0332637930433825,0.165750141990148,0.017336742693986,0.17312011249344,-0.0892063208234057,0.335012149119449,0.300487052399329,-0.0203045160510164
stable,-0.0452172754158271,0.0821892630392296,-0.0604849708396327,0.0239450187222275,-0.0633407987606323,0.189487843876171,-0.0066562758466375,-0.141927325037985,0.0335669620252877,0.0190608207137486,0.0436136181986504,-0.1838787049339,-0.0685984511895495,0.0511779008714519,0.0949892302338638,0.125077940304088,-0.0727869988070156,0.0947402606202382,-0.0171349675259976,-0.0247285407415786,-0.0484831709357394,-0.193478680329876,0.0867146518986598,-0.101674796623281,-0.0182699760587026,0.0221875861554585,-0.0573582053979228,0.165088821740862,0.290225343130509,0.0970542134998173
stable,0.154159611510361,-0.0284710305324872,0.201872764950414,-0.0638545240897066,-0.101136009880843,-0.187397808481296,-0.151647206961976,-0.146954929098925,0.193227013243417,-0.0362974903581071,0.0593835010665002,0.0959122072599706,0.134132441416616,0.0889499090728122,0.0939234190426625,0.148104488351402,-0.0272049578172813,-0.0932372422832114,-0.0298401542740548,0.153230612846526,0.233842685713195,0.0553723440030536,0.0767541491176118,-0.0808346860240849,0.0079438033713085,0.0742143971088043,0.263654813368042,-0.0564722944793663,0.06578908525111,0.0773172170279077
stable,-0.0205200324611224,-0.208782238458821,0.101094071635864,0.0713588568512948,-0.173241714902704,-0.11490090925121,-0.0980750015273772,0.0608049943642492,-0.0030801967502107,0.161760172313649,0.107253190266699,0.214727894715483,0.126390101057781,0.490924990849472,-0.0042714169983735,0.0315691482330923,-0.236005579934895,-0.360837477232838,-0.0264356733671834,0.225571130232396,-0.254393180535328,-0.24025968554626,0.228019573187458,0.0474030508561597,-0.0942893322073664,0.24892770278989,0.1460059825889,-0.166691233675129,-0.0025381982471366,-0.283463338352583
stable,-0.0327185039774707,0.0459479076305834,-0.200265917835434,0.224732600058587,-0.0125801538402264,-0.174433831168777,0.0061934745557352,-0.132847708032968,-0.0505069930674441,-0.116150859795576,-0.109001602129388,0.153059790010162,-0.0320569655245929,-0.224902592911803,-0.125354368447017,-0.0304778752856802,0.116916851688382,-0.0957312363429702,-0.107919519107911,-0.105274730700843,0.0286707625047023,-0.168254693359699,0.0063996506267044,0.11765621819454,-0.103318106133302,0.120185629926131,0.283984325884454,-0.309418397155829,0.201343221941359,0.0761813755208763
