group,ASCL2,BARX2,E2F2,E2F7,EGR1,ELF1,FOXA2,FOXO3,GATA1,GATA4,GMEB1,HOXA1,HOXA4,JUNB,JUND,KLF3,KLF9,MAFK,MEIS1,MNT,MYC,NFATC1,NFE2,NFYB,NRF1,PGR,RUNX2,SIX5,SPI1,STAT4,TBP,TCF21,THAP1,ZBTB33,ZFX,ZNF143
progressive,0.0780433897031398,-0.292643412823544,0.0116563321910723,-0.0543447540563901,0.0901628874117382,-0.45760753131574,-0.131153035712794,0.035818133355348,-0.232895061062683,0.0197617287477782,-0.0020842448288672,0.162571096651644,0.180557357582239,0.0286390678336942,0.0084913678213109,0.412140116345265,-0.100815694314837,0.149679656413836,-0.0783521667148238,0.100429723050232,-0.19669095644273,-0.0605202942900708,0.0033965471285243,-0.129223179389769,0.0744924540687734,0.0805908000495331,-0.329233488708102,0.0786609437265079,-0.225407218529345,-0.0293338161099833,-0.0630677046364641,0.0437691414062119,-0.202326136905964,0.0585132437141246,0.0964156218983399,-0.124437135708666
progressive,0.216856817672024,-0.195995524663775,0.181184909714195,-0.170734911361269,0.135424237914405,-0.17206373831232,0.0043864190617221,0.0815873945480325,0.0434255487110496,0.109853995031072,0.182952378571418,-0.014578392763959,0.328813713606215,0.0757431362099145,0.0084503073100824,0.0814970859202912,0.106293254851556,-0.148596396332106,0.125645103653272,-0.0717695565892955,0.173005528287337,-0.0670993104118149,-0.019635675917474,-0.0699633840344688,-0.217592187926489,0.0846449866587036,0.0547786333413893,-0.144842137664573,-0.0296470323642281,-0.140210595184696,0.0627644962802306,-0.205645646599563,-0.114111401767449,-0.203555646928978,-0.106577081967314,-0.252812552745611
progressive,0.121316104990644,0.087929038532906,-0.176017667209276,0.0534220426076117,-0.075396587032977,0.0033514707478472,0.0896346241820806,0.110290081834699,-0.145273360667449,-0.0891103009878924,-0.156224991340542,0.127471169559335,0.174258522081852,-0.0111126200482095,0.0834507976294237,-0.0223322813178271,0.0781452221439185,0.242915476655805,-0.0388718990649327,-0.0924474684788486,0.272973693277409,0.051828162285353,-0.189664140309785,0.122891639831238,-0.0390918893747256,-0.218217250083966,0.0874904571449727,-0.110443142230452,0.0798126398630196,-0.15201198257028,0.113264692857502,-0.0606902736908728,0.0326776560099747,0.0788216729127585,0.158985053509978,-0.150400689587458
progressive,-0.444652341792647,0.31149913681359,-0.427787738844141,-0.44840003133676,0.502631303563329,0.156080246895981,-0.408277707982143,-0.431866106877439,-0.479263356994157,-0.424701406278401,0.444321663303461,0.442778497020591,0.415111730091995,-0.49800180471472,0.430433166757632,0.198076415022654,-0.198296867348778,-0.478271321526598,-0.313703660074832,-0.442117140042218,0.553225112408849,-0.427787738844141,-0.434731987117055,-0.421725299875723,0.27688812161208,-0.0568767001400609,0.408608386471329,0.413899242298312,-0.479373583157219,-0.422496883017158,0.0712061013381383,-0.421835526038785,0.4587612906646,0.440794426085472,0.462288527882588,0.416765122537927
progressive,0.153790957292479,-0.407758702632097,0.176960337321259,-0.0143269596313226,-0.0263034024481314,0.0511517230587066,-0.0878645571139709,0.158044273433028,0.233596599613831,-0.228335919124205,-0.004589104256908,-0.0672695526439446,0.0704035750632964,-0.334780752010047,-0.0743211030874862,-0.266056117528546,0.548118135270211,0.555729332574351,-0.0880884158582103,-0.101408011140456,0.285196040161016,-0.0193637813767095,0.281390441508946,-0.247811629873034,-0.406863267655139,0.328624636543463,-0.148306418058613,0.0122003015610482,0.113272524585145,0.0118645134446891,0.451970804619381,-0.367352199296882,-0.0831635234849431,0.27993535967139,-0.285867616393735,0.289337426929445
stable,0.192433069209686,0.127697896293145,-0.131146318895455,0.101806055597278,-0.0869988186441572,-0.147965294229346,0.0100423860203208,-0.104370563429786,-0.0482022299562751,-0.174994877948664,0.0346160319149818,0.141895564966891,0.11974266336493,-0.0646132864371388,0.164891480747461,0.0247513800251607,0.0503385724637034,0.0668007207129675,-0.459704029125302,-0.0330444165072147,-0.0236921770073892,-0.136288922796748,-0.210283255794619,-0.1978978501931,-0.141436554345463,0.0950573221680747,-0.20166247105357,0.0117244737890178,-0.152570211621168,-0.0832543083733774,-0.0335364465427953,-0.255746504964592,0.130181418237444,-0.214825123770117,0.10184396677649,-0.281557088007524
stable,0.0925815727877991,-0.0514866824445164,0.0862929056902758,-0.0952996837596448,-0.181810306286852,-0.429580440439471,0.107575563872786,0.0312909337017644,-0.176993739955966,0.132457248844265,-0.135143539663021,0.153865512894236,0.0753601709865123,-0.204096136664147,-0.142586105996281,0.261593478552874,0.207656644320428,-0.41663633711144,0.146685881510193,-0.0623608010767983,0.147610340694702,0.0707395498088647,0.0068212359755559,0.0360656314101636,-0.324666046211949,-0.41774836772469,-0.229240756584843,0.0024149821450409,0.319238197992755,-0.283085479847819,0.186137847107092,0.231528458117524,-0.115671280716841,0.24229706782114,-0.203551844571818,-0.0365680548800057
stable,-0.0129711920257104,0.0113492042079452,-0.0596115851901824,0.0802891820654494,0.0249154914736682,-0.152862538248519,-0.108385842289159,-0.0510211734273617,-0.148062522024987,0.0660524312971264,0.022569654300637,0.126912303336412,-0.0690797231777183,0.07227188313272,0.093042120164084,0.0893192420266963,-0.0593666383367735,0.110191540246981,0.125028096771728,-0.0734746349898432,0.29352483899071,0.192019491006922,-0.0134642260768027,0.0420476396630553,-0.1609410738946,0.161837642184963,-0.0258654456166963,0.0435283119884693,0.011627124676236,0.175177824662924,0.0236405116982322,0.0646125834472806,0.033764981639133,-0.178630633192707,-0.0628869642684577,0.0595739010588887
stable,0.225014482668139,0.159046343003077,-0.202939901016801,0.048106708087622,-0.184006893420291,0.294531892606834,-0.073185808469169,-0.04207280404932,0.0604972033842157,-0.0947113013832668,-0.0549051148227454,-0.104086868684491,0.145156624377051,-0.0694867604357208,0.0592576333912982,0.125325528514153,0.207783389925446,0.0112940526996394,-0.0604914204591262,-0.235511069997948,0.161564228587011,-0.146253356120259,0.0454853081445874,0.0014130577456,0.0246829700129217,0.137949075691851,0.107439230358828,-0.0815409786383646,0.104208020965114,-0.016383605070839,0.082571785035554,0.0158134086570221,-0.061822649814711,-0.0793810561174658,-0.0474283709746329,0.0433386863513942
stable,0.0074844856584584,-0.0255063392834309,0.0642828685994575,-0.228867693029704,-0.268456682959971,-0.113473665788931,-0.158405199758296,0.151560834583784,0.165323424988647,0.0251862790414573,-0.0736877157097574,-0.175737692862094,-0.167120686347422,-0.0084692864029924,0.0867609455934463,-0.193907266598747,-0.0757311772546654,0.210279578976625,0.278427790498378,0.246815686598836,-0.0143534708515832,-0.11632958794808,-0.07275215500245,0.0968305332063066,-0.129107377608409,0.0719396943882095,-0.174925232247854,-0.254964912759855,-0.006819745155898,0.0826247824664035,0.15513073728272,-0.205306335216728,-0.0973721736158003,0.112759685249144,-0.00492400372267,-0.030578063117781
